dataset,cohort,genotype,condition,source_file,source_plant,angle_deg,event,plant_id,u_ara,position_ara,heldout,source_bin,source_orientation
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,136.0,17,Col0_JL_P23,0.7555555555555555,1.81111111111111,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,112.0,18,Col0_JL_P23,0.6222222222222222,0.4333333333333318,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,133.0,19,Col0_JL_P23,0.7388888888888889,1.1722222222222207,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,116.0,20,Col0_JL_P23,0.6444444444444445,1.8166666666666647,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,141.0,21,Col0_JL_P23,0.7833333333333333,0.5999999999999979,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,125.0,22,Col0_JL_P23,0.6944444444444444,1.2944444444444425,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,127.0,23,Col0_JL_P23,0.7055555555555556,1.9999999999999982,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,149.0,24,Col0_JL_P23,0.8277777777777777,0.8277777777777757,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,110.0,25,Col0_JL_P23,0.6111111111111112,1.4388888888888864,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,132.0,26,Col0_JL_P23,0.7333333333333333,0.17222222222222072,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,130.0,27,Col0_JL_P23,0.7222222222222222,0.8944444444444422,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,126.0,28,Col0_JL_P23,0.7,1.5944444444444414,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,120.0,29,Col0_JL_P23,0.6666666666666666,0.2611111111111093,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,123.0,30,Col0_JL_P23,0.6833333333333333,0.9444444444444429,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,104.0,31,Col0_JL_P23,0.5777777777777777,1.5222222222222221,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,135.0,32,Col0_JL_P23,0.75,0.27222222222222214,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,139.0,33,Col0_JL_P23,0.7722222222222223,1.0444444444444443,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,121.0,34,Col0_JL_P23,0.6722222222222223,1.716666666666665,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,266.0,35,Col0_JL_P23,1.4777777777777779,1.1944444444444429,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,118.0,36,Col0_JL_P23,0.6555555555555556,1.8499999999999979,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,157.0,37,Col0_JL_P23,0.8722222222222222,0.7222222222222214,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,160.0,38,Col0_JL_P23,0.8888888888888888,1.6111111111111107,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,23,107.0,39,Col0_JL_P23,0.5944444444444444,0.2055555555555557,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,164.0,1,Col0_JL_P24,0.9111111111111111,0.9111111111111111,False,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,127.0,2,Col0_JL_P24,0.7055555555555556,1.6166666666666667,False,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,66.0,3,Col0_JL_P24,0.36666666666666664,1.9833333333333334,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,110.0,4,Col0_JL_P24,0.6111111111111112,0.5944444444444446,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,108.0,5,Col0_JL_P24,0.6,1.1944444444444446,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,127.0,6,Col0_JL_P24,0.7055555555555556,1.9000000000000004,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,133.0,7,Col0_JL_P24,0.7388888888888889,0.6388888888888893,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,105.0,8,Col0_JL_P24,0.5833333333333334,1.2222222222222223,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,110.0,9,Col0_JL_P24,0.6111111111111112,1.833333333333334,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,125.0,10,Col0_JL_P24,0.6944444444444444,0.5277777777777786,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,103.0,11,Col0_JL_P24,0.5722222222222222,1.1000000000000005,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,120.0,12,Col0_JL_P24,0.6666666666666666,1.7666666666666675,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,129.0,13,Col0_JL_P24,0.7166666666666667,0.4833333333333343,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,106.0,14,Col0_JL_P24,0.5888888888888889,1.0722222222222229,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,133.0,15,Col0_JL_P24,0.7388888888888889,1.8111111111111118,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,114.0,16,Col0_JL_P24,0.6333333333333333,0.44444444444444464,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,146.0,17,Col0_JL_P24,0.8111111111111111,1.2555555555555564,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,134.0,18,Col0_JL_P24,0.7444444444444445,0.0,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,93.0,19,Col0_JL_P24,0.5166666666666667,0.5166666666666675,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,170.0,20,Col0_JL_P24,0.9444444444444444,1.4611111111111121,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,116.0,21,Col0_JL_P24,0.6444444444444445,0.10555555555555607,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,137.0,22,Col0_JL_P24,0.7611111111111111,0.8666666666666671,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,146.0,23,Col0_JL_P24,0.8111111111111111,1.677777777777779,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,98.0,24,Col0_JL_P24,0.5444444444444444,0.22222222222222499,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,105.0,25,Col0_JL_P24,0.5833333333333334,0.8055555555555571,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,150.0,26,Col0_JL_P24,0.8333333333333334,1.6388888888888893,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,134.0,27,Col0_JL_P24,0.7444444444444445,0.38333333333333286,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,118.0,28,Col0_JL_P24,0.6555555555555556,1.0388888888888879,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,117.0,29,Col0_JL_P24,0.65,1.6888888888888864,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,135.0,30,Col0_JL_P24,0.75,0.43888888888888644,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,144.0,31,Col0_JL_P24,0.8,1.2388888888888872,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,24,112.0,32,Col0_JL_P24,0.6222222222222222,1.8611111111111107,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,108.0,1,Col0_JL_P25,0.6,0.6,False,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,184.0,2,Col0_JL_P25,1.0222222222222221,1.6222222222222222,False,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,138.0,3,Col0_JL_P25,0.7666666666666667,0.38888888888888884,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,134.0,4,Col0_JL_P25,0.7444444444444445,1.1333333333333333,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,143.0,5,Col0_JL_P25,0.7944444444444444,1.9277777777777776,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,148.0,6,Col0_JL_P25,0.8222222222222222,0.75,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,153.0,7,Col0_JL_P25,0.85,1.5999999999999996,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,131.0,8,Col0_JL_P25,0.7277777777777777,0.3277777777777775,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,141.0,9,Col0_JL_P25,0.7833333333333333,1.1111111111111107,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,139.0,10,Col0_JL_P25,0.7722222222222223,1.8833333333333329,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,128.0,11,Col0_JL_P25,0.7111111111111111,0.5944444444444432,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,168.0,12,Col0_JL_P25,0.9333333333333333,1.5277777777777768,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,169.0,13,Col0_JL_P25,0.9388888888888889,0.466666666666665,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,157.0,14,Col0_JL_P25,0.8722222222222222,1.3388888888888868,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,146.0,15,Col0_JL_P25,0.8111111111111111,0.14999999999999858,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,176.0,16,Col0_JL_P25,0.9777777777777777,1.1277777777777764,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,162.0,17,Col0_JL_P25,0.9,0.02777777777777679,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,113.0,18,Col0_JL_P25,0.6277777777777778,0.655555555555555,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,177.0,19,Col0_JL_P25,0.9833333333333333,1.6388888888888875,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,160.0,20,Col0_JL_P25,0.8888888888888888,0.527777777777775,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,176.0,21,Col0_JL_P25,0.9777777777777777,1.5055555555555529,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,127.0,22,Col0_JL_P25,0.7055555555555556,0.21111111111110858,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,156.0,23,Col0_JL_P25,0.8666666666666667,1.0777777777777757,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,158.0,24,Col0_JL_P25,0.8777777777777778,1.9555555555555522,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,149.0,25,Col0_JL_P25,0.8277777777777777,0.7833333333333314,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,153.0,26,Col0_JL_P25,0.85,1.6333333333333329,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,136.0,27,Col0_JL_P25,0.7555555555555555,0.3888888888888893,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,166.0,28,Col0_JL_P25,0.9222222222222223,1.31111111111111,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,144.0,29,Col0_JL_P25,0.8,0.11111111111111072,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,125.0,30,Col0_JL_P25,0.6944444444444444,0.8055555555555536,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,183.0,31,Col0_JL_P25,1.0166666666666666,1.8222222222222193,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,152.0,32,Col0_JL_P25,0.8444444444444444,0.6666666666666643,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,161.0,33,Col0_JL_P25,0.8944444444444445,1.56111111111111,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,104.0,34,Col0_JL_P25,0.5777777777777777,0.13888888888888928,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,184.0,35,Col0_JL_P25,1.0222222222222221,1.1611111111111114,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,171.0,36,Col0_JL_P25,0.95,0.11111111111111072,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,140.0,37,Col0_JL_P25,0.7777777777777778,0.8888888888888893,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,25,136.0,38,Col0_JL_P25,0.7555555555555555,1.6444444444444457,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,124.0,1,Col0_JL_P26,0.6888888888888889,0.6888888888888889,False,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,112.0,2,Col0_JL_P26,0.6222222222222222,1.3111111111111111,False,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,84.0,3,Col0_JL_P26,0.4666666666666667,1.7777777777777777,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,141.0,4,Col0_JL_P26,0.7833333333333333,0.5611111111111109,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,116.0,5,Col0_JL_P26,0.6444444444444445,1.2055555555555553,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,133.0,6,Col0_JL_P26,0.7388888888888889,1.9444444444444442,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,133.0,7,Col0_JL_P26,0.7388888888888889,0.6833333333333336,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,126.0,8,Col0_JL_P26,0.7,1.3833333333333337,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,127.0,9,Col0_JL_P26,0.7055555555555556,0.08888888888888946,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,138.0,10,Col0_JL_P26,0.7666666666666667,0.8555555555555561,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,106.0,11,Col0_JL_P26,0.5888888888888889,1.4444444444444446,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,139.0,12,Col0_JL_P26,0.7722222222222223,0.21666666666666679,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,103.0,13,Col0_JL_P26,0.5722222222222222,0.7888888888888896,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,130.0,14,Col0_JL_P26,0.7222222222222222,1.511111111111111,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,107.0,15,Col0_JL_P26,0.5944444444444444,0.10555555555555607,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,121.0,16,Col0_JL_P26,0.6722222222222223,0.7777777777777786,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,124.0,17,Col0_JL_P26,0.6888888888888889,1.4666666666666668,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,107.0,18,Col0_JL_P26,0.5944444444444444,0.06111111111111178,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,123.0,19,Col0_JL_P26,0.6833333333333333,0.7444444444444454,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,101.0,20,Col0_JL_P26,0.5611111111111111,1.3055555555555571,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,119.0,21,Col0_JL_P26,0.6611111111111111,1.9666666666666686,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,131.0,22,Col0_JL_P26,0.7277777777777777,0.6944444444444464,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,132.0,23,Col0_JL_P26,0.7333333333333333,1.427777777777779,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,132.0,24,Col0_JL_P26,0.7333333333333333,0.16111111111111143,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,124.0,25,Col0_JL_P26,0.6888888888888889,0.8500000000000014,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,111.0,26,Col0_JL_P26,0.6166666666666667,1.4666666666666686,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,148.0,27,Col0_JL_P26,0.8222222222222222,0.2888888888888914,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,121.0,28,Col0_JL_P26,0.6722222222222223,0.9611111111111121,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,156.0,29,Col0_JL_P26,0.8666666666666667,1.8277777777777793,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,121.0,30,Col0_JL_P26,0.6722222222222223,0.5,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,83.0,31,Col0_JL_P26,0.46111111111111114,0.9611111111111121,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,181.0,32,Col0_JL_P26,1.0055555555555555,1.9666666666666686,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,114.0,33,Col0_JL_P26,0.6333333333333333,0.6000000000000014,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,121.0,34,Col0_JL_P26,0.6722222222222223,1.2722222222222221,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,140.0,35,Col0_JL_P26,0.7777777777777778,0.05000000000000071,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,125.0,36,Col0_JL_P26,0.6944444444444444,0.7444444444444436,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,145.0,37,Col0_JL_P26,0.8055555555555556,1.5500000000000007,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,110.0,38,Col0_JL_P26,0.6111111111111112,0.16111111111111143,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,26,140.0,39,Col0_JL_P26,0.7777777777777778,0.93888888888889,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,137.0,1,Col0_JL_P27,0.7611111111111111,0.7611111111111111,False,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,184.0,2,Col0_JL_P27,1.0222222222222221,1.7833333333333332,False,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,134.0,3,Col0_JL_P27,0.7444444444444445,0.5277777777777777,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,184.0,4,Col0_JL_P27,1.0222222222222221,1.5499999999999998,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,171.0,5,Col0_JL_P27,0.95,0.5,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,141.0,6,Col0_JL_P27,0.7833333333333333,1.2833333333333332,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,136.0,7,Col0_JL_P27,0.7555555555555555,0.03888888888888875,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,168.0,8,Col0_JL_P27,0.9333333333333333,0.9722222222222223,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,133.0,9,Col0_JL_P27,0.7388888888888889,1.7111111111111112,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,137.0,10,Col0_JL_P27,0.7611111111111111,0.47222222222222143,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,181.0,11,Col0_JL_P27,1.0055555555555555,1.4777777777777779,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,145.0,12,Col0_JL_P27,0.8055555555555556,0.2833333333333332,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,118.0,13,Col0_JL_P27,0.6555555555555556,0.9388888888888882,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,131.0,14,Col0_JL_P27,0.7277777777777777,1.666666666666666,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,144.0,15,Col0_JL_P27,0.8,0.4666666666666668,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,172.0,16,Col0_JL_P27,0.9555555555555556,1.4222222222222225,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,155.0,17,Col0_JL_P27,0.8611111111111112,0.2833333333333332,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,124.0,18,Col0_JL_P27,0.6888888888888889,0.9722222222222214,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,170.0,19,Col0_JL_P27,0.9444444444444444,1.916666666666666,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,135.0,20,Col0_JL_P27,0.75,0.6666666666666643,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,160.0,21,Col0_JL_P27,0.8888888888888888,1.5555555555555536,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,160.0,22,Col0_JL_P27,0.8888888888888888,0.44444444444444287,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,134.0,23,Col0_JL_P27,0.7444444444444445,1.1888888888888864,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,164.0,24,Col0_JL_P27,0.9111111111111111,0.09999999999999787,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,158.0,25,Col0_JL_P27,0.8777777777777778,0.9777777777777743,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,162.0,26,Col0_JL_P27,0.9,1.8777777777777729,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,138.0,27,Col0_JL_P27,0.7666666666666667,0.6444444444444386,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,179.0,28,Col0_JL_P27,0.9944444444444445,1.6388888888888822,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,160.0,29,Col0_JL_P27,0.8888888888888888,0.5277777777777715,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,167.0,30,Col0_JL_P27,0.9277777777777778,1.4555555555555486,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,148.0,31,Col0_JL_P27,0.8222222222222222,0.27777777777777146,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,163.0,32,Col0_JL_P27,0.9055555555555556,1.1833333333333265,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,125.0,33,Col0_JL_P27,0.6944444444444444,1.8777777777777693,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,143.0,34,Col0_JL_P27,0.7944444444444444,0.6722222222222136,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,27,146.0,35,Col0_JL_P27,0.8111111111111111,1.4833333333333236,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,137.0,1,Col0_JL_P28,0.7611111111111111,0.7611111111111111,False,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,102.0,2,Col0_JL_P28,0.5666666666666667,1.3277777777777777,False,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,123.0,3,Col0_JL_P28,0.6833333333333333,0.011111111111111072,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,125.0,4,Col0_JL_P28,0.6944444444444444,0.7055555555555557,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,129.0,5,Col0_JL_P28,0.7166666666666667,1.4222222222222225,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,127.0,6,Col0_JL_P28,0.7055555555555556,0.1277777777777782,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,118.0,7,Col0_JL_P28,0.6555555555555556,0.7833333333333341,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,140.0,8,Col0_JL_P28,0.7777777777777778,1.5611111111111118,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,123.0,9,Col0_JL_P28,0.6833333333333333,0.24444444444444535,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,109.0,10,Col0_JL_P28,0.6055555555555555,0.8500000000000005,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,114.0,11,Col0_JL_P28,0.6333333333333333,1.4833333333333343,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,176.0,12,Col0_JL_P28,0.9777777777777777,0.46111111111111214,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,128.0,13,Col0_JL_P28,0.7111111111111111,1.1722222222222225,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,110.0,14,Col0_JL_P28,0.6111111111111112,1.7833333333333332,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,143.0,15,Col0_JL_P28,0.7944444444444444,0.5777777777777775,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,128.0,16,Col0_JL_P28,0.7111111111111111,1.2888888888888879,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,111.0,17,Col0_JL_P28,0.6166666666666667,1.905555555555555,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,134.0,18,Col0_JL_P28,0.7444444444444445,0.6499999999999986,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,130.0,19,Col0_JL_P28,0.7222222222222222,1.37222222222222,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,119.0,20,Col0_JL_P28,0.6611111111111111,0.03333333333333144,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,135.0,21,Col0_JL_P28,0.75,0.7833333333333314,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,147.0,22,Col0_JL_P28,0.8166666666666667,1.5999999999999979,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,126.0,23,Col0_JL_P28,0.7,0.29999999999999716,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,128.0,24,Col0_JL_P28,0.7111111111111111,1.0111111111111093,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,147.0,25,Col0_JL_P28,0.8166666666666667,1.8277777777777757,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,124.0,26,Col0_JL_P28,0.6888888888888889,0.5166666666666657,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,128.0,27,Col0_JL_P28,0.7111111111111111,1.2277777777777779,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,148.0,28,Col0_JL_P28,0.8222222222222222,0.05000000000000071,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,134.0,29,Col0_JL_P28,0.7444444444444445,0.7944444444444443,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,142.0,30,Col0_JL_P28,0.7888888888888889,1.5833333333333321,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,28,122.0,31,Col0_JL_P28,0.6777777777777778,0.2611111111111093,True,,
