control,observed,null_median,null_lo,null_hi,p_lower
within_plant_order_carrier,0.0301636547216,0.0397555555556,0.0300431659006,0.0603886392364,0.026297370263
within_plant_order_compensation,0.319457924978,0.485672887996,0.323952927736,0.77767793583,0.018498150185
broken_lineage_compensation,0.319457924978,0.624795990854,0.421582652788,0.829898149584,0.000799920007999
