turns,observed_counts,expected_counts,observed_expected_ratio,excess_ratio
1.5,5869501.0,5874484.440030208,0.9991516804442873,-0.0008483195557127399
2.5,4218510.0,4215911.173875581,1.000616432846243,0.0006164328462430202
3.5,3315079.0,3310913.902783545,1.0012579901920593,0.0012579901920592995
4.5,2405146.0,2403881.9072382315,1.0005258547676414,0.0005258547676414427
5.5,1900837.0,1901058.817203357,0.9998833191265049,-0.00011668087349514522
6.5,1542399.0,1542917.7857630472,0.9996637631843808,-0.0003362368156192286
7.5,1273340.0,1275013.0073219812,0.9986878507808362,-0.001312149219163783
8.5,888577.0,891302.041194606,0.9969426287962343,-0.003057371203765702
