replicate,observed_expected_ratio,excess_ratio
0,0.99930797412857,-0.0006920258714300243
1,0.9993622482326973,-0.0006377517673027411
2,0.9977125719986288,-0.002287428001371161
3,0.9996106808527081,-0.0003893191472919
4,0.9973511238145554,-0.0026488761854446263
5,0.9994856376381128,-0.0005143623618871773
6,0.9987759351681567,-0.0012240648318433411
7,0.9963624778768263,-0.0036375221231736976
8,1.0004243092964014,0.0004243092964013595
9,0.99792546070559,-0.0020745392944100383
10,0.9993273904123235,-0.0006726095876764537
11,0.998442436124183,-0.0015575638758169585
12,0.9975417866832257,-0.002458213316774316
13,0.9981286402684726,-0.001871359731527411
14,0.9997197626514825,-0.00028023734851745363
15,0.9976888076852048,-0.002311192314795152
16,0.9968179320012847,-0.0031820679987153433
17,0.9992673368704247,-0.0007326631295753172
18,0.99854553930445,-0.0014544606955499972
19,0.9987316778259301,-0.0012683221740699135
20,1.000076046831323,7.604683132300671e-05
21,1.000085088900562,8.508890056191376e-05
22,0.9997383402551563,-0.0002616597448437119
23,0.9982329344045028,-0.0017670655954972192
24,0.9977328843509877,-0.0022671156490122746
25,0.9995862325901208,-0.00041376740987919547
26,0.9979001689357835,-0.0020998310642165174
27,0.9985355583623827,-0.0014644416376172753
28,0.9995687960575237,-0.00043120394247631033
29,0.9995806098365606,-0.0004193901634393926
30,0.999375390287623,-0.0006246097123769889
31,0.9993829832498298,-0.0006170167501702295
32,0.9986994344990004,-0.001300565500999551
33,0.9996995774076929,-0.00030042259230711466
34,0.998501462513177,-0.0014985374868230483
35,0.999200106081207,-0.0007998939187929821
36,0.9997019217077043,-0.00029807829229566707
37,0.9987276649652919,-0.0012723350347081386
38,0.9975235194258022,-0.0024764805741978035
39,0.9991336433420344,-0.000866356657965639
40,0.9980716694707148,-0.0019283305292852049
41,0.9978237520323439,-0.002176247967656142
42,0.999632022199568,-0.00036797780043196227
43,0.9993528131229983,-0.0006471868770017153
44,0.9983333274456626,-0.0016666725543373895
45,0.9980606681693781,-0.0019393318306218932
46,1.0008058678311165,0.0008058678311164691
47,0.9995603577167623,-0.0004396422832376734
48,0.9990580046827081,-0.0009419953172918882
49,1.0001711487822966,0.00017114878229662622
50,0.9969469813085736,-0.003053018691426379
51,0.9976192045104466,-0.002380795489553389
52,1.0006677085451814,0.0006677085451813891
53,0.9983996628962283,-0.0016003371037717207
54,0.9978879618042954,-0.002112038195704602
55,0.997612098041415,-0.0023879019585849592
56,0.9983939799489008,-0.0016060200510992217
57,0.9968988244732975,-0.0031011755267025265
58,0.9985575912967736,-0.0014424087032264277
59,0.9979495099815657,-0.00205049001843427
60,0.9975830466354396,-0.0024169533645603813
61,0.9991699017728735,-0.0008300982271265411
62,0.9997470639834041,-0.00025293601659592824
63,0.9988082304042809,-0.0011917695957190944
64,1.0011480577439338,0.0011480577439337836
65,0.9972838967012374,-0.0027161032987625955
66,0.9994197441159689,-0.0005802558840311001
67,0.9991718919473815,-0.0008281080526184592
68,0.9990680373178359,-0.0009319626821641114
69,1.000277689699264,0.00027768969926400544
70,0.9997906397897393,-0.00020936021026074503
71,0.9985776127934961,-0.0014223872065038945
72,1.0011240064841254,0.0011240064841253616
73,0.9998231683409587,-0.00017683165904125442
74,0.9981189731669002,-0.0018810268330997637
75,0.9995400209314473,-0.0004599790685526628
76,0.9987301639271502,-0.001269836072849806
77,0.9987129364314785,-0.0012870635685214848
78,0.99949036400096,-0.0005096359990399701
79,0.9989348529977928,-0.0010651470022071674
80,0.9997517341845044,-0.00024826581549564075
81,0.9988772129799462,-0.0011227870200537504
82,0.9985014220235242,-0.00149857797647579
83,0.9979367769887699,-0.0020632230112300753
84,0.9971685347551951,-0.0028314652448049316
85,0.99850863599128,-0.0014913640087199642
86,0.9995297047318025,-0.0004702952681975292
87,1.0016546973877327,0.0016546973877327176
88,0.9962773046705858,-0.0037226953294141607
89,0.9987655908155318,-0.0012344091844681548
90,0.997950533980512,-0.0020494660194879666
91,0.9985043783740567,-0.0014956216259432997
92,0.9984841143246587,-0.001515885675341333
93,0.9970801649644644,-0.0029198350355356117
94,0.9996349155822807,-0.0003650844177193191
95,0.9991859304872847,-0.000814069512715343
96,0.9997959996341611,-0.0002040003658388967
97,0.9991077051080919,-0.0008922948919081186
98,0.9996380658074826,-0.0003619341925173991
99,0.9973298079612616,-0.002670192038738417
100,0.9999634961116501,-3.650388834985918e-05
101,0.9997494197983562,-0.000250580201643813
102,0.9979439163764307,-0.002056083623569349
103,1.0000024351847607,2.4351847607295696e-06
104,0.997430521297644,-0.0025694787023560206
105,1.0003990517265844,0.00039905172658438737
106,0.9993738510457011,-0.0006261489542989107
107,1.0005483603727428,0.0005483603727427511
108,0.9961025479267288,-0.0038974520732711904
109,0.9984321930749307,-0.0015678069250693039
110,0.9980084568569934,-0.0019915431430066466
111,0.99843690014836,-0.0015630998516400485
112,0.9978439961592283,-0.0021560038407717474
113,0.9987293336856978,-0.0012706663143021713
114,1.0003175557220985,0.0003175557220984615
115,1.0002471176033265,0.0002471176033265188
116,0.9988596443531707,-0.0011403556468293496
117,0.9989172229537824,-0.00108277704621762
118,0.9990547598316634,-0.0009452401683366363
119,0.9972189783725954,-0.0027810216274045674
120,0.9964170957528451,-0.0035829042471549055
121,0.9974010154696563,-0.0025989845303436843
122,0.996859530597499,-0.0031404694025010116
123,0.9983161695657725,-0.0016838304342274846
124,0.9958000333654824,-0.0041999666345176045
125,1.0003021110981223,0.0003021110981222819
126,0.9972999726903368,-0.0027000273096632332
127,0.9973877828255385,-0.002612217174461473
128,1.0012854781524754,0.0012854781524753722
129,1.0014010790232368,0.0014010790232368286
130,0.9984392103038375,-0.0015607896961624679
131,0.9980290189062885,-0.0019709810937115213
132,0.9983757455041518,-0.001624254495848243
133,0.9991586852444058,-0.0008413147555942357
134,0.9992138014364182,-0.0007861985635817526
135,1.0015291020707155,0.001529102070715549
136,0.9976994000560855,-0.0023005999439145164
137,1.000370188913174,0.0003701889131739744
138,1.0004896187097916,0.0004896187097915838
139,0.9995552371147408,-0.0004447628852591867
140,0.99867809810042,-0.0013219018995800358
141,0.99809187742954,-0.0019081225704600246
142,0.9991065782330922,-0.0008934217669077649
143,0.9991375230015644,-0.0008624769984355574
144,0.9999947238316765,-5.2761683234647805e-06
145,0.9991940603352901,-0.000805939664709876
146,0.9979170390751319,-0.002082960924868149
147,0.9992941408774814,-0.0007058591225186372
148,0.997413512349677,-0.0025864876503229883
149,0.9986692057150108,-0.0013307942849891674
150,0.9978775519975885,-0.002122448002411459
151,1.0011975035684462,0.0011975035684461677
152,1.0009921570445242,0.0009921570445241557
153,0.9989514607333656,-0.0010485392666343962
154,0.9998433577500275,-0.00015664224997247178
155,0.9984705092229084,-0.0015294907770916355
156,0.9974123113036879,-0.002587688696312096
157,1.0005957710817373,0.0005957710817372508
158,0.9962699604683538,-0.00373003953164619
159,0.9967105554044582,-0.003289444595541813
160,0.9992058046069049,-0.0007941953930951096
161,0.9964383556611217,-0.0035616443388782892
162,0.9978547179749273,-0.0021452820250726923
163,0.9961264295090169,-0.003873570490983136
164,0.9979482358856707,-0.0020517641143292797
165,0.9985667965185742,-0.0014332034814258376
166,1.0005945126399973,0.0005945126399973244
167,0.9985004309005274,-0.0014995690994725752
168,0.9988941187213055,-0.0011058812786944872
169,1.0002268806408328,0.0002268806408327606
170,0.9972250138351695,-0.0027749861648305174
171,0.9993190252793143,-0.0006809747206857342
172,0.9992337971854095,-0.0007662028145904998
173,0.9977900607383842,-0.002209939261615834
174,0.9987498946038977,-0.0012501053961022635
175,0.9981580000204737,-0.0018419999795262765
176,0.9967013199808904,-0.003298680019109601
177,1.000258511582349,0.00025851158234901916
178,0.9988045244139119,-0.0011954755860881239
179,0.9998981115742248,-0.00010188842577518731
180,0.9983070338577527,-0.001692966142247343
181,0.9994988456949251,-0.0005011543050749134
182,0.9975650141426995,-0.002434985857300509
183,0.9983406506456545,-0.0016593493543455295
