time (s)	frame	L(t) (um)
0	239	242.379
0.1	240	241.764
0.2	241	239.228
0.3	242	237.283
0.4	243	234.208
0.5	244	231.991
0.6	245	230.046
0.7	246	228.101
0.8	247	227.486
0.9	248	225.747
1	249	224.517
1.1	250	222.778
1.2	251	221.548
1.3	252	220.173
1.4	253	219.303
1.5	254	217.358
1.6	255	216.488
1.7	256	215.873
1.8	257	212.287
1.9	258	210.07
2	259	210.07
2.1	260	208.125
2.2	261	206.75
2.3	262	205.52
2.4	263	204.145
2.5	264	203.53
2.6	265	202.155
2.7	266	200.78
2.8	267	198.03
2.9	268	197.16
3	269	195.785
3.1	270	195.785
3.2	271	193.84
3.3	272	191.895
3.4	273	189.95
3.5	274	189.95
3.6	275	189.08
3.7	276	188.465
3.8	277	188.465
3.9	278	186.248
4	279	185.633
4.1	280	183.688
4.2	281	181.079
4.3	282	180.464
4.4	283	179.849
4.5	284	177.313
4.6	285	176.083
4.7	286	173.547
4.8	287	171.602
4.9	288	171.602
5	289	170.987
5.1	290	167.246
5.2	291	167.246
5.3	292	165.301
5.4	293	163.926
5.5	294	163.926
5.6	295	162.551
5.7	296	161.176
5.8	297	160.561
5.9	298	159.186
6	299	156.05
6.1	300	154.675
6.2	301	153.3
6.3	302	152.685
6.4	303	151.31
6.5	304	150.695
6.6	305	149.32
6.7	306	147.581
6.8	307	146.206
6.9	308	145.591
7	309	142.455
7.1	310	140.716
7.2	311	140.716
7.3	312	139.341
7.4	313	138.726
7.5	314	137.856
7.6	315	137.241
7.7	316	135.866
7.8	317	135.251
7.9	318	134.636
8	319	131.05
8.1	320	127.914
8.2	321	127.914
8.3	322	127.299
8.4	323	127.299
8.5	324	125.56
8.6	325	124.185
8.7	326	124.185
8.8	327	121.725
8.9	328	119.78
9	329	118.041
9.1	330	117.171
9.2	331	117.171
9.3	332	114.954
9.4	333	114.084
9.5	334	111.867
9.6	335	110.637
9.7	336	110.022
9.8	337	107.805
9.9	338	106.43
10	339	105.815
10.1	340	101.877
10.2	341	101.262
10.3	342	100.032
10.4	343	98.657
10.5	344	97.282
10.6	345	95.437
10.7	346	94.062
10.8	347	92.323
10.9	348	91.708
11	349	89.491
11.1	350	88.621
11.2	351	87.246
11.3	352	85.507
11.4	353	84.277
11.5	354	81.668
11.6	355	79.723
11.7	356	78.493
11.8	357	75.884
11.9	358	74.145
12	359	73.53
12.1	360	73.53
12.2	361	71.313
12.3	362	70.698
12.4	363	69.828
12.5	364	66.242
12.6	365	64.297
12.7	366	62.452
12.8	367	58.562
12.9	368	57.692
13	369	57.077
13.1	370	55.132
13.2	371	54.262
13.3	372	52.887
13.4	373	49.812
13.5	374	49.812
13.6	375	48.582
13.7	376	47.712
13.8	377	44.637
13.9	378	42.692
14	379	41.822
14.1	380	39.877
14.2	381	37.127
14.3	382	35.282
14.4	383	35.282
14.5	384	33.907
14.6	385	32.532
14.7	386	31.662
14.8	387	29.053
14.9	388	28.438
15	389	27.568
15.1	390	26.193
15.2	391	23.976
15.3	392	23.361
15.4	393	20.611
15.5	394	19.236
15.6	395	17.861
15.7	396	16.486
15.8	397	11.802
15.9	398	11.802
16	399	8.49
16.1	400	5.415
