time (s)	frame	L(t) (um)
0	109	0
0.1	110	7.828
0.2	111	10.453
0.3	112	13.79
0.4	113	16.638
0.5	114	17.663
0.6	115	19.402
0.7	116	23.361
0.8	117	24.608
0.9	118	26.719
1	119	29.507
1.1	120	31.259
1.2	121	33.309
1.3	122	35.601
1.4	123	37.491
1.5	124	39.092
1.6	125	40.339
1.7	126	42.358
1.8	127	43.228
1.9	128	45.162
2	129	46.763
2.1	130	47.923
2.2	131	50.4
2.3	132	51.56
2.4	133	52.935
2.5	134	53.96
2.6	135	55.335
2.7	136	56.71
2.8	137	58.566
2.9	138	60.305
3	139	62.642
3.1	140	63.559
3.2	141	65.578
3.3	142	67.179
