time (s)	frame	L(t) (um)
0	82	0.917
0.1	83	9.003
0.2	84	15.973
0.3	85	22.391
0.4	86	27.528
0.5	87	34.152
0.6	88	40.776
0.7	89	48.303
0.8	90	53.804
0.9	91	61.195
1	92	67.453
1.1	93	73.423
1.2	94	80.034
1.3	95	86.279
1.4	96	93.982
1.5	97	98.987
1.6	98	104.857
1.7	99	111.102
1.8	100	116.798
1.9	101	123.409
2	102	129.279
2.1	103	133.5
2.2	104	140.47
2.3	105	146.34
2.4	106	151.477
2.5	107	157.347
2.6	108	163.83
2.7	109	168.967
2.8	110	175.385
2.9	111	180.886
3	112	185.302
3.1	113	191.356
3.2	114	198.326
3.3	115	204.584
3.4	116	210.085
3.5	117	213.865
3.6	118	220.283
3.7	119	224.173
3.8	120	227.295
3.9	121	231.653
4	122	236.452
4.1	123	240.673
4.2	124	245.454
4.3	125	247.845
4.4	126	252.52
4.5	127	254.57
4.6	128	258.097
4.7	129	260.722
4.8	130	263.707
4.9	131	266.664
5	132	269.786
