time (s)	frame	L(t) (um)
0	102	94.667
0.2	103	93.818
0.4	104	92.709
0.6	105	91.508
0.8	106	90.684
1	107	90.272
1.2	108	89.654
1.4	109	89.036
1.6	110	88.453
1.8	111	88.247
2	112	88.247
2.2	113	88.247
2.4	114	88.041
2.6	115	87.835
2.8	116	87.423
3	117	87.217
3.2	118	87.217
3.4	119	86.805
3.6	120	86.393
3.8	121	86.187
4	122	85.775
4.2	123	85.032
4.4	124	84.571
4.6	125	84.11
4.8	126	84.11
5	127	83.649
5.2	128	83.649
5.4	129	83.237
5.6	130	82.776
5.8	131	82.776
6	132	82.776
6.2	133	82.158
6.4	134	81.952
6.6	135	81.54
6.8	136	81.334
7	137	81.334
7.2	138	81.334
7.4	139	80.922
7.6	140	80.922
7.8	141	80.922
8	142	79.686
8.2	143	79.686
8.4	144	79.686
8.6	145	79.225
8.8	146	78.607
9	147	78.607
9.2	148	78.607
9.4	149	78.607
9.6	150	78.401
9.8	151	77.989
10	152	77.371
10.2	153	77.165
10.4	154	77.165
10.6	155	77.165
10.8	156	76.547
11	157	76.135
11.2	158	75.929
11.4	159	75.517
11.6	160	75.105
11.8	161	74.899
12	162	74.05
12.2	163	73.759
12.4	164	73.347
12.6	165	73.347
12.8	166	72.935
13	167	72.935
13.2	168	72.729
13.4	169	72.317
13.6	170	72.317
13.8	171	72.317
14	172	71.905
14.2	173	71.905
14.4	174	71.444
14.6	175	70.826
14.8	176	70.414
15	177	70.414
15.2	178	70.414
15.4	179	70.414
15.6	180	69.796
15.8	181	69.145
16	182	69.145
16.2	183	68.939
16.4	184	68.527
16.6	185	68.115
16.8	186	68.115
17	187	67.703
17.2	188	67.291
17.4	189	67.291
17.6	190	67.291
17.8	191	67.291
18	192	67.085
18.2	193	66.673
18.4	194	66.055
18.6	195	65.849
18.8	196	65.849
19	197	65.849
19.2	198	65.437
19.4	199	64.613
19.6	200	64.201
19.8	201	63.583
20	202	63.377
20.2	203	63.377
20.4	204	63.377
20.6	205	62.965
20.8	206	62.965
21	207	62.759
21.2	208	62.759
21.4	209	62.108
21.6	210	61.902
21.8	211	61.49
22	212	61.49
22.2	213	61.284
22.4	214	60.46
22.6	215	60.169
22.8	216	59.757
23	217	59.757
23.2	218	59.551
23.4	219	59.345
23.6	220	59.139
23.8	221	58.933
24	222	58.315
24.2	223	58.109
24.4	224	57.697
24.6	225	57.697
24.8	226	57.079
25	227	57.079
25.2	228	56.461
25.4	229	55.843
25.6	230	55.843
25.8	231	55.637
26	232	55.019
26.2	233	54.813
26.4	234	54.607
26.6	235	54.607
26.8	236	54.607
27	237	53.956
27.2	238	53.495
27.4	239	53.083
27.6	240	52.432
27.8	241	52.226
28	242	52.226
28.2	243	52.02
28.4	244	51.559
28.6	245	51.147
28.8	246	50.941
29	247	50.941
29.2	248	50.529
29.4	249	50.117
29.6	250	49.911
29.8	251	49.499
30	252	48.881
30.2	253	48.675
30.4	254	48.675
30.6	255	48.675
30.8	256	48.057
31	257	47.645
31.2	258	47.645
31.4	259	47.233
31.6	260	47.233
31.8	261	47.027
32	262	46.821
32.2	263	46.821
32.4	264	46.203
32.6	265	45.791
32.8	266	45.379
33	267	44.349
33.2	268	44.349
33.4	269	44.349
33.6	270	43.937
33.8	271	43.731
34	272	42.81
34.2	273	42.81
34.4	274	42.604
34.6	275	42.604
34.8	276	41.986
35	277	41.78
35.2	278	41.162
35.4	279	41.162
35.6	280	41.162
35.8	281	40.75
36	282	40.544
36.2	283	40.544
36.4	284	39.926
36.6	285	39.926
36.8	286	39.308
37	287	39.308
37.2	288	38.847
37.4	289	38.641
37.6	290	38.023
37.8	291	37.817
38	292	37.405
38.2	293	37.405
38.4	294	36.993
38.6	295	36.169
38.8	296	36.169
39	297	36.169
39.2	298	35.963
39.4	299	35.757
39.6	300	35.296
39.8	301	34.645
40	302	34.645
40.2	303	34.439
40.4	304	34.233
40.6	305	33.821
40.8	306	32.997
41	307	32.997
41.2	308	32.997
41.4	309	32.997
41.6	310	32.791
41.8	311	32.33
42	312	32.039
42.2	313	31.833
42.4	314	31.009
42.6	315	30.803
42.8	316	30.597
43	317	30.391
43.2	318	29.93
43.4	319	29.279
43.6	320	29.279
43.8	321	29.073
44	322	28.249
44.2	323	28.043
44.4	324	28.043
44.6	325	28.043
44.8	326	27.631
45	327	27.219
45.2	328	26.189
45.4	329	26.189
45.6	330	26.189
45.8	331	25.777
46	332	25.571
46.2	333	24.541
46.4	334	24.541
46.6	335	24.129
46.8	336	23.28
47	337	23.074
47.2	338	22.662
47.4	339	22.662
47.6	340	22.011
47.8	341	21.72
48	342	21.72
48.2	343	20.021
48.4	344	19.147
48.6	345	18.298
48.8	346	18.298
49	347	18.092
49.2	348	17.474
49.4	349	17.268
49.6	350	16.856
49.8	351	15.826
50	352	15.414
50.2	353	15.123
50.4	354	14.711
50.6	355	12.61
50.8	356	12.404
51	357	12.404
51.2	358	11.753
51.4	359	11.135
51.6	360	11.135
51.8	361	10.517
52	362	10.517
52.2	363	9.668
52.4	364	8.638
52.6	365	7.895
52.8	366	6.642
53	367	6.024
53.2	368	4.721
53.4	369	4.309
53.6	370	3.691
53.8	371	3.485
54	372	2.564
54.2	373	2.564
54.4	374	2.564
54.6	375	2.358
54.8	376	2.152
55	377	1.409
55.2	378	0.997
55.4	379	0.997
