time (s)	frame	L(t) (um)
0	73	0
0.2	74	3.9
0.4	75	5.335
0.6	76	5.54
0.8	77	7.032
1	78	8.482
1.2	79	9.13
1.4	80	9.54
1.6	81	10.36
1.8	82	10.818
2	83	11.228
2.2	84	12.253
2.4	85	13.098
2.6	86	13.713
2.8	87	14.361
3	88	15.796
3.2	89	17.288
3.4	90	18.766
3.6	91	19.811
3.8	92	20.915
4	93	21.563
4.2	94	21.853
4.4	95	22.592
4.6	96	23.412
4.8	97	23.822
5	98	24.642
5.2	99	25.222
5.4	100	25.837
5.6	101	25.837
5.8	102	26.452
6	103	27.297
6.2	104	27.945
6.4	105	28.355
6.6	106	28.56
6.8	107	29.585
7	108	30.2
7.2	109	30.815
7.4	110	31.43
7.6	111	32.275
7.8	112	32.48
8	113	33.3
8.2	114	34.039
8.4	115	34.884
8.6	116	35.909
8.8	117	36.729
9	118	37.377
9.2	119	38.294
9.4	120	39.211
9.6	121	39.791
9.8	122	40.081
10	123	41.771
10.2	124	42.796
10.4	125	43.254
10.6	126	43.712
10.8	127	44.327
