time (s)	frame	L(t) (um)
0	161	79.778
0.2	162	78.475
0.4	163	77.336
0.6	164	75.756
0.8	165	73.15
1	166	72.834
1.2	167	71.223
1.4	168	70.907
1.6	169	69.908
1.8	170	68.96
2	171	68.012
2.2	172	66.116
2.4	173	65.8
2.6	174	65.168
2.8	175	63.904
3	176	63.197
3.2	177	62.249
3.4	178	61.617
3.6	179	60.91
3.8	180	59.33
4	181	58.436
4.2	182	57.488
4.4	183	57.488
4.6	184	56.075
4.8	185	54.495
5	186	54.495
5.2	187	53.863
5.4	188	52.599
5.6	189	51.967
5.8	190	50.387
6	191	49.439
6.2	192	49.439
6.4	193	49.123
6.6	194	49.123
6.8	195	48.491
7	196	46.911
7.2	197	46.911
7.4	198	45.963
7.6	199	44.067
7.8	200	44.067
8	201	43.435
8.2	202	42.171
8.4	203	42.171
8.6	204	40.56
8.8	205	40.56
9	206	39.928
9.2	207	38.348
9.4	208	38.348
9.6	209	37.641
9.8	210	37.325
10	211	35.714
10.2	212	34.766
10.4	213	34.766
10.6	214	34.45
10.8	215	33.818
11	216	33.186
11.2	217	32.479
11.4	218	31.847
11.6	219	31.531
11.8	220	30.899
12	221	30.192
12.2	222	30.192
12.4	223	29.244
12.6	224	28.928
12.8	225	28.928
13	226	27.98
13.2	227	27.032
13.4	228	26.716
13.6	229	26.084
13.8	230	25.452
14	231	25.452
14.2	232	24.188
14.4	233	23.741
14.6	234	22.438
14.8	235	21.806
15	236	21.359
15.2	237	20.727
15.4	238	20.28
15.6	239	20.28
15.8	240	19.332
16	241	18.068
16.2	242	17.752
16.4	243	17.045
16.6	244	15.781
16.8	245	14.887
17	246	14.18
17.2	247	14.18
17.4	248	13.548
17.6	249	11.968
17.8	250	11.336
18	251	11.336
18.2	252	10.629
18.4	253	9.997
18.6	254	9.997
18.8	255	9.681
19	256	7.153
19.2	257	7.153
