time (s)	frame	L(t) (um)
0	14	0
0.2	15	2.884
0.4	16	4.545
0.6	17	5.466
0.8	18	6.315
1	19	7.568
1.2	20	8.618
1.4	21	9.467
1.6	22	10.497
1.8	23	11.346
2	24	11.997
2.2	25	13.047
2.4	26	14.504
2.6	27	15.087
2.8	28	16.986
3	29	18.368
3.2	30	19.418
3.4	31	20.875
3.6	32	21.336
3.8	33	22.257
4	34	23.956
4.2	35	24.986
4.4	36	26.016
4.6	37	27.319
4.8	38	29.389
5	39	29.68
5.2	40	31.165
5.4	41	32.826
5.6	42	34.283
5.8	43	34.283
6	44	36.694
6.2	45	37.518
6.4	46	39.018
6.6	47	40.254
6.8	48	41.284
7	49	42.932
7.2	50	43.344
7.4	51	43.995
7.6	52	45.104
7.8	53	46.357
8	54	47.206
8.2	55	48.03
8.4	56	49.08
8.6	57	50.13
8.8	58	50.591
9	59	51.003
