time (s)	frame	L(t) (um)
0	8	0
0.2	9	4.897
0.4	10	5.947
0.6	11	6.238
0.8	12	7.723
1	13	8.184
1.2	14	8.39
1.4	15	9.214
1.6	16	9.675
1.8	17	10.596
2	18	11.849
2.2	19	12.14
2.4	20	12.601
2.6	21	13.475
2.8	22	14.299
3	23	14.299
3.2	24	14.59
3.4	25	15.002
3.6	26	15.208
3.8	27	15.826
4	28	16.7
4.2	29	17.318
4.4	30	18.348
4.6	31	18.966
4.8	32	19.709
5	33	20.121
5.2	34	20.582
5.4	35	21.612
5.6	36	22.073
5.8	37	22.691
6	38	22.897
6.2	39	23.947
6.4	40	24.153
6.6	41	24.771
6.8	42	25.183
7	43	25.474
7.2	44	26.092
7.4	45	26.298
7.6	46	26.589
7.8	47	27.619
8	48	28.237
8.2	49	29.267
8.4	50	30.091
8.6	51	30.091
8.8	52	30.709
9	53	31.17
9.2	54	31.631
9.4	55	32.374
9.6	56	33.223
9.8	57	34.072
10	58	34.484
10.2	59	34.896
10.4	60	35.514
10.6	61	35.72
10.8	62	36.371
11	63	37.195
11.2	64	37.778
11.4	65	38.239
11.6	66	38.239
11.8	67	38.89
12	68	39.181
12.2	69	39.387
12.4	70	40.236
12.6	71	40.648
12.8	72	40.854
13	73	41.266
13.2	74	41.727
13.4	75	42.551
13.6	76	42.757
13.8	77	42.963
14	78	43.169
14.2	79	44.043
14.4	80	44.892
14.6	81	46.349
14.8	82	46.555
15	83	46.555
15.2	84	47.404
15.4	85	48.055
15.6	86	48.706
15.8	87	48.997
16	88	50.25
16.2	89	50.711
16.4	90	51.329
16.6	91	52.153
16.8	92	53.002
17	93	53.653
17.2	94	53.653
17.4	95	54.703
17.6	96	55.868
17.8	97	56.159
18	98	56.159
18.2	99	56.571
18.4	100	57.032
18.6	101	57.683
18.8	102	58.095
19	103	58.507
19.2	104	58.713
19.4	105	59.562
19.6	106	59.853
19.8	107	60.471
20	108	61.707
20.2	109	62.628
20.4	110	63.477
20.6	111	63.768
20.8	112	64.386
