time (s)	frame	L(t) (um)
0	26	0
0.2	27	5.15
0.4	28	5.768
0.6	29	6.642
0.8	30	7.563
1	31	8.412
1.2	32	8.703
1.4	33	9.527
1.6	34	9.988
1.8	35	10.862
2	36	10.862
2.2	37	11.686
2.4	38	12.795
2.6	39	13.644
2.8	40	14.262
3	41	15.312
3.2	42	15.518
3.4	43	16.719
3.6	44	17.337
3.8	45	18.186
4	46	18.392
4.2	47	19.043
4.4	48	19.661
4.6	49	20.964
4.8	50	21.255
5	51	21.716
5.2	52	22.565
5.4	53	23.674
5.6	54	23.965
5.8	55	24.886
6	56	25.092
6.2	57	25.504
6.4	58	26.155
6.6	59	26.567
6.8	60	27.617
7	61	28.2
7.2	62	28.491
7.4	63	29.074
7.6	64	29.817
7.8	65	31.018
8	66	31.479
8.2	67	31.94
8.4	68	32.146
8.6	69	33.176
8.8	70	33.827
9	71	34.033
9.2	72	34.684
9.4	73	35.714
9.6	74	36.175
9.8	75	36.636
10	76	37.097
10.2	77	37.715
10.4	78	37.715
10.6	79	38.333
10.8	80	38.984
11	81	39.635
11.2	82	40.047
11.4	83	41.489
11.6	84	42.232
11.8	85	42.232
12	86	43.056
12.2	87	43.262
12.4	88	43.262
12.6	89	43.88
12.8	90	45.779
13	91	46.24
13.2	92	46.858
13.4	93	47.601
13.6	94	47.807
13.8	95	48.458
14	96	48.664
14.2	97	49.488
14.4	98	50.312
14.6	99	50.773
14.8	100	51.424
15	101	52.042
15.2	102	52.503
15.4	103	52.964
15.6	104	53.17
15.8	105	54.019
16	106	54.431
16.2	107	55.082
16.4	108	55.373
16.6	109	56.024
16.8	110	56.642
17	111	57.26
17.2	112	58.084
17.4	113	58.375
17.6	114	58.375
17.8	115	58.375
18	116	60.274
18.2	117	61.098
18.4	118	61.841
18.6	119	62.69
18.8	120	63.341
19	121	63.632
19.2	122	64.25
19.4	123	65.3
19.6	124	65.506
19.8	125	66.355
20	126	66.767
20.2	127	67.797
20.4	128	68.54
20.6	129	69.123
20.8	130	69.741
21	131	69.947
21.2	132	70.153
21.4	133	70.565
21.6	134	71.389
21.8	135	71.595
22	136	71.595
22.2	137	72.444
22.4	138	73.553
22.6	139	73.965
