time (s)	frame	L(t) (um)
0	51	45.43
0.2	52	45.018
0.4	53	44.4
0.6	54	43.749
0.8	55	43.749
1	56	42.496
1.2	57	42.084
1.4	58	41.466
1.6	59	40.642
1.8	60	40.436
2	61	39.975
2.2	62	39.151
2.4	63	37.898
2.6	64	37.898
2.8	65	37.437
3	66	36.613
3.2	67	35.789
3.4	68	35.171
3.6	69	34.553
3.8	70	33.97
4	71	32.361
4.2	72	31.512
4.4	73	31.1
4.6	74	30.809
4.8	75	30.397
5	76	29.548
5.2	77	28.93
5.4	78	28.93
5.6	79	28.187
5.8	80	27.726
6	81	26.696
6.2	82	26.284
6.4	83	26.284
6.6	84	26.078
6.8	85	25.335
7	86	25.129
7.2	87	25.129
7.4	88	24.717
7.6	89	24.305
7.8	90	23.893
8	91	23.481
8.2	92	23.481
8.4	93	23.069
8.6	94	23.069
8.8	95	22.148
9	96	21.687
9.2	97	21.481
9.4	98	21.069
9.6	99	20.778
9.8	100	19.954
10	101	19.542
10.2	102	18.693
10.4	103	17.772
10.6	104	17.154
10.8	105	16.536
11	106	16.124
11.2	107	15.712
11.4	108	15.061
11.6	109	14.443
11.8	110	13.619
12	111	13.619
