time (s)	frame	L(t) (um)
0	73	0
0.2	74	3.476
0.4	75	5.178
0.6	76	5.494
0.8	77	5.81
1	78	6.126
1.2	79	6.442
1.4	80	6.758
1.6	81	7.074
1.8	82	7.706
2	83	8.338
2.2	84	8.97
2.4	85	9.602
2.6	86	10.234
2.8	87	10.55
3	88	10.55
3.2	89	11.498
3.4	90	12.205
3.6	91	12.837
3.8	92	13.153
4	93	13.469
4.2	94	14.101
4.4	95	15.049
4.6	96	15.681
4.8	97	15.997
5	98	15.997
5.2	99	16.313
5.4	100	16.629
5.6	101	17.261
5.8	102	18.209
6	103	18.656
6.2	104	19.288
6.4	105	19.604
6.6	106	21.184
6.8	107	22.487
7	108	23.119
7.2	109	23.566
7.4	110	24.46
7.6	111	25.092
7.8	112	26.04
8	113	27.62
8.2	114	28.067
8.4	115	28.699
8.6	116	29.406
8.8	117	29.722
9	118	30.354
9.2	119	31.493
9.4	120	33.104
9.6	121	33.104
9.8	122	34.715
10	123	34.715
10.2	124	35.663
10.4	125	36.611
10.6	126	37.243
10.8	127	38.382
11	128	39.381
11.2	129	40.013
11.4	130	40.645
11.6	131	42.347
11.8	132	42.663
12	133	43.295
12.2	134	44.189
12.4	135	45.083
12.6	136	46.082
12.8	137	47.693
13	138	48.996
13.2	139	49.312
13.4	140	50.576
13.6	141	50.892
13.8	142	51.786
14	143	53.488
14.2	144	54.195
14.4	145	55.459
14.6	146	56.091
14.8	147	56.985
15	148	58.249
15.2	149	59.143
15.4	150	60.556
15.6	151	60.556
15.8	152	63.104
16	153	64.243
16.2	154	64.875
16.4	155	65.507
16.6	156	66.139
16.8	157	68.138
17	158	69.032
17.2	159	69.664
17.4	160	70.296
17.6	161	72.192
17.8	162	73.456
18	163	74.759
18.2	164	74.759
18.4	165	75.758
18.6	166	77.338
18.8	167	78.602
19	168	79.55
19.2	169	80.182
19.4	170	81.13
19.6	171	81.837
19.8	172	83.759
20	173	84.391
20.2	174	85.804
20.4	175	86.752
20.6	176	88.332
20.8	177	89.596
21	178	90.228
21.2	179	91.531
21.4	180	93.453
21.6	181	94.717
21.8	182	95.665
22	183	95.981
22.2	184	96.613
22.4	185	99.141
22.6	186	100.721
22.8	187	101.72
23	188	102.984
23.2	189	104.906
23.4	190	106.17
23.6	191	107.434
23.8	192	108.698
24	193	109.646
24.2	194	111.542
24.4	195	112.49
24.6	196	114.07
24.8	197	115.65
25	198	116.789
25.2	199	118.369
25.4	200	120.265
25.6	201	120.897
25.8	202	121.344
26	203	122.924
26.2	204	124.063
26.4	205	124.379
