time (s)	frame	L(t) (um)
0	12	0
0.2	13	3.714
0.4	14	4.126
0.6	15	4.95
0.8	16	5.568
1	17	6.598
1.2	18	7.917
1.4	19	8.329
1.6	20	9.565
1.8	21	10.183
2	22	11.831
2.2	23	12.449
2.4	24	13.685
2.6	25	14.509
2.8	26	15.745
3	27	16.363
3.2	28	17.472
3.4	29	18.708
3.6	30	19.326
3.8	31	20.562
4	32	21.18
4.2	33	22.433
4.4	34	23.051
4.6	35	24.699
4.8	36	25.523
5	37	26.347
5.2	38	27.377
5.4	39	28.613
5.6	40	29.231
5.8	41	30.688
6	42	31.306
6.2	43	32.875
6.4	44	33.699
6.6	45	34.523
6.8	46	35.174
7	47	36.631
7.2	48	37.867
7.4	49	39.12
7.6	50	40.562
7.8	51	40.768
8	52	42.21
8.2	53	43.034
8.4	54	44.27
8.6	55	45.3
8.8	56	45.918
9	57	46.742
9.2	58	48.199
9.4	59	49.023
9.6	60	50.326
9.8	61	51.376
10	62	51.788
10.2	63	53.024
10.4	64	54.685
10.6	65	55.303
10.8	66	56.606
11	67	57.224
11.2	68	59.123
11.4	69	59.972
11.6	70	60.796
11.8	71	62.178
12	72	63.414
12.2	73	64.032
12.4	74	65.693
12.6	75	66.743
12.8	76	67.361
13	77	68.614
13.2	78	69.438
13.4	79	70.287
13.6	80	72.141
13.8	81	72.759
14	82	73.809
14.2	83	75.251
14.4	84	76.693
14.6	85	77.542
14.8	86	78.999
15	87	80.456
15.2	88	81.28
15.4	89	82.389
15.6	90	83.213
15.8	91	84.243
16	92	85.352
16.2	93	87.206
16.4	94	88.648
16.6	95	89.678
16.8	96	90.708
17	97	91.532
17.2	98	92.835
17.4	99	93.684
17.6	100	94.937
17.8	101	95.588
