time (s)	frame	L(t) (um)
0	129	131.079
0.2	130	129.914
0.4	131	129.914
0.6	132	129.623
0.8	133	129.04
1	134	128.834
1.2	135	128.628
1.4	136	128.216
1.6	137	128.216
1.8	138	128.216
2	139	128.216
2.2	140	128.216
2.4	141	128.216
2.6	142	128.216
2.8	143	128.01
3	144	128.01
3.2	145	128.01
3.4	146	128.01
3.6	147	128.01
3.8	148	128.01
4	149	128.01
4.2	150	128.01
4.4	151	128.01
4.6	152	128.01
4.8	153	128.01
5	154	128.01
5.2	155	128.01
5.4	156	128.01
5.6	157	128.01
5.8	158	128.01
6	159	127.804
6.2	160	127.804
6.4	161	127.392
6.6	162	127.392
6.8	163	127.392
7	164	127.186
7.2	165	127.186
7.4	166	127.186
7.6	167	127.186
7.8	168	126.98
8	169	126.98
8.2	170	126.98
8.4	171	126.568
8.6	172	126.362
8.8	173	126.362
9	174	126.362
9.2	175	126.362
9.4	176	126.362
9.6	177	126.362
9.8	178	126.156
10	179	125.744
10.2	180	125.538
10.4	181	125.332
10.6	182	124.92
10.8	183	124.92
11	184	124.92
11.2	185	124.92
11.4	186	124.92
11.6	187	124.92
11.8	188	124.92
12	189	124.508
12.2	190	123.684
12.4	191	123.066
12.6	192	123.066
12.8	193	123.066
13	194	123.066
13.2	195	123.066
13.4	196	123.066
13.6	197	123.066
13.8	198	123.066
14	199	123.066
14.2	200	123.066
14.4	201	122.448
14.6	202	122.448
14.8	203	122.448
15	204	122.448
15.2	205	122.448
15.4	206	122.448
15.6	207	121.83
15.8	208	121.83
16	209	121.83
16.2	210	121.83
16.4	211	121.624
16.6	212	121.624
16.8	213	121.418
17	214	121.006
17.2	215	120.8
17.4	216	120.8
17.6	217	120.8
17.8	218	120.8
18	219	120.8
18.2	220	120.8
18.4	221	120.8
18.6	222	120.8
18.8	223	120.8
19	224	120.8
19.2	225	120.8
19.4	226	120.8
19.6	227	119.77
19.8	228	119.77
20	229	119.152
20.2	230	118.534
