time (s)	frame	L(t) (um)
0	219	93.477
0.2	220	93.477
0.4	221	92.859
0.6	222	92.241
0.8	223	92.241
1	224	91.829
1.2	225	91.623
1.4	226	91.623
1.6	227	91.623
1.8	228	91.005
2	229	91.005
2.2	230	91.005
2.4	231	90.387
2.6	232	89.975
2.8	233	89.975
3	234	89.975
3.2	235	89.975
3.4	236	89.563
3.6	237	89.357
3.8	238	89.151
4	239	89.151
4.2	240	88.739
4.4	241	88.739
4.6	242	88.739
4.8	243	88.533
5	244	88.327
5.2	245	87.915
5.4	246	87.915
5.6	247	87.709
5.8	248	87.503
6	249	87.212
6.2	250	86.469
6.4	251	86.263
6.6	252	85.802
6.8	253	85.184
7	254	85.184
7.2	255	85.184
7.4	256	85.184
7.6	257	84.566
7.8	258	84.566
8	259	84.154
8.2	260	83.503
8.4	261	82.852
8.6	262	82.109
8.8	263	82.109
9	264	81.491
9.2	265	81.491
9.4	266	81.079
9.6	267	81.079
9.8	268	80.667
10	269	80.667
10.2	270	80.667
10.4	271	80.667
10.6	272	80.667
10.8	273	80.255
11	274	79.431
11.2	275	78.049
11.4	276	78.049
11.6	277	77.431
11.8	278	77.225
12	279	76.813
12.2	280	76.607
12.4	281	76.401
12.6	282	75.94
12.8	283	75.94
13	284	75.94
13.2	285	75.94
13.4	286	75.528
13.6	287	75.528
13.8	288	75.528
14	289	75.528
14.2	290	75.116
14.4	291	74.533
14.6	292	74.533
14.8	293	74.533
15	294	74.327
15.2	295	74.327
15.4	296	74.121
15.6	297	74.121
15.8	298	74.121
16	299	74.121
16.2	300	73.503
16.4	301	73.503
16.6	302	73.503
16.8	303	73.503
17	304	72.885
17.2	305	72.885
17.4	306	72.885
17.6	307	72.679
17.8	308	72.679
18	309	72.679
18.2	310	72.679
18.4	311	72.473
18.6	312	72.473
18.8	313	72.473
19	314	72.473
19.2	315	72.473
19.4	316	71.855
19.6	317	71.649
19.8	318	71.237
20	319	71.237
20.2	320	71.237
20.4	321	71.237
20.6	322	71.237
20.8	323	70.825
21	324	70.174
21.2	325	69.968
21.4	326	69.556
21.6	327	69.556
21.8	328	69.556
22	329	69.35
22.2	330	69.35
22.4	331	69.144
22.6	332	69.144
22.8	333	69.144
23	334	69.144
23.2	335	69.144
23.4	336	69.144
23.6	337	69.144
23.8	338	69.144
24	339	69.144
24.2	340	69.144
24.4	341	68.526
24.6	342	68.526
24.8	343	68.526
25	344	68.526
25.2	345	68.526
25.4	346	68.526
25.6	347	67.908
25.8	348	67.702
26	349	67.29
26.2	350	67.29
26.4	351	66.878
26.6	352	66.878
26.8	353	66.878
27	354	66.878
27.2	355	66.672
27.4	356	66.672
27.6	357	66.211
27.8	358	65.29
28	359	64.878
28.2	360	64.672
28.4	361	64.466
28.6	362	64.466
28.8	363	64.466
29	364	64.466
29.2	365	64.466
29.4	366	64.054
29.6	367	63.848
29.8	368	63.848
30	369	63.848
30.2	370	63.642
30.4	371	63.436
30.6	372	63.436
30.8	373	63.436
31	374	63.436
31.2	375	62.818
31.4	376	61.994
31.6	377	61.994
31.8	378	61.994
32	379	61.994
32.2	380	61.994
32.4	381	61.994
32.6	382	61.376
32.8	383	61.376
33	384	61.376
33.2	385	60.964
33.4	386	60.964
33.6	387	60.346
33.8	388	60.346
34	389	60.346
34.2	390	60.346
34.4	391	60.346
34.6	392	60.346
34.8	393	60.14
35	394	60.14
35.2	395	60.14
35.4	396	59.934
35.6	397	59.351
35.8	398	59.351
36	399	59.351
36.2	400	59.351
36.4	401	59.351
36.6	402	59.351
36.8	403	59.351
37	404	59.351
37.2	405	58.321
37.4	406	58.115
37.6	407	57.266
37.8	408	57.266
38	409	57.266
38.2	410	57.266
38.4	411	57.266
38.6	412	57.266
38.8	413	57.266
39	414	57.266
39.2	415	57.266
39.4	416	56.03
39.6	417	56.03
39.8	418	56.03
40	419	56.03
40.2	420	56.03
40.4	421	56.03
40.6	422	56.03
40.8	423	55.824
41	424	55
41.2	425	55
41.4	426	54.794
41.6	427	54.588
41.8	428	54.588
42	429	53.97
42.2	430	53.97
42.4	431	53.97
42.6	432	53.97
42.8	433	53.97
43	434	53.97
43.2	435	53.146
43.4	436	52.685
43.6	437	51.764
43.8	438	51.352
44	439	51.146
44.2	440	50.94
44.4	441	50.94
44.6	442	50.528
44.8	443	50.528
45	444	50.528
45.2	445	50.116
45.4	446	50.116
45.6	447	49.704
45.8	448	49.704
46	449	49.498
46.2	450	49.498
46.4	451	49.498
46.6	452	49.037
46.8	453	48.419
47	454	47.183
47.2	455	47.183
47.4	456	47.183
47.6	457	47.183
47.8	458	46.977
48	459	46.977
48.2	460	46.977
48.4	461	46.977
48.6	462	46.977
48.8	463	46.977
49	464	46.977
49.2	465	46.977
49.4	466	46.359
49.6	467	46.359
49.8	468	46.359
50	469	45.741
50.2	470	45.741
50.4	471	45.741
50.6	472	45.329
50.8	473	45.123
51	474	44.505
51.2	475	44.299
51.4	476	44.299
51.6	477	44.299
51.8	478	44.299
52	479	44.299
52.2	480	44.299
52.4	481	43.475
52.6	482	43.475
52.8	483	43.475
53	484	43.475
53.2	485	43.475
53.4	486	43.063
53.6	487	42.857
53.8	488	42.857
54	489	42.239
54.2	490	42.239
54.4	491	42.239
54.6	492	42.239
54.8	493	42.239
55	494	42.033
55.2	495	42.033
55.4	496	42.033
55.6	497	42.033
55.8	498	41.209
56	499	41.209
56.2	500	41.209
56.4	501	41.209
56.6	502	41.209
56.8	503	41.209
57	504	41.209
57.2	505	40.591
57.4	506	40.591
57.6	507	40.591
57.8	508	39.973
58	509	39.973
58.2	510	39.973
58.4	511	39.767
58.6	512	39.767
58.8	513	39.767
59	514	39.767
59.2	515	39.767
59.4	516	39.149
59.6	517	39.149
59.8	518	38.688
60	519	38.688
60.2	520	38.688
60.4	521	38.688
60.6	522	38.688
60.8	523	37.945
61	524	37.739
61.2	525	37.739
61.4	526	37.533
61.6	527	37.533
61.8	528	37.533
62	529	37.533
62.2	530	36.151
62.4	531	35.86
62.6	532	34.478
62.8	533	33.895
63	534	33.895
63.2	535	33.689
63.4	536	33.689
63.6	537	33.689
63.8	538	33.689
64	539	33.689
64.2	540	32.768
64.4	541	32.768
64.6	542	32.768
64.8	543	32.768
65	544	32.768
65.2	545	32.768
65.4	546	32.15
65.6	547	32.15
65.8	548	32.15
66	549	32.15
66.2	550	32.15
66.4	551	31.944
66.6	552	31.326
66.8	553	31.326
67	554	31.12
67.2	555	31.12
67.4	556	31.12
67.6	557	31.12
67.8	558	30.914
68	559	30.914
68.2	560	30.914
68.4	561	30.914
68.6	562	30.502
68.8	563	30.502
69	564	30.09
69.2	565	29.678
69.4	566	28.935
69.6	567	27.826
69.8	568	27.826
70	569	25.972
70.2	570	24.771
70.4	571	24.359
70.6	572	23.947
70.8	573	23.486
71	574	23.486
71.2	575	23.28
71.4	576	23.28
71.6	577	22.819
71.8	578	22.613
72	579	21.87
72.2	580	21.87
72.4	581	21.458
72.6	582	21.252
72.8	583	21.252
73	584	20.016
73.2	585	20.016
73.4	586	20.016
73.6	587	20.016
73.8	588	19.604
74	589	19.604
74.2	590	19.192
74.4	591	19.192
74.6	592	18.986
74.8	593	18.78
75	594	18.368
75.2	595	18.162
75.4	596	17.544
75.6	597	17.338
75.8	598	17.338
76	599	17.338
76.2	600	16.72
76.4	601	16.514
76.6	602	15.69
76.8	603	15.69
77	604	15.484
77.2	605	15.484
77.4	606	14.454
77.6	607	13.803
77.8	608	12.5
78	609	12.294
78.2	610	11.643
78.4	611	11.437
78.6	612	11.025
78.8	613	10.564
79	614	10.103
79.2	615	9.073
79.4	616	7.616
79.6	617	7.155
79.8	618	7.155
80	619	7.155
80.2	620	6.412
80.4	621	6
80.6	622	4.339
80.8	623	3.927
81	624	3.515
81.2	625	3.103
81.4	626	3.103
81.6	627	3.103
81.8	628	3.103
82	629	2.485
82.2	630	1.376
82.4	631	1.376
