time (s)	frame	L(t) (um)
0	51	0
0.2	52	0.291
0.4	53	0.291
0.6	54	0.703
0.8	55	0.909
1	56	1.527
1.2	57	1.527
1.4	58	1.527
1.6	59	2.178
1.8	60	2.178
2	61	2.178
2.2	62	4.856
2.4	63	5.268
2.6	64	6.092
2.8	65	6.743
3	66	7.394
3.2	67	7.394
3.4	68	8.243
3.6	69	9.067
3.8	70	9.067
4	71	9.479
4.2	72	9.77
4.4	73	11.255
4.6	74	11.667
4.8	75	12.079
5	76	12.73
5.2	77	13.651
5.4	78	13.857
5.6	79	15.176
5.8	80	15.588
6	81	15.794
6.2	82	16.255
6.4	83	16.716
6.6	84	17.746
6.8	85	18.776
7	86	18.776
7.2	87	18.776
7.4	88	19.697
7.6	89	20.109
7.8	90	21.218
8	91	21.424
8.2	92	22.042
8.4	93	22.785
8.6	94	23.197
8.8	95	23.815
9	96	24.865
9.2	97	25.326
9.4	98	25.532
9.6	99	26.562
9.8	100	27.213
10	101	27.864
10.2	102	28.515
10.4	103	29.545
10.6	104	30.163
10.8	105	30.575
11	106	31.226
11.2	107	31.844
11.4	108	32.495
11.6	109	33.604
11.8	110	34.453
12	111	34.914
12.2	112	35.375
12.4	113	35.375
12.6	114	36.817
12.8	115	37.229
13	116	37.229
13.2	117	38.928
13.4	118	38.928
13.6	119	40.988
13.8	120	41.194
14	121	41.194
14.2	122	42.018
14.4	123	42.636
14.6	124	43.666
14.8	125	44.284
15	126	44.284
15.2	127	45.52
15.4	128	46.55
15.6	129	46.756
15.8	130	46.756
16	131	48.213
16.2	132	48.504
16.4	133	48.504
16.6	134	48.504
16.8	135	50.369
17	136	51.02
17.2	137	51.844
17.4	138	52.305
17.6	139	53.355
17.8	140	53.973
18	141	54.797
18.2	142	55.38
18.4	143	56.031
18.6	144	57.061
18.8	145	57.061
19	146	58.297
19.2	147	58.948
19.4	148	59.154
19.6	149	60.003
19.8	150	60.003
20	151	61.053
20.2	152	61.465
20.4	153	62.515
20.6	154	63.364
20.8	155	63.776
21	156	64.697
21.2	157	65.158
21.4	158	65.982
21.6	159	66.831
21.8	160	67.449
22	161	68.067
22.2	162	68.273
22.4	163	69.303
22.6	164	70.127
22.8	165	70.745
23	166	71.569
23.2	167	71.569
23.4	168	72.22
23.6	169	72.681
23.8	170	74.123
24	171	75.232
24.2	172	76.056
24.4	173	76.639
24.6	174	77.669
24.8	175	78.081
25	176	78.699
25.2	177	79.111
25.4	178	79.729
25.6	179	80.759
25.8	180	80.965
26	181	81.377
26.2	182	82.407
26.4	183	83.025
26.6	184	83.849
26.8	185	84.5
27	186	85.324
27.2	187	86.56
27.4	188	86.56
27.6	189	87.178
27.8	190	87.178
28	191	88.228
28.2	192	89.876
28.4	193	90.082
28.6	194	90.733
28.8	195	91.384
29	196	92.493
29.2	197	92.954
29.4	198	93.366
