time (s)	frame	L(t) (um)
0	133	0
0.2	134	9.476
0.4	135	11.124
0.6	136	13.596
0.8	137	14.008
1	138	17.739
1.2	139	18.563
1.4	140	19.146
1.6	141	20.067
1.8	142	21.303
2	143	22.539
2.2	144	23.122
2.4	145	24.77
2.6	146	26.006
2.8	147	26.927
3	148	27.339
3.2	149	30.252
3.4	150	31.737
3.6	151	32.973
3.8	152	36.517
4	153	37.341
4.2	154	39.184
4.4	155	40.42
4.6	156	42.48
4.8	157	42.48
5	158	43.304
5.2	159	44.952
5.4	160	45.535
5.6	161	46.771
5.8	162	47.692
6	163	48.275
6.2	164	48.275
6.4	165	49.923
6.6	166	51.622
6.8	167	52.446
7	168	53.27
7.2	169	54.969
7.4	170	56.272
7.6	171	57.193
7.8	172	58.429
8	173	59.914
8.2	174	61.079
8.4	175	62.315
8.6	176	63.236
8.8	177	64.935
9	178	66.778
9.2	179	66.778
9.4	180	67.602
9.6	181	67.602
9.8	182	69.662
10	183	70.965
10.2	184	72.201
10.4	185	73.849
10.6	186	75.085
10.8	187	75.909
11	188	76.83
11.2	189	78.066
11.4	190	78.987
11.6	191	78.987
11.8	192	80.223
12	193	81.459
12.2	194	83.519
12.4	195	83.519
12.6	196	83.519
12.8	197	85.167
13	198	86.403
13.2	199	86.986
13.4	200	89.046
13.6	201	89.967
13.8	202	91.203
14	203	91.615
14.2	204	92.536
14.4	205	94.235
14.6	206	95.934
14.8	207	96.517
15	208	97.341
15.2	209	99.04
15.4	210	99.452
15.6	211	101.151
15.8	212	102.072
16	213	102.655
16.2	214	103.82
16.4	215	105.123
16.6	216	106.771
16.8	217	107.354
17	218	108.519
17.2	219	109.44
17.4	220	112.353
17.6	221	112.765
17.8	222	113.589
18	223	114.825
18.2	224	116.128
18.4	225	117.431
