time (s)	frame	L(t) (um)
0	144	0
0.2	145	2.303
0.4	146	5.051
0.6	147	5.051
0.8	148	6.916
1	149	7.377
1.2	150	10.774
1.4	151	11.065
1.6	152	12.634
1.8	153	13.377
2	154	14.226
2.2	155	14.226
2.4	156	14.226
2.6	157	17.528
2.8	158	19.629
3	159	21.129
3.2	160	21.42
3.4	161	23.274
3.6	162	24.51
3.8	163	25.746
4	164	26.999
4.2	165	27.92
4.4	166	29.489
4.6	167	31.764
4.8	168	32.794
5	169	34.113
5.2	170	35.163
5.4	171	36.416
5.6	172	37.337
5.8	173	38.719
6	174	40.584
6.2	175	42.685
6.4	176	44.836
6.6	177	45.487
6.8	178	46.987
7	179	48.444
7.2	180	49.062
7.4	181	50.723
7.6	182	52.292
7.8	183	53.792
8	184	55.174
8.2	185	56.204
8.4	186	57.313
8.6	187	58.695
8.8	188	60.961
9	189	62.622
9.2	190	63.858
9.4	191	64.779
9.6	192	65.43
9.8	193	66.887
10	194	68.456
10.2	195	69.759
10.4	196	69.759
10.6	197	73.112
10.8	198	73.112
11	199	75.011
11.2	200	76.854
11.4	201	78.502
11.6	202	79.423
11.8	203	80.726
12	204	81.776
12.2	205	82.826
12.4	206	83.856
12.6	207	85.109
12.8	208	87.063
13	209	87.681
13.2	210	89.441
13.4	211	90.883
13.6	212	91.534
13.8	213	92.77
14	214	94.418
14.2	215	95.875
14.4	216	96.618
14.6	217	97.442
14.8	218	99.202
15	219	99.614
15.2	220	99.82
