time (s)	frame	L(t) (um)
0	206	123.485
0.2	207	122.778
0.4	208	121.83
0.6	209	119.934
0.8	210	119.302
1	211	118.855
1.2	212	118.223
1.4	213	118.223
1.6	214	117.907
1.8	215	117.275
2	216	116.643
2.2	217	115.504
2.4	218	114.872
2.6	219	114.872
2.8	220	114.556
3	221	113.292
3.2	222	112.585
3.4	223	111.953
3.6	224	110.342
3.8	225	110.026
4	226	109.579
4.2	227	109.263
4.4	228	108.631
4.6	229	107.999
4.8	230	107.051
5	231	107.051
5.2	232	106.419
5.4	233	106.419
5.6	234	106.103
5.8	235	105.787
6	236	105.155
6.2	237	104.261
6.4	238	104.261
6.6	239	103.945
6.8	240	102.997
7	241	102.681
7.2	242	102.365
7.4	243	102.365
7.6	244	101.658
7.8	245	101.026
8	246	100.394
8.2	247	99.762
8.4	248	99.446
8.6	249	99.13
8.8	250	98.683
9	251	98.367
9.2	252	98.367
9.4	253	98.367
9.6	254	98.051
9.8	255	97.103
10	256	96.787
10.2	257	96.787
10.4	258	95.839
10.6	259	95.523
10.8	260	94.816
11	261	94.5
11.2	262	94.184
11.4	263	94.184
11.6	264	94.184
11.8	265	93.552
12	266	93.552
12.2	267	92.658
12.4	268	92.658
12.6	269	91.71
12.8	270	91.394
13	271	90.762
13.2	272	90.13
13.4	273	89.683
13.6	274	88.976
13.8	275	88.976
14	276	88.269
14.2	277	87.27
14.4	278	87.27
14.6	279	86.638
14.8	280	85.931
15	281	85.615
15.2	282	85.615
15.4	283	84.721
15.6	284	84.721
15.8	285	84.089
16	286	84.089
16.2	287	83.195
16.4	288	83.195
16.6	289	81.931
16.8	290	80.667
17	291	79.96
17.2	292	79.644
17.4	293	78.75
17.6	294	78.75
17.8	295	77.856
18	296	77.856
18.2	297	76.962
18.4	298	76.962
18.6	299	76.255
18.8	300	75.939
19	301	75.307
19.2	302	74.413
19.4	303	72.833
19.6	304	72.386
19.8	305	72.07
20	306	71.438
20.2	307	71.438
20.4	308	71.122
20.6	309	70.806
20.8	310	70.174
21	311	70.174
21.2	312	69.858
21.4	313	69.151
21.6	314	68.835
21.8	315	68.835
22	316	68.203
22.2	317	67.887
22.4	318	67.571
22.6	319	67.255
22.8	320	66.939
23	321	66.232
23.2	322	65.233
23.4	323	64.917
23.6	324	64.285
23.8	325	63.653
24	326	63.653
24.2	327	63.653
24.4	328	63.653
24.6	329	63.337
24.8	330	62.389
25	331	61.682
25.2	332	61.682
25.4	333	61.05
25.6	334	60.734
25.8	335	60.734
26	336	59.595
26.2	337	58.963
26.4	338	58.256
26.6	339	57.94
26.8	340	56.329
27	341	56.013
27.2	342	55.306
27.4	343	54.358
27.6	344	54.042
27.8	345	54.042
28	346	53.41
28.2	347	52.703
28.4	348	51.704
28.6	349	51.704
28.8	350	51.704
29	351	51.257
29.2	352	50.941
29.4	353	50.625
29.6	354	50.309
29.8	355	49.361
30	356	48.413
30.2	357	48.097
30.4	358	47.39
30.6	359	46.442
30.8	360	46.126
31	361	44.987
31.2	362	44.987
31.4	363	43.684
31.6	364	42.381
31.8	365	41.749
32	366	41.433
32.2	367	41.117
32.4	368	40.801
32.6	369	40.169
32.8	370	39.462
33	371	39.462
33.2	372	39.462
33.4	373	38.83
33.6	374	37.566
33.8	375	37.119
34	376	36.803
34.2	377	35.909
34.4	378	35.909
34.6	379	35.593
