time (s)	frame	L(t) (um)
0	44	0
0.2	45	1.58
0.4	46	2.579
0.6	47	2.895
0.8	48	3.602
1	49	3.602
1.2	50	4.234
1.4	51	5.182
1.6	52	5.182
1.8	53	5.814
2	54	6.13
2.2	55	6.762
2.4	56	7.394
2.6	57	8.342
2.8	58	8.342
3	59	8.658
3.2	60	9.29
3.4	61	10.184
3.6	62	10.184
3.8	63	10.816
4	64	10.816
4.2	65	12.08
4.4	66	12.712
4.6	67	13.344
4.8	68	13.344
5	69	13.791
5.2	70	14.739
5.4	71	15.186
5.6	72	15.502
5.8	73	16.134
6	74	16.766
6.2	75	17.082
6.4	76	17.082
6.6	77	17.714
6.8	78	18.853
7	79	18.853
7.2	80	19.485
7.4	81	20.117
7.6	82	20.117
7.8	83	20.749
8	84	21.381
8.2	85	22.275
8.4	86	22.591
8.6	87	23.59
8.8	88	24.222
9	89	24.854
9.2	90	25.17
9.4	91	25.486
9.6	92	25.486
9.8	93	26.118
10	94	27.117
10.2	95	28.065
10.4	96	28.772
10.6	97	29.404
10.8	98	29.404
11	99	30.111
11.2	100	31.005
11.4	101	31.005
11.6	102	31.637
11.8	103	32.269
12	104	32.901
12.2	105	33.533
12.4	106	34.481
12.6	107	35.375
12.8	108	37.297
13	109	37.929
13.2	110	38.561
13.4	111	39.193
13.6	112	39.825
13.8	113	40.141
14	114	41.752
14.2	115	42.751
14.4	116	43.067
14.6	117	43.383
14.8	118	44.686
15	119	45.318
15.2	120	45.95
15.4	121	46.844
15.6	122	47.792
15.8	123	48.74
16	124	48.74
16.2	125	49.187
16.4	126	50.451
16.6	127	51.45
16.8	128	51.766
17	129	52.082
17.2	130	53.346
17.4	131	54.485
17.6	132	54.801
17.8	133	55.433
18	134	55.88
18.2	135	58.486
18.4	136	59.193
18.6	137	59.193
18.8	138	59.509
19	139	60.457
19.2	140	61.87
19.4	141	62.186
19.6	142	62.818
19.8	143	63.45
20	144	64.398
20.2	145	65.978
20.4	146	67.589
20.6	147	68.036
20.8	148	69.3
21	149	69.616
21.2	150	70.564
21.4	151	71.828
21.6	152	72.144
21.8	153	73.755
22	154	74.462
22.2	155	76.358
22.4	156	77.065
22.6	157	78.645
22.8	158	79.277
23	159	79.909
23.2	160	80.225
