time (s)	frame	L(t) (um)
0	270	135.551
0.2	271	134.109
0.4	272	133.285
0.6	273	133.285
0.8	274	131.982
1	275	130.952
1.2	276	130.952
1.4	277	130.54
1.6	278	130.128
1.8	279	129.51
2	280	128.686
2.2	281	128.48
2.4	282	128.48
2.6	283	128.48
2.8	284	128.019
3	285	127.813
3.2	286	127.195
3.4	287	127.195
3.6	288	127.195
3.8	289	127.195
4	290	127.195
4.2	291	127.195
4.4	292	126.989
4.6	293	126.371
4.8	294	126.371
5	295	125.522
5.2	296	123.75
5.4	297	123.75
5.6	298	123.75
5.8	299	123.75
6	300	123.289
6.2	301	122.671
6.4	302	122.671
6.6	303	121.641
6.8	304	121.229
7	305	120.817
7.2	306	119.332
7.4	307	119.332
7.6	308	119.332
7.8	309	119.332
8	310	119.332
8.2	311	119.332
8.4	312	118.92
8.6	313	117.811
8.8	314	117.399
9	315	117.193
9.2	316	116.575
9.4	317	116.369
9.6	318	116.369
9.8	319	116.369
10	320	116.369
10.2	321	116.369
10.4	322	115.751
10.6	323	115.751
10.8	324	115.751
11	325	115.751
11.2	326	115.751
11.4	327	115.751
11.6	328	115.751
11.8	329	115.751
12	330	115.751
12.2	331	115.133
12.4	332	114.721
12.6	333	114.515
12.8	334	114.515
13	335	114.309
13.2	336	114.309
13.4	337	114.309
13.6	338	114.309
13.8	339	112.661
14	340	111.918
14.2	341	111.918
14.4	342	111.918
14.6	343	111.918
14.8	344	111.918
15	345	111.3
15.2	346	111.094
15.4	347	111.094
15.6	348	111.094
15.8	349	111.094
16	350	111.094
16.2	351	110.064
16.4	352	109.858
16.6	353	109.858
16.8	354	109.858
17	355	109.858
17.2	356	109.24
17.4	357	109.24
17.6	358	109.24
17.8	359	109.24
18	360	109.24
18.2	361	108.622
18.4	362	108.622
18.6	363	108.622
18.8	364	108.622
19	365	108.622
19.2	366	108.622
19.4	367	108.416
19.6	368	108.416
