time (s)	frame	L(t) (um)
0	110	0
0.2	111	5.698
0.4	112	7.198
0.6	113	7.849
0.8	114	8.055
1	115	8.673
1.2	116	9.291
1.4	117	9.703
1.6	118	10.527
1.8	119	11.351
2	120	12.002
2.2	121	13.663
2.4	122	14.713
2.6	123	15.537
2.8	124	15.949
3	125	17.391
3.2	126	19.694
3.4	127	20.106
3.6	128	21.136
3.8	129	21.96
4	130	23.196
4.2	131	25.256
4.4	132	25.462
4.6	133	26.286
4.8	134	26.492
5	135	27.235
5.2	136	27.441
5.4	137	27.853
5.6	138	29.501
5.8	139	30.943
6	140	31.767
6.2	141	32.058
6.4	142	32.882
6.6	143	33.706
6.8	144	34.118
7	145	34.942
7.2	146	35.766
7.4	147	36.687
7.6	148	38.335
7.8	149	38.953
8	150	39.159
8.2	151	39.742
8.4	152	40.325
8.6	153	41.149
8.8	154	42.591
9	155	44.239
9.2	156	45.063
9.4	157	46.172
9.6	158	46.79
9.8	159	47.408
10	160	49.468
10.2	161	50.317
10.4	162	51.482
10.6	163	52.306
10.8	164	53.13
11	165	53.748
11.2	166	54.16
11.4	167	56.22
11.6	168	56.426
11.8	169	56.887
12	170	57.711
12.2	171	59.359
12.4	172	59.977
12.6	173	61.007
12.8	174	61.419
13	175	62.988
13.2	176	62.988
13.4	177	64.189
13.6	178	65.013
13.8	179	66.249
14	180	66.249
14.2	181	67.073
14.4	182	67.279
14.6	183	68.94
14.8	184	69.97
15	185	69.97
15.2	186	70.794
15.4	187	70.794
15.6	188	71.618
15.8	189	73.266
16	190	74.09
16.2	191	74.914
16.4	192	75.565
16.6	193	76.183
16.8	194	76.389
17	195	78.037
17.2	196	78.861
17.4	197	79.273
17.6	198	80.097
17.8	199	81.539
18	200	82.388
18.2	201	83.418
18.4	202	83.83
18.6	203	84.448
18.8	204	86.096
19	205	86.096
19.2	206	86.714
19.4	207	87.297
19.6	208	87.915
19.8	209	89.563
20	210	90.306
20.2	211	90.718
20.4	212	91.336
20.6	213	91.954
20.8	214	92.778
21	215	93.19
21.2	216	94.014
21.4	217	94.014
21.6	218	94.22
