time (s)	R(t) (um)
0	23.9525
2	25.967
4	27.099
6	28.966
8	30.845
10	33.157
12	34.3315
14	36.4625
16	38.5095
18	40.2765
20	41.6765
22	43.277
24	45.111
26	47.1255
28	48.414
30	50.182
32	51.8335
34	53.0105
36	54.601
38	55.7315
40	57.125
42	57.4035
44	59.3675
46	59.555
48	59.519
50	58.473
52	57.3955
54	56.2315
56	53.6305
58	51.2955
60	49.622
62	49.5705
64	45.68
66	43.875
68	39.7005
70	37.218
72	29.1075
74	22.198
76	17.6125
78	13.947
80	10.6915

