time (s)	frame	L(t) (um)
0	227	78.577
0.2	228	77.274
0.4	229	76.244
0.6	230	75.323
0.8	231	75.117
1	232	74.705
1.2	233	73.881
1.4	234	73.881
1.6	235	73.42
1.8	236	73.42
2	237	73.008
2.2	238	72.547
2.4	239	72.135
2.6	240	71.929
2.8	241	71.723
3	242	71.311
3.2	243	70.85
3.4	244	70.438
3.6	245	70.232
3.8	246	69.581
4	247	69.375
4.2	248	69.084
4.4	249	68.672
4.6	250	68.672
4.8	251	68.26
5	252	68.26
5.2	253	67.642
5.4	254	67.436
5.6	255	67.024
5.8	256	67.024
6	257	66.818
6.2	258	66.357
6.4	259	65.945
6.6	260	65.533
6.8	261	65.533
7	262	65.327
7.2	263	65.036
7.4	264	64.83
7.6	265	64.212
7.8	266	63.751
8	267	63.29
8.2	268	63.29
8.4	269	62.878
8.6	270	62.466
8.8	271	62.466
9	272	62.054
9.2	273	61.848
9.4	274	61.642
9.6	275	61.23
9.8	276	60.818
10	277	60.235
10.2	278	60.235
10.4	279	60.029
10.6	280	59.823
10.8	281	59.617
11	282	59.034
11.2	283	58.573
11.4	284	58.161
11.6	285	57.955
11.8	286	57.749
12	287	57.337
12.2	288	57.337
12.4	289	57.131
12.6	290	56.67
12.8	291	56.67
13	292	56.258
13.2	293	56.258
13.4	294	56.052
13.6	295	55.591
13.8	296	55.385
14	297	55.385
14.2	298	54.973
14.4	299	54.973
14.6	300	54.561
14.8	301	53.308
15	302	53.308
15.2	303	53.308
15.4	304	53.308
15.6	305	52.896
15.8	306	52.484
16	307	52.484
16.2	308	52.484
16.4	309	52.484
16.6	310	52.278
16.8	311	51.866
17	312	51.66
17.2	313	51.66
17.4	314	51.042
17.6	315	51.042
17.8	316	50.836
18	317	50.836
18.2	318	50.375
18.4	319	49.914
18.6	320	49.914
18.8	321	49.914
19	322	48.805
19.2	323	48.154
19.4	324	47.742
19.6	325	47.742
19.8	326	47.33
20	327	47.33
20.2	328	46.918
20.4	329	46.627
20.6	330	46.627
20.8	331	46.166
21	332	45.754
21.2	333	45.548
21.4	334	45.087
21.6	335	45.087
21.8	336	44.881
22	337	44.675
22.2	338	44.469
22.4	339	44.263
22.6	340	43.972
22.8	341	43.511
23	342	42.893
23.2	343	41.863
23.4	344	41.451
23.6	345	41.245
23.8	346	41.245
24	347	41.039
24.2	348	40.627
24.4	349	40.166
24.6	350	39.96
24.8	351	39.548
25	352	39.342
25.2	353	39.051
25.4	354	38.59
25.6	355	38.59
25.8	356	38.59
26	357	38.59
26.2	358	38.178
26.4	359	37.766
26.6	360	37.56
26.8	361	36.324
27	362	35.863
27.2	363	35.863
27.4	364	35.451
27.6	365	35.039
27.8	366	35.039
28	367	35.039
28.2	368	34.627
28.4	369	34.627
28.6	370	34.215
28.8	371	34.009
29	372	33.426
29.2	373	33.426
29.4	374	33.014
29.6	375	32.553
29.8	376	32.141
30	377	31.935
30.2	378	31.729
30.4	379	31.523
30.6	380	31.317
30.8	381	31.111
31	382	30.905
31.2	383	30.699
31.4	384	30.238
31.6	385	30.238
31.8	386	29.826
32	387	29.175
32.2	388	28.763
32.4	389	28.351
32.6	390	28.351
32.8	391	28.351
33	392	27.939
33.2	393	27.527
33.4	394	27.527
33.6	395	27.527
33.8	396	27.115
34	397	27.115
34.2	398	27.115
34.4	399	26.497
34.6	400	26.497
34.8	401	26.036
35	402	26.036
35.2	403	26.036
35.4	404	25.624
35.6	405	25.212
35.8	406	24.8
36	407	24.8
36.2	408	24.8
36.4	409	24.388
36.6	410	24.388
36.8	411	23.976
37	412	23.515
37.2	413	23.309
37.4	414	22.848
37.6	415	22.848
37.8	416	22.642
38	417	22.642
38.2	418	22.436
38.4	419	22.024
38.6	420	21.612
38.8	421	21.612
39	422	21.612
39.2	423	20.961
39.4	424	20.67
39.6	425	19.846
39.8	426	19.846
40	427	19.846
40.2	428	19.64
40.4	429	19.057
40.6	430	18.645
40.8	431	18.439
41	432	18.027
41.2	433	17.736
41.4	434	17.53
41.6	435	17.324
41.8	436	17.033
42	437	16.621
42.2	438	16.33
42.4	439	15.712
42.6	440	15.3
42.8	441	14.682
43	442	14.682
43.2	443	14.27
43.4	444	13.858
43.6	445	13.446
43.8	446	13.24
44	447	12.949
44.2	448	12.537
44.4	449	12.076
44.6	450	12.076
44.8	451	11.664
45	452	11.252
45.2	453	10.378
45.4	454	9.917
45.6	455	9.456
45.8	456	9.044
46	457	8.632
46.2	458	8.171
46.4	459	7.759
46.6	460	7.553
46.8	461	6.935
47	462	6.729
47.2	463	6.523
47.4	464	5.699
47.6	465	4.875
47.8	466	4.875
48	467	4.669
48.2	468	4.378
48.4	469	4.172
48.6	470	3.554
48.8	471	2.936
49	472	2.318
49.2	473	1.906
49.4	474	1.494
49.6	475	1.494
49.8	476	1.288
50	477	0.258
50.2	478	0.052
