time (s)	frame	L(t) (um)
0	147	0
0.2	148	5.698
0.4	149	7.641
0.6	150	8.671
0.8	151	10.946
1	152	12.607
1.2	153	14.049
1.4	154	15.079
1.6	155	16.129
1.8	156	16.872
2	157	18.726
2.2	158	20.374
2.4	159	22.022
2.6	160	22.846
2.8	161	24.8
3	162	25.418
3.2	163	26.036
3.4	164	27.066
3.6	165	28.231
3.8	166	29.879
4	167	30.703
4.2	168	30.909
4.4	169	33.381
4.6	170	34.411
4.8	171	35.461
5	172	36.079
5.2	173	36.285
5.4	174	37.109
5.6	175	38.362
5.8	176	40.432
6	177	40.432
6.2	178	42.08
6.4	179	43.316
6.6	180	43.728
6.8	181	46.641
7	182	47.053
7.2	183	47.877
7.4	184	49.937
7.6	185	50.52
7.8	186	51.756
8	187	52.168
8.2	188	54.228
8.4	189	55.052
8.6	190	56.082
8.8	191	58.348
9	192	58.966
9.2	193	60.016
9.4	194	60.634
9.6	195	61.887
9.8	196	63.329
10	197	65.172
10.2	198	65.378
10.4	199	66.202
10.6	200	67.026
10.8	201	68.262
11	202	70.116
11.2	203	71.146
11.4	204	72.631
11.6	205	72.631
11.8	206	73.043
12	207	74.485
12.2	208	76.439
12.4	209	78.087
12.6	210	78.087
12.8	211	78.705
13	212	79.529
13.2	213	81.228
13.4	214	82.052
13.6	215	83.082
13.8	216	84.318
14	217	84.318
14.2	218	86.017
14.4	219	86.938
14.6	220	87.35
14.8	221	88.174
15	222	89.822
15.2	223	90.44
15.4	224	91.882
15.6	225	92.706
15.8	226	93.449
16	227	94.685
16.2	228	95.509
16.4	229	96.539
16.6	230	98.888
16.8	231	100.124
17	232	100.536
17.2	233	100.948
17.4	234	101.599
17.6	235	102.629
17.8	236	104.29
18	237	104.908
18.2	238	106.556
18.4	239	107.38
18.6	240	107.586
18.8	241	108.822
19	242	108.822
19.2	243	110.058
19.4	244	111.5
19.6	245	113.161
19.8	246	113.812
20	247	114.636
20.2	248	115.048
20.4	249	117.323
20.6	250	118.197
20.8	251	119.021
21	252	120.051
21.2	253	120.051
21.4	254	120.669
21.6	255	121.493
21.8	256	123.553
22	257	124.014
22.2	258	124.475
22.4	259	126.778
22.6	260	126.778
22.8	261	127.808
23	262	128.632
23.2	263	129.868
23.4	264	130.074
23.6	265	131.928
23.8	266	132.958
24	267	133.576
24.2	268	134.194
24.4	269	135.842
