time (s)	frame	L(t) (um)
0	121	0
0.2	122	2.686
0.4	123	4.746
0.6	124	5.158
0.8	125	5.57
1	126	6.62
1.2	127	7.541
1.4	128	8.365
1.6	129	8.948
1.8	130	9.154
2	131	10.457
2.2	132	11.281
2.4	133	11.693
2.6	134	11.693
2.8	135	11.899
3	136	11.899
3.2	137	12.642
3.4	138	12.642
3.6	139	13.672
3.8	140	13.963
4	141	13.963
4.2	142	14.581
4.4	143	14.581
4.6	144	15.43
4.8	145	17.091
5	146	17.834
5.2	147	18.125
5.4	148	18.125
5.6	149	18.125
5.8	150	18.416
6	151	19.24
6.2	152	19.858
6.4	153	19.858
6.6	154	20.064
6.8	155	20.355
7	156	21.179
7.2	157	21.591
7.4	158	22.209
7.6	159	22.621
7.8	160	24.65
8	161	24.65
8.2	162	24.65
8.4	163	25.111
8.6	164	26.161
8.8	165	26.161
9	166	26.161
9.2	167	27.01
9.4	168	27.422
9.6	169	28.073
9.8	170	28.279
10	171	28.485
10.2	172	28.897
10.4	173	30.967
10.6	174	31.173
10.8	175	31.379
11	176	31.791
11.2	177	32.615
11.4	178	33.076
11.6	179	33.282
11.8	180	33.488
12	181	33.488
12.2	182	33.694
12.4	183	34.93
12.6	184	35.548
12.8	185	36.598
13	186	36.804
13.2	187	37.455
13.4	188	37.916
13.6	189	38.328
13.8	190	39.564
14	191	39.976
14.2	192	41.83
14.4	193	41.83
14.6	194	41.83
14.8	195	41.83
15	196	41.83
15.2	197	42.88
15.4	198	43.086
15.6	199	43.935
15.8	200	44.965
16	201	45.377
16.2	202	45.583
16.4	203	45.789
16.6	204	46.201
16.8	205	46.201
17	206	46.613
17.2	207	47.025
17.4	208	47.849
17.6	209	48.698
17.8	210	49.728
18	211	50.189
18.2	212	50.189
18.4	213	50.395
18.6	214	50.807
18.8	215	50.807
19	216	51.268
19.2	217	51.68
19.4	218	51.68
19.6	219	52.73
19.8	220	53.579
20	221	53.579
20.2	222	53.785
20.4	223	54.197
20.6	224	54.609
20.8	225	55.26
21	226	56.003
21.2	227	56.003
21.4	228	57.112
21.6	229	57.936
21.8	230	58.227
22	231	58.433
22.2	232	58.433
22.4	233	59.051
22.6	234	59.463
22.8	235	59.669
23	236	59.669
23.2	237	59.669
23.4	238	61.534
23.6	239	61.74
23.8	240	62.358
24	241	62.77
24.2	242	63.388
24.4	243	63.8
24.6	244	64.006
24.8	245	64.212
25	246	64.503
25.2	247	65.553
25.4	248	65.965
25.6	249	65.965
25.8	250	65.965
26	251	66.171
26.2	252	66.789
26.4	253	67.407
26.6	254	67.819
26.8	255	67.819
27	256	68.025
27.2	257	68.643
27.4	258	69.492
27.6	259	69.698
27.8	260	70.316
28	261	70.728
28.2	262	70.934
28.4	263	71.552
28.6	264	71.843
28.8	265	72.304
29	266	72.716
29.2	267	72.922
29.4	268	73.334
29.6	269	73.952
29.8	270	73.952
30	271	73.952
30.2	272	74.158
30.4	273	75.188
30.6	274	75.394
30.8	275	76.137
31	276	77.167
31.2	277	77.628
31.4	278	78.04
31.6	279	78.04
31.8	280	78.452
32	281	79.07
32.2	282	79.688
32.4	283	79.894
32.6	284	80.306
32.8	285	80.512
33	286	81.255
33.2	287	81.255
33.4	288	81.546
33.6	289	82.007
