time (s)	frame	L(t) (um)
0	38	0
0.2	39	7.451
0.4	40	8.698
0.6	41	9.518
0.8	42	10.968
1	43	10.968
1.2	44	12.608
1.4	45	14.464
1.6	46	15.659
1.8	47	17.515
2	48	18.745
2.2	49	18.745
2.4	50	19.79
2.6	51	21.282
2.8	52	22.972
3	53	24.45
3.2	54	25.475
3.4	55	26.09
3.6	56	27.007
3.8	57	27.465
4	58	28.712
4.2	59	29.816
4.4	60	30.636
4.6	61	31.284
4.8	62	32.734
5	63	34.784
5.2	64	36.345
5.4	65	36.755
5.6	66	38.963
5.8	67	39.988
6	68	41.423
6.2	69	42.618
6.4	70	44.053
6.6	71	44.053
6.8	72	45.693
7	73	46.718
7.2	74	48.168
7.4	75	49.013
7.6	76	49.013
