centre_s_absolute,pre_time_s,mobile_time_s,post_time_s,C_old,C_mobile,C_new,M_old,M_mobile,M_new,connection_break_depth,movement_excursion,ledger_strength,reclosure_asymmetry,H_unresolved_mobile,H_unresolved_old_new_mean,ordered_landmarks,network_shape_pass,H1_connection_break_depth,L1_connection_break_depth,H1_movement_excursion,L1_movement_excursion,detector_replication_pass,median_phase_coherence_ARA,peak_source_evidence,event,role,control_id
-11.78,-0.21614262580871646,-0.03254887580871646,0.06120112419128354,1.9000894963794648,1.1230168415914081,1.861524692864698,1.6599951183793018,1.594825482060044,1.5386868440322186,0.7577902530306733,-0.00451549914571614,0.7532747538849571,-0.038564803514766766,0.0,0.0,True,False,0.1793995606541372,0.8069319013912621,0.030754210397851978,-0.03417134488650242,False,1.2279716865999513,0.8735948882746916,GW190412,matched_offsource,0
-11.59,-0.12879887580871596,0.019638624191284038,0.05088862419128404,1.861524692864698,1.2880969815312018,1.8322349686762671,1.5386868440322186,1.4532584818159628,1.4703441542592142,0.5587828492392808,-0.05125701732975352,0.5075258319095273,-0.0292897241884309,0.0,0.0,True,False,0.40981205760312434,0.06394923114474027,0.005613863802782504,0.023187698315841,True,1.5042714181108128,0.8629729248777911,GW190412,matched_offsource,1
-11.4,-0.20551762580871547,0.013232374191284535,0.12260737419128453,1.8438694980066714,0.9819380034171344,1.8434626962818321,1.554552111300952,1.436660971442519,1.5140346595069563,0.8617280937271173,-0.09763241396143507,0.7640956797656823,-0.0004068017248393119,0.0,0.0,True,False,0.13082743470832314,0.831706126433976,-0.04954845008542863,-0.07786185013424451,False,1.2133268245057358,0.8758633763407254,GW190412,matched_offsource,2
-11.21,-0.06739262580871497,-0.008798875808714968,0.11229487419128503,1.8434626962818321,1.4375559352371654,1.6267187372874463,1.5140346595069563,1.8171833048572126,1.3480595557725166,0.2975347815474738,0.38613619721747616,0.68367097876495,-0.2167439589943858,0.0,0.0,True,True,-0.18208445203807644,0.15511349768123006,0.29094459360507674,0.5291676836709787,False,1.289724188430559,0.8758633763407254,GW190412,matched_offsource,3
-11.020000000000001,-0.07770512580871447,0.03948237419128553,0.09416987419128553,1.6267187372874463,1.0126922138149865,1.71450654950777,1.3480595557725166,1.354893824749817,1.2282157676348548,0.6579204295826218,0.0667561630461313,0.7246765926287531,0.08778781222032372,0.0,0.0,True,True,0.16682938735660224,0.1448620942152794,-0.08640468635587029,0.5015865267268733,False,1.261166707346839,0.718312404541349,GW190412,matched_offsource,4
-10.830000000000002,-0.09583012580871397,-0.07239262580871397,0.15026362419128603,1.71450654950777,1.1062566105280287,1.5922219510210722,1.2282157676348548,1.356114229924335,1.3251159384915792,0.5471076397363923,0.07944837686111805,0.6265560165975104,-0.12228459848669782,0.0,0.0,True,True,0.4805955577251648,-0.10532096656089807,0.19941420551623135,0.04002928972418851,False,0.7944837686111789,0.7507628202565693,GW190412,matched_offsource,5
-10.640000000000002,-0.21161137580871348,-0.008486375808713476,0.042294874191286524,1.7302904564315353,1.3125050850215605,1.658205190790009,1.342445691969734,1.5050036612155235,1.52721503539175,0.3817427385892118,0.07017329753478152,0.45191603612399334,-0.07208526564152629,0.0,0.0,True,True,-0.1314376372955821,0.0511349768123015,0.1586526726873323,0.011959970710275769,False,0.793263363436661,0.7507628202565693,GW190412,matched_offsource,6
-10.450000000000003,-0.15942387580871298,-0.026611375808712978,0.09838862419128702,1.658205190790009,1.3349605402326905,1.8871532015295742,1.5323407371247253,1.502318769831584,1.4049304369050524,0.43771865592710113,0.033683182816695245,0.4714018387437964,0.22894801073956517,0.0,0.0,True,True,0.29814498413473256,0.4118867463998046,0.0034171344886502197,0.3260922626311933,True,1.0756651208201122,0.8395282474201254,GW190412,matched_offsource,7
-10.260000000000003,-0.09161137580871248,-0.04083012580871248,0.05291987419128752,1.8871532015295742,1.2517289073305673,1.9379220567895208,1.4049304369050524,1.3099829143275568,1.5113497681230168,0.6608087218289802,-0.14815718818647783,0.5126515336425024,0.050768855259946566,0.0,0.0,True,False,0.20026848913839368,0.5165975103734439,-0.32975347815474754,0.052477422504271454,False,1.4979253112033195,0.9366686864764511,GW190412,matched_offsource,8
-10.070000000000004,-0.13708012580871198,-0.015986375808711983,0.15979487419128802,1.9379220567895208,0.8956146774062321,1.647546985599219,1.5113497681230168,1.313400048816207,1.4105443007078349,0.8971198437881378,-0.14754698559921886,0.749572858188919,-0.2903750711903017,0.0,0.0,True,False,0.8083963876006833,0.5522333414693679,-0.06956309494752255,-0.19038320722479862,False,1.042714181108128,0.9366686864764511,GW190412,matched_offsource,9
-9.880000000000004,-0.21770512580871149,-0.053642625808711486,0.10651362419128851,1.806850541046294,0.9932470913676673,1.7794321047921244,1.3268245057359043,1.474005369782768,1.3248718574566756,0.7998942315515419,0.14815718818647805,0.94805141973802,-0.02741843625416962,0.0,0.0,True,True,0.339516719550891,0.49877959482548184,0.1278984622894801,0.3280449109104222,True,0.8486697583597754,0.803161632820505,GW190412,matched_offsource,10
-9.690000000000005,-0.08348637580871099,0.02198237419128901,0.11182612419128901,1.7794321047921244,1.4018387437962734,1.9086323326010903,1.3248718574566756,1.5655357578716134,1.4837686111789115,0.442193474900334,0.16121552355381996,0.603408998454154,0.1292002278089659,0.0,0.0,True,True,0.6293629484989018,0.5303880888454968,0.11789113985843303,0.20112277276055668,True,1.668293873566024,0.8648369545240155,GW190412,matched_offsource,11
-9.500000000000005,-0.07817387580871049,0.03510737419128951,0.07416987419128951,1.9086323326010903,0.8090472703604262,1.5107802457082418,1.4837686111789115,1.161093483036368,1.0578472052721504,0.9006590187942399,-0.10971442518916286,0.7909445936050771,-0.39785208689284857,0.029859246603205936,0.0,True,False,0.4688796680497924,0.7333414693678302,-0.08030266048328039,-0.2792287039297048,False,1.3876006834268977,0.8648369545240155,GW190412,matched_offsource,12
