event,time_s,connection_C,movement_M,liquidity_M_minus_C,unresolved_H,phase_coherence_ARA,source_evidence
GW150914,-0.21958017349243164,1.2545765194044423,1.1042226019038321,-0.1503539175006101,0.0,1.1674395899438614,0.04687425251300099
GW150914,-0.21567392349243164,1.0113090879505329,1.056870881132536,0.04556179318200315,0.0,0.8208445203807664,0.0
GW150914,-0.21176767349243164,0.7669026116670734,1.056870881132536,0.2899682694654626,0.17622650720039057,0.5084207957041738,0.0
GW150914,-0.20786142349243164,0.5534944268163696,1.056870881132536,0.5033764543161664,0.38963469205109447,0.3487917988772272,0.0
GW150914,-0.20395517349243164,0.5328288991945326,1.0475958018061997,0.5147669026116671,0.4195752989992678,0.23065657798389066,0.0
GW150914,-0.20004892349243164,0.5328288991945326,1.0475958018061997,0.5147669026116671,0.4195752989992678,0.1159384915792043,0.0
GW150914,-0.19614267349243164,0.5328288991945326,0.9509397119843789,0.4181108127898463,0.5162313888210887,0.00366121552355382,0.0
GW150914,-0.19223642349243164,0.5328288991945326,0.9509397119843789,0.4181108127898463,0.5162313888210887,0.09641200878691726,0.0009648260581556245
GW150914,-0.18833017349243164,0.7228053046944919,0.9509397119843789,0.228134407289887,0.3262549833211291,0.43812545765194044,0.007004446540444715
GW150914,-0.18442392349243164,0.9442681636970142,0.9509397119843789,0.006671548287364715,0.10479212431860685,0.8716133756407127,0.0768006904091524
GW150914,-0.18051767349243164,1.0666341225286795,0.9509397119843789,-0.11569441054430063,0.0,1.1586526726873323,0.1858029792422693
GW150914,-0.17661142349243164,1.0666341225286795,0.9509397119843789,-0.11569441054430063,0.0,1.2557969245789602,0.20613215322903358
GW150914,-0.17270517349243164,1.0666341225286795,0.9509397119843789,-0.11569441054430063,0.0,1.1371735416158164,0.1487734972677758
GW150914,-0.16879892349243164,1.0666341225286795,1.0014644862094215,-0.06516963631925798,0.0,0.8784476446180132,0.07986862280210152
GW150914,-0.16489267349243164,1.0376698397201205,1.0014644862094215,-0.03620535351069898,0.0,0.5879912130827435,0.04685846499182716
GW150914,-0.16098642349243164,0.9869009844601742,1.0014644862094215,0.014563501749247365,0.01163452933040432,0.5050036612155235,0.04024498300875483
GW150914,-0.15708017349243164,0.9736392482304126,1.0014644862094215,0.027825237979008932,0.024896265560165887,0.5411276543812545,0.04312379281315102
GW150914,-0.15317392349243164,0.9736392482304126,0.8938247498169392,-0.07981449841347343,0.13253600195264825,0.5435684647302904,0.035689508667915086
GW150914,-0.14926767349243164,0.9736392482304126,0.9062728825970222,-0.06736636563339038,0.1200878691725652,0.5347815474737613,0.02728077701294025
GW150914,-0.14536142349243164,0.9736392482304126,0.9062728825970222,-0.06736636563339038,0.1200878691725652,0.7246765926287527,0.04227427523511641
GW150914,-0.14145517349243164,1.0632983483849971,0.9062728825970222,-0.15702546578797494,0.03042876901798064,1.1425433243836953,0.06692955768906199
GW150914,-0.13754892349243164,1.1625579692457897,0.9062728825970222,-0.2562850866487675,0.0,1.510617525018306,0.08904421095726653
GW150914,-0.13364267349243164,1.1625579692457897,0.9065169636319258,-0.2560410056138639,0.0,1.6448620942152794,0.14011639513818225
GW150914,-0.12973642349243164,1.1625579692457897,0.9065169636319258,-0.2560410056138639,0.0,1.524774225042714,0.16784798035007673
