event,time_s,old_affinity,mobile_affinity,new_affinity,old_share_bookkeeping,mobile_share_bookkeeping,new_share_bookkeeping,unresolved_H,amount_ARA,concentration_ARA,movement_ARA,frequency_ARA,detector_shape_agreement_ARA,detector_phase_coherence_ARA,source_evidence
GW150914,-0.41489267349243164,0.43509626630186643,0.42099265185389945,0.40579848144032626,0.34479801164572077,0.3336214086837844,0.3215805796697024,0.5649037336981335,0.8520868928484258,0.564559433731999,1.4322675128142544,0.2438369538686844,1.7898209500589106,1.7810593116914815,0.0
GW150914,-0.41098642349243164,0.37563129315605787,0.432266526258115,0.3375889808170604,0.32792284736926103,0.37736491260351346,0.29471224002635243,0.567733473741885,0.9267756895289236,1.1130095191603613,1.3343910178179157,0.1989260434464242,1.7405128072897385,1.7063705150109836,0.0
GW150914,-0.40708017349243164,0.3719014756686843,0.432266526258115,0.2725432127216267,0.3454050358245542,0.4014693265722691,0.25312563760224777,0.567733473741885,1.1488894312911886,1.7044178667317549,1.3348791798877229,0.1852575054918233,1.638416663092436,1.6424212838662435,0.12226958544769441
GW150914,-0.40317392349243164,0.3033125257398551,0.432266526258115,0.2500429324092343,0.307737175649519,0.43857232599946533,0.253690498350001,0.567733473741885,1.5352697095435683,1.866731754942641,1.3348791798877229,0.19209177446912373,1.5477257189471798,1.6536490114718085,0.44257411302876193
GW150914,-0.39926767349243164,0.2807526782206367,0.548975817898464,0.21380104017108895,0.2690414295492395,0.5260759746672623,0.2048825957825397,0.45102418210153605,1.7900903099829142,1.866731754942641,1.2980229436172808,0.20649255552843543,1.4694426536926422,1.6829387356602392,0.664836793670026
GW150914,-0.39536142349243164,0.2807526782206367,0.548975817898464,0.21380104017108895,0.2690414295492395,0.5260759746672623,0.2048825957825397,0.45102418210153605,1.8325604100561386,1.866731754942641,1.2980229436172808,0.22382230900659017,1.4363837102731132,1.6614596045887235,0.6916327448440488
GW150914,-0.39145517349243164,0.2807526782206367,0.548975817898464,0.21380104017108895,0.2690414295492395,0.5260759746672623,0.2048825957825397,0.45102418210153605,1.8325604100561386,1.8047351720771294,1.3688064437393215,0.2609226263119356,1.4671535684220052,1.5594337319990237,0.6491613936842409
GW150914,-0.38754892349243164,0.3106826686459832,0.548975817898464,0.24588951058335554,0.28102142055600576,0.4965644362109997,0.22241414323208977,0.45102418210153605,1.8325604100561386,1.3487917988772273,1.5367341957529899,0.3551379057847205,1.5230992616393013,1.3617280937271175,0.5668604500492064
GW150914,-0.38364267349243164,0.3106826686459832,0.3414261663908858,0.24588951058335554,0.3459724287476907,0.3802080126937108,0.273819558557485,0.6585738336091143,1.837686111789114,0.6258237734927996,1.538442762997315,0.6065413717354162,1.620582006230843,1.0273370759092018,0.4302930003075885
GW150914,-0.37973642349243164,0.3733567367057752,0.2653767035089446,0.3134636965184978,0.3921002514104267,0.27869932944675296,0.3292004191417701,0.6266432632942248,1.8218208445203807,0.6097144251891629,1.5367341957529899,1.0978764949963389,1.6627725637524957,0.6490114718086405,0.2666855779325961
GW150914,-0.37583017349243164,0.4115828319033627,0.20289602859582995,0.37835206706638924,0.4145548053303979,0.20436110818296724,0.3810840864856277,0.5884171680966372,1.7271174029777887,0.550402733707591,1.4488650231876983,1.5367341957529899,1.6349637759869973,0.4010251403465951,0.14579617928880972
GW150914,-0.37192392349243164,0.4428051749156463,0.20289602859582995,0.4265021530530567,0.41298618606645077,0.18923278625590548,0.397781027676711,0.5571948250843537,1.5430803026604831,0.5101293629484989,1.4488650231876983,1.6538930925067121,1.5775855769569165,0.5294117647058824,0.14375655070424553
GW150914,-0.36801767349243164,0.5483232345950325,0.20289602859582995,0.5862331459644701,0.40997588463047874,0.15170336320513797,0.4383207521636355,0.41376685403552993,1.3053453746643886,0.5706614596045887,1.2575054918232853,1.7319990236758604,1.566478089001481,1.0619965828655114,0.16213787224368498
GW150914,-0.36411142349243164,0.567800148044033,0.20289602859582995,0.5906729274702112,0.4170802366010696,0.1490382204085011,0.43388154298969467,0.40932707252978884,1.3053453746643886,0.5145228215767634,1.1508420795704173,1.7761776909934097,1.5775795574339277,1.5535757871613376,0.23718859040015053
GW150914,-0.36020517349243164,0.6117760084960447,0.2109441159173596,0.6859184200710408,0.40551529770486183,0.13982415913236979,0.4546605431621055,0.31408157992895924,1.2599463021723212,0.5777398096167927,0.9353185257505492,1.795460092750793,1.62662131015471,1.7791066634122528,0.23123609916207577
GW150914,-0.35629892349243164,0.7442988303514261,0.3220553943031336,0.7514872572502521,0.40944099788674015,0.17716362923212264,0.41339537288058714,0.24851274274974788,1.1156944105443007,0.7683670978764949,0.8918721015377105,1.586038564803515,1.6746033072886812,1.8230412496948987,0.10545784139069835
GW150914,-0.35239267349243164,0.7446562542773163,0.4799709775438493,0.8286256078390716,0.362671483946505,0.23376126323684465,0.4035672528161632,0.17137439216092842,1.0392970466194775,0.9926775689528924,0.9353185257505492,1.2384671711008055,1.66415239441872,1.777154015133024,0.03491845209133706
GW150914,-0.34848642349243164,0.7446562542773163,0.544985829370039,0.8286256078390716,0.3515402030016451,0.2572790169817277,0.3911807800161549,0.17137439216092842,1.1637783744203074,1.0678545277031974,0.9304369050524774,1.0346595069563096,1.594873476663528,1.623871125213571,0.13297748657777705
GW150914,-0.34458017349243164,0.8096920142950447,0.5472427175844792,0.8286256078390716,0.37047342028494484,0.25039012084868345,0.379136458865914,0.17137439216092842,1.2548206004393458,1.0798144984134732,0.9304369050524774,1.0346595069563096,1.499653616559435,1.3695386868440322,0.17449333525325478
GW150914,-0.34067392349243164,0.8136589676315577,0.7254948555929785,0.8291255011669765,0.34356545668035554,0.30633838167677924,0.3500961616424428,0.17087449883302352,1.2548206004393458,1.0798144984134732,0.9558213326824505,1.0346595069563096,1.4497712362367787,1.0107395655357578,0.1287786314888127
GW150914,-0.33676767349243164,0.8270076937926312,0.7254948555929785,0.7986195475120248,0.351750211051794,0.30857387481066123,0.33967591413711945,0.17299230620736883,1.4037100317305344,1.0305101293629484,0.9990236758603857,1.0346595069563096,1.4753077717581218,0.728093727117403,0.14696937083868492
GW150914,-0.33286142349243164,0.8096920142950447,0.7254948555929785,0.7514872572502521,0.35409156236354633,0.3172707676106883,0.32863767002532795,0.19030798570495533,1.5379546009275078,1.0305101293629484,1.2169880400292898,1.0576031242372468,1.5200910299512926,0.6929460580912863,0.18638676007239377
GW150914,-0.32895517349243164,0.8096920142950447,0.7254948555929785,0.7466654207661898,0.35483980168696583,0.3179412000347574,0.32721899827783835,0.19030798570495533,1.5887234561874544,0.9050524774225043,1.2169880400292898,1.0915303880888456,1.572014228767951,1.0087869172565291,0.2969482602419757
GW150914,-0.32504892349243164,0.7374836160394178,0.5375832237674237,0.7381458727558302,0.3663217559858784,0.267027532864549,0.3666507111490758,0.2618541272441698,1.444959726629241,0.5777398096167928,1.1754942640956798,1.083475713937027,1.6016496716411255,1.4696119111545034,0.3269590571191922
GW150914,-0.32114267349243164,0.7351126918309216,0.4667506724420056,0.7466654207661898,0.37726550281154136,0.23954004478943117,0.38319445239851413,0.2533345792338102,1.2907005125701734,0.4959726629240908,1.1781791554796193,1.0790822553087625,1.6094576111803005,1.7556748840615084,0.2551877943516301
GW150914,-0.31723642349243164,0.7351126918309216,0.38266186293021304,0.7581063159003167,0.39187599987163513,0.2039904926345772,0.40413350749325455,0.24189368409968326,1.1625579692457897,0.5855504027337076,0.8257261410788381,1.1981938003417134,1.624528958469685,1.8264583841835489,0.14845268292241204
GW150914,-0.31333017349243164,0.7351126918309216,0.38266186293021304,0.7581063159003167,0.39187599987163513,0.2039904926345772,0.40413350749325455,0.24189368409968326,1.0698071759824261,0.6485233097388333,0.8367097876494995,1.2614107883817427,1.6406858964840394,1.7503051012936295,0.061091928114471304
GW150914,-0.30942392349243164,0.7351126918309216,0.38266186293021304,0.7581063159003167,0.39187599987163513,0.2039904926345772,0.40413350749325455,0.24189368409968326,0.9480107395655357,0.6883085184281181,0.7935074444715646,1.3007078350012204,1.6592013349400332,1.3583109592384672,0.0
GW150914,-0.30551767349243164,0.7351126918309216,0.3708350414923413,0.7581063159003167,0.39436232663785586,0.19894006917160126,0.40669760419000633,0.24189368409968326,0.8647791066634123,0.7800829875518672,0.7798389065169636,1.38027825237979,1.6645090056935523,0.6275323407371247,0.0
GW150914,-0.30161142349243164,0.7351126918309216,0.3708350414923413,0.7581063159003167,0.39436232663785586,0.19894006917160126,0.40669760419000633,0.24189368409968326,0.8647791066634123,0.9672931413229191,0.7908225530876251,1.38027825237979,1.6749995605200918,0.23065657798389066,0.0
GW150914,-0.29770517349243164,0.7351126918309216,0.38046328180394223,0.7581063159003167,0.39233582765672326,0.20305645408972925,0.4046077182530138,0.24189368409968326,0.8647791066634123,0.9677813033927264,0.7935074444715646,1.38027825237979,1.6179395687559792,0.22089333658774712,0.0
GW150914,-0.29379892349243164,0.6164287103969575,0.42577873668020016,0.6959433161764128,0.3546462846771336,0.24496076271482808,0.40039295260746294,0.3040566838235872,0.8647791066634123,0.9714425189162802,0.8716133756407127,1.3343910178179157,1.511562253146872,0.187210153771052,0.0
GW150914,-0.28989267349243164,0.5653898525407718,0.46104468745319427,0.5970365332449902,0.3482598870162959,0.28398700479035255,0.3677531081927356,0.4029634667550098,0.9328777154015133,1.08640468635587,1.0810349035879914,1.0961679277520138,1.4739810975255543,0.1217964364168904,0.0
GW150914,-0.28598642349243164,0.5553434470846721,0.46104468745319427,0.5371294409896232,0.3574748402159212,0.2967746839274425,0.3457504758559926,0.4446565529153279,1.0676104466682939,1.147424945081767,1.0698071759824261,0.8188918721015377,1.5570649202074267,0.1950207468879668,0.006592719903339857
GW150914,-0.28208017349243164,0.5553434470846721,0.47041578701662146,0.47736221652712874,0.3694601303521586,0.3129592667443059,0.31758060290287016,0.4446565529153279,1.2640956797656822,1.3053453746643884,1.0812789846228947,0.5933609958506224,1.657317476838476,0.3458628264583842,0.045670439129603564
GW150914,-0.27817392349243164,0.5553434470846721,0.521011408036262,0.46482651149801507,0.36033620644053516,0.33805976332228904,0.30160403023652693,0.4446565529153279,1.5145228215767634,1.4535025628508664,1.1239931657310227,0.4945081767146693,1.6994109217764128,0.3741762265072004,0.09626110391471544
GW150914,-0.27426767349243164,0.5365799919116422,0.5426709088969428,0.45925692622487524,0.34876650120521197,0.3527254781296525,0.2985080206644854,0.4573290911030572,1.6746399804735173,1.5945814010251405,0.8877227239443496,0.4945081767146693,1.7019266960271642,0.28533072980229435,0.09624775899115715
GW150914,-0.27036142349243164,0.5161298284523359,0.5426709088969428,0.44763046369960374,0.3426175905628001,0.3602361053851893,0.2971463040513467,0.4573290911030572,1.6609714425189162,1.6880644373932145,0.9409323895533317,0.4945081767146693,1.6894966107245537,0.19599707102758115,0.06477423338329139
GW150914,-0.26645517349243164,0.5161298284523359,0.5733105980515858,0.43892557345382716,0.3377004123791464,0.3751134205203856,0.2871861670998137,0.4266894019484142,1.5389309250671221,1.750061020258726,0.9409323895533317,0.5203807664144496,1.6954472403596657,0.19111545032950938,0.05149901322035106
GW150914,-0.26254892349243164,0.5553434470846721,0.5992981687832883,0.43892557345382716,0.3484907638696266,0.3760733609468766,0.27543587518286927,0.40070183121671166,1.3734439834024896,1.835245301440078,0.9409323895533317,0.6465706614596045,1.6914926820331324,0.1906272882597022,0.035594306936458917
GW150914,-0.25864267349243164,0.560173597436018,0.5992981687832883,0.43892557345382716,0.35045954064852297,0.37493691581435423,0.27460354353649713,0.40070183121671166,1.3734439834024896,1.835245301440078,1.1505979985355137,0.8435440566268002,1.6747184251392881,0.1217964364168904,0.0227420731898758
GW150914,-0.25473642349243164,0.560173597436018,0.5733105980515858,0.43892557345382716,0.3562516644836026,0.36460635730925417,0.2791419782065072,0.4266894019484142,1.3734439834024896,1.835245301440078,1.2057603124237246,1.0500366121552356,1.6277206153964037,0.03392726385159873,0.006334966279344161
GW150914,-0.25083017349243164,0.5749348103904801,0.5675676373187846,0.48987213204797253,0.35220764738668664,0.34769448407046627,0.3000978685422343,0.4250651896095199,1.369050524774225,1.835245301440078,1.2121064193312179,1.2030754210397852,1.6001887909761008,0.029045643153526972,0.005359654924107003
GW150914,-0.24692392349243164,0.5875982799159388,0.5633906855312609,0.5020600084470498,0.35546332213698445,0.34081911330411785,0.3037175645582925,0.4124017200840612,1.539663168171833,1.7810593116914815,1.262387112521357,1.2753234073712472,1.6276841542587412,0.12082011227727606,0.03260108228521568
GW150914,-0.24301767349243164,0.5885775126491947,0.5633906855312609,0.5124271352572232,0.35362843239483255,0.3384957132553856,0.3078758543491809,0.41142248735080533,1.6475469855992189,1.7810593116914815,1.257749572858189,1.3131559677813034,1.6716137258595791,0.29802294361728093,0.09649192938938811
GW150914,-0.23911142349243164,0.5885775126491947,0.5530974461723308,0.5124271352572232,0.3558290112537744,0.33437926724833983,0.30979172149728124,0.41142248735080533,1.6748840615084208,1.7810593116914815,1.257749572858189,1.3343910178179157,1.7635414371720155,0.5733463509885282,0.19347115700308523
GW150914,-0.23520517349243164,0.5875982799159388,0.540744173780074,0.5020600084470498,0.36040075598464016,0.33166300121318987,0.3079362428015566,0.4124017200840612,1.5987307786185014,1.7412741030021968,1.2938735660239198,1.3343910178179157,1.766499299079007,0.93605076885526,0.28022120283157836
GW150914,-0.23129892349243164,0.5749348103904801,0.48256031794732185,0.48987213204797253,0.3715567888173951,0.3118589427998513,0.3165842683821071,0.4250651896095199,1.514766902611667,1.6834268977300464,1.165242860629729,1.331217964364169,1.6723410071214029,1.226995362460337,0.31580830112629366
GW150914,-0.22739267349243164,0.5406168950010036,0.4553073849084501,0.48987213204797253,0.36385664324523254,0.3064399545212995,0.329703402232795,0.45938310499899637,1.4032218696607273,1.6707346839150599,1.1139858432999756,1.320478398828411,1.5747830063474886,1.3958994386136196,0.28142859074807164
GW150914,-0.22348642349243164,0.5278894770214543,0.4553073849084501,0.5012552438283359,0.3556123333136835,0.30671746373088804,0.33767020295475486,0.4721105229785457,1.2445691969733952,1.667073468391506,1.1042226019038321,1.2833780815230655,1.5353948764467478,1.385648035147669,0.16944341362191415
GW150914,-0.21958017349243164,0.5032314786989722,0.3661762787512768,0.44255487115333103,0.3835715040406414,0.27910572356832025,0.337322772390276,0.4967685213010278,1.0803026604832804,1.515987307786185,1.1139858432999756,1.1479131071515742,1.485684652978651,1.1674395899438614,0.04687425251300099
GW150914,-0.21567392349243164,0.47353543896182776,0.3661762787512768,0.44255487115333103,0.36929562313565295,0.2855695390727623,0.34513483779080484,0.5264645610381722,0.9528923602636075,1.2601903832072248,0.9743714913351232,0.8740541859897486,1.501975280836325,0.8208445203807664,0.0
GW150914,-0.21176767349243164,0.47353543896182776,0.39565714921485934,0.46998353711202234,0.3536020617597151,0.29544818022294506,0.35094975801659317,0.5264645610381722,0.9133512326092263,0.8789358066878203,1.056870881132536,0.5738345130583353,1.574999667898506,0.5084207957041738,0.0
GW150914,-0.20786142349243164,0.5278894770214543,0.39565714921485934,0.5012552438283359,0.37050026962494864,0.2776927497972956,0.35180698057705373,0.4721105229785457,0.892116182572614,0.4195752989992677,1.056870881132536,0.41347327312667803,1.6605882299469452,0.3487917988772272,0.0
GW150914,-0.20395517349243164,0.5406168950010036,0.40871019406821246,0.5103369766280857,0.37037076386639206,0.28000291551514345,0.34962632061777926,0.45938310499899637,0.8689284842567733,0.31047107639736393,1.0475958018061997,0.36343666097144256,1.7214827771729289,0.23065657798389066,0.0
GW150914,-0.20004892349243164,0.5517378208944931,0.40871019406821246,0.5103369766280857,0.37513152775468694,0.27788575244154234,0.34698271980309076,0.4482621791055069,0.9138393946790334,0.31047107639736393,1.1808640468635585,0.3090065901879424,1.7242617976962062,0.1159384915792043,0.0
GW150914,-0.19614267349243164,0.5884202695401056,0.39565714921485934,0.5459811543448351,0.38457368880174275,0.2585895443290284,0.35683676686857524,0.4115797304598944,0.9650964120087869,0.31047107639736393,0.9509397119843789,0.2928972418843056,1.6847229314946701,0.00366121552355382,0.0
GW150914,-0.19223642349243164,0.6067078518348956,0.40871019406821246,0.5645460562281799,0.38400103585650763,0.25868321534433936,0.35731574879852,0.3932921481651044,1.0200146448620941,0.4820600439345863,0.9133512326092262,0.5277031974615572,1.6328697952983797,0.09641200878691726,0.0009648260581556245
GW150914,-0.18833017349243164,0.6511259247983325,0.4458157128984189,0.620445633606424,0.37913750478881253,0.2595895057262586,0.36127298948434655,0.34887407520166747,1.03197461557237,0.6983158408591652,0.9509397119843789,0.8171833048572126,1.5878906316658161,0.43812545765194044,0.007004446540444715
GW150914,-0.18442392349243164,0.6771106256453556,0.4458157128984189,0.6400449678000244,0.384073537220082,0.2528774639121818,0.363048998867169,0.3228893743546444,1.1762265072003906,0.7849646082499391,0.9287283378081523,0.9768123016841591,1.6115778575813868,0.8716133756407127,0.0768006904091524
GW150914,-0.18051767349243164,0.7334775077269315,0.45983375848821867,0.6954622081239189,0.3883353497344122,0.24345627717420323,0.3682083730908552,0.26652249227306846,1.3207224798633146,0.8391505979985355,0.9509397119843789,1.0949475225774958,1.6315154025405423,1.1586526726873323,0.1858029792422693
GW150914,-0.17661142349243164,0.7421230356837041,0.4458157128984189,0.7284406670011189,0.38725266492045624,0.2326343673246481,0.3801129677543739,0.2578769643162959,1.3282889919453258,0.8423236514522822,1.0278252379790092,1.2233341469367829,1.6087685377092533,1.2557969245789602,0.20613215322903358
GW150914,-0.17270517349243164,0.7692902584782125,0.43230937628649774,0.7335352709934017,0.3975383091838946,0.22340012316449434,0.37906156765109433,0.23070974152178747,1.2616548694166463,0.8423236514522822,0.8391505979985355,1.3692946058091287,1.5504927258852768,1.1371735416158164,0.1487734972677758
GW150914,-0.16879892349243164,0.7761338914634704,0.43720736863715315,0.7670923090427546,0.3919009976178042,0.22076346081431208,0.38733554156737876,0.22386610853652955,1.181840371003173,1.1396143519648523,1.0014644862094215,1.5052477422504271,1.4639630387351386,0.8784476446180132,0.07986862280210152
GW150914,-0.16489267349243164,0.7761338914634704,0.43720736863715315,0.777355681173195,0.38988048626148164,0.21962527774678287,0.3904942359912331,0.22264431882680502,1.159384915792043,1.3656333902855748,0.8598974859653404,1.5921405906761046,1.4306541233621493,0.5879912130827435,0.04685846499182716
GW150914,-0.16098642349243164,0.7761338914634704,0.43230937628649774,0.777355681173195,0.3908421302589332,0.2177004759322226,0.3914573938083406,0.22264431882680502,1.159384915792043,1.2963143763729557,1.0014644862094215,1.6390041493775933,1.4927739772822435,0.5050036612155235,0.04024498300875483
GW150914,-0.15708017349243164,0.7761338914634704,0.43230937628649774,0.7791354657039213,0.3904921492666422,0.21750553525748392,0.3920023154753707,0.22086453429607866,1.159384915792043,1.22040517451794,1.045643153526971,1.6629240907981448,1.5474884336403891,0.5411276543812545,0.04312379281315102
GW150914,-0.15317392349243164,0.7522186909207474,0.43230937628649774,0.7791354657039213,0.38306903311749474,0.22015450663554928,0.3967764602464467,0.22086453429607866,1.1313155967781303,1.1659751037344397,1.0014644862094215,1.6909934098120576,1.5529129556765107,0.5435684647302904,0.035689508667915086
GW150914,-0.14926767349243164,0.711812419306304,0.43720736863715315,0.7791354657039213,0.3691675854210603,0.22674904824696393,0.4040833663314571,0.22086453429607866,1.1020258725896999,1.1618257261410787,0.8686844032218697,1.6909934098120576,1.5060656050961496,0.5347815474737613,0.02728077701294025
GW150914,-0.14536142349243164,0.7043647613794121,0.44005034474457744,0.777355681173195,0.3665186119150441,0.2289817014875347,0.4044996865969008,0.22264431882680502,1.116670734683915,1.0449109104222603,0.8559921894068832,1.6731754942640957,1.4908632180208332,0.7246765926287527,0.04227427523511641
GW150914,-0.14145517349243164,0.7004147517723848,0.4406698468088983,0.7474413776103445,0.37087906685004113,0.23334063304615646,0.39578030010327286,0.25255862238965554,1.1171588967537223,0.9301928240175739,0.8938247498169392,1.601415670002441,1.5529282639380495,1.1425433243836953,0.06692955768906199
GW150914,-0.13754892349243164,0.6945543910086746,0.4406698468088983,0.7395372856725169,0.37047612845995964,0.23505381419835433,0.39447005734115265,0.26046271432748314,1.117891139858433,0.934830363680742,0.9062728825970222,1.4493531852575054,1.6573005703028114,1.510617525018306,0.08904421095726653
GW150914,-0.13364267349243164,0.6799321928708151,0.44871465309375175,0.7290866506894373,0.3660009329083459,0.24153876425316004,0.3924603028379557,0.27091334931056266,1.1703685623627045,0.934830363680742,0.9065169636319258,1.254088357334635,1.6507418309720472,1.6448620942152794,0.14011639513818225
GW150914,-0.12973642349243164,0.677316905786873,0.46267013051852046,0.7289249077217991,0.36241242288120107,0.24756122512722356,0.3900263519910402,0.2710750922782009,1.2201610934830365,0.934830363680742,0.9065169636319258,1.1447400536978276,1.563197426135315,1.524774225042714,0.16784798035007673
GW150914,-0.12583017349243164,0.677316905786873,0.49407007165760153,0.6353590972572024,0.37488217922285183,0.27345850010434203,0.35165932067225264,0.322683094213127,1.2662924090798144,1.1554796192335854,1.0771296070295338,1.0366121552355383,1.5004527273367447,1.0659018794239687,0.14192078965725527
GW150914,-0.12192392349243164,0.6799321928708151,0.5391488035117504,0.6300551566396011,0.3677026117082773,0.291567931669224,0.34072945662195786,0.3200678071291849,1.3514766902611668,1.384427629973151,1.1923358555040273,1.0366121552355383,1.4776702649547095,0.2784964608249939,0.048942507150108776
GW150914,-0.11801767349243164,0.677316905786873,0.6861572288938327,0.6187895597191517,0.34168859960460163,0.3461483105562425,0.3121630898386513,0.3138427711061673,1.513058335367342,1.5828655113497683,1.271906272882597,1.0231876983158408,1.4847093090229566,0.09641200878691726,0.024732492368818654
GW150914,-0.11411142349243164,0.6370463524203739,0.6876473614562231,0.6070408886041742,0.3297794384393885,0.35597403523899035,0.3142465263211034,0.31235263854377693,1.7468879668049793,1.5828655113497683,1.2360263607517696,0.9873077861850135,1.553583380354674,0.7773980961679278,0.29031464172246263
