centre_s_absolute,pre_time_s,mobile_time_s,post_time_s,C_old,C_mobile,C_new,M_old,M_mobile,M_new,connection_break_depth,movement_excursion,ledger_strength,reclosure_asymmetry,H_unresolved_mobile,H_unresolved_old_new_mean,ordered_landmarks,network_shape_pass,H1_connection_break_depth,L1_connection_break_depth,H1_movement_excursion,L1_movement_excursion,detector_replication_pass,median_phase_coherence_ARA,peak_source_evidence,event,role,offsource_n,ledger_empirical_p,ledger_offsource_percentile
0.0,-0.04379892349243164,0.03823232650756836,0.15541982650756836,1.9309250671222846,1.1228541209014724,1.4841754129037508,1.5125701732975347,1.5982426165486943,1.2372467659262876,0.5846961191115454,0.2233341469367831,0.8080302660483285,-0.44674965421853385,0.0,0.0,True,True,-0.2849646082499391,0.8673419575299001,0.374420307542104,0.07224798633146223,False,1.0903099829143277,0.9932933716420017,GW150914,development_event,82,0.24096385542168675,0.7682926829268293
0.0,-0.11411142349243164,0.03823232650756836,0.13588857650756836,1.5256691888373606,1.023838581075584,1.2714994711577576,1.0102514034659507,1.3854039541127654,0.8547717842323652,0.3747457489219752,0.45289236026360746,0.8276381091855827,-0.25416971767960295,0.0,0.0,True,True,0.014888943129119037,-0.072980229436173,0.12741030021967314,0.6826946546253356,False,1.330485721259458,0.6079007666718158,GW151012,development_event,82,0.30120481927710846,0.7073170731707317
0.0,-0.06020498275756836,-0.02895498275756836,0.04135751724243164,1.6385159873077864,0.7900089496379464,1.1651615002847613,1.2504271418110813,1.2780082987551866,1.349035879912131,0.6118297941583274,-0.021723212106419476,0.5901065820519079,-0.4733544870230251,0.0,0.0,True,False,0.36770807908225533,0.44154259214059066,-0.15889675372223588,0.1549914571637785,False,0.7690993409812058,0.7579033373568674,GW151226,development_event,82,0.5301204819277109,0.47560975609756095
0.0,-0.06020498275756836,0.0022950172424316406,0.07260751724243164,1.392807745504841,0.9864941827353348,0.7830933203156781,0.8059555772516476,1.2943617280937272,0.5735904320234317,0.10145635017492483,0.6045887234561875,0.7060450736311124,-0.609714425189163,0.0,0.3216581238304451,True,True,-0.12460336831828167,-0.7016109348303636,0.49865755430803027,0.7105198926043448,False,0.9648523309738833,0.40634630946436856,GW170104,development_event,82,0.46987951807228917,0.5365853658536586
0.0,-0.077392578125,-0.014892578125,0.133544921875,1.9019607843137256,1.299731510861606,1.4121715076071923,1.2394434952404199,1.592384671711008,1.409323895533317,0.3573346350988529,0.26800097632413955,0.6253356114229924,-0.48978927670653327,0.0,0.0,True,True,0.1474249450817673,-0.12509153038808907,0.4596045887234561,0.46790334391017807,False,0.7622650720039053,0.8689866002073587,GW170608,development_event,82,0.5060240963855421,0.5
0.0,-0.08442378044128418,-0.05708003044128418,0.10307621955871582,1.4441461231795623,0.468554226669921,1.2086892848425679,1.070539419087137,1.210397852086893,0.7183304857212595,0.8578634773411442,0.31596289968269486,1.173826377023839,-0.23545683833699438,0.32104792124318604,0.03649011471808633,True,True,0.1470588235294118,1.1869660727361486,0.5809128630705394,0.10788381742738595,True,1.3334146936783011,0.9345908401755358,GW170729,development_event,82,0.024096385542168676,0.9878048780487805
0.0,-0.07270503044128418,-0.02973628044128418,0.06401371955871582,1.8450085428362215,0.8479375152550647,1.3874379627369617,1.3082743470832316,1.3285330729802296,1.0192824017573834,0.768285737531527,0.1647546985599222,0.9330404360914492,-0.45757058009925977,0.0,0.0,True,True,0.47595801806199645,0.9217720283133999,0.5967781303392727,-0.2826458384183548,False,1.1454722968025384,0.8626697746834766,GW170809,development_event,82,0.07228915662650602,0.9390243902439024
0.0,-0.175048828125,0.039794921875,0.133544921875,0.872020177365552,0.15401513302416403,0.7931820030916931,0.051501098364657064,0.25262387112521356,0.16792775201366855,0.6785859572044585,0.14290944593605076,0.8214954031405093,-0.07883817427385897,1.5933609958506225,1.0576844845822146,True,True,0.8052233341469368,0.401635342933854,0.0024408103490358712,-0.2828899194532585,False,0.9643641689040762,0.0,GW170814,development_event,82,0.07228915662650602,0.9390243902439024
0.0,-0.04067373275756836,0.02182626724243164,0.11557626724243164,1.2667805711496216,0.7877308599788463,1.3233260109022862,1.3207224798633146,1.4388577007566512,1.0702953380522333,0.5073224310471075,0.24334879179887725,0.7506712228459848,0.05654543975266457,0.0,0.0,True,True,0.3622162557969245,1.27007566512082,0.6216743958994386,-0.3468391505979984,False,1.0200146448620941,0.7113803422960979,GW170818,development_event,82,0.30120481927710846,0.7073170731707317
0.0,-0.159423828125,0.031982421875,0.117919921875,1.3117728419168497,0.8499715238792612,1.3454560247335448,0.7532340737124725,1.1520624847449352,1.174762020990969,0.478642909445936,0.18806443739321443,0.6667073468391504,0.03368318281669502,0.0,0.0,True,True,-0.007688552599462994,-0.06809860873810125,0.13570905540639494,0.24188430558945573,False,0.9209177446912374,0.6659690270281767,GW170823,development_event,82,0.3855421686746988,0.6219512195121951
