parent_x_e,predicted_child_y_nu_e,predicted_probability_y_nu_e_lt_1
0.0078125,0.9997702205882352,0.5147058823529405
0.0234375,0.9984714673913044,0.597826086956522
0.0390625,0.9970128676470588,0.6102941176470584
0.0546875,0.9931783536585369,0.6878048780487807
0.0703125,0.9895638992537313,0.705223880597015
0.0859375,0.9879481589147284,0.6976744186046511
0.1015625,0.9838278210116733,0.715953307392996
0.1171875,0.9827036691542289,0.6981757877280267
0.1328125,0.978287595177665,0.7309644670050761
0.1484375,0.9753459934277047,0.7381193124368048
0.1640625,0.9746463477366253,0.7053497942386832
0.1796875,0.9720440360610264,0.7087378640776698
0.1953125,0.9683134458672875,0.7275902211874272
0.2109375,0.9652759308510638,0.7191489361702128
0.2265625,0.9639224827671099,0.7109798129000493
0.2421875,0.9597173121570282,0.7205571971295905
0.2578125,0.9577273832684824,0.7256809338521399
0.2734375,0.952894273695055,0.7232142857142857
0.2890625,0.9521769990665837,0.7149968886123211
0.3046875,0.9481436660474422,0.7153472420691627
0.3203125,0.9453410723615465,0.7194357366771159
0.3359375,0.9409790338401176,0.7290338401177048
0.3515625,0.9386126478965819,0.7164767747589834
0.3671875,0.9365490126754662,0.7058453802639849
0.3828125,0.9351461193745233,0.7122425629290619
0.3984375,0.9333295863309352,0.7019784172661871
0.4140625,0.9323589496271891,0.6925611236344718
0.4296875,0.9287042305542246,0.6974924133524997
0.4453125,0.9257627708683045,0.691896841141462
0.4609375,0.9224565562937563,0.697813973424775
0.4765625,0.9210293992511911,0.6942137508509192
0.4921875,0.9181230043659585,0.6916460315391634
0.5078125,0.9173929009048636,0.6775166520045242
0.5234375,0.91398999851279,0.6809042236763829
0.5390625,0.9108697306621825,0.6808535312536239
0.5546875,0.9105612630566245,0.6755360087960417
0.5703125,0.9099213457529963,0.6678478374153205
0.5859375,0.9096270772300232,0.6689564602485099
0.6015625,0.9038851104730388,0.6705275452598792
0.6171875,0.9020077483240486,0.664620904541592
0.6328125,0.9037265681326603,0.6579848594087959
0.6484375,0.9030932250221042,0.654288240495137
0.6640625,0.9026215549469658,0.6474526169361849
0.6796875,0.9032563405797102,0.6424844720496894
0.6953125,0.8990560300207038,0.6440579710144928
0.7109375,0.9007199878738884,0.6379143088116412
0.7265625,0.9010357206125501,0.6280607826155421
0.7421875,0.9002947661042946,0.6266104294478527
0.7578125,0.9014016561484391,0.6196810520746733
0.7734375,0.906301776090598,0.6112446289418104
0.7890625,0.9044167577959645,0.6069563990404967
0.8046875,0.9096500584194873,0.59977340320068
0.8203125,0.9124899277396548,0.5924308588064046
0.8359375,0.9155688738645746,0.5915909716487752
0.8515625,0.9136382870683819,0.5896411645226812
0.8671875,0.9228110284224691,0.5754456777665657
0.8828125,0.9264572672499174,0.5667216903268407
0.8984375,0.9299061981757878,0.5645771144278605
0.9140625,0.9373100952164306,0.5568698817106459
0.9296875,0.9468319750757723,0.5467853227574645
0.9453125,0.957189857887333,0.5380778822175332
0.9609375,0.9614508205185233,0.5326936519031582
0.9765625,0.9808437740015361,0.5142729134664616
0.9921875,0.9947397269608159,0.5034310267427692
