x_e_child,charged_parent,joint_neutral_parent,nu_e_parent_mean,anti_nu_mu_parent_mean,pair_mass_parent,nu_e_internal_ara,anti_nu_mu_internal_ara,probability_anti_nu_mu_heavier
0.9049999999999999,0.45249999999999996,0.5475000000000001,0.25568802521008394,0.29181197478991616,0.04750000000000004,0.9340201834158316,1.0659798165841685,0.5598739495798319
0.9099999999999999,0.45499999999999996,0.545,0.2551483050847457,0.28985169491525437,0.04500000000000004,0.9363240553568648,1.0636759446431352,0.5572033898305085
0.9149999999999999,0.45749999999999996,0.5425,0.2546314102564102,0.2878685897435898,0.04250000000000004,0.9387333097010514,1.0612666902989487,0.5544871794871793
0.9199999999999999,0.45999999999999996,0.54,0.2541379310344827,0.28586206896551736,0.040000000000000036,0.9412515964240099,1.0587484035759902,0.5517241379310344
0.9249999999999999,0.46249999999999997,0.5375000000000001,0.25366847826086947,0.2838315217391306,0.03750000000000003,0.9438827098078862,1.0561172901921139,0.548913043478261
0.9299999999999999,0.46499999999999997,0.535,0.25322368421052627,0.28177631578947376,0.03500000000000003,0.9466305951795374,1.0533694048204627,0.5460526315789473
0.9349999999999999,0.46749999999999997,0.5325,0.2528042035398229,0.27969579646017706,0.03250000000000003,0.9494993560181143,1.0505006439818858,0.5431415929203539
0.94,0.47,0.53,0.2524107142857142,0.2775892857142858,0.030000000000000027,0.9524932614555253,1.0475067385444747,0.5401785714285714
0.945,0.4725,0.5275000000000001,0.2520439189189188,0.27545608108108127,0.027500000000000024,0.9556167541949527,1.0443832458050473,0.5371621621621622
0.95,0.475,0.525,0.2517045454545454,0.2732954545454546,0.025000000000000022,0.9588744588744587,1.0411255411255413,0.5340909090909091
