split,run,period,field_G,time_us,parent_ARA,state_x_L,state_x_C,rational_closure_R,irrational_unresolved_I,coupled_amount_A,coupled_balance_B,handover_time_us,saturation_time_us
development,EMU00069983,RF off,50.0,2.2829999923706055,1.290480240652085,0.6729257455424712,1.164664421057336,1.5023715667005957,0.9826464120357308,1.2425089893681633,0.7908565816779545,2.788808559671374,3.243000030517578
development,EMU00069983,RF off,50.0,2.3469998836517334,1.3107961426068178,1.0345329598468442,1.1207206636035962,1.4743462676939703,1.0734114558384849,1.2738788617662276,0.8426322847922001,2.788808559671374,3.243000030517578
development,EMU00069983,RF off,50.0,2.4110000133514404,1.3305304054176792,0.685618639050987,1.1514256328570818,1.447225110335392,1.0954533058817193,1.2713392081085555,0.8616530497093355,2.788808559671374,3.243000030517578
development,EMU00069983,RF off,50.0,2.4749999046325684,1.3496995384347905,0.937374729176918,1.0974918101489755,1.4216291803958847,1.2366809483925172,1.329155064394201,0.9304263900587125,2.788808559671374,3.243000030517578
development,EMU00069983,RF off,50.0,2.5390000343322754,1.3683198640131937,0.9373626036822441,1.1166139785301963,1.3722907226646088,1.0473284384435644,1.2098095805540865,0.8656969289034399,2.788808559671374,3.243000030517578
development,EMU00069983,RF off,50.0,2.6029999256134033,1.3864069596019823,0.4940387785564595,1.1264715998590789,1.358117166296343,0.9669341045033493,1.162525635399846,0.8317529309113775,2.788808559671374,3.243000030517578
development,EMU00069983,RF off,50.0,2.6670000553131104,1.4039762262104571,1.1851800543751787,1.1100233934851673,1.3021102721302396,1.1124507707340854,1.2072805214321625,0.9214517678248101,2.788808559671374,3.243000030517578
development,EMU00069983,RF off,50.0,2.7309999465942383,1.4210423619895745,1.1664767187562883,1.1091286116653294,1.252080479238269,1.1612072628121575,1.2066438710252132,0.9623446409466017,2.788808559671374,3.243000030517578
development,EMU00069983,RF off,50.0,2.7950000762939453,1.4376198986099702,0.7875053084820979,1.1172558918732143,1.215117174254195,1.224850032388986,1.2199836033215905,1.0039889298955689,2.788808559671374,3.243000030517578
development,EMU00069983,RF off,50.0,2.8589999675750732,1.4537227045580847,0.9088537626374323,1.0802144191789758,1.1926760909923801,1.3642024877734258,1.278439289382903,1.0670842949702264,2.788808559671374,3.243000030517578
development,EMU00069983,RF off,50.0,2.922999858856201,1.4693644338095633,1.1152715024262256,1.065815551799579,1.1644832936436926,1.4583977232418035,1.311440508442748,1.1120578584029723,2.788808559671374,3.243000030517578
development,EMU00069983,RF off,50.0,2.986999988555908,1.4845583443015913,1.1012044250232462,1.0974310667076927,1.1286368714232153,1.4122394182236047,1.27043814482341,1.1116160389058918,2.788808559671374,3.243000030517578
development,EMU00069983,RF off,50.0,3.050999879837036,1.4993171470024178,1.286706803154977,1.100752564806915,1.1014732647204495,1.4658192054391168,1.2836462350797833,1.1419183614463218,2.788808559671374,3.243000030517578
development,EMU00069983,RF off,50.0,3.115000009536743,1.5136534089080294,1.2817835628602907,1.126715929112349,1.0772684569406865,1.6511296086281193,1.364199032784403,1.210328968829402,2.788808559671374,3.243000030517578
development,EMU00069983,RF off,50.0,3.178999900817871,1.5275791234923892,1.0044164575561496,1.1077614796419244,1.0565072072386057,1.830900132031005,1.4437036696348053,1.268196632411421,2.788808559671374,3.243000030517578
development,EMU00069983,RF off,50.0,3.243000030517578,1.5411061483839812,1.1811875316560723,1.0943302047790755,1.0432689261449015,2.0,1.5216344630724508,1.3143761189277265,2.788808559671374,3.243000030517578
development,EMU00069983,RF off,50.0,3.306999921798706,1.5542458000627855,1.220396409327235,1.0734906030549136,1.0013405968476778,2.0,1.500670298423839,1.3327377786449448,2.788808559671374,3.243000030517578
development,EMU00069983,RF off,50.0,3.371000051498413,1.5670092668313529,1.2471282961963186,1.0444158126901257,0.9518329953400164,2.0,1.475916497670008,1.355090212188272,2.788808559671374,3.243000030517578
development,EMU00069983,RF off,50.0,3.434999942779541,1.5794072263898669,0.975723727622241,1.008346824242379,0.8841649961529321,2.0,1.442082498076466,1.386883207214236,2.788808559671374,3.243000030517578
