draw,ri_parent_ARA_mad,state_same_distance_us,state_mirror_distance_us
0,nan,0.03467349520965679,0.03977921872312984
1,nan,0.058363745017860236,0.034402974192342395
2,nan,0.016138420399430142,0.04177894343914845
3,nan,0.040206644001026026,0.045091032325256686
4,nan,0.04459488511311305,0.09286085936764388
5,nan,0.021570689848825264,0.057954012208616845
6,nan,0.03965797080438693,0.03471985587893012
7,nan,0.04023180733605525,0.031936016831431324
8,nan,0.031714036430262826,0.03666791394409974
9,nan,0.051093235832068595,0.05202409261017449
10,nan,0.03169323120231504,0.05467543620534254
11,nan,0.048728503682174296,0.041715844109869726
12,nan,0.0357483859828871,0.03942643856862982
13,nan,0.045655844676386836,0.03906155403706135
14,nan,0.04647315524988693,0.03288909709562571
15,nan,0.05037547034055523,0.03972509750670228
16,nan,0.04170881447194419,0.050857671240393865
17,nan,0.04924615271980559,0.06826168813077405
18,nan,0.04229101000032531,0.03459643377163002
19,nan,0.04949652909394442,0.029618630600432683
20,nan,0.0453302425401676,0.06589830552824782
21,nan,0.04783482193617439,0.039406811933387687
22,nan,0.043581864939886916,0.04523001674198679
23,nan,0.05329642719911298,0.11461214224733851
24,nan,0.04607998712566763,0.044971264214656914
25,nan,0.04021488589140021,0.03712777732025674
26,nan,0.04718399123117023,0.04783354323298683
27,nan,0.03602431833311304,0.03876981900074217
28,nan,0.038968131788726046,0.039979166885623085
29,nan,0.035106330896212734,0.08276645534393823
30,nan,0.050298134240613024,0.04579941545151933
31,nan,0.036751762168000024,0.04562508343029248
32,nan,0.041335885035461484,0.03797379805616763
33,nan,0.041947372086161394,0.04305206363242964
34,nan,0.04563182080664396,0.045725872396944256
35,nan,0.04447792628974234,0.042874735755290105
36,nan,0.029959794397972805,0.03977921872312984
37,nan,0.052525578714180954,0.04238411563821254
38,nan,0.04199409920766817,0.03670884835586974
39,nan,0.0502357066815553,0.04335470014836984
40,nan,0.04406433181411318,0.044570643041486724
41,nan,0.03522469886484236,0.040619573867444414
42,nan,0.031987131370387,0.03584112218336699
43,nan,0.04821384817036023,0.05783901044471951
44,nan,0.04419722215414845,0.036295319383629954
45,nan,0.0505649848623253,0.03291879395406738
46,nan,0.035114120348886946,0.03457179861238702
47,nan,0.04829814628805518,0.03898626237334257
48,nan,0.046315895660387074,0.037423761645079434
49,nan,0.05172982372218082,0.07908391623827082
50,nan,0.049034667090180895,0.06664589160821954
51,nan,0.03974038053711304,0.018179933690174233
52,nan,0.043124830330170116,0.06414256172084243
53,nan,0.06266299500143835,0.03520418344836984
54,nan,0.03647886302600001,0.02711721400666156
55,nan,0.05147097878855522,0.042439499475386944
56,nan,0.042284871653738065,0.04498769390459456
57,nan,0.05527428796956846,0.040785999484986846
58,nan,0.04857991440611298,0.04677110494186976
59,nan,0.04632493416005534,0.04039768853712311
60,nan,0.026031882922997296,0.03529852139865697
61,nan,0.020575079958825127,0.04490105564598279
62,nan,0.03997679045426117,0.03392265388836968
63,nan,0.034175774075555276,0.05668474573232518
64,nan,0.042806947223055225,0.04645238916505523
65,nan,0.059914635865180976,0.0617608919989423
66,nan,0.050878950366629816,0.04539543465416762
67,nan,0.032079101715161595,0.05071042367584244
68,nan,0.02775713850071604,0.047800580112656865
69,nan,0.02330848860207735,0.03665385908532515
70,nan,0.022295978939594674,0.041424768813674406
71,nan,0.04119228907378747,0.023317276971174028
72,nan,0.035175139598094596,0.03481159655054267
73,nan,0.044720551474674464,0.03259729812515699
74,nan,0.03635829907836974,0.059474325382055326
75,nan,0.05422758068162992,0.04076566435505535
76,nan,0.01191440242978059,0.03720309438834257
77,nan,0.0203795999461569,0.03695458506832505
78,nan,0.04932060347616152,0.03539822372038692
79,nan,0.03415886676285984,0.06973737669282531
80,nan,0.03762594594988755,0.03893619155707739
81,nan,0.054045197780113075,0.05321827531062295
82,nan,0.0534544828461232,0.041750763077869735
83,nan,0.026734321489079393,0.031121225865623048
84,nan,0.025099188121738614,0.03372365192405513
85,nan,0.05250558233610381,0.051998438798079416
86,nan,0.037813980570716055,0.03592381901762964
87,nan,0.03838722318267451,0.04868791402786976
88,nan,0.034582199566725924,0.03536705368256143
89,nan,0.06149609956156832,0.04580811821325659
90,nan,0.02893963854765702,0.037534223276937784
91,nan,0.07712090695878326,0.05141466731273603
92,nan,0.05539590146206841,0.044485216710077324
93,nan,0.055101448724625746,0.038080292701629714
94,nan,0.03546376592426137,0.03177855564246168
95,nan,0.05649561271751935,0.03944792037717404
96,nan,0.03374047873778063,0.044307606095444374
97,nan,0.05009356519567443,0.036190498404667704
98,nan,0.023476328799156843,0.053630455798938215
99,nan,0.03215761049428045,0.05000517400129256
100,nan,0.052792275928068344,0.040334861838055236
101,nan,0.04148375230338708,0.03629288188718527
102,nan,0.03240595073854258,0.04171264694312571
103,nan,0.04771386168788716,0.044712049709555224
104,nan,0.032915497558957396,0.03560696721962997
105,nan,0.04142654234571275,0.048966669505225546
106,nan,0.04357368652465676,0.03744041539617027
107,nan,0.03353608151714682,0.030434905326718775
108,nan,0.051283104864055185,0.031101817215377858
109,nan,0.054605432488670225,0.04031548718856226
110,nan,0.032513866055482676,0.027820749784440046
111,nan,0.03585324757105535,0.03777323409044442
112,nan,0.04973797719261297,0.03657049125112999
113,nan,0.04145777426716757,0.037970145362062224
114,nan,0.04118456996311304,0.048249607480869816
115,nan,0.041147434960482565,0.039788265665292366
116,nan,0.04235655144923811,0.04592274578920219
117,nan,0.03982111095340035,0.04335204488105715
118,nan,0.04060661154364409,0.0419269446497168
119,nan,0.05101207570932531,0.04223031622555529
120,nan,0.05293982760111304,0.044427545659756706
121,nan,0.027370037323125596,0.047650753790454914
122,nan,0.05079972592188686,0.037392793040629924
123,nan,0.03704312969195489,0.042389065011869675
124,nan,0.04910430096767038,0.03691459305736977
125,nan,0.03165728006662549,0.04737562594117417
126,nan,0.05139465095932527,0.042214637180148396
127,nan,0.034458344234482574,0.04232405817617413
128,nan,0.03696099293854527,0.04498986042283848
129,nan,0.04467099117005535,0.05128374336966823
130,nan,0.039075813932712755,0.042538992948869536
131,nan,0.06188169603017024,0.036322764767055205
132,nan,0.03223247186826117,0.027897685256657034
133,nan,0.029075519833762886,0.032503070287382085
134,nan,0.04363982935455524,0.042280176086199495
135,nan,0.04642514608914827,0.04923717495424773
136,nan,0.022295978939594674,0.050649250637174514
137,nan,0.04142552908171271,0.04055238156588503
138,nan,0.030610681919325033,0.07049663255340688
139,nan,0.043438773022787425,0.04180841215730746
140,nan,0.03217498552821607,0.04279213677298688
141,nan,0.035605017857629484,0.04949185990662475
142,nan,0.05810303910118075,0.04124292255127382
143,nan,0.05058921621134238,0.05276933116867433
144,nan,0.029027401397156982,0.04008023909055525
145,nan,0.04345944074136976,0.028490440660156935
146,nan,0.03607537701305508,0.035962726827657
147,nan,0.032636601304825374,0.05251230550857966
148,nan,0.03302701274518083,0.031830925621052275
149,nan,0.05282128372279238,0.06075072699654527
150,nan,0.05105064162361295,0.041971694855486685
151,nan,0.047467225953674363,0.0329527719416296
152,nan,0.053952428653680995,0.0728426696783937
153,nan,0.04972436441561312,0.04421908845979239
154,nan,0.06529669312406838,0.04164333023986955
155,nan,0.06531841685242523,0.028378795506657006
156,nan,0.053475442788068595,0.03499887085016762
157,nan,0.04159086447711302,0.036494040113380866
158,nan,0.019063710917198273,0.061566582491942246
159,nan,0.04307908296572127,0.038347941991555334
160,nan,0.054601143837170296,0.04273690959936971
161,nan,0.04849463523861286,0.035438924070670286
162,nan,0.02283474521743556,0.040723205835506704
163,nan,0.034606442039555096,0.05327987081830754
164,nan,0.0626608939581701,0.0375553970491298
165,nan,0.035709095469667496,0.03947442356982522
166,nan,0.050091137628386795,0.04996688686743744
167,nan,0.039511286268887114,0.024128784618877797
168,nan,0.03163488101382517,0.04619265658638705
169,nan,0.03539906737118348,0.04819628561906231
170,nan,0.04936172068005518,0.04020525972255529
171,nan,0.049272001704674606,0.02537096856623866
172,nan,0.04620929106167426,0.060964890672208005
173,nan,0.054275207586944374,0.032111758507842536
174,nan,0.033111136318568324,0.020152518555679233
175,nan,0.07256630233469541,0.04090790118772558
176,nan,0.03851496522886966,0.02619818889088288
177,nan,0.052982052745103925,0.04042201141332513
178,nan,0.04387573987168758,0.0438694585908872
179,nan,0.03176569393280548,0.04819828497346168
180,nan,0.033475537353199636,0.030423658500825068
181,nan,0.02608920246250257,0.03770643380167438
182,nan,0.038704326924603905,0.053254272931055224
183,nan,0.04881455032193216,0.04223457811544007
184,nan,0.028962455111189556,0.04338822565144018
185,nan,0.04299884172167445,0.051309177413756624
186,nan,0.04581416665121285,0.03402459842242744
187,nan,0.03062949408472937,0.04253074763982534
188,nan,0.026491038344629736,0.0367475335936569
189,nan,0.032284069289783224,0.028351769326062204
190,nan,0.06314176514840031,0.024838412407692134
191,nan,0.026224624996457502,0.030964282335699478
192,nan,0.05175436875762984,0.023313050825440218
193,nan,0.05246749672416162,0.056821346530986805
194,nan,0.033261098631125696,0.042739661810869745
195,nan,0.027378882472325117,0.03613335613016755
196,nan,0.03738040155156219,0.03686138632806135
197,nan,0.03374512074111302,0.0469601195075553
198,nan,0.056117202105555375,0.04973699015496158
199,nan,0.03736864818972596,0.03320861329557734
200,nan,0.034468483693482765,0.025147557239229235
201,nan,0.04493022845788697,0.057418436279393914
202,nan,0.04903289145240031,0.038245250036061496
203,nan,0.051352789045274516,0.04706163216043224
204,nan,0.034154160064668204,0.03675738689388708
205,nan,0.057150241746668495,0.03886884505505539
206,nan,0.04301781620917455,0.04552445518871284
207,nan,0.04517775174836958,0.033623965597457506
208,nan,0.027611092278384985,0.04082572720886968
209,nan,0.03927859200960393,0.06474064571506233
210,nan,0.04067287704021272,0.0379433960896296
211,nan,0.033640427678355955,0.05107587185355533
212,nan,0.028327520424157093,0.03647732770282519
213,nan,0.027021031125885164,0.030268872758167698
214,nan,0.033759032953325274,0.029716466648656903
215,nan,0.05481730753932523,0.03866980886684224
216,nan,0.04977270077716778,0.04103950138984236
217,nan,0.036633361012887056,0.05164974499936981
218,nan,0.027123337766435496,0.08791899147078985
219,nan,0.03571170227193754,0.024802489681815088
220,nan,0.051411679749123085,0.03544303172896157
221,nan,0.0507129595828697,0.037827656051555136
222,nan,0.03284462710419955,0.02745152967525666
223,nan,0.0468715266941746,0.051801243171045064
224,nan,0.03150754174884263,0.025216690658208085
225,nan,0.047846311505369776,0.04094315797793224
226,nan,0.03123025724686257,0.039287611134699585
227,nan,0.02396723581288307,0.03152336038532533
228,nan,0.03251613839786982,0.051795479656212784
229,nan,0.031733655910486824,0.04514833472900426
230,nan,0.04638340565836985,0.039555098098486896
231,nan,0.05325184812662309,0.03785635746867411
232,nan,0.03891201141588696,0.06400035013688754
233,nan,0.037705405818222903,0.04217207575886972
234,nan,0.03750380455617419,0.04347181881905526
235,nan,0.02899610065600866,0.0458177299484297
236,nan,0.0460284638523869,0.05888023285124788
237,nan,0.0777973407730086,0.04193602304979249
238,nan,0.034765523104440144,0.04670703208514837
239,nan,0.04607200787422294,0.03910219112943203
240,nan,0.052479887427729466,0.06554677649538765
241,nan,0.04284465505621293,0.061351260309387756
242,nan,0.03906552627048265,0.03909351490338708
243,nan,0.04667081689916763,0.04096923717688683
244,nan,0.04286814006214823,0.03135098745032505
245,nan,0.021305581819444308,0.03261417347674023
246,nan,0.048077354672382944,0.02970465188845739
247,nan,0.05191638937822307,0.03893184759338708
248,nan,0.0553419071878698,0.08258384844389366
249,nan,0.03627426959271274,0.04106630351975671
250,nan,0.03464508363442964,0.026639163438961777
251,nan,0.044248051379174314,0.03905895756265698
252,nan,0.03016158787284251,0.035246075057869586
253,nan,0.03491938232834246,0.03768357014369972
254,nan,0.04483705425617446,0.03952732862636976
255,nan,0.05291005098918755,0.043051353117938396
256,nan,0.05198445472714841,0.03915539257817424
257,nan,0.038758192432372995,0.04166672868443211
258,nan,0.04588042101794443,0.03716690885666818
259,nan,0.04734918092955542,0.04306320182742973
260,nan,0.024360738029195472,0.048850310554499954
261,nan,0.0398723868659383,0.046857491558961684
262,nan,0.04913517442201942,0.022836131315312258
263,nan,0.04078785764536974,0.037588824704013035
264,nan,0.02902701827044285,0.03253614257357973
265,nan,0.053352288491866906,0.032011918337387035
266,nan,0.03479718722865699,0.029858565693386963
267,nan,0.04812785957805521,0.04179979014405544
268,nan,0.05232614043518091,0.07497577454271931
269,nan,0.016775670911883145,0.051375736520174575
270,nan,0.04498392064067436,0.040665999471869885
271,nan,0.0485508843942255,0.03236575146988696
