draw,ri_parent_ARA_mad,state_same_distance_us,state_mirror_distance_us
0,nan,0.05415748490474437,0.051077424764744084
1,nan,0.05332267263436519,0.04100113065063704
2,nan,0.03956648620923309,0.04566748462737413
3,nan,0.041770033398614625,0.048431608058614906
4,nan,0.030624625758665314,0.05368345763334137
5,nan,0.054201346325744026,0.07356620240261469
6,nan,0.04080037942637427,0.05803984093734149
7,nan,0.04773600316107807,0.05549790578174418
8,nan,0.058066045567743974,0.04701986227174393
9,nan,0.04574653625987102,0.053299441990871
10,nan,0.05838017055556444,0.03987144125037423
11,nan,0.042163232829831365,0.051077424764744084
12,nan,0.035664141852341125,0.047389954450232974
13,nan,0.04505580839643564,0.05349001136534115
14,nan,0.04201052655783144,0.056317339325233196
15,nan,0.051511920165465686,0.042517443747232875
16,nan,0.053183689906743936,0.05364581091856424
17,nan,0.0694898541830784,0.051770359790922704
18,nan,0.040257878591831275,0.054167628613871255
19,nan,0.034190764281614605,0.05807736302333488
20,nan,0.06370812708572116,0.041128857939564334
21,nan,0.07447113043007825,0.04640103804234119
22,nan,0.04752853011337388,0.05275405760423313
23,nan,0.03992789483707826,0.05689608147861458
24,nan,0.05484504367337406,0.049677622761341134
25,nan,0.04784723734733465,0.06008906441153439
26,nan,0.04742087993737387,0.04447110721544778
27,nan,0.05484504367337406,0.058350971544552266
28,nan,0.04942809672461479,0.049595209385744354
29,nan,0.057919010546743976,0.05332478093934112
30,nan,0.04235007602261476,0.04750719260574421
31,nan,0.06906653581556421,0.06134595878023319
32,nan,0.03259797707936496,0.050330207221232826
33,nan,0.04069172533434129,0.05125686735874435
34,nan,0.05937819889343565,0.04718553821061455
35,nan,0.04854226082963731,0.04732972333623309
36,nan,0.05892857679623287,0.08661471131197507
37,nan,0.04624350646374431,0.05239102756623293
38,nan,0.056021154794921646,0.0471853108880782
39,nan,0.04574653625987102,0.05612336002737406
40,nan,0.05735627465674398,0.04992151541156442
41,nan,0.06246483267274394,0.05054849884587087
42,nan,0.045966850506721,0.04732972333623309
43,nan,0.03935409967446546,0.05891455225312914
44,nan,0.0367420252738313,0.060919360639341225
45,nan,0.04574653625987102,0.04245239906943565
46,nan,0.05066054789537411,0.04524186992963708
47,nan,0.05015920285707809,0.03846064894892276
48,nan,0.056021154794921646,0.059394734707744146
49,nan,0.06771100379946571,0.03469933883744769
50,nan,0.04376169462207802,0.07042762945472081
51,nan,0.051511920165465686,0.0454087038177442
52,nan,0.04708756933134106,0.06594257364544776
53,nan,0.034190764281614605,0.04855010075823296
54,nan,0.03137108267083111,0.07739636727855226
55,nan,0.051443681571564426,0.046826494526744256
56,nan,0.05066054789537411,0.04733707817423305
57,nan,0.04752853011337388,0.05807736302333488
58,nan,0.037942217152831414,0.04346157434437403
59,nan,0.05014942270774414,0.057380581841341094
60,nan,0.0406571760248311,0.054776777121744225
61,nan,0.04329085787956455,0.04043825981537408
62,nan,0.05484504367337406,0.052557768898341184
63,nan,0.04269514177533473,0.05308883240737394
64,nan,0.056718086432975046,0.05112159742436484
65,nan,0.04376169462207802,0.059761323453744186
66,nan,0.04291888639633479,0.04167330001666514
67,nan,0.03882794519223287,0.052557768898341184
68,nan,0.04069172533434129,0.055064760962233006
69,nan,0.041584893581831484,0.05281105329034119
70,nan,0.037315031836078205,0.07211399893146542
71,nan,0.04291888639633479,0.04992151541156442
72,nan,0.05459744201572114,0.0527621988303415
73,nan,0.054048777095634826,0.05308883240737394
74,nan,0.040703144416341264,0.04838603162234145
75,nan,0.03992251720083129,0.030454306766374284
76,nan,0.04328455046566537,0.04755703234187125
77,nan,0.039743281607614644,0.05666642129734134
78,nan,0.038476524575831395,0.05308883240737394
79,nan,0.03646995198292258,0.04701986227174393
80,nan,0.035664141852341125,0.05282221295236278
81,nan,0.0406571760248311,0.05278254747974431
82,nan,0.04201052655783144,0.04750719260574421
83,nan,0.060082744870744165,0.058509226438232975
84,nan,0.0383928168158314,0.054343497953721176
85,nan,0.0383126890258314,0.045512589501744305
86,nan,0.04180210729007827,0.0454087038177442
87,nan,0.04376169462207802,0.06130358958244786
88,nan,0.03540962026963701,0.036933983154025185
89,nan,0.06642642999736514,0.03685423855574399
90,nan,0.04744556653187093,0.054343497953721176
91,nan,0.05957850483636484,0.05087313633753432
92,nan,0.04450018170392278,0.04733707817423305
93,nan,0.032741167881831235,0.04135474213237389
94,nan,0.06501854566072085,0.047819390779341386
95,nan,0.05515305538723281,0.05891455225312914
96,nan,0.03551558067283134,0.05027344189792293
97,nan,0.04046033745483113,0.04118134820534136
98,nan,0.065774029277744,0.06807948208263515
99,nan,0.07557724340916883,0.05930019322423297
100,nan,0.07715798409016861,0.04387017674112892
101,nan,0.03551558067283134,0.05528993521963477
102,nan,0.0281670920208712,0.05244682288334124
103,nan,0.03847906624063491,0.05087313633753432
104,nan,0.03926888635361481,0.054167628613871255
105,nan,0.042738493170341396,0.040931460018564625
106,nan,0.04290933555883125,0.053299441990871
107,nan,0.05466541373187095,0.04627682048256432
108,nan,0.05540597839974426,0.046814865460373944
109,nan,0.04624350646374431,0.051578075694334924
