salt,source,bin_low,bin_high,bin_center,proportion_of_split_weight
706,C,0.25,0.5,0.375,0.10526315789473688
706,C,0.5,0.75,0.625,0.26315789473684215
706,C,0.75,1.0,0.875,0.1052631578947369
706,C,1.0,1.25,1.125,0.05263157894736845
706,C,1.25,1.5,1.375,0.21052631578947367
706,C,1.5,1.75,1.625,0.10526315789473677
706,C,1.75,2.0,1.875,0.10526315789473677
706,AC,0.0,0.25,0.125,0.0
706,AC,0.25,0.5,0.375,0.0
706,AC,0.5,0.75,0.625,0.3
706,AC,0.75,1.0,0.875,0.19999999999999996
706,AC,1.0,1.25,1.125,0.19999999999999996
706,AC,1.25,1.5,1.375,0.10000000000000005
706,AC,1.5,1.75,1.625,0.10000000000000005
706,AC,1.75,2.0,1.875,0.10000000000000005
707,C,0.0,0.25,0.125,0.06974333130672608
707,C,0.25,0.5,0.375,0.11623888551121019
707,C,0.5,0.75,0.625,0.11623888551121019
707,C,0.75,1.0,0.875,0.18598221681793603
707,C,1.0,1.25,1.125,0.20922999392017844
707,C,1.25,1.5,1.375,0.04649555420448414
707,C,1.5,1.75,1.625,0.16273443971569448
707,C,1.75,2.0,1.875,0.09333669301256048
707,AC,0.0,0.25,0.125,0.1034217690852505
707,AC,0.25,0.5,0.375,0.06894784605683367
707,AC,0.5,0.75,0.625,0.06894784605683368
707,AC,0.75,1.0,0.875,0.13789569211366737
707,AC,1.0,1.25,1.125,0.06894784605683368
707,AC,1.25,1.5,1.375,0.06894784605683359
707,AC,1.5,1.75,1.625,0.34473923028416803
707,AC,1.75,2.0,1.875,0.13815192428957945
708,C,0.0,0.25,0.125,0.04545454545454545
708,C,0.25,0.5,0.375,0.06818181818181818
708,C,0.5,0.75,0.625,0.27272727272727254
708,C,0.75,1.0,0.875,0.18181818181818166
708,C,1.0,1.25,1.125,0.045454545454545414
708,C,1.25,1.5,1.375,0.11363636363636354
708,C,1.5,1.75,1.625,0.2045454545454548
708,C,1.75,2.0,1.875,0.0681818181818184
708,AC,0.0,0.25,0.125,0.11538461538461543
708,AC,0.25,0.5,0.375,0.07692307692307698
708,AC,0.5,0.75,0.625,0.23076923076923087
708,AC,0.75,1.0,0.875,0.03846153846153845
708,AC,1.0,1.25,1.125,0.0769230769230769
708,AC,1.25,1.5,1.375,0.1538461538461538
708,AC,1.5,1.75,1.625,0.0769230769230769
708,AC,1.75,2.0,1.875,0.2307692307692307
711,C,0.0,0.25,0.125,0.06246901938940818
711,C,0.25,0.5,0.375,0.09370352908411227
711,C,0.5,0.75,0.625,0.17178980332087232
711,C,0.75,1.0,0.875,0.20302431301557636
711,C,1.0,1.25,1.125,0.1405552936261685
711,C,1.25,1.5,1.375,0.12493803877881676
711,C,1.5,1.75,1.625,0.09393230897771342
711,C,1.75,2.0,1.875,0.10958769380733231
711,AC,0.0,0.25,0.125,0.07311413088726476
711,AC,0.25,0.5,0.375,0.07311413088726476
711,AC,0.5,0.75,0.625,0.17059963873695108
711,AC,0.75,1.0,0.875,0.07311413088726468
711,AC,1.0,1.25,1.125,0.09748550784968624
711,AC,1.25,1.5,1.375,0.21940189608800292
711,AC,1.5,1.75,1.625,0.21987792349767402
711,AC,1.75,2.0,1.875,0.07329264116589156
712,C,0.0,0.25,0.125,0.11362966735900168
712,C,0.25,0.5,0.375,0.11362966735900164
712,C,0.5,0.75,0.625,0.17044450103850228
712,C,0.75,1.0,0.875,0.07954076715130134
712,C,1.0,1.25,1.125,0.1363556008308023
712,C,1.25,1.5,1.375,0.07955289923028667
712,C,1.5,1.75,1.625,0.14774109857053197
712,C,1.75,2.0,1.875,0.15910579846057213
712,AC,0.0,0.25,0.125,0.052628621534979714
712,AC,0.25,0.5,0.375,0.18420017537242903
712,AC,0.5,0.75,0.625,0.0789429323024696
712,AC,0.75,1.0,0.875,0.18420017537242897
712,AC,1.0,1.25,1.125,0.10525724306995926
712,AC,1.25,1.5,1.375,0.07895095956466741
712,AC,1.5,1.75,1.625,0.131591621992944
712,AC,1.75,2.0,1.875,0.18422827079012202
713,C,0.0,0.25,0.125,0.04992316445812026
713,C,0.25,0.5,0.375,0.1497694933743608
713,C,0.5,0.75,0.625,0.16641054819373433
713,C,0.75,1.0,0.875,0.13312843855498746
713,C,1.0,1.25,1.125,0.13312843855498746
713,C,1.25,1.5,1.375,0.21633371265185372
713,C,1.5,1.75,1.625,0.03347419849344618
713,C,1.75,2.0,1.875,0.11783200571850976
713,AC,0.0,0.25,0.125,0.09068704097553427
713,AC,0.25,0.5,0.375,0.09068704097553427
713,AC,0.5,0.75,0.625,0.12091605463404564
713,AC,0.75,1.0,0.875,0.18137408195106866
713,AC,1.0,1.25,1.125,0.030229013658511446
713,AC,1.25,1.5,1.375,0.15114506829255722
713,AC,1.5,1.75,1.625,0.15149400390243187
713,AC,1.75,2.0,1.875,0.1834676956103166
714,C,0.0,0.25,0.125,0.119991572313573
714,C,0.25,0.5,0.375,0.09332677846611243
714,C,0.5,0.75,0.625,0.1333239692373033
714,C,0.75,1.0,0.875,0.10665917538984254
714,C,1.0,1.25,1.125,0.1466563661610335
714,C,1.25,1.5,1.375,0.1866702785322782
714,C,1.5,1.75,1.625,0.12002167119366959
714,C,1.75,2.0,1.875,0.09335018870618746
714,AC,0.0,0.25,0.125,0.05881832208833291
714,AC,0.25,0.5,0.375,0.1568488589022211
714,AC,0.5,0.75,0.625,0.13724275153944357
714,AC,0.75,1.0,0.875,0.05881832208833292
714,AC,1.0,1.25,1.125,0.1372427515394433
714,AC,1.25,1.5,1.375,0.13725258759481462
714,AC,1.5,1.75,1.625,0.15688820312370597
714,AC,1.75,2.0,1.875,0.15688820312370563
715,C,0.0,0.25,0.125,0.20930232558139522
715,C,0.25,0.5,0.375,0.06976744186046507
715,C,0.5,0.75,0.625,0.09302325581395354
715,C,0.75,1.0,0.875,0.13953488372093031
715,C,1.0,1.25,1.125,0.11627906976744193
715,C,1.25,1.5,1.375,0.11627906976744193
715,C,1.5,1.75,1.625,0.1627906976744187
715,C,1.75,2.0,1.875,0.09302325581395332
715,AC,0.0,0.25,0.125,0.11111111111111106
715,AC,0.25,0.5,0.375,0.05555555555555553
715,AC,0.5,0.75,0.625,0.0
715,AC,0.75,1.0,0.875,0.1666666666666666
715,AC,1.0,1.25,1.125,0.05555555555555553
715,AC,1.25,1.5,1.375,0.05555555555555553
715,AC,1.5,1.75,1.625,0.22222222222222213
715,AC,1.75,2.0,1.875,0.3333333333333336
716,C,0.0,0.25,0.125,0.14705882352941166
716,C,0.25,0.5,0.375,0.0
716,C,0.5,0.75,0.625,0.05882352941176467
716,C,0.75,1.0,0.875,0.029411764705882335
716,C,1.0,1.25,1.125,0.23529411764705888
716,C,1.25,1.5,1.375,0.11764705882352944
716,C,1.5,1.75,1.625,0.1470588235294118
716,C,1.75,2.0,1.875,0.26470588235294124
716,AC,0.0,0.25,0.125,0.11111111111111105
716,AC,0.25,0.5,0.375,0.07407407407407403
716,AC,0.5,0.75,0.625,0.11111111111111105
716,AC,0.75,1.0,0.875,0.0740740740740741
716,AC,1.0,1.25,1.125,0.1481481481481482
716,AC,1.25,1.5,1.375,0.11111111111111113
716,AC,1.5,1.75,1.625,0.1481481481481482
716,AC,1.75,2.0,1.875,0.22222222222222227
717,C,0.0,0.25,0.125,0.15789473684210525
717,C,0.25,0.5,0.375,0.0
717,C,0.5,0.75,0.625,0.05263157894736843
717,C,0.75,1.0,0.875,0.05263157894736843
717,C,1.0,1.25,1.125,0.21052631578947367
717,C,1.25,1.5,1.375,0.2631578947368421
717,C,1.5,1.75,1.625,0.10526315789473686
717,C,1.75,2.0,1.875,0.15789473684210528
717,AC,0.0,0.25,0.125,0.0
717,AC,0.25,0.5,0.375,0.0
717,AC,0.5,0.75,0.625,0.0
717,AC,0.75,1.0,0.875,1.0
717,AC,1.0,1.25,1.125,0.0
717,AC,1.25,1.5,1.375,0.0
717,AC,1.5,1.75,1.625,0.0
717,AC,1.75,2.0,1.875,0.0
718,C,0.0,0.25,0.125,0.04339588594831774
718,C,0.25,0.5,0.375,0.13018765784495323
718,C,0.5,0.75,0.625,0.15188560081911215
718,C,0.75,1.0,0.875,0.1518856008191121
718,C,1.0,1.25,1.125,0.17358354379327062
718,C,1.25,1.5,1.375,0.13018765784495298
718,C,1.5,1.75,1.625,0.08679177189663531
718,C,1.75,2.0,1.875,0.1320822810336459
718,AC,0.0,0.25,0.125,0.0688963689638658
718,AC,0.25,0.5,0.375,0.20668910689159747
718,AC,0.5,0.75,0.625,0.13779273792773167
718,AC,0.75,1.0,0.875,0.10334455344579875
718,AC,1.0,1.25,1.125,0.03444818448193292
718,AC,1.25,1.5,1.375,0.06889636896386583
718,AC,1.5,1.75,1.625,0.27558547585546295
718,AC,1.75,2.0,1.875,0.10434720346974458
720,C,0.0,0.25,0.125,0.0370050437982221
720,C,0.25,0.5,0.375,0.1295176532937774
720,C,0.5,0.75,0.625,0.22203026278933255
720,C,0.75,1.0,0.875,0.16652269709199974
720,C,1.0,1.25,1.125,0.11101513139466648
720,C,1.25,1.5,1.375,0.1665226970919993
720,C,1.5,1.75,1.625,0.07433401913944529
720,C,1.75,2.0,1.875,0.09305249540055717
720,AC,0.0,0.25,0.125,0.06440700636135183
720,AC,0.25,0.5,0.375,0.12881401272270365
720,AC,0.5,0.75,0.625,0.09661050954202777
720,AC,0.75,1.0,0.875,0.16101751590337948
720,AC,1.0,1.25,1.125,0.12881401272270354
720,AC,1.25,1.5,1.375,0.1288140127227037
720,AC,1.5,1.75,1.625,0.06478287333891779
720,AC,1.75,2.0,1.875,0.22674005668621225
723,C,0.0,0.25,0.125,0.06653323521487846
723,C,0.25,0.5,0.375,0.06653323521487846
723,C,0.5,0.75,0.625,0.13306647042975686
723,C,0.75,1.0,0.875,0.15524421550138293
723,C,1.0,1.25,1.125,0.1995997056446352
723,C,1.25,1.5,1.375,0.11088872535813066
723,C,1.5,1.75,1.625,0.15524421550138293
723,C,1.75,2.0,1.875,0.11289019713495455
723,AC,0.0,0.25,0.125,0.09090909090909095
723,AC,0.25,0.5,0.375,0.1363636363636364
723,AC,0.5,0.75,0.625,0.045454545454545484
723,AC,0.75,1.0,0.875,0.1818181818181819
723,AC,1.0,1.25,1.125,0.22727272727272718
723,AC,1.25,1.5,1.375,0.045454545454545435
723,AC,1.5,1.75,1.625,0.18181818181818174
723,AC,1.75,2.0,1.875,0.09090909090909087
724,C,0.0,0.25,0.125,0.09677419354838712
724,C,0.25,0.5,0.375,0.12903225806451615
724,C,0.5,0.75,0.625,0.29032258064516125
724,C,0.75,1.0,0.875,0.19354838709677424
724,C,1.0,1.25,1.125,0.06451612903225805
724,C,1.25,1.5,1.375,0.0
724,C,1.5,1.75,1.625,0.06451612903225805
724,C,1.75,2.0,1.875,0.16129032258064513
724,AC,0.0,0.25,0.125,0.12500000000000003
724,AC,0.25,0.5,0.375,0.08333333333333337
724,AC,0.5,0.75,0.625,0.08333333333333331
724,AC,0.75,1.0,0.875,0.08333333333333331
724,AC,1.0,1.25,1.125,0.08333333333333331
724,AC,1.25,1.5,1.375,0.12499999999999997
724,AC,1.5,1.75,1.625,0.12499999999999997
724,AC,1.75,2.0,1.875,0.2916666666666667
725,C,0.0,0.25,0.125,0.05946675911177476
725,C,0.25,0.5,0.375,0.11043826692186741
725,C,0.5,0.75,0.625,0.1868955286370064
725,C,0.75,1.0,0.875,0.11043826692186741
725,C,1.0,1.25,1.125,0.07587334387495759
725,C,1.25,1.5,1.375,0.13475618514655097
725,C,1.5,1.75,1.625,0.20213427771982642
725,C,1.75,2.0,1.875,0.11999737166614907
725,AC,0.0,0.25,0.125,0.06716909886132395
725,AC,0.25,0.5,0.375,0.12090437795038311
725,AC,0.5,0.75,0.625,0.1343381977226479
725,AC,0.75,1.0,0.875,0.10747055817811832
725,AC,1.0,1.25,1.125,0.10666261078436706
725,AC,1.25,1.5,1.375,0.1465023858761607
725,AC,1.5,1.75,1.625,0.10654718972811689
725,AC,1.75,2.0,1.875,0.21040558089888206
726,C,0.0,0.25,0.125,0.06976744186046517
726,C,0.25,0.5,0.375,0.11627906976744193
726,C,0.5,0.75,0.625,0.09302325581395351
726,C,0.75,1.0,0.875,0.13953488372093045
726,C,1.0,1.25,1.125,0.20930232558139544
726,C,1.25,1.5,1.375,0.0930232558139534
726,C,1.5,1.75,1.625,0.20930232558139514
726,C,1.75,2.0,1.875,0.06976744186046505
726,AC,0.0,0.25,0.125,0.09090909090909088
726,AC,0.25,0.5,0.375,0.0
726,AC,0.5,0.75,0.625,0.18181818181818174
726,AC,0.75,1.0,0.875,0.22727272727272713
726,AC,1.0,1.25,1.125,0.13636363636363638
726,AC,1.25,1.5,1.375,0.13636363636363644
726,AC,1.5,1.75,1.625,0.09090909090909097
726,AC,1.75,2.0,1.875,0.13636363636363644
727,C,0.0,0.25,0.125,0.022703578485128068
727,C,0.25,0.5,0.375,0.18162862788102457
727,C,0.5,0.75,0.625,0.18162862788102443
727,C,0.75,1.0,0.875,0.1589250493958965
727,C,1.0,1.25,1.125,0.1589250493958967
727,C,1.25,1.5,1.375,0.0227035784851281
727,C,1.5,1.75,1.625,0.1816286278810248
727,C,1.75,2.0,1.875,0.09185686059487685
727,AC,0.0,0.25,0.125,0.14275309188125715
727,AC,0.25,0.5,0.375,0.04758436396041907
727,AC,0.5,0.75,0.625,0.09516872792083814
727,AC,0.75,1.0,0.875,0.1427530918812572
727,AC,1.0,1.25,1.125,0.14275309188125715
727,AC,1.25,1.5,1.375,0.14275309188125704
727,AC,1.5,1.75,1.625,0.14275309188125704
727,AC,1.75,2.0,1.875,0.14348144871245722
729,C,0.0,0.25,0.125,0.08335135837370448
729,C,0.25,0.5,0.375,0.18754055634083508
729,C,0.5,0.75,0.625,0.12502703756055672
729,C,0.75,1.0,0.875,0.22921623552768733
729,C,1.0,1.25,1.125,0.04167567918685224
729,C,1.25,1.5,1.375,0.18754055634083508
729,C,1.5,1.75,1.625,0.06251351878027836
729,C,1.75,2.0,1.875,0.08313505788925071
729,AC,0.0,0.25,0.125,0.035736366061986755
729,AC,0.25,0.5,0.375,0.07147273212397351
729,AC,0.5,0.75,0.625,0.035736366061986755
729,AC,0.75,1.0,0.875,0.14294546424794702
729,AC,1.0,1.25,1.125,0.10720909818596026
729,AC,1.25,1.5,1.375,0.25015456243390727
729,AC,1.5,1.75,1.625,0.17868183030993376
729,AC,1.75,2.0,1.875,0.17806358057430466
730,C,0.0,0.25,0.125,0.06666666666666667
730,C,0.25,0.5,0.375,0.13333333333333333
730,C,0.5,0.75,0.625,0.06666666666666664
730,C,0.75,1.0,0.875,0.3333333333333332
730,C,1.0,1.25,1.125,0.0
730,C,1.25,1.5,1.375,0.2666666666666667
730,C,1.5,1.75,1.625,0.0
730,C,1.75,2.0,1.875,0.13333333333333344
730,AC,0.0,0.25,0.125,0.09090909090909093
730,AC,0.25,0.5,0.375,0.09090909090909093
730,AC,0.5,0.75,0.625,0.18181818181818185
730,AC,0.75,1.0,0.875,0.0909090909090909
730,AC,1.0,1.25,1.125,0.0909090909090909
730,AC,1.25,1.5,1.375,0.1818181818181818
730,AC,1.5,1.75,1.625,0.0
730,AC,1.75,2.0,1.875,0.2727272727272727
731,C,0.0,0.25,0.125,0.06182839794181472
731,C,0.25,0.5,0.375,0.15457099485453696
731,C,0.5,0.75,0.625,0.17775664408271713
731,C,0.75,1.0,0.875,0.13099461151167419
731,C,1.0,1.25,1.125,0.13735559185301488
731,C,1.25,1.5,1.375,0.09920126078273298
731,C,1.5,1.75,1.625,0.1510704329865386
731,C,1.75,2.0,1.875,0.08722206598697056
731,AC,0.0,0.25,0.125,0.12720551153173
731,AC,0.25,0.5,0.375,0.07420321506017585
731,AC,0.5,0.75,0.625,0.11660505223741936
731,AC,0.75,1.0,0.875,0.14773651771513596
731,AC,1.0,1.25,1.125,0.17793010582555085
731,AC,1.25,1.5,1.375,0.0732653376928738
731,AC,1.5,1.75,1.625,0.14633018534702488
731,AC,1.75,2.0,1.875,0.13672407459008928
732,C,0.0,0.25,0.125,0.07407407407407408
732,C,0.25,0.5,0.375,0.0
732,C,0.5,0.75,0.625,0.14814814814814814
732,C,0.75,1.0,0.875,0.18518518518518523
732,C,1.0,1.25,1.125,0.18518518518518526
732,C,1.25,1.5,1.375,0.14814814814814814
732,C,1.5,1.75,1.625,0.18518518518518517
732,C,1.75,2.0,1.875,0.07407407407407407
732,AC,0.0,0.25,0.125,0.0
732,AC,0.25,0.5,0.375,0.0
732,AC,0.5,0.75,0.625,0.36363636363636365
732,AC,0.75,1.0,0.875,0.2727272727272727
732,AC,1.0,1.25,1.125,0.27272727272727276
732,AC,1.25,1.5,1.375,0.0
732,AC,1.5,1.75,1.625,0.0
732,AC,1.75,2.0,1.875,0.0909090909090909
734,C,0.0,0.25,0.125,0.14332032680647266
734,C,0.25,0.5,0.375,0.05512320261787405
734,C,0.5,0.75,0.625,0.1984435294243466
734,C,0.75,1.0,0.875,0.11024640523574815
734,C,1.0,1.25,1.125,0.1212710457593229
734,C,1.25,1.5,1.375,0.09868138343795528
734,C,1.5,1.75,1.625,0.13099877122477452
734,C,1.75,2.0,1.875,0.14191533549350582
734,AC,0.0,0.25,0.125,0.060236201918618386
734,AC,0.25,0.5,0.375,0.16062987178298238
734,AC,0.5,0.75,0.625,0.12047240383723665
734,AC,0.75,1.0,0.875,0.14055113781010947
734,AC,1.0,1.25,1.125,0.12047240383723665
734,AC,1.25,1.5,1.375,0.1192913942441451
734,AC,1.5,1.75,1.625,0.1192913942441451
734,AC,1.75,2.0,1.875,0.15905519232552628
735,C,0.0,0.25,0.125,0.06802937983347998
735,C,0.25,0.5,0.375,0.13605875966696004
735,C,0.5,0.75,0.625,0.11338229972246669
735,C,0.75,1.0,0.875,0.15873521961145334
735,C,1.0,1.25,1.125,0.13605875966696004
735,C,1.25,1.5,1.375,0.1814116795559464
735,C,1.5,1.75,1.625,0.1133822997224663
735,C,1.75,2.0,1.875,0.09294160222026725
735,AC,0.0,0.25,0.125,0.1659093673667756
735,AC,0.25,0.5,0.375,0.11060624491118377
735,AC,0.5,0.75,0.625,0.11060624491118377
735,AC,0.75,1.0,0.875,0.13825780613897967
735,AC,1.0,1.25,1.125,0.11060624491118377
735,AC,1.25,1.5,1.375,0.08295468368338782
735,AC,1.5,1.75,1.625,0.1382578061389797
735,AC,1.75,2.0,1.875,0.1428016019383259
736,C,0.0,0.25,0.125,0.06959284543583309
736,C,0.25,0.5,0.375,0.11598807572638851
736,C,0.5,0.75,0.625,0.09279046058111079
736,C,0.75,1.0,0.875,0.1391856908716662
736,C,1.0,1.25,1.125,0.16238330601694387
736,C,1.25,1.5,1.375,0.18558092116222163
736,C,1.5,1.75,1.625,0.09314796754583342
736,C,1.75,2.0,1.875,0.14133073266000246
736,AC,0.0,0.25,0.125,0.02266376733815482
736,AC,0.25,0.5,0.375,0.13598260402892895
736,AC,0.5,0.75,0.625,0.06799130201446446
736,AC,0.75,1.0,0.875,0.13598260402892898
736,AC,1.0,1.25,1.125,0.1133188366907741
736,AC,1.25,1.5,1.375,0.24930144071970312
736,AC,1.5,1.75,1.625,0.09065506935261931
736,AC,1.75,2.0,1.875,0.1841043758264263
737,C,0.0,0.25,0.125,0.10869565217391318
737,C,0.25,0.5,0.375,0.043478260869565265
737,C,0.5,0.75,0.625,0.13043478260869582
737,C,0.75,1.0,0.875,0.21739130434782628
737,C,1.0,1.25,1.125,0.10869565217391293
737,C,1.25,1.5,1.375,0.1739130434782607
737,C,1.5,1.75,1.625,0.10869565217391293
737,C,1.75,2.0,1.875,0.10869565217391293
737,AC,0.0,0.25,0.125,0.1666666666666667
737,AC,0.25,0.5,0.375,0.08333333333333334
737,AC,0.5,0.75,0.625,0.041666666666666685
737,AC,0.75,1.0,0.875,0.20833333333333337
737,AC,1.0,1.25,1.125,0.08333333333333337
737,AC,1.25,1.5,1.375,0.08333333333333337
737,AC,1.5,1.75,1.625,0.20833333333333343
737,AC,1.75,2.0,1.875,0.12499999999999975
738,C,0.0,0.25,0.125,0.11199444727538929
738,C,0.25,0.5,0.375,0.15679222618554498
738,C,0.5,0.75,0.625,0.1418596332154931
738,C,0.75,1.0,0.875,0.1266966972476957
738,C,1.0,1.25,1.125,0.10345321680088532
738,C,1.25,1.5,1.375,0.15517982520132798
738,C,1.5,1.75,1.625,0.10741873394870144
738,C,1.75,2.0,1.875,0.09660522012496219
738,AC,0.0,0.25,0.125,0.08217717450762865
738,AC,0.25,0.5,0.375,0.09587337025890012
738,AC,0.5,0.75,0.625,0.123265761761443
738,AC,0.75,1.0,0.875,0.13696195751271448
738,AC,1.0,1.25,1.125,0.1626641815843864
738,AC,1.25,1.5,1.375,0.1491088331190209
738,AC,1.5,1.75,1.625,0.10596324511458353
738,AC,1.75,2.0,1.875,0.1439854761413229
740,C,0.0,0.25,0.125,0.10026053892188097
740,C,0.25,0.5,0.375,0.13671891671165587
740,C,0.5,0.75,0.625,0.12760432226421206
740,C,0.75,1.0,0.875,0.14535625978503264
740,C,1.0,1.25,1.125,0.12537714918523132
740,C,1.25,1.5,1.375,0.1432881704974066
740,C,1.5,1.75,1.625,0.12662940250089824
740,C,1.75,2.0,1.875,0.09476524013368229
740,AC,0.0,0.25,0.125,0.0937665352496729
740,AC,0.25,0.5,0.375,0.06251102349978199
740,AC,0.5,0.75,0.625,0.16669606266608508
740,AC,0.75,1.0,0.875,0.11423985929801705
740,AC,1.0,1.25,1.125,0.13307660631423712
740,AC,1.25,1.5,1.375,0.11260328226589295
740,AC,1.5,1.75,1.625,0.19211959043477728
740,AC,1.75,2.0,1.875,0.12498704027153563
741,C,0.0,0.25,0.125,0.09746195148779821
741,C,0.25,0.5,0.375,0.17055841510364686
741,C,0.5,0.75,0.625,0.09746195148779818
741,C,0.75,1.0,0.875,0.1705584151036469
741,C,1.0,1.25,1.125,0.14619292723169727
741,C,1.25,1.5,1.375,0.04873097574389909
741,C,1.5,1.75,1.625,0.14619292723169727
741,C,1.75,2.0,1.875,0.12284243660981625
741,AC,0.0,0.25,0.125,0.25704088004359726
741,AC,0.25,0.5,0.375,0.0
741,AC,0.5,0.75,0.625,0.08568029334786578
741,AC,0.75,1.0,0.875,0.1713605866957315
741,AC,1.0,1.25,1.125,0.05712019556524383
741,AC,1.25,1.5,1.375,0.14280048891310965
741,AC,1.5,1.75,1.625,0.1999206844783534
741,AC,1.75,2.0,1.875,0.08607687095609855
742,C,0.0,0.25,0.125,0.09424513359621683
742,C,0.25,0.5,0.375,0.10366964695583852
742,C,0.5,0.75,0.625,0.12251867367508187
742,C,0.75,1.0,0.875,0.11309416031546023
742,C,1.0,1.25,1.125,0.1037089247550581
742,C,1.25,1.5,1.375,0.13221813162924087
742,C,1.5,1.75,1.625,0.17943889292539908
742,C,1.75,2.0,1.875,0.15110643614770447
742,AC,0.0,0.25,0.125,0.07137545253026575
742,AC,0.25,0.5,0.375,0.12490704192796506
742,AC,0.5,0.75,0.625,0.17843863132566437
742,AC,0.75,1.0,0.875,0.17843863132566443
742,AC,1.0,1.25,1.125,0.08921931566283214
742,AC,1.25,1.5,1.375,0.10728627816828243
742,AC,1.5,1.75,1.625,0.17881046361380407
742,AC,1.75,2.0,1.875,0.07152418544552162
743,C,0.0,0.25,0.125,0.12820512820512825
743,C,0.25,0.5,0.375,0.10256410256410257
743,C,0.5,0.75,0.625,0.15384615384615402
743,C,0.75,1.0,0.875,0.2307692307692308
743,C,1.0,1.25,1.125,0.07692307692307684
743,C,1.25,1.5,1.375,0.05128205128205123
743,C,1.5,1.75,1.625,0.07692307692307684
743,C,1.75,2.0,1.875,0.17948717948717943
743,AC,0.0,0.25,0.125,0.2142857142857143
743,AC,0.25,0.5,0.375,0.03571428571428571
743,AC,0.5,0.75,0.625,0.1428571428571429
743,AC,0.75,1.0,0.875,0.142857142857143
743,AC,1.0,1.25,1.125,0.03571428571428575
743,AC,1.25,1.5,1.375,0.10714285714285723
743,AC,1.5,1.75,1.625,0.17857142857142844
743,AC,1.75,2.0,1.875,0.14285714285714268
744,C,0.0,0.25,0.125,0.0922879820090674
744,C,0.25,0.5,0.375,0.13843197301360108
744,C,0.5,0.75,0.625,0.13843197301360122
744,C,0.75,1.0,0.875,0.07690665167422273
744,C,1.0,1.25,1.125,0.13843197301360083
744,C,1.25,1.5,1.375,0.10766931234391176
744,C,1.5,1.75,1.625,0.1538133033484458
744,C,1.75,2.0,1.875,0.15402683158354916
744,AC,0.0,0.25,0.125,0.15383246443364768
744,AC,0.25,0.5,0.375,0.11537434832523577
744,AC,0.5,0.75,0.625,0.11537434832523569
744,AC,0.75,1.0,0.875,0.2692068127588835
744,AC,1.0,1.25,1.125,0.0769162322168239
744,AC,1.25,1.5,1.375,0.0769162322168239
744,AC,1.5,1.75,1.625,0.11537434832523585
744,AC,1.75,2.0,1.875,0.07700521339811374
745,C,0.0,0.25,0.125,0.09302325581395353
745,C,0.25,0.5,0.375,0.09302325581395356
745,C,0.5,0.75,0.625,0.16279069767441867
745,C,0.75,1.0,0.875,0.09302325581395346
745,C,1.0,1.25,1.125,0.2325581395348837
745,C,1.25,1.5,1.375,0.09302325581395346
745,C,1.5,1.75,1.625,0.13953488372093018
745,C,1.75,2.0,1.875,0.09302325581395346
745,AC,0.0,0.25,0.125,0.16666666666666669
745,AC,0.25,0.5,0.375,0.0
745,AC,0.5,0.75,0.625,0.12500000000000006
745,AC,0.75,1.0,0.875,0.16666666666666677
745,AC,1.0,1.25,1.125,0.12499999999999997
745,AC,1.25,1.5,1.375,0.08333333333333329
745,AC,1.5,1.75,1.625,0.12499999999999992
745,AC,1.75,2.0,1.875,0.20833333333333331
747,C,0.0,0.25,0.125,0.07999999999999997
747,C,0.25,0.5,0.375,0.19999999999999987
747,C,0.5,0.75,0.625,0.03999999999999997
747,C,0.75,1.0,0.875,0.19999999999999984
747,C,1.0,1.25,1.125,0.08000000000000006
747,C,1.25,1.5,1.375,0.08000000000000006
747,C,1.5,1.75,1.625,0.2800000000000002
747,C,1.75,2.0,1.875,0.04000000000000003
747,AC,0.0,0.25,0.125,0.07692307692307694
747,AC,0.25,0.5,0.375,0.07692307692307694
747,AC,0.5,0.75,0.625,0.3076923076923077
747,AC,0.75,1.0,0.875,0.07692307692307691
747,AC,1.0,1.25,1.125,0.07692307692307691
747,AC,1.25,1.5,1.375,0.07692307692307691
747,AC,1.5,1.75,1.625,0.15384615384615383
747,AC,1.75,2.0,1.875,0.15384615384615383
748,C,0.0,0.25,0.125,0.11428571428571421
748,C,0.25,0.5,0.375,0.11428571428571421
748,C,0.5,0.75,0.625,0.17142857142857132
748,C,0.75,1.0,0.875,0.08571428571428566
748,C,1.0,1.25,1.125,0.08571428571428566
748,C,1.25,1.5,1.375,0.19999999999999987
748,C,1.5,1.75,1.625,0.2000000000000004
748,C,1.75,2.0,1.875,0.028571428571428643
748,AC,0.0,0.25,0.125,0.08695652173913043
748,AC,0.25,0.5,0.375,0.08695652173913043
748,AC,0.5,0.75,0.625,0.043478260869565216
748,AC,0.75,1.0,0.875,0.13043478260869565
748,AC,1.0,1.25,1.125,0.17391304347826086
748,AC,1.25,1.5,1.375,0.17391304347826086
748,AC,1.5,1.75,1.625,0.17391304347826086
748,AC,1.75,2.0,1.875,0.13043478260869565
749,C,0.0,0.25,0.125,0.10344827586206894
749,C,0.25,0.5,0.375,0.10344827586206891
749,C,0.5,0.75,0.625,0.10344827586206894
749,C,0.75,1.0,0.875,0.17241379310344823
749,C,1.0,1.25,1.125,0.20689655172413782
749,C,1.25,1.5,1.375,0.03448275862068964
749,C,1.5,1.75,1.625,0.06896551724137928
749,C,1.75,2.0,1.875,0.20689655172413823
749,AC,0.0,0.25,0.125,0.11764705882352941
749,AC,0.25,0.5,0.375,0.1764705882352941
