salt,fit_success,left_time_us,crest_time_us,right_time_us,population_local_crest,population_local_mean,C_effective_sample_size,AC_effective_sample_size,C_lower_minus_saddle,C_upper_minus_saddle,AC_lower_minus_saddle,AC_upper_minus_saddle,C_lower_advantage_over_AC,mean_lower_C_minus_AC,mean_upper_C_minus_AC
600,True,0.6110434982437266,0.7855,1.1597717426103975,0.8190617782459465,1.1079842151663097,69.99999938560627,38.99999984808068,0.06428270295211093,-0.0071191010666568355,-0.03846084549826162,-0.11537352797218665,0.10274354845037255,-0.0017439104307182506,0.001743910430718261
601,True,0.5302416559625048,0.7855,1.6563484913102062,0.6194310975443849,1.0808912009757665,130.51791656111416,88.51356965574503,-0.037415037034630116,-0.01795369389570206,-0.009562331320546097,-0.01606605194168076,-0.02785270571408402,0.013371252407380331,-0.013371252407380324
602,True,0.6143319840243082,0.7855,1.1454555958628416,0.8283313437447299,1.1017155642384748,66.99999728729341,36.999998106784524,0.059695318414154847,0.007513623083225757,-0.08106915141272461,-0.013437958947255607,0.14076446982687946,0.04719570458543834,-0.04719570458543837
603,True,0.6727358458453265,0.7855,0.9535020548963415,0.9849267180755537,1.1160440871621105,40.99999999999999,18.000000000000004,-0.04878048780487801,-0.0365853658536585,-0.05555555555555561,0.02777777777777779,0.006775067750677599,0.04031165311653119,-0.0403116531165312
604,True,0.6669003241333745,0.7855,0.9679567203877686,0.9714213333038442,1.1209953599008506,44.0,23.999999999999996,0.1136363636363638,0.056818181818181754,0.041666666666666574,0.12499999999999992,0.07196969696969722,0.03787878787878798,-0.037878787878787984
606,True,0.5801646621397984,0.7855,1.315621398762466,0.7349579153836627,1.0967479533885949,84.99995613051247,54.999972884489864,0.023646594052718378,0.017563212876073014,-0.027207586979250714,-0.009201888850165513,0.05085418103196909,0.005359115015018904,-0.0053591150150188935
607,True,0.6339168961349365,0.7855,1.068465409138192,0.8838316976894321,1.110115014361218,53.99944817681559,21.000000000000007,0.073982689764886,0.09309520629312709,0.04761904761904749,-0.023809523809523822,0.026363642145838515,-0.013387435768592339,0.013387435768592349
608,True,0.6399423838721923,0.7855,1.0475016156689199,0.9007265549244532,1.1104721085400295,46.99938253351731,31.99954137889329,-0.021253074595960555,0.011179284292906766,0.07802987234287279,0.09424466381706145,-0.09928294693883334,-0.01858242276879358,0.018582422768793582
611,True,0.6136501591915209,0.7855,1.1484166830968008,0.8263813386919058,1.1059491340039886,65.99967190144974,29.99987612299695,0.0455071315508703,-0.01574749090986191,2.7755575615628914e-17,-0.06718163233764671,0.04550713155087027,0.003066892926105444,-0.003066892926105437
613,True,0.5058137798022276,0.7855,1.8692844818883498,0.5722292280596805,1.0753346547775884,142.09513205751549,105.20755651470486,0.037188302535712675,0.019018851250453966,-0.01928694643959744,0.027758578652410132,0.056475248975310116,0.029322874267038286,-0.029322874267038286
614,True,0.5927710391729701,0.7855,1.2473513257773456,0.7683258829658319,1.1023085028423667,79.99976189368202,51.99983894104865,6.781904719377341e-05,0.04330804587578915,0.057842143677000635,0.07647356896899721,-0.05777432462980686,0.0002262221705489481,-0.00022622217054897586
