AC_cyclic_shift_bins,shift_ara_units,reflected_cosine,normalized_reflection_error,is_unshifted,error_rank_lower_is_better
0,0.0,0.20396946262098514,0.8925709108289002,True,3
1,0.25,-0.27137090381367607,1.0637894902422618,False,6
2,0.5,0.6475416447352411,0.8716379907491282,False,2
3,0.75,-0.688907114859483,1.2348293521107023,False,8
4,1.0,-0.49308612197705326,1.221443154886246,False,7
5,1.25,-0.11471303988604564,1.0548805614631163,False,5
6,1.5,0.9831232691916864,0.13334797663102432,False,1
7,1.75,0.04386797055500067,0.9791621425441961,False,4
