source_file,lag_windows,correlation,pairs,split,series
20220217_cam1_flid4.h5,10,0.02681281811957444,98,development,ordered
20220217_cam1_flid4.h5,11,-0.10001860745274976,95,development,ordered
20220217_cam1_flid4.h5,12,0.05327279392188551,92,development,ordered
20220217_cam2_flid5.h5,-12,0.17080014956023248,78,development,ordered
20220217_cam2_flid5.h5,-11,-0.17769692598955175,90,development,ordered
20220217_cam2_flid5.h5,-10,0.18773381344142218,104,development,ordered
20220217_cam2_flid5.h5,-9,-0.16439917654930852,106,development,ordered
20220217_cam2_flid5.h5,-8,-0.014605568331115794,103,development,ordered
20220217_cam2_flid5.h5,-7,0.14631657736282655,104,development,ordered
20220217_cam2_flid5.h5,-6,-0.08244542523561844,112,development,ordered
20220217_cam2_flid5.h5,-5,-0.059659511547465204,117,development,ordered
20220217_cam2_flid5.h5,-4,0.06353888756875865,111,development,ordered
20220217_cam2_flid5.h5,-3,-0.011169121870129256,114,development,ordered
20220217_cam2_flid5.h5,-2,-0.09647276467361998,130,development,ordered
20220217_cam2_flid5.h5,-1,0.04686672524764113,176,development,ordered
20220217_cam2_flid5.h5,0,0.0946844178641094,232,development,ordered
20220217_cam2_flid5.h5,1,0.046434562366948616,176,development,ordered
20220217_cam2_flid5.h5,2,-0.1398946186150659,130,development,ordered
20220217_cam2_flid5.h5,3,0.07711127683441261,114,development,ordered
20220217_cam2_flid5.h5,4,-0.09748251498813222,111,development,ordered
20220217_cam2_flid5.h5,5,0.07623566780142237,117,development,ordered
20220217_cam2_flid5.h5,6,-0.11627421489715786,112,development,ordered
20220217_cam2_flid5.h5,7,0.20674279448681843,104,development,ordered
20220217_cam2_flid5.h5,8,-0.29727434036564426,103,development,ordered
20220217_cam2_flid5.h5,9,0.0419067432698326,106,development,ordered
20220217_cam2_flid5.h5,10,0.08661077979013646,104,development,ordered
20220217_cam2_flid5.h5,11,-0.03403203056900929,90,development,ordered
20220217_cam2_flid5.h5,12,-0.004971586027044717,78,development,ordered
20220217_cam2_flid6.h5,-12,-0.019942839911823853,221,development,ordered
20220217_cam2_flid6.h5,-11,-0.05717740587146832,220,development,ordered
20220217_cam2_flid6.h5,-10,0.07546623110304525,217,development,ordered
20220217_cam2_flid6.h5,-9,-0.04957597662932383,225,development,ordered
20220217_cam2_flid6.h5,-8,0.08244903741997828,232,development,ordered
20220217_cam2_flid6.h5,-7,-0.06751855391762634,223,development,ordered
20220217_cam2_flid6.h5,-6,-0.02144713510364866,224,development,ordered
20220217_cam2_flid6.h5,-5,-0.008962496973994209,226,development,ordered
20220217_cam2_flid6.h5,-4,0.021955142965804083,222,development,ordered
20220217_cam2_flid6.h5,-3,-0.07254080962664959,234,development,ordered
20220217_cam2_flid6.h5,-2,0.02256101636448016,261,development,ordered
20220217_cam2_flid6.h5,-1,-0.1178492493762367,338,development,ordered
20220217_cam2_flid6.h5,0,0.15659584339188157,442,development,ordered
20220217_cam2_flid6.h5,1,-0.04806566317869291,338,development,ordered
20220217_cam2_flid6.h5,2,-0.01593424455344473,261,development,ordered
20220217_cam2_flid6.h5,3,-0.004637751501354432,234,development,ordered
20220217_cam2_flid6.h5,4,0.04436816371083794,222,development,ordered
20220217_cam2_flid6.h5,5,-0.09962147298010265,226,development,ordered
20220217_cam2_flid6.h5,6,0.05895018063900026,224,development,ordered
20220217_cam2_flid6.h5,7,-0.03461671918937201,223,development,ordered
20220217_cam2_flid6.h5,8,0.010208414278473186,232,development,ordered
20220217_cam2_flid6.h5,9,0.007523287349560122,225,development,ordered
20220217_cam2_flid6.h5,10,-0.026314965362334207,217,development,ordered
20220217_cam2_flid6.h5,11,0.041012550117109844,220,development,ordered
20220217_cam2_flid6.h5,12,-0.03776996317903433,221,development,ordered
20220217_cam2_flid7.h5,-12,-0.008064465746959031,100,development,ordered
20220217_cam2_flid7.h5,-11,-0.05604001911330447,113,development,ordered
20220217_cam2_flid7.h5,-10,0.054803279883055854,115,development,ordered
20220217_cam2_flid7.h5,-9,-0.04478834231327584,121,development,ordered
20220217_cam2_flid7.h5,-8,0.03316351312390148,121,development,ordered
20220217_cam2_flid7.h5,-7,0.05399622285251108,117,development,ordered
20220217_cam2_flid7.h5,-6,-0.017375491359735932,117,development,ordered
20220217_cam2_flid7.h5,-5,-0.1684184890288703,121,development,ordered
20220217_cam2_flid7.h5,-4,0.23290037425521795,132,development,ordered
20220217_cam2_flid7.h5,-3,-0.1406066720844835,137,development,ordered
20220217_cam2_flid7.h5,-2,0.1377463187063798,145,development,ordered
20220217_cam2_flid7.h5,-1,-0.12202505086302474,215,development,ordered
20220217_cam2_flid7.h5,0,0.10823310543761323,324,development,ordered
20220217_cam2_flid7.h5,1,0.08297671395114095,215,development,ordered
20220217_cam2_flid7.h5,2,-0.16167085091091482,145,development,ordered
20220217_cam2_flid7.h5,3,-0.05649595984194962,137,development,ordered
20220217_cam2_flid7.h5,4,0.04667966646256423,132,development,ordered
20220217_cam2_flid7.h5,5,-0.015959806398066736,121,development,ordered
20220217_cam2_flid7.h5,6,0.05719252376901761,117,development,ordered
20220217_cam2_flid7.h5,7,-0.00040323862087807794,117,development,ordered
20220217_cam2_flid7.h5,8,-0.09738303102149773,121,development,ordered
20220217_cam2_flid7.h5,9,0.06561063695623057,121,development,ordered
20220217_cam2_flid7.h5,10,-0.03752838201044368,115,development,ordered
20220217_cam2_flid7.h5,11,0.01634270766303636,113,development,ordered
20220217_cam2_flid7.h5,12,-0.029995791118193248,100,development,ordered
20220217_cam2_flid8.h5,-12,0.1374766500349452,82,development,ordered
20220217_cam2_flid8.h5,-11,-0.1878037432875977,88,development,ordered
20220217_cam2_flid8.h5,-10,0.23224725951010658,89,development,ordered
20220217_cam2_flid8.h5,-9,-0.17926811398237844,88,development,ordered
20220217_cam2_flid8.h5,-8,-0.007229037683659922,86,development,ordered
20220217_cam2_flid8.h5,-7,0.017579231861805024,86,development,ordered
20220217_cam2_flid8.h5,-6,0.06899276281240643,93,development,ordered
20220217_cam2_flid8.h5,-5,-0.1747485021443383,102,development,ordered
20220217_cam2_flid8.h5,-4,0.0757585890321368,110,development,ordered
20220217_cam2_flid8.h5,-3,-0.029776573850376353,115,development,ordered
20220217_cam2_flid8.h5,-2,-0.06559768470804153,124,development,ordered
20220217_cam2_flid8.h5,-1,0.0034888509546776424,156,development,ordered
20220217_cam2_flid8.h5,0,0.21525507268709806,203,development,ordered
20220217_cam2_flid8.h5,1,-0.10390134788883681,156,development,ordered
20220217_cam2_flid8.h5,2,-0.07971693768911858,124,development,ordered
20220217_cam2_flid8.h5,3,-0.0232673903354426,115,development,ordered
20220217_cam2_flid8.h5,4,-0.019593570423329074,110,development,ordered
20220217_cam2_flid8.h5,5,-0.07233006589030959,102,development,ordered
20220217_cam2_flid8.h5,6,0.09797393382014959,93,development,ordered
20220217_cam2_flid8.h5,7,-0.055848153070894184,86,development,ordered
20220217_cam2_flid8.h5,8,0.22783744335454578,86,development,ordered
20220217_cam2_flid8.h5,9,-0.17773285318945248,88,development,ordered
20220217_cam2_flid8.h5,10,-0.13026442732233742,89,development,ordered
20220217_cam2_flid8.h5,11,0.03533920406559722,88,development,ordered
20220217_cam2_flid8.h5,12,0.05609585421237209,82,development,ordered
20220217_cam3_flid10.h5,-12,0.14462464016331444,94,development,ordered
20220217_cam3_flid10.h5,-11,-0.1967278283380292,95,development,ordered
20220217_cam3_flid10.h5,-10,0.1484969189040046,102,development,ordered
20220217_cam3_flid10.h5,-9,-0.09461093207455681,106,development,ordered
20220217_cam3_flid10.h5,-8,0.06366205264839182,108,development,ordered
20220217_cam3_flid10.h5,-7,-0.050334100433861655,110,development,ordered
20220217_cam3_flid10.h5,-6,0.06793487921301948,107,development,ordered
20220217_cam3_flid10.h5,-5,-0.15113445834685235,113,development,ordered
20220217_cam3_flid10.h5,-4,0.21259810220160338,121,development,ordered
20220217_cam3_flid10.h5,-3,-0.09769834162419502,127,development,ordered
20220217_cam3_flid10.h5,-2,0.05702007654310852,127,development,ordered
20220217_cam3_flid10.h5,-1,-0.019374465050701097,156,development,ordered
20220217_cam3_flid10.h5,0,-0.11181815096054055,202,development,ordered
20220217_cam3_flid10.h5,1,0.06317421676095254,156,development,ordered
20220217_cam3_flid10.h5,2,0.04138132657523391,127,development,ordered
20220217_cam3_flid10.h5,3,-0.13541146355176334,127,development,ordered
20220217_cam3_flid10.h5,4,0.12628255833621568,121,development,ordered
20220217_cam3_flid10.h5,5,-0.04714461051201167,113,development,ordered
20220217_cam3_flid10.h5,6,-0.02915936314686372,107,development,ordered
20220217_cam3_flid10.h5,7,-0.03300992332186837,110,development,ordered
20220217_cam3_flid10.h5,8,0.08483170007727973,108,development,ordered
20220217_cam3_flid10.h5,9,0.020568522383927056,106,development,ordered
20220217_cam3_flid10.h5,10,-0.15359137505395298,102,development,ordered
20220217_cam3_flid10.h5,11,0.14253865111942762,95,development,ordered
20220217_cam3_flid10.h5,12,-0.03779357769869184,94,development,ordered
20220217_cam3_flid11.h5,-12,0.19611544317172042,43,development,ordered
20220217_cam3_flid11.h5,-11,-0.012411050317089388,41,development,ordered
20220217_cam3_flid11.h5,-10,-0.010803958068962168,40,development,ordered
20220217_cam3_flid11.h5,-9,-0.0015631425143400835,45,development,ordered
20220217_cam3_flid11.h5,-8,0.17123499765089306,48,development,ordered
20220217_cam3_flid11.h5,-7,-0.3998628292717616,48,development,ordered
20220217_cam3_flid11.h5,-6,0.12163266603600334,48,development,ordered
20220217_cam3_flid11.h5,-5,-0.08465046899575851,51,development,ordered
20220217_cam3_flid11.h5,-4,0.22087042827313463,53,development,ordered
20220217_cam3_flid11.h5,-3,0.0002998824191506672,55,development,ordered
20220217_cam3_flid11.h5,-2,-0.04256367462749202,62,development,ordered
20220217_cam3_flid11.h5,-1,0.057647861198298074,82,development,ordered
20220217_cam3_flid11.h5,0,-0.13215153415630315,109,development,ordered
20220217_cam3_flid11.h5,1,0.12060460242387135,82,development,ordered
20220217_cam3_flid11.h5,2,-0.0342240447806127,62,development,ordered
20220217_cam3_flid11.h5,3,0.16069384521290497,55,development,ordered
20220217_cam3_flid11.h5,4,-0.07127435734936187,53,development,ordered
20220217_cam3_flid11.h5,5,-0.07008693307864235,51,development,ordered
20220217_cam3_flid11.h5,6,-0.15355197240232607,48,development,ordered
20220217_cam3_flid11.h5,7,0.15443247735589646,48,development,ordered
20220217_cam3_flid11.h5,8,0.18318519339198805,48,development,ordered
20220217_cam3_flid11.h5,9,-0.3186313503894071,45,development,ordered
20220217_cam3_flid11.h5,10,0.31344244588782055,40,development,ordered
20220217_cam3_flid11.h5,11,-0.1762573926460709,41,development,ordered
20220217_cam3_flid11.h5,12,-0.2577205440190798,43,development,ordered
20220217_cam3_flid12.h5,-12,0.09480604080866765,47,development,ordered
20220217_cam3_flid12.h5,-11,-0.0815014006961696,51,development,ordered
20220217_cam3_flid12.h5,-10,0.1650156830580617,50,development,ordered
20220217_cam3_flid12.h5,-9,-0.10526616245811088,52,development,ordered
20220217_cam3_flid12.h5,-8,0.026338140057803203,56,development,ordered
20220217_cam3_flid12.h5,-7,0.02209964768050498,60,development,ordered
20220217_cam3_flid12.h5,-6,-0.13667562176618273,69,development,ordered
20220217_cam3_flid12.h5,-5,0.2219717752675076,78,development,ordered
20220217_cam3_flid12.h5,-4,-0.1660609092561557,85,development,ordered
20220217_cam3_flid12.h5,-3,0.2103803315481852,91,development,ordered
20220217_cam3_flid12.h5,-2,-0.20808670475929847,99,development,ordered
20220217_cam3_flid12.h5,-1,0.05137689720207814,122,development,ordered
20220217_cam3_flid12.h5,0,0.017908078585111106,163,development,ordered
20220217_cam3_flid12.h5,1,-0.08251331778273382,122,development,ordered
20220217_cam3_flid12.h5,2,0.15187708065700883,99,development,ordered
20220217_cam3_flid12.h5,3,-0.06328051817499253,91,development,ordered
20220217_cam3_flid12.h5,4,0.054876410067644314,85,development,ordered
20220217_cam3_flid12.h5,5,-0.0004746699215350921,78,development,ordered
20220217_cam3_flid12.h5,6,-0.01142189685030326,69,development,ordered
20220217_cam3_flid12.h5,7,-0.05720735078876753,60,development,ordered
20220217_cam3_flid12.h5,8,0.02160597867034385,56,development,ordered
20220217_cam3_flid12.h5,9,-0.07022329751514245,52,development,ordered
20220217_cam3_flid12.h5,10,0.04148039974335479,50,development,ordered
20220217_cam3_flid12.h5,11,-0.12016431938599435,51,development,ordered
20220217_cam3_flid12.h5,12,0.15915341446826706,47,development,ordered
20220217_cam3_flid9.h5,-12,-0.055964169192988494,115,development,ordered
20220217_cam3_flid9.h5,-11,0.1415085864583288,114,development,ordered
20220217_cam3_flid9.h5,-10,-0.02692645483379113,111,development,ordered
20220217_cam3_flid9.h5,-9,-0.001396800663499306,114,development,ordered
20220217_cam3_flid9.h5,-8,0.04937571567122631,115,development,ordered
20220217_cam3_flid9.h5,-7,-0.07948482279763401,116,development,ordered
20220217_cam3_flid9.h5,-6,-0.14048124564767867,114,development,ordered
20220217_cam3_flid9.h5,-5,0.12931988767697317,120,development,ordered
20220217_cam3_flid9.h5,-4,-0.20835571280135115,124,development,ordered
20220217_cam3_flid9.h5,-3,0.05883173533741537,133,development,ordered
20220217_cam3_flid9.h5,-2,0.06884113669015908,147,development,ordered
20220217_cam3_flid9.h5,-1,-0.08019356064060196,200,development,ordered
20220217_cam3_flid9.h5,0,-0.030821346561091235,279,development,ordered
20220217_cam3_flid9.h5,1,0.06609065745610467,200,development,ordered
20220217_cam3_flid9.h5,2,-0.029402065077488247,147,development,ordered
20220217_cam3_flid9.h5,3,0.028495321381773794,133,development,ordered
20220217_cam3_flid9.h5,4,-0.017849911086089066,124,development,ordered
20220217_cam3_flid9.h5,5,0.11954602547336847,120,development,ordered
20220217_cam3_flid9.h5,6,0.04153833681747122,114,development,ordered
20220217_cam3_flid9.h5,7,-0.03950973574425815,116,development,ordered
20220217_cam3_flid9.h5,8,-0.024025106617681383,115,development,ordered
20220217_cam3_flid9.h5,9,0.021447490802963938,114,development,ordered
20220217_cam3_flid9.h5,10,0.01243755440855283,111,development,ordered
20220217_cam3_flid9.h5,11,0.06299025400581564,114,development,ordered
20220217_cam3_flid9.h5,12,0.06969946714128891,115,development,ordered
20220217_cam4_flid13.h5,-12,-0.05210340925059478,74,development,ordered
20220217_cam4_flid13.h5,-11,0.024321803174086176,79,development,ordered
20220217_cam4_flid13.h5,-10,-0.06010853649808008,77,development,ordered
20220217_cam4_flid13.h5,-9,0.07515048461538065,74,development,ordered
20220217_cam4_flid13.h5,-8,-0.013217963393764392,75,development,ordered
20220217_cam4_flid13.h5,-7,0.07347948954049495,75,development,ordered
20220217_cam4_flid13.h5,-6,-0.03530549874152295,78,development,ordered
20220217_cam4_flid13.h5,-5,-0.14753293682903276,83,development,ordered
20220217_cam4_flid13.h5,-4,0.17721653707774082,85,development,ordered
20220217_cam4_flid13.h5,-3,0.03937187546003318,82,development,ordered
20220217_cam4_flid13.h5,-2,-0.031748538838459295,92,development,ordered
20220217_cam4_flid13.h5,-1,-0.04028157672699012,130,development,ordered
20220217_cam4_flid13.h5,0,-0.05435500214952703,183,development,ordered
20220217_cam4_flid13.h5,1,0.057220010299894715,130,development,ordered
20220217_cam4_flid13.h5,2,-0.016546810161853547,92,development,ordered
20220217_cam4_flid13.h5,3,-0.06095097987036821,82,development,ordered
20220217_cam4_flid13.h5,4,0.04816094824153876,85,development,ordered
20220217_cam4_flid13.h5,5,-0.05165131021015759,83,development,ordered
20220217_cam4_flid13.h5,6,0.05179159225487828,78,development,ordered
20220217_cam4_flid13.h5,7,-0.06224129130823828,75,development,ordered
20220217_cam4_flid13.h5,8,0.21171737685094566,75,development,ordered
20220217_cam4_flid13.h5,9,-0.043141973830319945,74,development,ordered
20220217_cam4_flid13.h5,10,-0.021672033467631493,77,development,ordered
20220217_cam4_flid13.h5,11,0.0806309342470181,79,development,ordered
20220217_cam4_flid13.h5,12,-0.099815130440212,74,development,ordered
20220217_cam4_flid14.h5,-12,-0.029742431021147223,60,development,ordered
20220217_cam4_flid14.h5,-11,-0.09081748806718487,61,development,ordered
20220217_cam4_flid14.h5,-10,0.1460597136585654,62,development,ordered
20220217_cam4_flid14.h5,-9,0.09241958185993203,62,development,ordered
20220217_cam4_flid14.h5,-8,-0.3614229973022311,65,development,ordered
20220217_cam4_flid14.h5,-7,0.12376116303353989,74,development,ordered
20220217_cam4_flid14.h5,-6,-0.018215922067879947,78,development,ordered
20220217_cam4_flid14.h5,-5,0.14093400165978354,80,development,ordered
20220217_cam4_flid14.h5,-4,-0.16594864585627744,83,development,ordered
20220217_cam4_flid14.h5,-3,0.16009757896746013,88,development,ordered
20220217_cam4_flid14.h5,-2,-0.09177485963233059,94,development,ordered
20220217_cam4_flid14.h5,-1,0.09354442910678314,113,development,ordered
20220217_cam4_flid14.h5,0,-0.2383301261031362,139,development,ordered
20220217_cam4_flid14.h5,1,0.12640763679400477,113,development,ordered
20220217_cam4_flid14.h5,2,0.2667533246945842,94,development,ordered
20220217_cam4_flid14.h5,3,-0.28002897345829053,88,development,ordered
20220217_cam4_flid14.h5,4,0.1471253726269633,83,development,ordered
20220217_cam4_flid14.h5,5,0.014189172333874784,80,development,ordered
20220217_cam4_flid14.h5,6,0.027939935678671018,78,development,ordered
20220217_cam4_flid14.h5,7,-0.08017907437768959,74,development,ordered
20220217_cam4_flid14.h5,8,-0.09158668379336206,65,development,ordered
20220217_cam4_flid14.h5,9,0.08727365133879883,62,development,ordered
20220217_cam4_flid14.h5,10,-0.03371602686198358,62,development,ordered
20220217_cam4_flid14.h5,11,0.05569221615039165,61,development,ordered
20220217_cam4_flid14.h5,12,-0.06011559234554691,60,development,ordered
20220217_cam4_flid15.h5,-12,0.018363659147749616,226,development,ordered
20220217_cam4_flid15.h5,-11,0.09362939343900362,219,development,ordered
20220217_cam4_flid15.h5,-10,-0.15064790318604984,223,development,ordered
20220217_cam4_flid15.h5,-9,0.18621685254433104,233,development,ordered
20220217_cam4_flid15.h5,-8,-0.05509503114770961,238,development,ordered
20220217_cam4_flid15.h5,-7,0.07805467441445947,239,development,ordered
20220217_cam4_flid15.h5,-6,-0.03649328773435195,238,development,ordered
20220217_cam4_flid15.h5,-5,-0.035470778770470654,234,development,ordered
20220217_cam4_flid15.h5,-4,-0.032186405750710835,231,development,ordered
20220217_cam4_flid15.h5,-3,0.010486960884615698,235,development,ordered
20220217_cam4_flid15.h5,-2,-0.0014192672051080238,247,development,ordered
20220217_cam4_flid15.h5,-1,-0.10793326785778679,324,development,ordered
20220217_cam4_flid15.h5,0,0.2397932062252229,424,development,ordered
20220217_cam4_flid15.h5,1,-0.06914057060890541,324,development,ordered
20220217_cam4_flid15.h5,2,0.029995637803267704,247,development,ordered
20220217_cam4_flid15.h5,3,-0.08187167762919385,235,development,ordered
20220217_cam4_flid15.h5,4,0.08977020507700291,231,development,ordered
20220217_cam4_flid15.h5,5,-0.07531170970309227,234,development,ordered
20220217_cam4_flid15.h5,6,-0.046411042672542965,238,development,ordered
20220217_cam4_flid15.h5,7,0.08336573331141423,239,development,ordered
20220217_cam4_flid15.h5,8,0.07174993767767285,238,development,ordered
20220217_cam4_flid15.h5,9,-0.009205685092673757,233,development,ordered
20220217_cam4_flid15.h5,10,0.006804837657660797,223,development,ordered
20220217_cam4_flid15.h5,11,-0.09739462683279822,219,development,ordered
20220217_cam4_flid15.h5,12,0.00918514218216606,226,development,ordered
20220313_cam3_flid16.h5,-12,0.14533628784236433,56,development,ordered
20220313_cam3_flid16.h5,-11,-0.19277910861573913,56,development,ordered
20220313_cam3_flid16.h5,-10,0.227065129241791,60,development,ordered
20220313_cam3_flid16.h5,-9,-0.10972873274171412,60,development,ordered
20220313_cam3_flid16.h5,-8,0.026963278316442133,55,development,ordered
20220313_cam3_flid16.h5,-7,0.01978555156924829,53,development,ordered
20220313_cam3_flid16.h5,-6,-0.09167806646377119,56,development,ordered
20220313_cam3_flid16.h5,-5,-0.07869713496336672,57,development,ordered
20220313_cam3_flid16.h5,-4,0.15519728464032895,59,development,ordered
20220313_cam3_flid16.h5,-3,-0.08583025379876567,66,development,ordered
20220313_cam3_flid16.h5,-2,-0.21132758303257643,70,development,ordered
20220313_cam3_flid16.h5,-1,0.16410889891170866,88,development,ordered
20220313_cam3_flid16.h5,0,-0.14961784423139668,120,development,ordered
20220313_cam3_flid16.h5,1,0.09348012605041403,88,development,ordered
20220313_cam3_flid16.h5,2,0.0031595670516548395,70,development,ordered
20220313_cam3_flid16.h5,3,-0.053823958030292864,66,development,ordered
20220313_cam3_flid16.h5,4,0.002843628959606983,59,development,ordered
20220313_cam3_flid16.h5,5,-0.09384439490369526,57,development,ordered
20220313_cam3_flid16.h5,6,0.2415463418258968,56,development,ordered
20220313_cam3_flid16.h5,7,-0.1314673595133589,53,development,ordered
20220313_cam3_flid16.h5,8,-0.1364382100364956,55,development,ordered
20220313_cam3_flid16.h5,9,0.27767219863672865,60,development,ordered
20220313_cam3_flid16.h5,10,0.009059251884047922,60,development,ordered
