split,source_file,corr_minus10,corr_plus10,plus_minus_minus
development,20220217_cam1_flid1.h5,-0.1825504283720197,-0.0292721694381288,0.1532782589338909
development,20220217_cam1_flid2.h5,0.0142404782513627,-0.039435241049614,-0.053675719300976706
development,20220217_cam1_flid3.h5,-0.0039213677637998,0.1244099590590014,0.1283313268228012
development,20220217_cam1_flid4.h5,-0.2416288555731754,0.0404250701454303,0.2820539257186057
development,20220217_cam2_flid5.h5,0.0468667252476411,0.0464345623669486,-0.0004321628806924979
development,20220217_cam2_flid6.h5,-0.1178492493762367,-0.0480656631786929,0.0697835861975438
development,20220217_cam2_flid7.h5,-0.1220250508630247,0.0829767139511409,0.2050017648141656
development,20220217_cam2_flid8.h5,0.0034888509546776,-0.1039013478888368,-0.1073901988435144
development,20220217_cam3_flid10.h5,-0.019374465050701,0.0631742167609525,0.08254868181165351
development,20220217_cam3_flid11.h5,0.057647861198298,0.1206046024238713,0.0629567412255733
development,20220217_cam3_flid12.h5,0.0513768972020781,-0.0825133177827338,-0.1338902149848119
development,20220217_cam3_flid9.h5,-0.0801935606406019,0.0660906574561046,0.1462842180967065
development,20220217_cam4_flid13.h5,-0.0402815767269901,0.0572200102998947,0.0975015870268848
development,20220217_cam4_flid14.h5,0.0935444291067831,0.1264076367940047,0.03286320768722162
development,20220217_cam4_flid15.h5,-0.1079332678577867,-0.0691405706089054,0.038792697248881305
development,20220313_cam3_flid16.h5,0.1641088989117086,0.093480126050414,-0.0706287728612946
development,20220313_cam3_flid17.h5,0.0415228419715901,0.0291279919285627,-0.012394850043027397
development,20220313_cam3_flid18.h5,0.2139985566380571,0.2822709589853718,0.06827240234731469
development,20220313_cam3_flid19.h5,0.1860755318773654,-0.004062521968599,-0.19013805384596438
development,20220313_cam4_flid20.h5,0.1589981770571275,0.1897049023492332,0.03070672529210572
development,20220313_cam4_flid21.h5,0.2346373697615564,0.3463146029277735,0.11167723316621708
development,20220313_cam4_flid22.h5,0.0146565386695599,0.0976343153084734,0.0829777766389135
development,20220313_cam4_flid23.h5,0.0666290576721153,0.0364978151979226,-0.0301312424741927
development,20220326_cam3_flid24.h5,0.2310406021704526,0.1096698992081126,-0.12137070296234001
development,20220326_cam3_flid25.h5,-0.1344201498494931,-0.0899988271086594,0.0444213227408337
development,20220326_cam3_flid26.h5,-0.0294456976621213,0.1270028974448262,0.1564485951069475
development,20220326_cam3_flid27.h5,0.0637107510863616,-0.0749363084787765,-0.1386470595651381
development,20220326_cam4_flid28.h5,0.1860233856735586,0.1626333588209914,-0.02339002685256722
development,20220326_cam4_flid29.h5,0.0493887596010384,0.0759884428876127,0.026599683286574298
development,20220326_cam4_flid30.h5,-0.0084929061555212,0.1608767114206467,0.1693696175761679
development,20220326_cam4_flid31.h5,0.1633169763347189,0.0692990428627498,-0.0940179334719691
holdout,20220418_cam1_flid32.h5,-0.1406227862476872,0.1437438124558759,0.28436659870356307
holdout,20220418_cam1_flid33.h5,0.1090567149401328,0.0201379303602146,-0.0889187845799182
holdout,20220418_cam1_flid34.h5,0.1247758431564972,-0.0762000369205884,-0.2009758800770856
holdout,20220418_cam1_flid35.h5,0.0901651199713191,0.1538352821128785,0.0636701621415594
holdout,20220418_cam2_flid36.h5,0.24159629891121,0.057270033499108,-0.184326265412102
holdout,20220418_cam2_flid37.h5,-0.0323856161137626,0.0562932179859986,0.08867883409976121
holdout,20220418_cam2_flid38.h5,0.0270049289875188,-0.1286083607674475,-0.1556132897549663
holdout,20220418_cam2_flid39.h5,0.0554007781564074,0.1993386429965513,0.1439378648401439
holdout,20220418_cam3_flid40.h5,0.1141464188730508,0.0818192790040313,-0.0323271398690195
holdout,20220418_cam3_flid41.h5,-0.0832401606046747,0.032207114280571,0.1154472748852457
holdout,20220418_cam3_flid42.h5,-0.0635020288896019,0.0286062010274234,0.0921082299170253
holdout,20220418_cam3_flid43.h5,-0.0036182206820159,0.2185146693520608,0.22213289003407669
holdout,20220418_cam4_flid44.h5,0.04321784366168,0.0608216729883587,0.0176038293266787
holdout,20220418_cam4_flid45.h5,0.1701259683733252,0.1193601306209536,-0.05076583775237159
holdout,20220418_cam4_flid46.h5,0.2152105070496213,0.1752098155356485,-0.040000691513972814
holdout,20220418_cam4_flid47.h5,0.0569810595363626,0.0981102119364924,0.0411291524001298
