source_file,direction,lifecycle_band,feature,raw_share_change,matched_nonexchange_mean_change,event_minus_matched_change
20220418_cam1_flid33.h5,retention → traversal,6–24 h,locomotion,-0.004999999999999999,0.010735294117647051,-0.01573529411764705
20220418_cam1_flid33.h5,retention → traversal,6–24 h,unresolved,-0.03166666666666661,-0.0035784313725490224,-0.028088235294117584
20220418_cam1_flid33.h5,retention → traversal,6–24 h,idle,-0.08333333333333326,-0.0015196078431372508,-0.08181372549019601
20220418_cam1_flid33.h5,retention → traversal,6–24 h,proboscis,0.0816666666666666,-0.0016666666666666674,0.08333333333333326
20220418_cam1_flid33.h5,retention → traversal,6–24 h,grooming,0.0033333333333332993,-0.003970588235294111,0.0073039215686274105
20220418_cam1_flid33.h5,retention → traversal,6–24 h,locomotion,-0.0083333333333333,0.010735294117647051,-0.01906862745098035
20220418_cam1_flid33.h5,retention → traversal,6–24 h,unresolved,0.006666666666666696,-0.0035784313725490224,0.010245098039215719
20220418_cam1_flid33.h5,retention → traversal,6–24 h,idle,0.06833333333333336,-0.0015196078431372508,0.0698529411764706
20220418_cam1_flid33.h5,retention → traversal,6–24 h,proboscis,0.0066666666666667,-0.0016666666666666674,0.008333333333333368
20220418_cam1_flid33.h5,retention → traversal,6–24 h,grooming,0.010000000000000103,-0.003970588235294111,0.013970588235294214
20220418_cam1_flid33.h5,retention → traversal,6–24 h,locomotion,-0.009999999999999998,0.010735294117647051,-0.02073529411764705
20220418_cam1_flid33.h5,retention → traversal,6–24 h,unresolved,-0.07500000000000001,-0.0035784313725490224,-0.07142156862745098
20220418_cam1_flid33.h5,traversal → retention,6–24 h,idle,-0.14666666666666683,-0.0015196078431372508,-0.14514705882352957
20220418_cam1_flid33.h5,traversal → retention,6–24 h,proboscis,-0.005,-0.0016666666666666674,-0.0033333333333333327
20220418_cam1_flid33.h5,traversal → retention,6–24 h,grooming,0.005,-0.003970588235294111,0.008970588235294112
20220418_cam1_flid33.h5,traversal → retention,6–24 h,locomotion,0.046666666666666703,0.010735294117647051,0.03593137254901965
20220418_cam1_flid33.h5,traversal → retention,6–24 h,unresolved,0.1,-0.0035784313725490224,0.10357843137254903
20220418_cam1_flid33.h5,retention → traversal,6–24 h,idle,0.07999999999999996,-0.0015196078431372508,0.0815196078431372
20220418_cam1_flid33.h5,retention → traversal,6–24 h,proboscis,-0.01,-0.0016666666666666674,-0.008333333333333333
20220418_cam1_flid33.h5,retention → traversal,6–24 h,grooming,-0.0183333333333333,-0.003970588235294111,-0.014362745098039188
20220418_cam1_flid33.h5,retention → traversal,6–24 h,locomotion,0.0,0.010735294117647051,-0.010735294117647051
20220418_cam1_flid33.h5,retention → traversal,6–24 h,unresolved,-0.05166666666666671,-0.0035784313725490224,-0.04808823529411769
20220418_cam1_flid33.h5,retention → traversal,6–24 h,idle,0.09833333333333316,-0.0015196078431372508,0.09985294117647041
20220418_cam1_flid33.h5,retention → traversal,6–24 h,proboscis,-0.0016666666666667002,-0.0016666666666666674,-3.2742905609062234e-17
20220418_cam1_flid33.h5,retention → traversal,6–24 h,grooming,-0.0133333333333333,-0.003970588235294111,-0.009362745098039188
20220418_cam1_flid33.h5,retention → traversal,6–24 h,locomotion,-0.0016666666666666,0.010735294117647051,-0.01240196078431365
20220418_cam1_flid33.h5,retention → traversal,6–24 h,unresolved,-0.0816666666666666,-0.0035784313725490224,-0.07808823529411757
20220418_cam1_flid34.h5,traversal → retention,>72 h,idle,-0.07666666666666677,-0.025053763440860227,-0.05161290322580654
20220418_cam1_flid34.h5,traversal → retention,>72 h,proboscis,-0.0383333333333333,-0.001666666666666668,-0.03666666666666663
20220418_cam1_flid34.h5,traversal → retention,>72 h,grooming,0.0833333333333333,-0.012150537634408612,0.09548387096774191
20220418_cam1_flid34.h5,traversal → retention,>72 h,locomotion,0.0066666666666666,0.02919354838709677,-0.022526881720430172
20220418_cam1_flid34.h5,traversal → retention,>72 h,unresolved,0.025,0.009677419354838708,0.015322580645161293
20220418_cam1_flid34.h5,traversal → retention,>72 h,idle,0.6400000000000001,-0.025053763440860227,0.6650537634408603
20220418_cam1_flid34.h5,traversal → retention,>72 h,proboscis,0.0366666666666667,-0.001666666666666668,0.03833333333333337
20220418_cam1_flid34.h5,traversal → retention,>72 h,grooming,-0.1566666666666665,-0.012150537634408612,-0.1445161290322579
20220418_cam1_flid34.h5,traversal → retention,>72 h,locomotion,-0.33999999999999997,0.02919354838709677,-0.3691935483870967
20220418_cam1_flid34.h5,traversal → retention,>72 h,unresolved,-0.18,0.009677419354838708,-0.1896774193548387
20220418_cam1_flid34.h5,traversal → retention,>72 h,idle,-0.06666666666666676,-0.025053763440860227,-0.04161290322580653
20220418_cam1_flid34.h5,traversal → retention,>72 h,proboscis,-0.0316666666666666,-0.001666666666666668,-0.029999999999999933
20220418_cam1_flid34.h5,traversal → retention,>72 h,grooming,0.075,-0.012150537634408612,0.08715053763440861
20220418_cam1_flid34.h5,traversal → retention,>72 h,locomotion,0.0,0.02919354838709677,-0.02919354838709677
20220418_cam1_flid34.h5,traversal → retention,>72 h,unresolved,0.0233333333333333,0.009677419354838708,0.013655913978494591
20220418_cam1_flid34.h5,traversal → retention,>72 h,idle,-0.23666666666666647,-0.025053763440860227,-0.21161290322580625
20220418_cam1_flid34.h5,traversal → retention,>72 h,proboscis,0.0,-0.001666666666666668,0.001666666666666668
20220418_cam1_flid34.h5,traversal → retention,>72 h,grooming,0.1783333333333332,-0.012150537634408612,0.19048387096774183
20220418_cam1_flid34.h5,traversal → retention,>72 h,locomotion,0.0016666666666667,0.02919354838709677,-0.027526881720430073
20220418_cam1_flid34.h5,traversal → retention,>72 h,unresolved,0.0566666666666667,0.009677419354838708,0.04698924731182799
20220418_cam1_flid34.h5,retention → traversal,>72 h,idle,0.2300000000000001,-0.025053763440860227,0.25505376344086034
20220418_cam1_flid34.h5,retention → traversal,>72 h,proboscis,0.0016666666666666,-0.001666666666666668,0.003333333333333268
20220418_cam1_flid34.h5,retention → traversal,>72 h,grooming,-0.1783333333333332,-0.012150537634408612,-0.16618279569892458
20220418_cam1_flid34.h5,retention → traversal,>72 h,locomotion,-0.005,0.02919354838709677,-0.03419354838709677
20220418_cam1_flid34.h5,retention → traversal,>72 h,unresolved,-0.048333333333333395,0.009677419354838708,-0.0580107526881721
20220418_cam1_flid34.h5,traversal → retention,>72 h,idle,-0.043333333333333335,-0.025053763440860227,-0.01827956989247311
20220418_cam1_flid34.h5,traversal → retention,>72 h,proboscis,-0.005,-0.001666666666666668,-0.0033333333333333322
20220418_cam1_flid34.h5,traversal → retention,>72 h,grooming,0.018333333333333306,-0.012150537634408612,0.030483870967741918
20220418_cam1_flid34.h5,traversal → retention,>72 h,locomotion,0.055,0.02919354838709677,0.02580645161290323
20220418_cam1_flid34.h5,traversal → retention,>72 h,unresolved,-0.025,0.009677419354838708,-0.03467741935483871
20220418_cam1_flid34.h5,retention → traversal,>72 h,idle,0.21499999999999986,-0.025053763440860227,0.24005376344086007
20220418_cam1_flid34.h5,retention → traversal,>72 h,proboscis,0.005,-0.001666666666666668,0.006666666666666668
20220418_cam1_flid34.h5,retention → traversal,>72 h,grooming,-0.12333333333333331,-0.012150537634408612,-0.1111827956989247
20220418_cam1_flid34.h5,retention → traversal,>72 h,locomotion,-0.0216666666666666,0.02919354838709677,-0.05086021505376337
20220418_cam1_flid34.h5,retention → traversal,>72 h,unresolved,-0.075,0.009677419354838708,-0.0846774193548387
20220418_cam1_flid34.h5,traversal → retention,>72 h,idle,-0.02666666666666684,-0.025053763440860227,-0.0016129032258066119
20220418_cam1_flid34.h5,traversal → retention,>72 h,proboscis,-0.005,-0.001666666666666668,-0.0033333333333333322
20220418_cam1_flid34.h5,traversal → retention,>72 h,grooming,0.03,-0.012150537634408612,0.04215053763440861
20220418_cam1_flid34.h5,traversal → retention,>72 h,locomotion,0.0049999999999999,0.02919354838709677,-0.02419354838709687
20220418_cam1_flid34.h5,traversal → retention,>72 h,unresolved,-0.0033333333333332993,0.009677419354838708,-0.013010752688172008
20220418_cam1_flid34.h5,retention → traversal,>72 h,idle,0.056666666666666754,-0.025053763440860227,0.08172043010752698
20220418_cam1_flid34.h5,retention → traversal,>72 h,proboscis,0.0083333333333333,-0.001666666666666668,0.009999999999999969
20220418_cam1_flid34.h5,retention → traversal,>72 h,grooming,-0.0133333333333333,-0.012150537634408612,-0.0011827956989246876
20220418_cam1_flid34.h5,retention → traversal,>72 h,locomotion,-0.0116666666666666,0.02919354838709677,-0.040860215053763374
20220418_cam1_flid34.h5,retention → traversal,>72 h,unresolved,-0.04,0.009677419354838708,-0.04967741935483871
20220418_cam1_flid34.h5,retention → traversal,>72 h,idle,0.29333333333333333,-0.025053763440860227,0.3183870967741936
20220418_cam1_flid34.h5,retention → traversal,>72 h,proboscis,0.0033333333333334,-0.001666666666666668,0.005000000000000068
20220418_cam1_flid34.h5,retention → traversal,>72 h,grooming,-0.2599999999999999,-0.012150537634408612,-0.2478494623655913
20220418_cam1_flid34.h5,retention → traversal,>72 h,locomotion,0.0016666666666667002,0.02919354838709677,-0.02752688172043007
20220418_cam1_flid34.h5,retention → traversal,>72 h,unresolved,-0.0383333333333333,0.009677419354838708,-0.04801075268817201
20220418_cam1_flid34.h5,traversal → retention,>72 h,idle,0.006666666666666599,-0.025053763440860227,0.03172043010752683
20220418_cam1_flid34.h5,traversal → retention,>72 h,proboscis,-0.005,-0.001666666666666668,-0.0033333333333333322
20220418_cam1_flid34.h5,traversal → retention,>72 h,grooming,0.0,-0.012150537634408612,0.012150537634408612
20220418_cam1_flid34.h5,traversal → retention,>72 h,locomotion,-0.0033333333333333,0.02919354838709677,-0.03252688172043007
20220418_cam1_flid34.h5,traversal → retention,>72 h,unresolved,0.0016666666666667,0.009677419354838708,-0.008010752688172008
20220418_cam1_flid34.h5,traversal → retention,>72 h,idle,0.32666666666666666,-0.025053763440860227,0.3517204301075269
20220418_cam1_flid34.h5,traversal → retention,>72 h,proboscis,0.01,-0.001666666666666668,0.011666666666666669
20220418_cam1_flid34.h5,traversal → retention,>72 h,grooming,-0.0383333333333333,-0.012150537634408612,-0.02618279569892469
20220418_cam1_flid34.h5,traversal → retention,>72 h,locomotion,-0.22500000000000003,0.02919354838709677,-0.2541935483870968
20220418_cam1_flid34.h5,traversal → retention,>72 h,unresolved,-0.07333333333333329,0.009677419354838708,-0.083010752688172
20220418_cam1_flid34.h5,retention → traversal,>72 h,idle,0.09000000000000002,-0.025053763440860227,0.11505376344086025
20220418_cam1_flid34.h5,retention → traversal,>72 h,proboscis,0.0066666666666666,-0.001666666666666668,0.008333333333333269
20220418_cam1_flid34.h5,retention → traversal,>72 h,grooming,-0.026666666666666797,-0.012150537634408612,-0.014516129032258185
20220418_cam1_flid34.h5,retention → traversal,>72 h,locomotion,-0.0566666666666667,0.02919354838709677,-0.08586021505376347
20220418_cam1_flid34.h5,retention → traversal,>72 h,unresolved,-0.013333333333333405,0.009677419354838708,-0.023010752688172112
20220418_cam1_flid34.h5,traversal → retention,>72 h,idle,0.4133333333333334,-0.025053763440860227,0.43838709677419363
20220418_cam1_flid34.h5,traversal → retention,>72 h,proboscis,0.0,-0.001666666666666668,0.001666666666666668
20220418_cam1_flid34.h5,traversal → retention,>72 h,grooming,0.00833333333333329,-0.012150537634408612,0.020483870967741902
20220418_cam1_flid34.h5,traversal → retention,>72 h,locomotion,-0.35833333333333345,0.02919354838709677,-0.3875268817204302
20220418_cam1_flid34.h5,traversal → retention,>72 h,unresolved,-0.06333333333333341,0.009677419354838708,-0.07301075268817211
20220418_cam1_flid34.h5,retention → traversal,>72 h,idle,-0.5333333333333334,-0.025053763440860227,-0.5082795698924732
20220418_cam1_flid34.h5,retention → traversal,>72 h,proboscis,-0.02,-0.001666666666666668,-0.018333333333333333
20220418_cam1_flid34.h5,retention → traversal,>72 h,grooming,0.1333333333333333,-0.012150537634408612,0.1454838709677419
20220418_cam1_flid34.h5,retention → traversal,>72 h,locomotion,0.295,0.02919354838709677,0.2658064516129032
20220418_cam1_flid34.h5,retention → traversal,>72 h,unresolved,0.12499999999999992,0.009677419354838708,0.11532258064516121
20220418_cam1_flid34.h5,traversal → retention,24–72 h,idle,0.3533333333333333,-0.021023391812865503,0.3743567251461988
20220418_cam1_flid34.h5,traversal → retention,24–72 h,proboscis,0.005,-0.005058479532163741,0.010058479532163742
20220418_cam1_flid34.h5,traversal → retention,24–72 h,grooming,-0.03499999999999989,0.018274853801169583,-0.053274853801169475
20220418_cam1_flid34.h5,traversal → retention,24–72 h,locomotion,-0.31333333333333335,0.007192982456140354,-0.3205263157894737
20220418_cam1_flid34.h5,traversal → retention,24–72 h,unresolved,-0.010000000000000009,0.0006140350877192964,-0.010614035087719305
20220418_cam1_flid34.h5,retention → traversal,24–72 h,idle,0.006666666666666599,-0.021023391812865503,0.0276900584795321
20220418_cam1_flid34.h5,retention → traversal,24–72 h,proboscis,-0.005,-0.005058479532163741,5.8479532163741195e-05
20220418_cam1_flid34.h5,retention → traversal,24–72 h,grooming,0.0316666666666668,0.018274853801169583,0.013391812865497218
20220418_cam1_flid34.h5,retention → traversal,24–72 h,locomotion,-0.018333333333333368,0.007192982456140354,-0.025526315789473723
20220418_cam1_flid34.h5,retention → traversal,24–72 h,unresolved,-0.014999999999999986,0.0006140350877192964,-0.015614035087719282
20220418_cam1_flid34.h5,traversal → retention,24–72 h,idle,0.1700000000000001,-0.021023391812865503,0.1910233918128656
20220418_cam1_flid34.h5,traversal → retention,24–72 h,proboscis,0.0,-0.005058479532163741,0.005058479532163741
20220418_cam1_flid34.h5,traversal → retention,24–72 h,grooming,-0.07499999999999998,0.018274853801169583,-0.09327485380116957
20220418_cam1_flid34.h5,traversal → retention,24–72 h,locomotion,-0.07333333333333336,0.007192982456140354,-0.08052631578947371
20220418_cam1_flid34.h5,traversal → retention,24–72 h,unresolved,-0.021666666666666612,0.0006140350877192964,-0.022280701754385908
20220418_cam1_flid34.h5,retention → traversal,24–72 h,idle,-0.1933333333333334,-0.021023391812865503,-0.1723099415204679
20220418_cam1_flid34.h5,retention → traversal,24–72 h,proboscis,0.0016666666666666,-0.005058479532163741,0.0067251461988303415
20220418_cam1_flid34.h5,retention → traversal,24–72 h,grooming,0.058333333333333307,0.018274853801169583,0.040058479532163724
20220418_cam1_flid34.h5,retention → traversal,24–72 h,locomotion,0.08833333333333343,0.007192982456140354,0.08114035087719308
20220418_cam1_flid34.h5,retention → traversal,24–72 h,unresolved,0.045000000000000095,0.0006140350877192964,0.0443859649122808
20220418_cam1_flid34.h5,traversal → retention,24–72 h,idle,0.03333333333333338,-0.021023391812865503,0.05435672514619888
20220418_cam1_flid34.h5,traversal → retention,24–72 h,proboscis,0.0033333333333334,-0.005058479532163741,0.008391812865497141
20220418_cam1_flid34.h5,traversal → retention,24–72 h,grooming,0.04000000000000009,0.018274853801169583,0.02172514619883051
20220418_cam1_flid34.h5,traversal → retention,24–72 h,locomotion,-0.07000000000000006,0.007192982456140354,-0.07719298245614041
20220418_cam1_flid34.h5,traversal → retention,24–72 h,unresolved,-0.00666666666666671,0.0006140350877192964,-0.007280701754386006
20220418_cam1_flid34.h5,traversal → retention,24–72 h,idle,0.3633333333333334,-0.021023391812865503,0.3843567251461989
20220418_cam1_flid34.h5,traversal → retention,24–72 h,proboscis,0.0033333333333332993,-0.005058479532163741,0.00839181286549704
20220418_cam1_flid34.h5,traversal → retention,24–72 h,grooming,-0.0866666666666666,0.018274853801169583,-0.10494152046783618
20220418_cam1_flid34.h5,traversal → retention,24–72 h,locomotion,-0.19666666666666668,0.007192982456140354,-0.20385964912280705
20220418_cam1_flid34.h5,traversal → retention,24–72 h,unresolved,-0.08333333333333331,0.0006140350877192964,-0.08394736842105262
20220418_cam1_flid34.h5,retention → traversal,24–72 h,idle,-0.24500000000000005,-0.021023391812865503,-0.22397660818713455
20220418_cam1_flid34.h5,retention → traversal,24–72 h,proboscis,-0.01,-0.005058479532163741,-0.004941520467836259
20220418_cam1_flid34.h5,retention → traversal,24–72 h,grooming,0.07666666666666669,0.018274853801169583,0.058391812865497106
20220418_cam1_flid34.h5,retention → traversal,24–72 h,locomotion,0.1916666666666666,0.007192982456140354,0.18447368421052623
20220418_cam1_flid34.h5,retention → traversal,24–72 h,unresolved,-0.013333333333333294,0.0006140350877192964,-0.01394736842105259
20220418_cam1_flid34.h5,traversal → retention,24–72 h,idle,0.25000000000000006,-0.021023391812865503,0.27102339181286556
20220418_cam1_flid34.h5,traversal → retention,24–72 h,proboscis,0.0016666666666666,-0.005058479532163741,0.0067251461988303415
20220418_cam1_flid34.h5,traversal → retention,24–72 h,grooming,-0.0733333333333333,0.018274853801169583,-0.09160818713450289
20220418_cam1_flid34.h5,traversal → retention,24–72 h,locomotion,-0.23000000000000004,0.007192982456140354,-0.2371929824561404
20220418_cam1_flid34.h5,traversal → retention,24–72 h,unresolved,0.05166666666666661,0.0006140350877192964,0.051052631578947315
20220418_cam1_flid34.h5,traversal → retention,24–72 h,idle,-0.3783333333333333,-0.021023391812865503,-0.3573099415204678
20220418_cam1_flid34.h5,traversal → retention,24–72 h,proboscis,-0.005,-0.005058479532163741,5.8479532163741195e-05
20220418_cam1_flid34.h5,traversal → retention,24–72 h,grooming,0.2483333333333332,0.018274853801169583,0.23005847953216363
20220418_cam1_flid34.h5,traversal → retention,24–72 h,locomotion,0.0216666666666666,0.007192982456140354,0.014473684210526246
20220418_cam1_flid34.h5,traversal → retention,24–72 h,unresolved,0.11333333333333319,0.0006140350877192964,0.11271929824561389
20220418_cam1_flid34.h5,retention → traversal,24–72 h,idle,0.565,-0.021023391812865503,0.5860233918128654
20220418_cam1_flid34.h5,retention → traversal,24–72 h,proboscis,0.0,-0.005058479532163741,0.005058479532163741
20220418_cam1_flid34.h5,retention → traversal,24–72 h,grooming,-0.34333333333333316,0.018274853801169583,-0.3616081871345027
20220418_cam1_flid34.h5,retention → traversal,24–72 h,locomotion,-0.085,0.007192982456140354,-0.09219298245614035
20220418_cam1_flid34.h5,retention → traversal,24–72 h,unresolved,-0.13666666666666671,0.0006140350877192964,-0.137280701754386
20220418_cam1_flid34.h5,traversal → retention,24–72 h,idle,-0.6516666666666666,-0.021023391812865503,-0.6306432748538011
20220418_cam1_flid34.h5,traversal → retention,24–72 h,proboscis,0.0466666666666666,-0.005058479532163741,0.05172514619883034
20220418_cam1_flid34.h5,traversal → retention,24–72 h,grooming,0.37333333333333335,0.018274853801169583,0.35505847953216374
20220418_cam1_flid34.h5,traversal → retention,24–72 h,locomotion,0.1283333333333334,0.007192982456140354,0.12114035087719306
20220418_cam1_flid34.h5,traversal → retention,24–72 h,unresolved,0.1033333333333333,0.0006140350877192964,0.102719298245614
20220418_cam1_flid34.h5,traversal → retention,24–72 h,idle,0.18166666666666675,-0.021023391812865503,0.20269005847953225
20220418_cam1_flid34.h5,traversal → retention,24–72 h,proboscis,0.0,-0.005058479532163741,0.005058479532163741
20220418_cam1_flid34.h5,traversal → retention,24–72 h,grooming,-0.020000000000000004,0.018274853801169583,-0.03827485380116959
20220418_cam1_flid34.h5,traversal → retention,24–72 h,locomotion,-0.1050000000000001,0.007192982456140354,-0.11219298245614044
20220418_cam1_flid34.h5,traversal → retention,24–72 h,unresolved,-0.0566666666666666,0.0006140350877192964,-0.0572807017543859
20220418_cam1_flid34.h5,traversal → retention,24–72 h,idle,0.56,-0.021023391812865503,0.5810233918128656
20220418_cam1_flid34.h5,traversal → retention,24–72 h,proboscis,-0.0133333333333333,-0.005058479532163741,-0.008274853801169558
20220418_cam1_flid34.h5,traversal → retention,24–72 h,grooming,-0.1333333333333334,0.018274853801169583,-0.15160818713450297
20220418_cam1_flid34.h5,traversal → retention,24–72 h,locomotion,-0.28,0.007192982456140354,-0.2871929824561404
20220418_cam1_flid34.h5,traversal → retention,24–72 h,unresolved,-0.1333333333333332,0.0006140350877192964,-0.13394736842105248
20220418_cam1_flid34.h5,retention → traversal,24–72 h,idle,-0.27499999999999997,-0.021023391812865503,-0.25397660818713447
20220418_cam1_flid34.h5,retention → traversal,24–72 h,proboscis,0.0,-0.005058479532163741,0.005058479532163741
20220418_cam1_flid34.h5,retention → traversal,24–72 h,grooming,0.0566666666666666,0.018274853801169583,0.03839181286549702
20220418_cam1_flid34.h5,retention → traversal,24–72 h,locomotion,0.11166666666666664,0.007192982456140354,0.10447368421052629
20220418_cam1_flid34.h5,retention → traversal,24–72 h,unresolved,0.1066666666666667,0.0006140350877192964,0.1060526315789474
20220418_cam1_flid34.h5,traversal → retention,24–72 h,idle,-0.355,-0.021023391812865503,-0.3339766081871345
20220418_cam1_flid34.h5,traversal → retention,24–72 h,proboscis,0.0,-0.005058479532163741,0.005058479532163741
20220418_cam1_flid34.h5,traversal → retention,24–72 h,grooming,0.0766666666666665,0.018274853801169583,0.05839181286549691
20220418_cam1_flid34.h5,traversal → retention,24–72 h,locomotion,0.14166666666666672,0.007192982456140354,0.13447368421052636
20220418_cam1_flid34.h5,traversal → retention,24–72 h,unresolved,0.13666666666666671,0.0006140350877192964,0.13605263157894742
20220418_cam1_flid34.h5,retention → traversal,24–72 h,idle,-0.3733333333333334,-0.021023391812865503,-0.3523099415204679
20220418_cam1_flid34.h5,retention → traversal,24–72 h,proboscis,0.0033333333333334,-0.005058479532163741,0.008391812865497141
20220418_cam1_flid34.h5,retention → traversal,24–72 h,grooming,0.1066666666666667,0.018274853801169583,0.08839181286549712
20220418_cam1_flid34.h5,retention → traversal,24–72 h,locomotion,0.21833333333333332,0.007192982456140354,0.21114035087719296
20220418_cam1_flid34.h5,retention → traversal,24–72 h,unresolved,0.045,0.0006140350877192964,0.0443859649122807
20220418_cam1_flid34.h5,traversal → retention,24–72 h,idle,0.41333333333333344,-0.021023391812865503,0.43435672514619894
20220418_cam1_flid34.h5,traversal → retention,24–72 h,proboscis,-0.01,-0.005058479532163741,-0.004941520467836259
20220418_cam1_flid34.h5,traversal → retention,24–72 h,grooming,-0.1016666666666666,0.018274853801169583,-0.11994152046783618
20220418_cam1_flid34.h5,traversal → retention,24–72 h,locomotion,-0.23833333333333334,0.007192982456140354,-0.2455263157894737
20220418_cam1_flid34.h5,traversal → retention,24–72 h,unresolved,-0.0633333333333333,0.0006140350877192964,-0.0639473684210526
20220418_cam1_flid34.h5,traversal → retention,24–72 h,idle,0.31666666666666665,-0.021023391812865503,0.33769005847953215
20220418_cam1_flid34.h5,traversal → retention,24–72 h,proboscis,0.03,-0.005058479532163741,0.03505847953216374
20220418_cam1_flid34.h5,traversal → retention,24–72 h,grooming,-0.095,0.018274853801169583,-0.11327485380116958
20220418_cam1_flid34.h5,traversal → retention,24–72 h,locomotion,-0.16666666666666669,0.007192982456140354,-0.17385964912280705
20220418_cam1_flid34.h5,traversal → retention,24–72 h,unresolved,-0.085,0.0006140350877192964,-0.08561403508771931
20220418_cam1_flid34.h5,retention → traversal,24–72 h,idle,-0.3316666666666667,-0.021023391812865503,-0.3106432748538012
20220418_cam1_flid34.h5,retention → traversal,24–72 h,proboscis,-0.0016666666666666,-0.005058479532163741,0.003391812865497141
20220418_cam1_flid34.h5,retention → traversal,24–72 h,grooming,0.07499999999999998,0.018274853801169583,0.0567251461988304
20220418_cam1_flid34.h5,retention → traversal,24–72 h,locomotion,0.21500000000000008,0.007192982456140354,0.20780701754385972
20220418_cam1_flid34.h5,retention → traversal,24–72 h,unresolved,0.04333333333333339,0.0006140350877192964,0.042719298245614094
20220418_cam1_flid34.h5,retention → traversal,24–72 h,idle,-0.39,-0.021023391812865503,-0.3689766081871345
20220418_cam1_flid34.h5,retention → traversal,24–72 h,proboscis,0.0,-0.005058479532163741,0.005058479532163741
20220418_cam1_flid34.h5,retention → traversal,24–72 h,grooming,0.0599999999999999,0.018274853801169583,0.04172514619883032
20220418_cam1_flid34.h5,retention → traversal,24–72 h,locomotion,0.2533333333333334,0.007192982456140354,0.24614035087719305
20220418_cam1_flid34.h5,retention → traversal,24–72 h,unresolved,0.0766666666666667,0.0006140350877192964,0.0760526315789474
20220418_cam1_flid34.h5,traversal → retention,24–72 h,idle,0.0733333333333333,-0.021023391812865503,0.0943567251461988
20220418_cam1_flid34.h5,traversal → retention,24–72 h,proboscis,0.005,-0.005058479532163741,0.010058479532163742
20220418_cam1_flid34.h5,traversal → retention,24–72 h,grooming,0.0016666666666667052,0.018274853801169583,-0.016608187134502878
20220418_cam1_flid34.h5,traversal → retention,24–72 h,locomotion,-0.06666666666666665,0.007192982456140354,-0.073859649122807
20220418_cam1_flid34.h5,traversal → retention,24–72 h,unresolved,-0.013333333333333308,0.0006140350877192964,-0.013947368421052604
20220418_cam1_flid34.h5,retention → traversal,24–72 h,idle,-0.2633333333333333,-0.021023391812865503,-0.2423099415204678
20220418_cam1_flid34.h5,retention → traversal,24–72 h,proboscis,-0.005,-0.005058479532163741,5.8479532163741195e-05
20220418_cam1_flid34.h5,retention → traversal,24–72 h,grooming,0.029999999999999888,0.018274853801169583,0.011725146198830305
20220418_cam1_flid34.h5,retention → traversal,24–72 h,locomotion,0.22499999999999998,0.007192982456140354,0.21780701754385962
20220418_cam1_flid34.h5,retention → traversal,24–72 h,unresolved,0.013333333333333308,0.0006140350877192964,0.012719298245614012
20220418_cam1_flid34.h5,traversal → retention,24–72 h,idle,0.30999999999999994,-0.021023391812865503,0.33102339181286544
20220418_cam1_flid34.h5,traversal → retention,24–72 h,proboscis,0.0,-0.005058479532163741,0.005058479532163741
20220418_cam1_flid34.h5,traversal → retention,24–72 h,grooming,-0.04833333333333319,0.018274853801169583,-0.06660818713450277
20220418_cam1_flid34.h5,traversal → retention,24–72 h,locomotion,-0.21999999999999997,0.007192982456140354,-0.22719298245614034
20220418_cam1_flid34.h5,traversal → retention,24–72 h,unresolved,-0.04166666666666671,0.0006140350877192964,-0.04228070175438601
20220418_cam1_flid34.h5,retention → traversal,24–72 h,idle,-0.15999999999999998,-0.021023391812865503,-0.13897660818713448
20220418_cam1_flid34.h5,retention → traversal,24–72 h,proboscis,0.0,-0.005058479532163741,0.005058479532163741
20220418_cam1_flid34.h5,retention → traversal,24–72 h,grooming,-0.006666666666666696,0.018274853801169583,-0.02494152046783628
20220418_cam1_flid34.h5,retention → traversal,24–72 h,locomotion,0.15000000000000002,0.007192982456140354,0.14280701754385966
20220418_cam1_flid34.h5,retention → traversal,24–72 h,unresolved,0.01666666666666672,0.0006140350877192964,0.016052631578947422
20220418_cam1_flid34.h5,retention → traversal,24–72 h,idle,0.05166666666666675,-0.021023391812865503,0.07269005847953225
20220418_cam1_flid34.h5,retention → traversal,24–72 h,proboscis,0.0133333333333333,-0.005058479532163741,0.018391812865497043
20220418_cam1_flid34.h5,retention → traversal,24–72 h,grooming,-0.056666666666666594,0.018274853801169583,-0.07494152046783617
20220418_cam1_flid34.h5,retention → traversal,24–72 h,locomotion,-0.0033333333333333,0.007192982456140354,-0.010526315789473654
20220418_cam1_flid34.h5,retention → traversal,24–72 h,unresolved,-0.005,0.0006140350877192964,-0.005614035087719297
20220418_cam1_flid34.h5,traversal → retention,24–72 h,idle,-0.30333333333333345,-0.021023391812865503,-0.28230994152046796
20220418_cam1_flid34.h5,traversal → retention,24–72 h,proboscis,0.0183333333333333,-0.005058479532163741,0.02339181286549704
20220418_cam1_flid34.h5,traversal → retention,24–72 h,grooming,0.215,0.018274853801169583,0.19672514619883041
20220418_cam1_flid34.h5,traversal → retention,24–72 h,locomotion,0.005,0.007192982456140354,-0.0021929824561403542
20220418_cam1_flid34.h5,traversal → retention,24–72 h,unresolved,0.065,0.0006140350877192964,0.0643859649122807
20220418_cam1_flid34.h5,retention → traversal,24–72 h,idle,0.18666666666666665,-0.021023391812865503,0.20769005847953215
