method_a,method_b,median_speed_rho,median_burst_dice,p_speed,p_burst,null_speed_p95,null_burst_p95,median_abs_lag_ms,median_orientation_cosine,median_ridge_gap_ms,q_speed,q_burst,bridge_pass
T427 direct,T428 paired,0.21227739028622528,0.2631578947368421,0.11944027986006997,0.8130934532733634,0.22333619420090753,0.34285714285714286,12.0,0.2520665860653245,392.00000000000034,0.3583208395802099,0.8130934532733635,False
T427 direct,T429 separated,0.18143512779518656,0.2894736842105263,0.46926536731634183,0.6401799100449775,0.230787817487297,0.35135135135135137,16.0,0.0,16.000000000000014,0.7038980509745127,0.7682158920539731,False
T427 direct,T432 dynamic,0.21452434333925843,0.3157894736842105,0.11244377811094453,0.1969015492253873,0.22415457973636538,0.34210526315789475,4.0,0.24554962203596378,136.0000000000001,0.3583208395802099,0.29535232383808097,False
T428 paired,T429 separated,0.14835545851616955,0.32432432432432434,0.8445777111444278,0.11044477761119441,0.2241713807000901,0.3380281690140845,32.0,-0.06275178476105445,452.0000000000004,0.8445777111444278,0.22088955522238882,False
T428 paired,T432 dynamic,0.15617707696049948,0.35135135135135137,0.8180909545227386,0.01649175412293853,0.23240493816825336,0.3287671232876712,28.0,0.0,256.0000000000002,0.8445777111444278,0.09895052473763119,False
T429 separated,T432 dynamic,0.21068254380178547,0.34285714285714286,0.43728135932033985,0.10344827586206896,0.2513948795262572,0.3611111111111111,48.0,0.0,240.00000000000023,0.7038980509745127,0.22088955522238882,False
