method,event,time_s,M,C,speed_rank,ridge_distance,burst
T427 direct,GW170104,-0.3632675781249999,0.20630493163446254,0.2167482673613672,0.8205128205128205,1.1150942284081626,1
T427 direct,GW170104,-0.3592675781249999,0.20630493163446254,0.2278948106305979,0.36752136752136755,1.1072932244888594,0
T427 direct,GW170104,-0.35526757812499987,0.24223872681880898,0.23951151580900293,0.3247863247863248,1.0735664309768167,0
T427 direct,GW170104,-0.35126757812499987,0.24223872681880898,0.2459127552633047,0.1452991452991453,1.0690414958306156,0
T427 direct,GW170104,-0.34726757812499986,0.24223872681880898,0.24853155617625164,0.06837606837606838,1.0671958438806186,0
T427 direct,GW170104,-0.34326757812499986,0.24455244769116108,0.24853155617625164,0.8547008547008547,1.0655542343552025,1
T427 direct,GW170104,-0.33926757812499986,0.4801324656650961,0.24853155617625164,0.8461538461538461,0.9137653283629985,1
T427 direct,GW170104,-0.33526757812499985,0.4801324656650961,0.2459127552633047,0.1623931623931624,0.91592020718512,0
T427 direct,GW170104,-0.33126757812499985,0.4801324656650961,0.2375454306885067,0.24786324786324787,0.9228213388947111,0
T427 direct,GW170104,-0.32726757812499985,0.4801324656650961,0.2149891050573409,0.5042735042735043,0.9415436041066431,0
T427 direct,GW170104,-0.32326757812499984,0.41791864420664077,0.19658204491956952,0.8290598290598291,0.9921184986219418,1
T427 direct,GW170104,-0.31926757812499984,0.24624736879903986,0.19411540467310928,0.7863247863247863,1.1034459705973632,0
T427 direct,GW170104,-0.31526757812499984,0.24624736879903986,0.19356658599550022,0.09401709401709402,1.1038468554402479,0
T427 direct,GW170104,-0.31126757812499983,0.24624736879903986,0.18889639427134441,0.1282051282051282,1.1072633328474293,0
T427 direct,GW170104,-0.30726757812499983,0.24624736879903986,0.1864551141281763,0.2564102564102564,1.1090528888969045,0
T427 direct,GW170104,-0.3032675781249998,0.21132845979234788,0.18562534762281985,0.2905982905982906,1.1336705309603683,0
T427 direct,GW170104,-0.2992675781249998,0.2151939192692432,0.16439561739265168,0.5299145299145299,1.1463661145483057,0
T427 direct,GW170104,-0.2952675781249998,0.28307630443602616,0.162860748356619,0.5128205128205128,1.102171362313114,0
T427 direct,GW170104,-0.2912675781249998,0.28952780677201206,0.15701076607244013,0.13675213675213677,1.1024525322515983,0
T427 direct,GW170104,-0.2872675781249998,0.28952780677201206,0.15701076607244013,0.029914529914529916,1.1024525322515983,0
T427 direct,GW170104,-0.2832675781249998,0.28952780677201206,0.15701076607244013,0.07692307692307693,1.1024525322515983,0
T427 direct,GW170104,-0.2792675781249998,0.28952780677201206,0.16148386277031698,0.7521367521367521,1.0990359638086353,0
T427 direct,GW170104,-0.2752675781249998,0.4284507933286301,0.16439561739265168,0.9401709401709402,1.012375019387223,1
T427 direct,GW170104,-0.2712675781249998,0.6672374766118508,0.2282611221866055,0.7435897435897436,0.8404235792148658,0
T427 direct,GW170104,-0.2672675781249998,0.4284507933286301,0.299650436252156,0.8888888888888888,0.9039679237055195,1
T427 direct,GW170104,-0.2632675781249998,0.4284507933286301,0.299650436252156,0.8717948717948718,0.9039679237055195,1
T427 direct,GW170104,-0.2592675781249998,0.6672374766118508,0.299650436252156,0.905982905982906,0.7753840393079058,1
T427 direct,GW170104,-0.2552675781249998,0.7223406302377468,0.299650436252156,0.42735042735042733,0.7533818666908351,0
T427 direct,GW170104,-0.2512675781249998,0.7223406302377468,0.2804346242012847,0.9487179487179487,0.7712775477512086,1
T427 direct,GW170104,-0.24726757812499978,0.32968610841455004,0.2804346242012847,1.0,0.9834099060416143,1
T427 direct,GW170104,-0.24326757812499977,0.2694665012476544,0.2804346242012847,0.4444444444444444,1.0254040778384341,0
T427 direct,GW170104,-0.23926757812499977,0.2694665012476544,0.2788378783021935,0.05982905982905983,1.026525206008613,0
T427 direct,GW170104,-0.23526757812499977,0.2694665012476544,0.2788378783021935,0.11538461538461539,1.026525206008613,0
T427 direct,GW170104,-0.23126757812499976,0.26268163548830553,0.2788378783021935,0.11538461538461539,1.0313647155191425,0
T427 direct,GW170104,-0.22726757812499976,0.26268163548830553,0.2788378783021935,0.3076923076923077,1.0313647155191425,0
T427 direct,GW170104,-0.22326757812499975,0.2694665012476544,0.24038201671179857,0.6324786324786325,1.0538968988160926,0
T427 direct,GW170104,-0.21926757812499975,0.31429636954424994,0.19184328468078635,0.7948717948717948,1.0598616633012707,0
T427 direct,GW170104,-0.21526757812499975,0.4546922107897915,0.1729659095613801,0.7606837606837606,0.9906290787782077,0
T427 direct,GW170104,-0.21126757812499974,0.4546922107897915,0.17178834500436477,0.20512820512820512,0.9916123892146237,0
T427 direct,GW170104,-0.20726757812499974,0.4546922107897915,0.1594907747980738,0.18803418803418803,1.001906354218231,0
T427 direct,GW170104,-0.20326757812499974,0.4546922107897915,0.1594907747980738,0.6239316239316239,1.001906354218231,0
T427 direct,GW170104,-0.19926757812499973,0.3539833857592533,0.1594907747980738,0.6666666666666666,1.0600911392538945,0
T427 direct,GW170104,-0.19526757812499973,0.34227718235875115,0.1594907747980738,0.7008547008547008,1.0672652259375295,0
T427 direct,GW170104,-0.19126757812499973,0.2353917937279461,0.16229094395148919,0.6923076923076923,1.1341878908206764,0
T427 direct,GW170104,-0.18726757812499972,0.225404010927829,0.16229094395148919,0.15384615384615385,1.1409449631215267,0
T427 direct,GW170104,-0.18326757812499972,0.225404010927829,0.16229094395148919,0.029914529914529916,1.1409449631215267,0
T427 direct,GW170104,-0.17926757812499972,0.225404010927829,0.16229094395148919,0.29914529914529914,1.1409449631215267,0
T427 direct,GW170104,-0.1752675781249997,0.225404010927829,0.12387495613877453,0.9316239316239316,1.169441763734958,1
T427 direct,GW170104,-0.1712675781249997,0.5331860380870843,0.12387495613877453,0.9230769230769231,0.9927287482075188,1
T427 direct,GW170104,-0.1672675781249997,0.5331860380870843,0.12387495613877453,0.029914529914529916,0.9927287482075188,0
T427 direct,GW170104,-0.1632675781249997,0.5331860380870843,0.12387495613877453,0.19658119658119658,0.9927287482075188,0
T427 direct,GW170104,-0.1592675781249997,0.5331860380870843,0.1373227589699376,0.8034188034188035,0.9808808782049293,1
T427 direct,GW170104,-0.1552675781249997,0.34331106262668554,0.2100367107304673,0.9829059829059829,1.027269370156646,1
T427 direct,GW170104,-0.1512675781249997,0.1662161756020128,0.31152027734467336,0.8632478632478633,1.0812954241719923,1
T427 direct,GW170104,-0.1472675781249997,0.1662161756020128,0.3696153755782532,0.5982905982905983,1.0452656315669622,0
T427 direct,GW170104,-0.14326757812499968,0.1662161756020128,0.40702808751475855,0.27350427350427353,1.0231378962897124,0
T427 direct,GW170104,-0.13926757812499968,0.1662161756020128,0.40702808751475855,0.41025641025641024,1.0231378962897124,0
T427 direct,GW170104,-0.13526757812499968,0.22156497164071146,0.40702808751475855,0.5384615384615384,0.9785585227124289,0
T427 direct,GW170104,-0.13126757812499967,0.24411936753432562,0.40702808751475855,0.4017094017094017,0.9607139113873145,0
T427 direct,GW170104,-0.12726757812499967,0.24411936753432562,0.3590874101464565,0.717948717948718,0.9910219363714834,0
T427 direct,GW170104,-0.12326757812499967,0.24411936753432562,0.2798696910700071,0.7094017094017094,1.0440034446189892,0
T427 direct,GW170104,-0.11926757812499966,0.24411936753432562,0.23868221309346005,0.4700854700854701,1.072828179717973,0
T427 direct,GW170104,-0.11526757812499966,0.22109769077011657,0.21426794154319953,0.3333333333333333,1.106374111686642,0
T427 direct,GW170104,-0.11126757812499966,0.22109769077011657,0.2051816595911272,0.1794871794871795,1.1128454526905163,0
T427 direct,GW170104,-0.10726757812499965,0.21673443659741246,0.2032956609318287,0.08547008547008547,1.1172478447965002,0
T427 direct,GW170104,-0.10326757812499965,0.21673443659741246,0.2032956609318287,0.029914529914529916,1.1172478447965002,0
T427 direct,GW170104,-0.09926757812499964,0.21673443659741246,0.2032956609318287,0.9572649572649573,1.1172478447965002,1
T427 direct,GW170104,-0.09526757812499964,0.6160863222827578,0.2032956609318287,0.9658119658119658,0.8843797350846695,1
T427 direct,GW170104,-0.09126757812499964,0.6160863222827578,0.21019937963441013,0.5811965811965812,0.8781655492378695,0
T427 direct,GW170104,-0.08726757812499963,0.6160863222827578,0.28767285194986103,0.9743589743589743,0.8091969338718623,1
T427 direct,GW170104,-0.08326757812499963,0.22476392301639767,0.3025975123911758,0.8974358974358975,1.0427661313927978,1
T427 direct,GW170104,-0.07926757812499963,0.3382042546345527,0.3025975123911758,0.6752136752136753,0.9614280203461849,0
T427 direct,GW170104,-0.07526757812499962,0.3382042546345527,0.3025975123911758,0.029914529914529916,0.9614280203461849,0
T427 direct,GW170104,-0.07126757812499962,0.3382042546345527,0.3025975123911758,0.2222222222222222,0.9614280203461849,0
T427 direct,GW170104,-0.06726757812499962,0.3382042546345527,0.2839485684721059,0.4188034188034188,0.9750401331109168,0
T427 direct,GW170104,-0.06326757812499961,0.3382042546345527,0.24456481930047327,0.3504273504273504,1.0043186351065754,0
T427 direct,GW170104,-0.05926757812499961,0.3382042546345527,0.24291860269264617,0.5213675213675214,1.0055574825601286,0
T427 direct,GW170104,-0.055267578124999606,0.41295176398588546,0.24291860269264617,0.7350427350427351,0.958017679145922,0
T427 direct,GW170104,-0.0512675781249996,0.47072270236016533,0.24291860269264617,0.48717948717948717,0.9237460148470366,0
T427 direct,GW170104,-0.0472675781249996,0.4846359099319367,0.24291860269264617,0.46153846153846156,0.9158451765885641,0
T427 direct,GW170104,-0.043267578124999595,0.4846359099319367,0.3095623020194986,0.6495726495726496,0.8615708677318987,0
T427 direct,GW170104,-0.03926757812499959,0.47767930614605103,0.3506850267578736,0.5555555555555556,0.8333239716367782,0
T427 direct,GW170104,-0.03526757812499959,0.4846359099319367,0.39180775149624864,0.6581196581196581,0.7971812569746807,0
T427 direct,GW170104,-0.031267578124999584,0.5659605024186471,0.41924976254214696,0.7777777777777778,0.7250249125154431,0
T427 direct,GW170608,-0.495267578125,0.27054148189317256,0.2791383453682801,0.11965811965811966,1.0255492454080348,0
T427 direct,GW170608,-0.491267578125,0.27021905935958374,0.28421329617697305,0.1111111111111111,1.0222185806821575,0
T427 direct,GW170608,-0.487267578125,0.26730230082650497,0.2875088287696508,0.042735042735042736,1.0220027335850568,0
T427 direct,GW170608,-0.483267578125,0.27021905935958374,0.28421329617697305,0.09401709401709402,1.0222185806821575,0
T427 direct,GW170608,-0.479267578125,0.2708639044267614,0.28421329617697305,0.042735042735042736,1.0217583135152954,0
T427 direct,GW170608,-0.475267578125,0.27021905935958374,0.28421329617697305,0.1623931623931624,1.0222185806821575,0
T427 direct,GW170608,-0.471267578125,0.2708639044267614,0.26128617158928125,0.3504273504273504,1.0379487300213859,0
T427 direct,GW170608,-0.46726757812499997,0.3264694513972005,0.26128617158928125,0.6324786324786325,0.9996707058758943,0
T427 direct,GW170608,-0.46326757812499997,0.403463758819781,0.26128617158928125,0.4017094017094017,0.949501767942875,0
T427 direct,GW170608,-0.45926757812499996,0.403463758819781,0.26128617158928125,0.2777777777777778,0.949501767942875,0
T427 direct,GW170608,-0.45526757812499996,0.4554359744301741,0.2814304731827524,0.2777777777777778,0.9016053143228344,0
T427 direct,GW170608,-0.45126757812499996,0.4554359744301741,0.2814304731827524,0.23076923076923078,0.9016053143228344,0
T427 direct,GW170608,-0.44726757812499995,0.5013901265268436,0.2814304731827524,0.452991452991453,0.874616470686026,0
T427 direct,GW170608,-0.44326757812499995,0.5534573614787257,0.2814304731827524,0.5384615384615384,0.8460156575902745,0
T427 direct,GW170608,-0.43926757812499995,0.5534573614787257,0.18555879978109327,0.5299145299145299,0.9288244164703869,0
T427 direct,GW170608,-0.43526757812499994,0.6041654546182862,0.18555879978109327,0.24786324786324787,0.905538213402152,0
T427 direct,GW170608,-0.43126757812499994,0.6041654546182862,0.18555879978109327,0.042735042735042736,0.905538213402152,0
T427 direct,GW170608,-0.42726757812499994,0.6041654546182862,0.18555879978109327,0.38461538461538464,0.905538213402152,0
T427 direct,GW170608,-0.42326757812499993,0.6643259659597073,0.22735559833657965,0.6239316239316239,0.8424110805009087,0
T427 direct,GW170608,-0.41926757812499993,0.6041654546182862,0.31170026548006136,0.7350427350427351,0.7940034709355911,0
T427 direct,GW170608,-0.4152675781249999,0.5845867946671905,0.3810688648383722,0.9230769230769231,0.7454152408136958,1
T427 direct,GW170608,-0.4112675781249999,0.2584576259715479,0.4164980256507148,0.905982905982906,0.9435887062429619,1
T427 direct,GW170608,-0.4072675781249999,0.2584576259715479,0.4164980256507148,0.358974358974359,0.9435887062429619,0
T427 direct,GW170608,-0.4032675781249999,0.3233959482684826,0.4164980256507148,0.8974358974358975,0.893458223359671,1
T427 direct,GW170608,-0.3992675781249999,0.5845867946671905,0.4204260188546896,0.17094017094017094,0.7130737204423563,0
T427 direct,GW170608,-0.3952675781249999,0.34907387633812004,0.4204260188546896,0.7948717948717948,0.8715565489892814,0
T427 direct,GW170608,-0.3912675781249999,0.34907387633812004,0.41150827448818766,0.8461538461538461,0.8775120110068871,1
T427 direct,GW170608,-0.3872675781249999,0.6348379737872634,0.40490385606132456,0.8547008547008547,0.698199631852146,1
T427 direct,GW170608,-0.3832675781249999,0.6452757059174818,0.39950119483009927,0.26495726495726496,0.6974440047938036,0
T427 direct,GW170608,-0.3792675781249999,0.6529615560096655,0.3541408765428862,0.48717948717948717,0.7331914408665883,0
T427 direct,GW170608,-0.3752675781249999,0.6529615560096655,0.29343227280831774,0.811965811965812,0.7871935179586098,1
T427 direct,GW170608,-0.3712675781249999,0.8644052958104838,0.2379245987273409,0.8888888888888888,0.7740444696715603,1
T427 direct,GW170608,-0.3672675781249999,0.9670553656223335,0.21828496819888177,0.5128205128205128,0.7824089339201729,0
T427 direct,GW170608,-0.3632675781249999,0.9670553656223335,0.20725733096063048,0.13675213675213677,0.7934269268495628,0
T427 direct,GW170608,-0.3592675781249999,0.9670553656223335,0.20725733096063048,0.042735042735042736,0.7934269268495628,0
T427 direct,GW170608,-0.35526757812499987,0.9670553656223335,0.20725733096063048,0.47863247863247865,0.7934269268495628,0
T427 direct,GW170608,-0.35126757812499987,0.8629339474399123,0.20725733096063048,1.0,0.8045048427946647,1
T427 direct,GW170608,-0.34726757812499986,0.37257468489580603,0.25036743061906397,0.9829059829059829,0.9775538425632938,1
T427 direct,GW170608,-0.34326757812499986,0.37257468489580603,0.2919075084301822,0.5555555555555556,0.9460747870285676,0
T427 direct,GW170608,-0.33926757812499986,0.3376008005691995,0.35639287212010096,0.6837606837606838,0.9235815256188151,0
T427 direct,GW170608,-0.33526757812499985,0.2966884019158703,0.42268496431199276,0.6666666666666666,0.9099120036745847,0
T427 direct,GW170608,-0.33126757812499985,0.2966884019158703,0.4956772987994539,0.5470085470085471,0.8654412694954337,0
T427 direct,GW170608,-0.32726757812499985,0.2513575072665361,0.5244395521037493,0.4358974358974359,0.8869178775565735,0
T427 direct,GW170608,-0.32326757812499984,0.20531436614682624,0.5244395521037493,0.23931623931623933,0.926111762292167,0
T427 direct,GW170608,-0.31926757812499984,0.20531436614682624,0.5244395521037493,0.042735042735042736,0.926111762292167,0
T427 direct,GW170608,-0.31526757812499984,0.20531436614682624,0.5244395521037493,0.7094017094017094,0.926111762292167,0
T427 direct,GW170608,-0.31126757812499983,0.32911755105181484,0.4146795140275036,0.9914529914529915,0.8903276540722487,1
T427 direct,GW170608,-0.30726757812499983,0.7386079966189433,0.33179239717931536,0.9743589743589743,0.7175145851471789,1
T427 direct,GW170608,-0.3032675781249998,0.7394180421699652,0.2831472261778486,0.41025641025641024,0.7627456037782496,0
T427 direct,GW170608,-0.2992675781249998,0.7394180421699652,0.25099135726247906,0.2905982905982906,0.793042813246572,0
T427 direct,GW170608,-0.2952675781249998,0.7394180421699652,0.22674845131287047,0.18803418803418803,0.815978501122167,0
T427 direct,GW170608,-0.2912675781249998,0.7637672574857648,0.22674845131287047,0.042735042735042736,0.8085319203240161,0
T427 direct,GW170608,-0.2872675781249998,0.7394180421699652,0.22674845131287047,0.8205128205128205,0.815978501122167,1
T427 direct,GW170608,-0.2832675781249998,0.5072614409531584,0.22674845131287047,0.9145299145299145,0.9169019822852397,1
T427 direct,GW170608,-0.2792675781249998,0.3944523485897375,0.20814970675275035,0.5811965811965812,0.9968524690465687,0
T427 direct,GW170608,-0.2752675781249998,0.3944523485897375,0.20754615394351086,0.5641025641025641,0.9973319689342193,0
T427 direct,GW170608,-0.2712675781249998,0.5072614409531584,0.20754615394351086,0.5897435897435898,0.9331529272853832,0
T427 direct,GW170608,-0.2672675781249998,0.5072614409531584,0.228748822358895,0.7777777777777778,0.9152156393901654,0
T427 direct,GW170608,-0.2632675781249998,0.3086680517599213,0.24856540558776405,0.7863247863247863,1.0210748318986735,0
T427 direct,GW170608,-0.2592675781249998,0.2790328952977757,0.24856540558776405,0.21367521367521367,1.041368098100854,0
T427 direct,GW170608,-0.2552675781249998,0.3086680517599213,0.29088802208332304,0.6410256410256411,0.9903432030777637,0
T427 direct,GW170608,-0.2512675781249998,0.3667811245353839,0.35068949550001094,0.3162393162393162,0.9069566006699015,0
T427 direct,GW170608,-0.24726757812499978,0.3086680517599213,0.35068949550001094,0.3076923076923077,0.9484429312886744,0
T427 direct,GW170608,-0.24326757812499977,0.3086680517599213,0.35068949550001094,0.19658119658119658,0.9484429312886744,0
T427 direct,GW170608,-0.23926757812499977,0.3434235031479209,0.35068949550001094,0.6752136752136753,0.9234158475316409,0
T427 direct,GW170608,-0.23526757812499977,0.3667811245353839,0.2134252588579158,0.717948717948718,1.0097851096383872,0
T427 direct,GW170608,-0.23126757812499976,0.3667811245353839,0.18460119128622068,0.20512820512820512,1.0323959325261425,0
T427 direct,GW170608,-0.22726757812499976,0.3667811245353839,0.17593368984235974,0.9316239316239316,1.0392552274496871,1
T427 direct,GW170608,-0.22326757812499975,0.7689153785586038,0.17275505176552058,0.9401709401709402,0.8589146096360103,1
T427 direct,GW170608,-0.21926757812499975,0.7689153785586038,0.14726154294869903,0.36752136752136755,0.8834947528994991,0
T427 direct,GW170608,-0.21526757812499975,0.8289561320810863,0.14465343807634087,0.08547008547008547,0.8722807723131851,0
T427 direct,GW170608,-0.21126757812499974,0.7689153785586038,0.14465343807634087,0.042735042735042736,0.8860123268111666,0
T427 direct,GW170608,-0.20726757812499974,0.8289561320810863,0.14465343807634087,0.3247863247863248,0.8722807723131851,0
T427 direct,GW170608,-0.20326757812499974,0.8289561320810863,0.14465343807634087,0.6923076923076923,0.8722807723131851,0
T427 direct,GW170608,-0.19926757812499973,0.6788036561613756,0.17800373408364578,0.9658119658119658,0.8825219274758727,1
T427 direct,GW170608,-0.19526757812499973,0.41085028840192916,0.17800373408364578,0.8376068376068376,1.0113235109778274,1
T427 direct,GW170608,-0.19126757812499973,0.41085028840192916,0.17800373408364578,0.6495726495726496,1.0113235109778274,0
T427 direct,GW170608,-0.18726757812499972,0.28089858993567823,0.21634548620329946,0.6581196581196581,1.0635888467591408,0
T427 direct,GW170608,-0.18326757812499972,0.28089858993567823,0.22672942305898272,0.1282051282051282,1.055961279176083,0
T427 direct,GW170608,-0.17926757812499972,0.28089858993567823,0.22672942305898272,0.10256410256410256,1.055961279176083,0
T427 direct,GW170608,-0.1752675781249997,0.27261797786646563,0.22672942305898272,0.42735042735042733,1.061617629509685,0
T427 direct,GW170608,-0.1712675781249997,0.2480712399286991,0.3089776197705457,0.7521367521367521,1.02122905863491,0
T427 direct,GW170608,-0.1672675781249997,0.26891730067301856,0.4152033024078373,0.5213675213675214,0.9361992794111331,0
T427 direct,GW170608,-0.1632675781249997,0.26891730067301856,0.4152033024078373,0.042735042735042736,0.9361992794111331,0
T427 direct,GW170608,-0.1592675781249997,0.26891730067301856,0.4152033024078373,0.1794871794871795,0.9361992794111331,0
T427 direct,GW170608,-0.1552675781249997,0.23701315366074815,0.4152033024078373,0.3418803418803419,0.9613199806523406,0
T427 direct,GW170608,-0.1512675781249997,0.23701315366074815,0.36379542997636827,0.5042735042735043,0.9934310155243147,0
T427 direct,GW170608,-0.1472675781249997,0.23701315366074815,0.30828093034175186,0.49572649572649574,1.0298661073244373,0
T427 direct,GW170608,-0.14326757812499968,0.26891730067301856,0.2622222718638841,0.4444444444444444,1.038651957774554,0
T427 direct,GW170608,-0.13926757812499968,0.2772134729054132,0.22088934541285163,0.46153846153846156,1.0627482184603598,0
T427 direct,GW170608,-0.13526757812499968,0.33533558879937786,0.1882961271988639,0.7435897435897436,1.0491148443507188,0
T427 direct,GW170608,-0.13126757812499967,0.45038826914920205,0.1882961271988639,0.9572649572649573,0.980273549479518,1
T427 direct,GW170608,-0.12726757812499967,0.7526718870129411,0.1882961271988639,0.8632478632478633,0.8485483914274438,1
T427 direct,GW170608,-0.12326757812499967,0.7526718870129411,0.1882961271988639,0.8717948717948718,0.8485483914274438,1
T427 direct,GW170608,-0.11926757812499966,0.45038826914920205,0.23553428825572753,0.9487179487179487,0.9415311355029568,1
T427 direct,GW170608,-0.11526757812499966,0.3582153969263871,0.30564572412026547,0.7606837606837606,0.9455238427320727,0
T427 direct,GW170608,-0.11126757812499966,0.3582153969263871,0.40580610592221417,0.8290598290598291,0.874616407633471,1
T427 direct,GW170608,-0.10726757812499965,0.350071862212117,0.5627261457824916,0.8803418803418803,0.7833358206227136,1
T427 direct,GW170608,-0.10326757812499965,0.3095830361081338,0.7240874641699709,0.8034188034188035,0.7435074387373805,1
T427 direct,GW170608,-0.09926757812499964,0.3095830361081338,0.7964068638321912,0.6153846153846154,0.7198095228074622,0
T427 direct,GW170608,-0.09526757812499964,0.3095830361081338,0.8493344010361772,0.7264957264957265,0.7066652013087881,0
T427 direct,GW170608,-0.09126757812499964,0.34147409903172576,0.9664246825309984,0.7692307692307693,0.6593812737629281,0
T427 direct,GW170608,-0.08726757812499963,0.34147409903172576,1.0414323502937928,0.5726495726495726,0.6598280093304201,0
T427 direct,GW170608,-0.08326757812499963,0.42750663423517465,1.0414323502937928,0.5982905982905983,0.5739906737008935,0
T427 direct,GW170608,-0.07926757812499963,0.45883672681007504,1.0414323502937928,0.39316239316239315,0.542747020167316,0
T427 direct,GW170608,-0.07526757812499962,0.502017381513548,1.0414323502937928,0.29914529914529914,0.4997032398989331,0
T427 direct,GW170608,-0.07126757812499962,0.5165243949403379,1.0357239678079617,0.2564102564102564,0.4847936288398917,0
T427 direct,GW170608,-0.06726757812499962,0.5526184088582275,1.0357239678079617,0.7008547008547008,0.4488056260437121,0
T427 direct,GW170608,-0.06326757812499961,0.6718530041242531,1.0357239678079617,0.6068376068376068,0.33008582638189987,0
T427 direct,GW170608,-0.05926757812499961,0.6718530041242531,1.0357239678079617,0.14957264957264957,0.33008582638189987,0
T427 direct,GW170608,-0.055267578124999606,0.6856316939806162,1.0357239678079617,0.14957264957264957,0.31639158286124053,0
T427 direct,GW170608,-0.0512675781249996,0.6856316939806162,1.0357239678079617,0.042735042735042736,0.31639158286124053,0
T427 direct,GW170608,-0.0472675781249996,0.6856316939806162,1.0357239678079617,0.3333333333333333,0.31639158286124053,0
T427 direct,GW170608,-0.043267578124999595,0.6856316939806162,0.9753897616486792,0.4188034188034188,0.3153301375720465,0
T427 direct,GW170608,-0.03926757812499959,0.6787423490524347,0.9528189515820079,0.2222222222222222,0.3247037567108958,0
T427 direct,GW170608,-0.03526757812499959,0.6856316939806162,0.9302481415153366,0.37606837606837606,0.3220135922466029,0
T427 direct,GW170608,-0.031267578124999584,0.7267449800480508,0.9008535712866262,0.4700854700854701,0.29068594781233625,0
T427 direct,GW170809,-0.495267578125,0.20898102813648523,0.2747376360741285,0.5470085470085471,1.0731805581426432,0
T427 direct,GW170809,-0.491267578125,0.2116052159261404,0.23002407767474692,0.39316239316239315,1.1020114593394625,0
T427 direct,GW170809,-0.487267578125,0.22894308125007293,0.2226274780306569,0.3076923076923077,1.094914065059495,0
T427 direct,GW170809,-0.483267578125,0.24628094657400545,0.23002407767474692,0.1452991452991453,1.077476372111241,0
