field,time_s,q25,median,q75
p_space,-0.32,0.7915547961923359,1.0525994630217232,1.4837686111789115
p_space,-0.31607843137254904,0.71403566551047,1.1539927225267588,1.519077128410553
p_space,-0.312156862745098,0.6349905499045588,1.2019775320869552,1.4593397265099886
p_space,-0.30823529411764705,0.730997472156564,0.9801386007454564,1.5308679149268227
p_space,-0.3043137254901961,0.5676698608950526,0.94649261653818,1.533683182816695
p_space,-0.3003921568627451,0.4093966711654154,0.8887088148365021,1.5266741108951973
p_space,-0.29647058823529415,0.3746243485190025,0.9024001280850562,1.4686794326016124
p_space,-0.29254901960784313,0.32875999066232536,0.9251339854924896,1.3799121308274347
p_space,-0.28862745098039216,0.3642061204107026,0.8817819796316564,1.4158087274520657
p_space,-0.2847058823529412,0.35722141540541963,1.0487166756056476,1.3815481798162996
p_space,-0.2807843137254902,0.31725608083984064,1.131224369616,1.3403870858565399
p_space,-0.2768627450980392,0.3146204539907249,1.0361538057404378,1.1908232197576734
p_space,-0.27294117647058824,0.4667897968532948,0.8937566821880424,1.104556134289704
p_space,-0.2690196078431373,0.4042193144817978,0.8233618955383919,1.1561508420795703
p_space,-0.2650980392156863,0.36849092692642593,0.8939048551594224,1.1561508420795703
p_space,-0.2611764705882353,0.460496637183637,0.8945829875939297,1.2108774473968076
p_space,-0.2572549019607843,0.5485627212907439,0.8822824867071551,1.2496434511409447
p_space,-0.25333333333333335,0.6225831593699743,0.8517296076135175,1.1378902203832462
p_space,-0.24941176470588236,0.7050372158730158,0.8697580317845446,1.0854299304698554
p_space,-0.24549019607843137,0.7980049861943059,0.917174563510019,1.0362540470789239
p_space,-0.2415686274509804,0.7886427778336135,0.9243348791798878,0.9952404198193799
p_space,-0.23764705882352943,0.7548972616261538,0.9177758599075232,1.039633107071373
p_space,-0.23372549019607844,0.798034248489524,0.8953201840961954,1.0685224551116927
p_space,-0.22980392156862745,0.6867659862164721,0.8824749816939224,1.0971961383877726
p_space,-0.22588235294117648,0.6250224456701674,0.898518985636068,1.1826893151423836
p_space,-0.2219607843137255,0.6006966690177133,0.9212229330273034,1.2969067843759405
p_space,-0.21803921568627452,0.7197598141214068,0.9910533425748916,1.3886139184784452
p_space,-0.21411764705882352,0.7078435470010781,1.0907912147260292,1.4634481707372222
p_space,-0.21019607843137256,0.7873176765373369,1.0948810840717282,1.3530107659429191
p_space,-0.2062745098039216,0.7823801441518824,1.1080933848891457,1.2727605565047595
p_space,-0.2023529411764706,0.7777994292891692,1.084220325667308,1.3205353190168414
p_space,-0.1984313725490196,0.882056700953545,1.0799762554906582,1.2799013974505058
p_space,-0.19450980392156864,0.7781853076838635,1.0402536269594,1.249985186454117
p_space,-0.19058823529411767,0.7975958018061997,1.0461923433918965,1.2967431193524
p_space,-0.18666666666666668,0.7975958018061997,0.998067402795048,1.3704188964287563
p_space,-0.18274509803921568,0.7843715852537892,1.038406802921315,1.369660727361484
p_space,-0.17882352941176471,0.6856964068300566,1.0428362216255795,1.4011480566369086
p_space,-0.17490196078431375,0.738307598374556,1.0516484872822671,1.4349049723801528
p_space,-0.17098039215686275,0.742700844850393,1.1694649239559296,1.3951994592345978
p_space,-0.16705882352941176,0.7433487917988773,1.0649029231410025,1.3843906449942303
p_space,-0.1631372549019608,0.7433487917988773,0.9132682510280539,1.427354032463927
p_space,-0.15921568627450983,0.7441023074346269,0.9607485672449347,1.3585599578467602
p_space,-0.15529411764705883,0.6239321454722968,0.9732305859567092,1.2779918393658911
p_space,-0.15137254901960784,0.5751769587503052,0.9284546578348811,1.2784509183255683
p_space,-0.14745098039215687,0.6042800452524149,0.9359287283378082,1.2658161204564822
p_space,-0.1435294117647059,0.6697082849993388,0.9359287283378082,1.2008786917256529
p_space,-0.1396078431372549,0.6667068344373486,0.932812119254337,1.1918379190868664
p_space,-0.13568627450980392,0.7413926517444737,0.901094191323084,1.2140590676104466
p_space,-0.13176470588235295,0.8238951707288507,1.041247946139693,1.2664245415043314
p_space,-0.12784313725490198,0.7984421729560468,1.0949644376762095,1.3842362971363953
p_space,-0.12392156862745099,0.7855781986305734,1.1599951183793018,1.5197705638271906
p_space,-0.12,0.8646039971427729,1.1812112890815682,1.5610778993323031
p_space,-0.11607843137254903,0.9515545715814876,1.2363124544521353,1.584435824630866
p_space,-0.11215686274509806,0.9796188887107913,1.267098999359356,1.5005813506399595
p_space,-0.10823529411764707,0.9214439353991635,1.3344546329624425,1.5457167396895375
p_space,-0.10431372549019607,0.8808074720610801,1.3147538028448245,1.5785895584618297
p_space,-0.10039215686274511,0.9097510373443983,1.3890819531986573,1.5869538686844031
p_space,-0.09647058823529414,0.9706320785848666,1.279021441266825,1.6258902766012433
p_space,-0.09254901960784315,0.9607131864956672,1.3779371279077546,1.6382253232836337
p_space,-0.08862745098039215,1.0141286764933715,1.400774603858125,1.7048162513116583
p_space,-0.08470588235294119,0.9451331146095233,1.4046301686486646,1.7841511981233849
p_space,-0.08078431372549022,0.9468880396334243,1.3530103565239031,1.8165777680576591
p_space,-0.07686274509803923,0.9783316051036925,1.2732439892357759,1.8190059865519501
p_space,-0.07294117647058823,1.0034262033827372,1.30188164920317,1.8291549083868166
p_space,-0.06901960784313727,1.0849116224800959,1.4804030249804772,1.8106519254871134
p_space,-0.0650980392156863,1.191992284523779,1.4495195056916903,1.856375791941868
p_space,-0.06117647058823533,1.13331326153689,1.5305282535505618,1.843179757602491
p_space,-0.05725490196078431,1.2407249729785792,1.5375441799923195,1.7766433732163789
p_space,-0.053333333333333344,1.2670527148493114,1.628196019377588,1.7539167040395878
p_space,-0.04941176470588238,1.2559892018223469,1.635984939360276,1.849353478467069
p_space,-0.045490196078431355,1.2148804632743713,1.630334199289601,1.8680204401263296
p_space,-0.04156862745098039,1.2968028435440568,1.6361768739430822,1.9058838264728077
p_space,-0.03764705882352942,1.3426128400081228,1.5911254437814724,1.907900524571268
p_space,-0.033725490196078456,1.333022945428353,1.488491648650132,1.9177997138172755
p_space,-0.02980392156862749,1.261993793999344,1.5402894227770478,1.9622248391485688
p_space,-0.025882352941176467,1.1045669811419536,1.464627113148946,1.9875985157319815
p_space,-0.0219607843137255,1.0965478955189596,1.462777642177203,1.9753797284718135
p_space,-0.018039215686274535,1.0812096982012604,1.4705119503252917,1.9719645173177889
p_space,-0.014117647058823513,1.019109614436513,1.4818002536708343,1.9664702113454609
p_space,-0.010196078431372546,0.9192829820539216,1.3996075415646283,1.9093193591086999
p_space,-0.00627450980392158,0.9049957309654919,1.4104534319976598,1.8714303148645353
p_space,-0.002352941176470613,0.8859278758488996,1.3831779296587519,1.871084277610854
p_space,0.0015686274509803533,0.8669350873932932,1.4356866178363918,1.918252313253658
p_space,0.005490196078431375,0.8642299243348792,1.396239944510074,1.8462631030384524
p_space,0.009411764705882342,0.8565521130956655,1.228988760760985,1.785771980830609
p_space,0.013333333333333308,0.7630036754078973,1.1349019607843138,1.6079770805465032
p_space,0.01725490196078433,0.7658075734869304,1.0995956630150228,1.5789404477427147
p_space,0.021176470588235297,0.7351273340722176,1.0250139332336574,1.564156281246242
p_space,0.025098039215686263,0.5952204267110801,1.0188963991786895,1.5203597059394427
p_space,0.02901960784313723,0.5396511710613031,0.9154200856192378,1.481083719794972
p_space,0.032941176470588196,0.5613501714691003,0.9265316084940202,1.4799887452447806
p_space,0.03686274509803922,0.5666960944383239,0.9443801059598848,1.3534293385403953
p_space,0.040784313725490184,0.6554487264540139,0.9561781199311025,1.1863799989617743
p_space,0.04470588235294115,0.6721258029905706,0.9245561273930265,1.223995005715461
p_space,0.04862745098039217,0.652811616275947,0.8657277597269618,1.1952565652360496
p_space,0.05254901960784314,0.5134125800351079,0.9833411659841347,1.1438684083316537
p_space,0.056470588235294106,0.5062240663900415,0.8994316879886102,1.2278860817283652
p_space,0.06039215686274507,0.52035398928915,0.7675248842166764,1.2803681445134432
p_space,0.06431372549019604,0.5592034210260725,0.7709848330679016,1.307363786200119
p_space,0.06823529411764706,0.5253064338946872,0.8084641653412902,1.2126633603779335
p_space,0.07215686274509803,0.5413098566861452,0.8280744104151185,1.1680346810435183
p_space,0.076078431372549,0.6426286200031298,0.8313400048816206,1.1435789339478277
p_space,0.08,0.6415059799853552,0.8929704661947766,1.1359531364412985
p_time,-0.32,1.0558945569929217,1.1554796192335854,1.2442640956797657
p_time,-0.31607843137254904,1.0558945569929217,1.1485939371129037,1.235578149719959
p_time,-0.312156862745098,1.0415488427298312,1.1405149146287972,1.3267300064845016
p_time,-0.30823529411764705,1.0472693166415254,1.2318003146279972,1.3690856832115321
p_time,-0.3043137254901961,0.9278794187668928,1.2106153969683329,1.4821440790745062
p_time,-0.3003921568627451,1.0001506073904034,1.1895349358928344,1.3888216116476517
p_time,-0.29647058823529415,0.9577764700400069,1.1799864678602705,1.3587054731582648
p_time,-0.29254901960784313,0.885642463391865,1.180815095877801,1.3541126779107897
p_time,-0.28862745098039216,0.9520336731611664,1.1422838556085133,1.3963947167224222
p_time,-0.2847058823529412,0.9054572890192305,1.2504240872052124,1.362314929144711
p_time,-0.2807843137254902,0.9083475713937027,1.277141392706223,1.3917546076277716
p_time,-0.2768627450980392,0.9296082494832911,1.2005293252609204,1.3538608271160064
p_time,-0.27294117647058824,0.9227483524530145,1.080304203516247,1.2720514157443152
p_time,-0.2690196078431373,0.8785765511764784,1.1192338248455342,1.3021175896203967
p_time,-0.2650980392156863,0.9508936524181778,1.0748236877671904,1.2633499392266303
p_time,-0.2611764705882353,0.8990361998057891,1.0486941664632656,1.243783972883576
p_time,-0.2572549019607843,0.8393646581124701,0.9604236847909547,1.2654772146329831
p_time,-0.25333333333333335,0.7912971381498658,1.0380894994980125,1.3206614847814044
p_time,-0.24941176470588236,0.7910056138638029,1.0135170853429447,1.280350995027017
p_time,-0.24549019607843137,0.8501260337549714,0.9935318525750549,1.2567727102782378
p_time,-0.2415686274509804,0.8869349079073405,1.082004370701052,1.254162075156263
p_time,-0.23764705882352943,0.8515989454519417,1.085278959188439,1.2463075843112938
p_time,-0.23372549019607844,0.8505569667960683,1.1007655252660418,1.255727581353942
p_time,-0.22980392156862745,0.9240496444999737,1.1507859666846578,1.2780015078327462
p_time,-0.22588235294117648,0.9469576257874026,1.1848457905401655,1.2890355150805297
p_time,-0.2219607843137255,1.0212926961375781,1.1925503431272537,1.261841593818241
p_time,-0.21803921568627452,0.9003362542920534,1.085416556261407,1.2571130023017476
p_time,-0.21411764705882352,0.8700546666750085,1.0748489617498325,1.2404842080390663
p_time,-0.21019607843137256,0.8090852799910556,1.07005125701733,1.2743470832316328
p_time,-0.2062745098039216,0.8479985355137906,1.0663900414937761,1.1961860582316413
p_time,-0.2023529411764706,0.8052843544056627,1.0663900414937761,1.1332330148315122
p_time,-0.1984313725490196,0.8135281674972027,1.017187994142113,1.1342144805156458
p_time,-0.19450980392156864,0.8272295342142939,0.9194377523325123,1.1392854437967523
p_time,-0.19058823529411767,0.7924333920129867,0.9470503210391898,1.1627273453315918
p_time,-0.18666666666666668,0.807433654621291,0.9132291920917746,1.0558945569929215
p_time,-0.18274509803921568,0.862130487806212,0.9657066145960458,1.1493991113681719
p_time,-0.17882352941176471,0.7747099758858527,1.0068833042304641,1.2191237490846962
p_time,-0.17490196078431375,0.8242616548694167,0.9225415721894913,1.2338920067050503
p_time,-0.17098039215686275,0.8471892765034595,0.9720602364281199,1.219380298751371
p_time,-0.16705882352941176,0.7976032877682453,1.0227399075198162,1.1357839398268461
p_time,-0.1631372549019608,0.8715846942583828,1.004647037611791,1.261130397593813
p_time,-0.15921568627450983,0.8573358820858842,1.0139126189895045,1.3555509196777917
p_time,-0.15529411764705883,0.8298743465174768,1.0438379992892912,1.3476078972637595
p_time,-0.15137254901960784,0.8149644993811693,1.069994670314356,1.3480443937647808
p_time,-0.14745098039215687,0.7871003173053454,1.0831330370915673,1.3076010637928204
p_time,-0.1435294117647059,0.8043690505247743,1.158005992776193,1.3060776177690991
p_time,-0.1396078431372549,0.8171748226948099,1.1734195752989993,1.3438945402422626
p_time,-0.13568627450980392,0.8193547582169693,1.172546671699623,1.3060776177690991
p_time,-0.13176470588235295,0.8115798042804645,1.1404340486888391,1.3273830868773415
p_time,-0.12784313725490198,0.7275999756426118,1.0218600290982887,1.2708383606284466
p_time,-0.12392156862745099,0.6482785847978828,0.9138884682217567,1.1177008923209175
p_time,-0.12,0.6010887950834836,0.8994265180219543,1.0448143972592847
p_time,-0.11607843137254903,0.5082088011553169,0.6960656111358383,0.9400203093067897
p_time,-0.11215686274509806,0.44036070955351386,0.6810933693711803,0.9724837847636005
p_time,-0.10823529411764707,0.4660133609005764,0.657778629392308,0.9196907888124743
p_time,-0.10431372549019607,0.5054398137560844,0.6952648279228704,0.966978584138416
p_time,-0.10039215686274511,0.5137161200331573,0.7469996039665562,1.1340004881620698
p_time,-0.09647058823529414,0.5099158557079648,0.7508698578619158,1.1576563333472678
p_time,-0.09254901960784315,0.48766780561218,0.7539632710213041,1.1502368557415559
p_time,-0.08862745098039215,0.49547118412691077,0.8670029421920741,1.109645053594584
p_time,-0.08470588235294119,0.5504267555533398,0.7649410507600183,1.1086855990724214
p_time,-0.08078431372549022,0.5979111815385025,0.7964759210231267,1.1205392839519892
p_time,-0.07686274509803923,0.6113529575923755,0.8642776577313864,1.1224463649872933
p_time,-0.07294117647058823,0.6218181083359453,0.8056344623114097,1.0596479117050357
p_time,-0.06901960784313727,0.723742270767228,0.7759546983327785,0.9283817501727463
p_time,-0.0650980392156863,0.5536041301391141,0.7757835295431905,0.860411194768091
p_time,-0.06117647058823533,0.486128470502681,0.6618056638381623,0.8426160105254874
p_time,-0.05725490196078431,0.44863870257792127,0.7758290035110857,0.9314509607618939
p_time,-0.053333333333333344,0.5629708056596885,0.7631071556463127,0.9282186660971443
p_time,-0.04941176470588238,0.5443957997566534,0.7520136685379546,0.9144962867377854
p_time,-0.045490196078431355,0.4449999500144249,0.7542804971585845,0.9872428882234491
p_time,-0.04156862745098039,0.5949584122294511,0.8055894556992922,1.0063789786712414
p_time,-0.03764705882352942,0.6048952868541786,0.8009895497759315,1.0707040485238088
p_time,-0.033725490196078456,0.5599668809110608,0.7733513958568796,1.0510741368924876
p_time,-0.02980392156862749,0.5855601566042635,0.8015080083621313,1.0906767415899725
p_time,-0.025882352941176467,0.6276191689758647,0.7937191465265228,1.208067080897524
p_time,-0.0219607843137255,0.6142478404946321,0.8007382068815598,1.1551296880767397
p_time,-0.018039215686274535,0.5270996173787613,0.7809152823700323,0.9755891865156369
p_time,-0.014117647058823513,0.44071218029352416,0.7938630238873841,1.0215367253203333
p_time,-0.010196078431372546,0.47733587045997306,0.7068011099863579,0.9612833698318002
p_time,-0.00627450980392158,0.5244621343741009,0.7362559343673817,0.9928770092939226
p_time,-0.002352941176470613,0.6343798974997025,0.7941258465158785,1.0293124542348056
p_time,0.0015686274509803533,0.6505775677554815,0.7865432920788527,1.1172199170124482
p_time,0.005490196078431375,0.6717842248550403,0.7941089957686271,1.105874593796513
p_time,0.009411764705882342,0.6576488822892431,0.8322147352679815,1.1615711370586799
p_time,0.013333333333333308,0.750632721982644,0.8759977458854235,1.2118232707311571
p_time,0.01725490196078433,0.8403089159711792,1.0012910181418053,1.1181962411520625
p_time,0.021176470588235297,0.7878729329457452,1.0662037861275828,1.2921888342573118
p_time,0.025098039215686263,0.8083152423730453,1.1188910877673426,1.2589204252600026
p_time,0.02901960784313723,0.8644740053697828,1.1552106933815747,1.228816047670685
p_time,0.032941176470588196,0.8777730076713756,1.1846544084627126,1.3091595418936322
p_time,0.03686274509803922,0.872566800270234,1.2001971806787326,1.3419006344910431
p_time,0.040784313725490184,1.0347761206767072,1.1563462902580404,1.3661912949216788
p_time,0.04470588235294115,0.9673064485976662,1.2917231811896754,1.400399875617592
p_time,0.04862745098039217,0.9635369239201028,1.2222296623067084,1.421161825726141
p_time,0.05254901960784314,0.9054682271611676,1.3774210703701173,1.4495632138648178
p_time,0.056470588235294106,0.8659976181084822,1.2713335471729774,1.5250468599692746
p_time,0.06039215686274507,0.8912792011569457,1.2373762351963722,1.4578733453734793
p_time,0.06431372549019604,0.9468959538174976,1.1132880443401088,1.4709524324923893
p_time,0.06823529411764706,0.8549510851013011,1.1047107639736393,1.3982182084452037
p_time,0.07215686274509803,0.7543802793495386,1.184891383939468,1.3822753408176116
p_time,0.076078431372549,0.7557099857655385,1.2200893008888956,1.3699841274183386
p_time,0.08,0.7575665120820112,1.1846473029045643,1.372650720039053
e_space,-0.32,0.666463265804247,1.0412496948987064,1.3318281669514278
e_space,-0.31607843137254904,0.760905253485331,1.1151180921477715,1.4303897777748826
e_space,-0.312156862745098,0.5615601239325377,1.0696781543449707,1.6113327697792748
e_space,-0.30823529411764705,0.5131458306471045,1.003434125237577,1.4930910042531063
