time_s,space_q25,space_median,space_q75,time_q25,time_median,time_q75,exchange_q25,exchange_median,exchange_q75,common_q25,common_median,common_q75
-0.32,0.7915547961923359,1.0525994630217232,1.4837686111789115,1.0558945569929217,1.1554796192335854,1.2442640956797657,-0.19709932734074612,0.01484285652478477,0.19602063137237516,-0.17461930335989492,0.12642316749307936,0.48442078547604167
-0.31607843137254904,0.71403566551047,1.1539927225267588,1.519077128410553,1.0558945569929217,1.1485939371129037,1.235578149719959,-0.19800620166315536,0.09909515670606678,0.20296269735008612,-0.16678014539915695,0.166402741443355,0.493915679427429
-0.312156862745098,0.6349905499045588,1.2019775320869552,1.4593397265099886,1.0415488427298312,1.1405149146287972,1.3267300064845016,-0.2674304647709717,0.03209041079725027,0.26496302807337174,-0.12507125289767484,0.17148004518581622,0.39899908119910454
-0.30823529411764705,0.730997472156564,0.9801386007454564,1.5308679149268227,1.0472693166415254,1.2318003146279972,1.3690856832115321,-0.4339805133769599,-0.12326779950778613,0.19748797032576487,-0.05583245029298591,0.1267032521777573,0.4113702494679146
-0.3043137254901961,0.5676698608950526,0.94649261653818,1.533683182816695,0.9278794187668928,1.2106153969683329,1.4821440790745062,-0.40448873897309295,-0.14343765060209093,0.28768297006393795,-0.12046696831557116,0.021063658615007117,0.3502388193770104
-0.3003921568627451,0.4093966711654154,0.8887088148365021,1.5266741108951973,1.0001506073904034,1.1895349358928344,1.3888216116476517,-0.5479412351780222,-0.2646339624680511,0.28523033230913364,-0.17035235240264096,-0.006006895080982434,0.3894730861134589
-0.29647058823529415,0.3746243485190025,0.9024001280850562,1.4686794326016124,0.9577764700400069,1.1799864678602705,1.3587054731582648,-0.5464242297380058,-0.15433366348625355,0.24318335551996217,-0.22379663445789857,-0.010746167985156988,0.30154986063491906
-0.29254901960784313,0.32875999066232536,0.9251339854924896,1.3799121308274347,0.885642463391865,1.180815095877801,1.3541126779107897,-0.5438976389782371,-0.09476455557303672,0.32288247069087056,-0.26881103531804923,-0.04115622792633628,0.24954924667531664
-0.28862745098039216,0.3642061204107026,0.8817819796316564,1.4158087274520657,0.9520336731611664,1.1422838556085133,1.3963947167224222,-0.5807795120391912,-0.06427000448980198,0.3265988630417896,-0.28032642585357287,-0.10370500349808848,0.26060264714461295
-0.2847058823529412,0.35722141540541963,1.0487166756056476,1.3815481798162996,0.9054572890192305,1.2504240872052124,1.362314929144711,-0.7161137559813969,0.009075202184721734,0.28708185763282923,-0.2616062663135402,-0.08729790512204619,0.2883735723283471
-0.2807843137254902,0.31725608083984064,1.131224369616,1.3403870858565399,0.9083475713937027,1.277141392706223,1.3917546076277716,-0.6386351444673287,-0.007756398994883895,0.27010613546319406,-0.2741851599700876,-0.012697566010147841,0.2975656528550712
-0.2768627450980392,0.3146204539907249,1.0361538057404378,1.1908232197576734,0.9296082494832911,1.2005293252609204,1.3538608271160064,-0.4826116092161375,0.0078437544275237,0.15732905909135003,-0.2719458750998208,-0.05491650204593832,0.28625206671487596
-0.27294117647058824,0.4667897968532948,0.8937566821880424,1.104556134289704,0.9227483524530145,1.080304203516247,1.2720514157443152,-0.5318296511270169,-0.0830653927233212,0.13348879428514648,-0.2764994678495854,-0.07055492343061244,0.24026094341745008
-0.2690196078431373,0.4042193144817978,0.8233618955383919,1.1561508420795703,0.8785765511764784,1.1192338248455342,1.3021175896203967,-0.44769537177308727,-0.1685180481180301,0.13112470907921114,-0.2705880651079026,-0.06039402787773425,0.17545320592011998
-0.2650980392156863,0.36849092692642593,0.8939048551594224,1.1561508420795703,0.9508936524181778,1.0748236877671904,1.2633499392266303,-0.5422452845850175,-0.1364372599977024,0.1346073597562472,-0.25270707110646196,-0.10971038383165874,0.14752784226231674
