event,role,detector,time_s,p_space,p_time,e_space,e_time,joint_child,d_space,d_time
GW150914,development_only,H1,-0.31723642349243164,1.023187698315841,1.2682450573590431,0.8408591652428606,1.5599218940688309,1.1452836424618922,-12.692213814986557,34.07981449841346
GW150914,development_only,H1,-0.31333017349243164,1.023187698315841,1.2682450573590431,0.1447400536978277,0.9492311447400537,0.3706639540895848,0.0,15.285574810837199
GW150914,development_only,H1,-0.30942392349243164,1.023187698315841,1.3905296558457407,0.1447400536978277,0.9492311447400537,0.3706639540895848,1.5255064681473918,15.285574810837199
GW150914,development_only,H1,-0.30551767349243164,1.0353917500610201,1.3905296558457407,0.9433731999023676,0.9492311447400537,0.9462976394667862,14.33976080058577,-15.285574810837199
GW150914,development_only,H1,-0.30161142349243164,1.1379057847205272,1.2682450573590431,0.9433731999023676,0.25262387112521356,0.48817885008991946,20.990969001708603,2.3797900903099745
GW150914,development_only,H1,-0.29770517349243164,1.203319502074689,1.4095679765682205,0.8047351720771296,0.25262387112521356,0.4508828167060033,11.898950451549927,-0.6712228459848646
GW150914,development_only,H1,-0.29379892349243164,1.2330973883329266,1.2628752745911642,0.8047351720771296,1.4959726629240908,1.0972063699782735,9.580180619965795,-31.70002440810346
GW150914,development_only,H1,-0.28989267349243164,1.2799609470344153,1.1559677813033928,1.0297778862582376,1.7478642909445936,1.341607988570125,16.139858432999755,-53.331706126433964
GW150914,development_only,H1,-0.28598642349243164,1.3622162557969246,0.8362216255796925,1.5608982182084452,1.7478642909445936,1.651737950585862,32.70685867708079,-45.85672443251161
GW150914,development_only,H1,-0.28208017349243164,1.5416158164510616,0.7891139858433,1.5608982182084452,1.7478642909445936,1.651737950585862,34.07981449841346,-35.97144251891628
GW150914,development_only,H1,-0.27817392349243164,1.6348547717842323,0.5484500854283623,0.7871613375640713,1.5975103734439835,1.1213823622353996,11.65486941664634,-55.43690505247742
GW150914,development_only,H1,-0.27426767349243164,1.6348547717842323,0.3456187454234806,0.7871613375640713,1.3138882108860142,1.0169768932924186,0.0,-25.35391750061021
GW150914,development_only,H1,-0.27036142349243164,1.6348547717842323,0.3456187454234806,1.1986819624115206,1.3138882108860142,1.2549637839452616,-19.892604344642407,0.0
GW150914,development_only,H1,-0.26645517349243164,1.475713937027093,0.3456187454234806,1.4588723456187453,1.7424945081767147,1.5943892405468452,-47.717842323651446,45.216011715889664
GW150914,development_only,H1,-0.26254892349243164,1.2531120331950207,0.7073468391505979,1.4588723456187453,1.9880400292897242,1.7030257252061283,-27.825237979009042,124.75591896509643
GW150914,development_only,H1,-0.25864267349243164,1.2531120331950207,1.343666097144252,0.4244569196973395,1.9880400292897242,0.9186061980344596,0.0,87.35050036612155
GW150914,development_only,H1,-0.25473642349243164,1.2531120331950207,1.4061508420795703,0.4244569196973395,0.6123993165731023,0.5098402961098454,5.156211862338278,7.810593116914788
GW150914,development_only,H1,-0.25083017349243164,1.294361728093727,1.4061508420795703,1.5355137905784721,0.12521357090554064,0.4384827988565036,31.211862338296314,0.0
GW150914,development_only,H1,-0.24692392349243164,1.5028069319013913,1.4061508420795703,1.5355137905784721,0.12521357090554064,0.4384827988565036,47.38223090065902,0.0
GW150914,development_only,H1,-0.24301767349243164,1.673419575298999,1.4061508420795703,1.4647302904564314,1.194288503783256,1.322615041134504,28.313400048816217,-21.14351964852329
GW150914,development_only,H1,-0.23911142349243164,1.729314132291921,1.237002684891384,0.5421039785208689,1.194288503783256,0.8046294485057323,6.9868196241152365,-21.936783011959946
GW150914,development_only,H1,-0.23520517349243164,1.729314132291921,1.2306565779838907,0.45032950939711985,0.15401513302416403,0.2633582337700949,0.0,-0.7932633634366582
