event,role,detector,interval_id,start_s,overlap,rho_zero,rho_best,best_lag_frames,best_lag_s,dice,space_peak_time,time_peak_time,side_peak_gap_s,space_centroid_time,time_centroid_time,centroid_gap_s,joint_child_time,quadrant
GW190412,locked_evaluation_a,L1,0,-11.6,0.9171250691203662,0.43962222075868285,0.43962222075868285,0,0.0,0.2857142857142857,-11.285205125808716,-11.363330125808716,0.078125,-11.372279785896435,-11.386958853270453,0.014679067374018473,-11.363330125808716,S+/T-
GW190412,locked_evaluation_a,L1,0,-11.2,0.8998895494678836,0.4110392203863935,0.48260706948943266,6,0.024,0.45,-11.109423875808716,-11.183642625808716,0.07421875,-10.993266984602592,-10.989644996858765,0.0036219877438270487,-11.128955125808716,S-/T+
GW190412,locked_evaluation_a,L1,0,-10.799999999999999,0.9001523681079442,0.2108190286526198,0.28480070839274435,-1,-0.004,0.4186046511627907,-10.757861375808716,-10.402392625808716,0.35546875,-10.625108949597715,-10.599962505565806,0.025146444031909354,-10.757861375808716,S-/T+
GW190412,locked_evaluation_a,L1,0,-10.399999999999999,0.9383245673703786,0.2706127605475452,0.3029914835670683,-1,-0.004,0.2857142857142857,-10.390673875808716,-10.085986375808716,0.3046875,-10.209175625985738,-10.20483977957816,0.0043358464075780034,-10.085986375808716,S-/T+
GW190412,locked_evaluation_a,L1,0,-9.999999999999998,0.9277350807716571,0.39113277783536765,0.39113277783536765,0,0.0,0.4186046511627907,-9.863330125808716,-9.644580125808716,0.21875,-9.801762965672339,-9.796071097556961,0.005691868115377474,-9.863330125808716,S-/T+
GW190412,locked_evaluation_a,L1,0,-9.599999999999998,0.9333746576329242,0.29710368425237105,0.29722360711598433,-1,-0.004,0.3333333333333333,-9.222705125808716,-9.402392625808716,0.1796875,-9.384810975912231,-9.38056914640046,0.004241829511771655,-9.367236375808716,S-/T+
GW190412,locked_evaluation_a,L1,0,-9.199999999999998,0.935817887159196,0.4411075634193674,0.4411075634193674,0,0.0,0.2857142857142857,-9.187548875808716,-9.187548875808716,0.0,-9.003985064989788,-9.001671141131974,0.0023139238578142596,-9.187548875808716,S-/T+
GW190412,locked_evaluation_a,L1,0,-8.799999999999997,0.9168049324138269,0.26029187231182316,0.26029187231182316,0,0.0,0.3333333333333333,-8.753955125808716,-8.625048875808716,0.12890625,-8.602588061347964,-8.599780749984893,0.0028073113630711077,-8.753955125808716,S-/T+
GW190412,locked_evaluation_a,L1,0,-8.399999999999997,0.9340965248685403,0.40504719571422804,0.40504719571422804,0,0.0,0.6976744186046512,-8.183642625808716,-8.128955125808716,0.0546875,-8.188641835271579,-8.197622544166466,0.008980708894887002,-8.183642625808716,S-/T+
GW190412,locked_evaluation_a,L1,0,-7.9999999999999964,0.9399742338761422,0.46671040729295005,0.46671040729295005,0,0.0,0.38095238095238093,-7.730517625808716,-7.980517625808716,0.25,-7.78926071456017,-7.795727558696624,0.006466844136454597,-7.980517625808716,S-/T+
GW190412,locked_evaluation_a,L1,0,-7.599999999999996,0.9205795740183794,0.321798886266663,0.3299086237348654,-1,-0.004,0.5238095238095238,-7.277392625808716,-7.507861375808716,0.23046875,-7.4021444224156,-7.376100743370401,0.02604367904519922,-7.503955125808716,S-/T+
GW190412,locked_evaluation_a,L1,0,-7.199999999999996,0.9633907408397131,0.6000955784753557,0.6000955784753557,0,0.0,0.7727272727272727,-7.128955125808716,-7.187548875808716,0.05859375,-6.994031619937776,-7.001409157569443,0.007377537631666264,-7.179736375808716,S-/T+
GW190412,locked_evaluation_a,L1,0,-6.799999999999995,0.926548469103433,0.3486368570906589,0.3486368570906589,0,0.0,0.5116279069767442,-6.636767625808716,-6.640673875808716,0.00390625,-6.61727103151743,-6.600422494752366,0.016848536765063926,-6.636767625808716,S-/T+
GW190412,locked_evaluation_a,L1,0,-6.399999999999995,0.9295759845084071,0.3597144832697653,0.3597144832697653,0,0.0,0.4186046511627907,-6.085986375808716,-6.179736375808716,0.09375,-6.207579682117439,-6.19450646070082,0.013073221416618708,-6.175830125808716,S-/T+
GW190412,locked_evaluation_a,L1,0,-5.999999999999995,0.9208984772539802,0.3204713791277782,0.3204713791277782,0,0.0,0.38095238095238093,-5.855517625808716,-5.906298875808716,0.05078125,-5.803021754699579,-5.818966362817224,0.01594460811764531,-5.855517625808716,S-/T+
GW190412,locked_evaluation_a,L1,0,-5.599999999999994,0.919397329496478,0.2531911993029742,0.29065900169431114,-4,-0.016,0.34146341463414637,-5.335986375808716,-5.308642625808716,0.02734375,-5.397981729745878,-5.392940658236068,0.005041071509809925,-5.304736375808716,S-/T+
GW190412,locked_evaluation_a,L1,0,-5.199999999999994,0.9534388570951783,0.37171624647571444,0.37171624647571444,0,0.0,0.5714285714285714,-5.109423875808716,-5.074267625808716,0.03515625,-5.005953922029399,-5.005965273876567,1.135184716805071e-05,-4.816455125808716,S-/T+
GW190412,locked_evaluation_a,L1,0,-4.799999999999994,0.9204610742264089,0.27235420653494036,0.38356667337497324,-1,-0.004,0.5581395348837209,-4.757861375808716,-4.539111375808716,0.21875,-4.596901272133191,-4.5832906760339345,0.013610596099256966,-4.539111375808716,S+/T-
GW190412,locked_evaluation_a,L1,0,-4.399999999999993,0.9342483491158726,0.545802302229489,0.5970085957607917,-1,-0.004,0.6666666666666666,-4.191455125808716,-4.062548875808716,0.12890625,-4.189470405952563,-4.183602017129871,0.005868388822691806,-4.062548875808716,S-/T+
GW190412,locked_evaluation_a,L1,1,4.0,0.9342186282890854,0.30135835787598625,0.3368452066079371,-1,-0.004,0.3333333333333333,4.113232374191284,4.234326124191284,0.12109375,4.2032098394872595,4.202520761001788,0.000689078485471839,4.234326124191284,S+/T-
GW190412,locked_evaluation_a,L1,1,4.4,0.9138782404166736,0.29443581274776487,0.5012397821475706,-1,-0.004,0.7142857142857143,4.777294874191284,4.789013624191284,0.01171875,4.6198191703196025,4.61522745819545,0.004591712124152103,4.757763624191284,S-/T+
GW190412,locked_evaluation_a,L1,1,4.800000000000001,0.9353422399827762,0.43287300541255863,0.43287300541255863,0,0.0,0.6976744186046512,5.187451124191284,4.808544874191284,0.37890625,5.015942056160989,4.996356982481,0.01958507367998852,4.941357374191284,S-/T+
GW190412,locked_evaluation_a,L1,1,5.200000000000001,0.9146577178915866,0.1804467633352798,0.18109385050966822,-1,-0.004,0.4186046511627907,5.371044874191284,5.441357374191284,0.0703125,5.409923647022174,5.419322670325446,0.009399023303272358,5.367138624191284,S-/T+
GW190412,locked_evaluation_a,L1,1,5.600000000000001,0.9337823604346354,0.38742636072792314,0.38742636072792314,0,0.0,0.5116279069767442,5.652294874191284,5.910107374191284,0.2578125,5.786149870531587,5.798600759925779,0.012450889394191478,5.796826124191284,S+/T-
GW190412,locked_evaluation_a,L1,1,6.000000000000002,0.939029045399423,0.4781366844935738,0.4781366844935738,0,0.0,0.3333333333333333,6.374951124191284,6.121044874191284,0.25390625,6.205192878662019,6.187109392866384,0.01808348579563468,6.121044874191284,S-/T+
GW190412,locked_evaluation_a,L1,1,6.400000000000002,0.9533101694946048,0.6173679954472032,0.6173679954472032,0,0.0,0.46511627906976744,6.761669874191284,6.417919874191284,0.34375,6.612972562030413,6.612081421029702,0.0008911410007117482,6.417919874191284,S+/T-
GW190412,locked_evaluation_a,L1,1,6.8000000000000025,0.9339891291808068,0.3061153875559259,0.39719790183458675,-1,-0.004,0.38095238095238093,6.835888624191284,6.996044874191284,0.16015625,6.978594118669826,6.985712495747016,0.007118377077190097,6.999951124191284,S-/T+
GW190412,locked_evaluation_a,L1,1,7.200000000000003,0.9383478456000952,0.4371996651425816,0.4371996651425816,0,0.0,0.45454545454545453,7.249951124191284,7.246044874191284,0.00390625,7.397089013936838,7.397993752022344,0.0009047380855067289,7.249951124191284,S-/T+
GW190412,locked_evaluation_a,L1,1,7.600000000000003,0.9560319388094822,0.35393923512453235,0.39646449765328423,-1,-0.004,0.6046511627906976,7.992138624191284,7.785107374191284,0.20703125,7.80427643030635,7.799345822942433,0.004930607363917261,7.683544874191284,S+/T-
GW190412,locked_evaluation_a,L1,1,8.000000000000004,0.9279353591255806,0.38643038169380634,0.396590418854599,-1,-0.004,0.5116279069767442,8.238232374191284,8.003857374191284,0.234375,8.202515275697497,8.203871867017728,0.0013565913202313595,8.027294874191284,S-/T+
GW190412,locked_evaluation_a,L1,1,8.400000000000004,0.946145113729485,0.28631021397704287,0.43052882077146354,7,0.028,0.3684210526315789,8.773388624191284,8.726513624191284,0.046875,8.593941338392357,8.593234319280008,0.000707019112349272,8.441357374191284,S-/T+
GW190412,locked_evaluation_a,L1,1,8.800000000000004,0.929869516850108,0.29836829537034243,0.36620423780873995,-8,-0.032,0.41025641025641024,9.097607374191284,9.164013624191284,0.06640625,9.011245792995421,9.007590384700562,0.0036554082948594413,9.136669874191284,S-/T+
GW190412,locked_evaluation_a,L1,1,9.200000000000005,0.8891127254923561,0.26757866662368845,0.26757866662368845,0,0.0,0.38095238095238093,9.285107374191284,9.289013624191284,0.00390625,9.391173675987096,9.414865431746167,0.023691755759070787,9.289013624191284,S+/T-
GW190412,locked_evaluation_a,L1,1,9.600000000000005,0.912988935133703,0.2643635418780075,0.40573711250793165,-1,-0.004,0.47619047619047616,9.601513624191284,9.730419874191284,0.12890625,9.787633847318126,9.801131468111256,0.013497620793129883,9.730419874191284,S+/T-
GW190412,locked_evaluation_a,L1,1,10.000000000000005,0.9139657410143567,0.25688677968266427,0.2648403328696607,5,0.02,0.43902439024390244,10.015576124191284,10.242138624191284,0.2265625,10.188570223362134,10.199381852156838,0.010811628794703765,10.136669874191284,S-/T+
GW190412,locked_evaluation_a,L1,1,10.400000000000006,0.9145078128364557,0.23565875722977053,0.23832548851324628,-1,-0.004,0.37209302325581395,10.476513624191284,10.699169874191284,0.22265625,10.60420585482452,10.593046057157617,0.011159797666904225,10.703076124191284,S-/T+
GW190412,locked_evaluation_a,L1,1,10.800000000000006,0.9167787546788825,0.24584341693019923,0.332276011398427,-8,-0.032,0.2631578947368421,10.929638624191284,11.175732374191284,0.24609375,10.994631247252268,11.004045580543238,0.009414333290969523,10.929638624191284,S-/T+
GW190412,locked_evaluation_a,L1,1,11.200000000000006,0.926011812004528,0.25682505300759184,0.25682505300759184,0,0.0,0.38095238095238093,11.456982374191284,11.511669874191284,0.0546875,11.388627041810784,11.403077431394335,0.01445038958355127,11.550732374191284,S+/T-
GW190412,locked_evaluation_a,L1,1,11.600000000000007,0.9415630442814763,0.4609385086877115,0.4609385086877115,0,0.0,0.42857142857142855,11.988232374191284,11.683544874191284,0.3046875,11.804258523201584,11.805368221298718,0.0011096980971334602,11.683544874191284,S+/T-
GW190521_074359,locked_evaluation_a,H1,0,-12.0,0.9135994594085097,0.012877387483044412,0.11228201845073602,6,0.024,0.24390243902439024,-11.948486328125,-11.811767578125,0.13671875,-11.800237067631414,-11.80458421276503,0.004347145133616337,-11.948486328125,S+/T-
GW190521_074359,locked_evaluation_a,H1,0,-11.6,0.8756397533416928,0.13366868220680678,0.21433631242827492,-8,-0.032,0.15384615384615385,-11.237548828125,-11.237548828125,0.0,-11.386383521604735,-11.386827319244453,0.0004437976397184684,-11.237548828125,S-/T+
GW190521_074359,locked_evaluation_a,H1,0,-11.2,0.8974106321766208,0.01336541478872026,0.08518683260105704,8,0.032,0.05128205128205128,-10.909423828125,-11.089111328125,0.1796875,-10.997430781234064,-10.99438925009812,0.0030415311359437425,-10.909423828125,S-/T+
GW190521_074359,locked_evaluation_a,H1,0,-10.799999999999999,0.9217403696880841,0.08369013750056098,0.25768698437414617,6,0.024,0.35,-10.479736328125,-10.792236328125,0.3125,-10.597788331668228,-10.602761490122454,0.004973158454225413,-10.479736328125,S-/T+
GW190521_074359,locked_evaluation_a,H1,0,-10.399999999999999,0.9030924083904868,0.20342924570673562,0.4514681542511458,-1,-0.004,0.46511627906976744,-10.280517578125,-10.339111328125,0.05859375,-10.21573819280623,-10.202863625395748,0.012874567410481319,-10.276611328125,S-/T+
GW190521_074359,locked_evaluation_a,H1,0,-9.999999999999998,0.9145953297762672,0.14252454715646504,0.3012226626706141,-1,-0.004,0.23809523809523808,-9.714111328125,-9.745361328125,0.03125,-9.814046349145835,-9.804196369198669,0.009849979947166076,-9.616455078125,S+/T-
GW190521_074359,locked_evaluation_a,H1,0,-9.599999999999998,0.864956972408151,0.029911001990863183,0.32947144972944686,-2,-0.008,0.35,-9.448486328125,-9.260986328125,0.1875,-9.396624445939594,-9.390417163761077,0.006207282178516849,-9.569580078125,S-/T+
GW190521_074359,locked_evaluation_a,H1,0,-9.199999999999998,0.8948861821298341,0.09384870635246609,0.34340068000337043,-8,-0.032,0.42105263157894735,-9.186767578125,-8.846923828125,0.33984375,-9.010347353718123,-9.013928558856259,0.003581205138136312,-9.182861328125,S+/T-
GW190521_074359,locked_evaluation_a,H1,0,-8.799999999999997,0.9041372078696539,0.15972870418576754,0.15972870418576754,0,0.0,0.19047619047619047,-8.581298828125,-8.436767578125,0.14453125,-8.601127695056539,-8.594302961802363,0.006824733254175541,-8.690673828125,S-/T-
GW190521_074359,locked_evaluation_a,H1,0,-8.399999999999997,0.9214031644558547,0.21214032805281138,0.21214032805281138,0,0.0,0.2857142857142857,-8.300048828125,-8.206298828125,0.09375,-8.205106903027874,-8.198809768935837,0.006297134092037027,-8.331298828125,S-/T+
GW190521_074359,locked_evaluation_a,H1,0,-7.9999999999999964,0.9222701515891809,0.24170084973722433,0.3008693247447442,-1,-0.004,0.46511627906976744,-7.983642578125,-7.772705078125,0.2109375,-7.813395573655666,-7.803041576052169,0.010353997603496978,-7.772705078125,S-/T+
GW190521_074359,locked_evaluation_a,H1,0,-7.599999999999996,0.879557026441316,-0.12445785169392426,0.11489981705494656,-2,-0.008,0.14634146341463414,-7.475830078125,-7.479736328125,0.00390625,-7.398496038549153,-7.395745275999109,0.00275076255004425,-7.479736328125,S-/T+
GW190521_074359,locked_evaluation_a,H1,0,-7.199999999999996,0.897176696662231,0.07811782383539181,0.2572160402470616,7,0.028,0.3902439024390244,-7.026611328125,-7.030517578125,0.00390625,-7.008729132141384,-7.006898781634408,0.0018303505069754422,-7.026611328125,S-/T+
GW190521_074359,locked_evaluation_a,H1,0,-6.799999999999995,0.8654747790874501,0.0777630124910448,0.2780461584620019,4,0.016,0.35,-6.651611328125,-6.530517578125,0.12109375,-6.5867601348287685,-6.5976422481342345,0.010882113305465957,-6.510986328125,S+/T-
GW190521_074359,locked_evaluation_a,H1,0,-6.399999999999995,0.908785598590835,0.11035746827977437,0.2627388478323066,-8,-0.032,0.42105263157894735,-6.358642578125,-6.319580078125,0.0390625,-6.195990873703941,-6.195910469544809,8.040415913246335e-05,-6.003173828125,S-/T+
GW190521_074359,locked_evaluation_a,H1,0,-5.999999999999995,0.9247384555675041,0.23242202523398067,0.33198901546645226,-1,-0.004,0.46511627906976744,-5.862548828125,-5.882080078125,0.01953125,-5.798455122043527,-5.807393025109743,0.008937903066216002,-5.858642578125,S+/T-
GW190521_074359,locked_evaluation_a,H1,0,-5.599999999999994,0.8901928071132638,0.14917833499520655,0.1922889810920069,1,0.004,0.3333333333333333,-5.405517578125,-5.319580078125,0.0859375,-5.382515933682993,-5.384825828202448,0.002309894519455291,-5.573486328125,S-/T+
GW190521_074359,locked_evaluation_a,H1,0,-5.199999999999994,0.8773665768255531,-0.18025204096081043,0.25235695465947305,3,0.012,0.2926829268292683,-5.003173828125,-5.194580078125,0.19140625,-4.995704920010065,-5.031659619188838,0.03595469917877292,-5.026611328125,S-/T+
GW190521_074359,locked_evaluation_a,H1,0,-4.799999999999994,0.9135211596436308,-0.0238132273734515,0.187614962462042,-8,-0.032,0.2631578947368421,-4.405517578125,-4.647705078125,0.2421875,-4.593607308546633,-4.602596965062621,0.008989656515987932,-4.647705078125,S-/T+
GW190521_074359,locked_evaluation_a,H1,0,-4.399999999999993,0.901750943498055,-0.04226730358339832,0.21930741911921117,-5,-0.02,0.24390243902439024,-4.284423828125,-4.198486328125,0.0859375,-4.209073367956981,-4.197914699391727,0.011158668565254715,-4.370361328125,S+/T-
GW190521_074359,locked_evaluation_a,H1,1,4.0,0.9217864522951259,0.24121996513538227,0.24121996513538227,0,0.0,0.46511627906976744,4.332763671875,4.199951171875,0.1328125,4.216473327005319,4.198966975125626,0.017506351879693405,4.199951171875,S-/T+
GW190521_074359,locked_evaluation_a,H1,1,4.4,0.9248100883475263,0.2528326015813907,0.2528326015813907,0,0.0,0.23255813953488372,4.516357421875,4.516357421875,0.0,4.607731747800666,4.602504913544123,0.005226834256543356,4.516357421875,S+/T-
GW190521_074359,locked_evaluation_a,H1,1,4.800000000000001,0.8990627729767383,0.028992039259059296,0.15017951968472873,-2,-0.008,0.23809523809523808,5.192138671875,4.809326171875,0.3828125,5.000854931915829,5.023324288970696,0.022469357054866634,5.012451171875,S-/T+
GW190521_074359,locked_evaluation_a,H1,1,5.200000000000001,0.8934111743380155,0.05324180202299978,0.16067588643125447,8,0.032,0.41025641025641024,5.563232421875,5.590576171875,0.02734375,5.393487627356797,5.397761645639614,0.004274018282816705,5.231201171875,S-/T+
GW190521_074359,locked_evaluation_a,H1,1,5.600000000000001,0.8728529263453091,-0.06048312995438555,0.19729786858001183,5,0.02,0.24390243902439024,5.852294921875,5.606201171875,0.24609375,5.796817658868859,5.7958062521853515,0.0010114066835074098,5.973388671875,S-/T+
GW190521_074359,locked_evaluation_a,H1,1,6.000000000000002,0.9236796237321668,0.2918502324035905,0.2918502324035905,0,0.0,0.3333333333333333,6.266357421875,6.117919921875,0.1484375,6.204120584033348,6.205171862839595,0.0010512788062468914,6.270263671875,S-/T+
GW190521_074359,locked_evaluation_a,H1,1,6.400000000000002,0.9119672709081265,0.1268730786836965,0.18442164381056952,7,0.028,0.2631578947368421,6.406982421875,6.578857421875,0.171875,6.580359668175046,6.599834686456022,0.01947501828097664,6.555419921875,S+/T-
GW190521_074359,locked_evaluation_a,H1,1,6.8000000000000025,0.9197656036178651,0.1588140163960065,0.1588140163960065,0,0.0,0.19047619047619047,6.969482421875,6.895263671875,0.07421875,6.9932129902352695,6.971292701347487,0.021920288887782746,7.028076171875,S-/T+
GW190521_074359,locked_evaluation_a,H1,1,7.200000000000003,0.9055921651151673,0.13082018601786966,0.23584353261088345,-1,-0.004,0.32558139534883723,7.289794921875,7.485107421875,0.1953125,7.391779430399159,7.393769777334594,0.0019903469354352055,7.289794921875,S-/T+
GW190521_074359,locked_evaluation_a,H1,1,7.600000000000003,0.8916244983798299,0.030386178040626318,0.16377789438884327,6,0.024,0.1951219512195122,7.617919921875,7.789794921875,0.171875,7.783749781837918,7.8154338468744236,0.03168406503650534,7.789794921875,S+/T-
GW190521_074359,locked_evaluation_a,H1,1,8.000000000000004,0.9393187364024453,0.43025983446439725,0.43025983446439725,0,0.0,0.5,8.156982421875,8.184326171875,0.02734375,8.21436142018101,8.200728225763154,0.013633194417856487,8.137451171875,S-/T+
GW190521_074359,locked_evaluation_a,H1,1,8.400000000000004,0.9323846664225317,0.023479729624729963,0.3070349297016232,-7,-0.028,0.47368421052631576,8.614013671875,8.512451171875,0.1015625,8.59835768966454,8.599432180453677,0.001074490789136462,8.516357421875,S-/T+
GW190521_074359,locked_evaluation_a,H1,1,8.800000000000004,0.9012237453984366,0.21496371818988316,0.22977807569840428,-1,-0.004,0.4888888888888889,9.149169921875,8.852294921875,0.296875,9.022565411607445,9.00544657765289,0.017118833954555157,8.852294921875,S-/T+
GW190521_074359,locked_evaluation_a,H1,1,9.200000000000005,0.9102850205035474,0.1409683158300788,0.14526616570140702,-4,-0.016,0.2926829268292683,9.227294921875,9.367919921875,0.140625,9.397247985703302,9.402451347015495,0.005203361312192456,9.231201171875,S+/T-
GW190521_074359,locked_evaluation_a,H1,1,9.600000000000005,0.905493162709088,-0.0358732235106688,0.31502582067522844,-7,-0.028,0.46153846153846156,9.660888671875,9.645263671875,0.015625,9.797647650992756,9.799667003974351,0.0020193529815948352,9.645263671875,S-/T+
GW190521_074359,locked_evaluation_a,H1,1,10.000000000000005,0.9105061821155138,0.14849698559460653,0.19192390792535843,-1,-0.004,0.18181818181818182,10.067138671875,10.133544921875,0.06640625,10.204232850781853,10.200906649081025,0.00332620170082798,10.344482421875,S+/T-
GW190521_074359,locked_evaluation_a,H1,1,10.400000000000006,0.9131204856163013,0.1587145153320407,0.3686525393921838,-2,-0.008,0.2,10.434326171875,10.586669921875,0.15234375,10.575469964737614,10.585194152023504,0.009724187285890196,10.586669921875,S-/T+
GW190521_074359,locked_evaluation_a,H1,1,10.800000000000006,0.9360564530614198,0.22831669846891806,0.37402356607972176,-1,-0.004,0.38095238095238093,10.828857421875,11.172607421875,0.34375,11.002592842294543,10.996951819065844,0.005641023228699638,11.172607421875,S-/T+
GW190521_074359,locked_evaluation_a,H1,1,11.200000000000006,0.9089322899922893,0.05230898926203439,0.4047763287233059,-7,-0.028,0.3076923076923077,11.356201171875,11.336669921875,0.01953125,11.398834585470834,11.396301571707173,0.002533013763660108,11.336669921875,S-/T+
GW190521_074359,locked_evaluation_a,H1,1,11.600000000000007,0.915623079989849,0.08726697172249347,0.11234361603112976,8,0.032,0.3076923076923077,11.996826171875,11.801513671875,0.1953125,11.785899697323007,11.806466446270832,0.020566748947825175,11.996826171875,S+/T-
GW190521_074359,locked_evaluation_a,L1,0,-12.0,0.8885341317654493,-0.10074683241286203,0.07395180941578446,7,0.028,0.2926829268292683,-11.706298828125,-11.710205078125,0.00390625,-11.763450090158244,-11.811801077996538,0.048350987838293946,-11.706298828125,S-/T+
GW190521_074359,locked_evaluation_a,L1,0,-11.6,0.9138526057915216,0.12712965216286548,0.32333045771714913,7,0.028,0.25,-11.307861328125,-11.499267578125,0.19140625,-11.383634089528368,-11.400821632560055,0.017187543031687014,-11.300048828125,S+/T-
GW190521_074359,locked_evaluation_a,L1,0,-11.2,0.9032090430701456,0.13195266621529517,0.34712522193543255,8,0.032,0.42105263157894735,-10.878173828125,-11.069580078125,0.19140625,-10.990278840051088,-11.003264960413087,0.012986120361999198,-10.878173828125,S-/T+
GW190521_074359,locked_evaluation_a,L1,0,-10.799999999999999,0.9053976252924734,0.11122739628784473,0.22732172616311974,-1,-0.004,0.38095238095238093,-10.608642578125,-10.628173828125,0.01953125,-10.61276438347308,-10.585175823717464,0.027588559755615805,-10.624267578125,S-/T+
GW190521_074359,locked_evaluation_a,L1,0,-10.399999999999999,0.8728413134885359,-0.10460603789608144,0.3586711304646712,5,0.02,0.6829268292682927,-10.292236328125,-10.151611328125,0.140625,-10.181452633751864,-10.19830990815293,0.0168572744010671,-10.311767578125,S-/T+
GW190521_074359,locked_evaluation_a,L1,0,-9.999999999999998,0.9287623382822358,0.2546984272082827,0.2546984272082827,0,0.0,0.4186046511627907,-9.616455078125,-9.753173828125,0.13671875,-9.774231689365825,-9.792843536547215,0.018611847181389862,-9.616455078125,S-/T+
GW190521_074359,locked_evaluation_a,L1,0,-9.599999999999998,0.9016722039962709,0.08296586316411718,0.13965324938454235,-1,-0.004,0.23809523809523808,-9.593017578125,-9.245361328125,0.34765625,-9.413949549744391,-9.392874051721122,0.02107549802326858,-9.460205078125,S+/T-
GW190521_074359,locked_evaluation_a,L1,0,-9.199999999999998,0.9368173234990362,0.33970705791237854,0.33970705791237854,0,0.0,0.37209302325581395,-9.057861328125,-9.073486328125,0.015625,-8.991692061747,-9.00373106526093,0.012039003513928392,-9.050048828125,S+/T-
GW190521_074359,locked_evaluation_a,L1,0,-8.799999999999997,0.9187085215914539,0.36939119627952977,0.38773507623836745,1,0.004,0.47619047619047616,-8.534423828125,-8.760986328125,0.2265625,-8.609029913726316,-8.61308526228712,0.004055348560804362,-8.518798828125,S+/T-
GW190521_074359,locked_evaluation_a,L1,0,-8.399999999999997,0.9143818093027806,0.24767749368489142,0.25438969586197896,-1,-0.004,0.5777777777777777,-8.206298828125,-8.065673828125,0.140625,-8.205835677263464,-8.200484814336296,0.00535086292716791,-8.206298828125,S+/T-
GW190521_074359,locked_evaluation_a,L1,0,-7.9999999999999964,0.9320142307162392,0.4273502598959721,0.4875025366845558,1,0.004,0.5238095238095238,-7.956298828125,-7.839111328125,0.1171875,-7.82062486486845,-7.827577720977953,0.00695285610950247,-7.979736328125,S+/T-
GW190521_074359,locked_evaluation_a,L1,0,-7.599999999999996,0.9168597357955292,0.39289027572583785,0.39289027572583785,0,0.0,0.6190476190476191,-7.479736328125,-7.487548828125,0.0078125,-7.393977860728573,-7.38946541476796,0.004512445960613398,-7.518798828125,S+/T-
GW190521_074359,locked_evaluation_a,L1,0,-7.199999999999996,0.9507824225172543,0.3776460032302016,0.3776460032302016,0,0.0,0.37209302325581395,-6.846923828125,-6.975830078125,0.12890625,-6.989093472549109,-7.010333520652944,0.021240048103835285,-6.975830078125,S+/T-
GW190521_074359,locked_evaluation_a,L1,0,-6.799999999999995,0.9171934765859304,0.3027966867699899,0.3129640689644611,1,0.004,0.37209302325581395,-6.792236328125,-6.792236328125,0.0,-6.588066836540344,-6.589023089219564,0.0009562526792201709,-6.792236328125,S-/T+
GW190521_074359,locked_evaluation_a,L1,0,-6.399999999999995,0.9040084939970313,0.24196643366874604,0.3248014748817055,-5,-0.02,0.34146341463414637,-6.260986328125,-6.237548828125,0.0234375,-6.192859556383571,-6.2010370646504,0.008177508266829392,-6.190673828125,S-/T+
GW190521_074359,locked_evaluation_a,L1,0,-5.999999999999995,0.9346956409748062,0.30110548090438277,0.3344834415359725,-1,-0.004,0.46511627906976744,-5.815673828125,-5.694580078125,0.12109375,-5.8009432243988694,-5.804716155343985,0.003772930945115327,-5.811767578125,S+/T-
GW190521_074359,locked_evaluation_a,L1,0,-5.599999999999994,0.9135217988628065,0.2780422474354894,0.3200540726658204,-7,-0.028,0.41025641025641024,-5.311767578125,-5.307861328125,0.00390625,-5.406344026776364,-5.397398126789879,0.008945899986485095,-5.307861328125,S+/T-
GW190521_074359,locked_evaluation_a,L1,0,-5.199999999999994,0.9184137839752178,0.27228003404060025,0.27632848612479294,1,0.004,0.27906976744186046,-5.053955078125,-5.050048828125,0.00390625,-5.001759669321917,-4.98489005042988,0.016869618892036975,-5.050048828125,S+/T-
GW190521_074359,locked_evaluation_a,L1,0,-4.799999999999994,0.9321840767860825,0.3197188877972149,0.3197188877972149,0,0.0,0.5777777777777777,-4.745361328125,-4.452392578125,0.29296875,-4.5952034547998535,-4.593961823455975,0.0012416313438787796,-4.741455078125,S+/T-
GW190521_074359,locked_evaluation_a,L1,0,-4.399999999999993,0.9119372756039106,0.18796303768970132,0.2556386321813352,7,0.028,0.5128205128205128,-4.143798828125,-4.120361328125,0.0234375,-4.193466060022683,-4.19093302416505,0.0025330358576329814,-4.139892578125,S+/T-
GW190521_074359,locked_evaluation_a,L1,1,4.0,0.9162976439552648,0.322866915382618,0.3508079749706307,-1,-0.004,0.4186046511627907,4.145263671875,4.117919921875,0.02734375,4.194006048666438,4.194746832172762,0.0007407835063242274,4.117919921875,S+/T-
GW190521_074359,locked_evaluation_a,L1,1,4.4,0.9043870079803801,0.06908823745218384,0.2524490983104566,-8,-0.032,0.5365853658536586,4.520263671875,4.641357421875,0.12109375,4.588483500622695,4.594604217235011,0.006120716612315391,4.520263671875,S-/T+
GW190521_074359,locked_evaluation_a,L1,1,4.800000000000001,0.8958597825025397,0.03402513621259992,0.17358596445760638,-2,-0.008,0.27906976744186046,5.149169921875,5.149169921875,0.0,5.018570665922993,5.000579265920487,0.017991400002506097,5.149169921875,S+/T-
GW190521_074359,locked_evaluation_a,L1,1,5.200000000000001,0.9093826145398074,0.19975505248965764,0.19975505248965764,0,0.0,0.32558139534883723,5.559326171875,5.559326171875,0.0,5.40212739820413,5.419322686810166,0.01719528860603603,5.559326171875,S-/T+
