gate_rank,gate_q,first_eligible_parent,eligible_parent_count,mean_phase_a,mean_ridge_distance,below_ridge_share,equal_ridge_share,above_ridge_share,phi_nearest_folded_residue,phi_observed_hits,phi_observed_share,phi_expected_share,phi_occupancy_excess,phi_occupancy_lift,phi_observed_mean_distance,phi_expected_mean_distance,phi_distance_delta,quarter_nearest_folded_residue,quarter_observed_hits,quarter_observed_share,quarter_expected_share,quarter_occupancy_excess,quarter_occupancy_lift,quarter_observed_mean_distance,quarter_expected_mean_distance,quarter_distance_delta,third_nearest_folded_residue,third_observed_hits,third_observed_share,third_expected_share,third_occupancy_excess,third_occupancy_lift,third_observed_mean_distance,third_expected_mean_distance,third_distance_delta,half_nearest_folded_residue,half_observed_hits,half_observed_share,half_expected_share,half_occupancy_excess,half_occupancy_lift,half_observed_mean_distance,half_expected_mean_distance,half_distance_delta,two_thirds_nearest_folded_residue,two_thirds_observed_hits,two_thirds_observed_share,two_thirds_expected_share,two_thirds_occupancy_excess,two_thirds_occupancy_lift,two_thirds_observed_mean_distance,two_thirds_expected_mean_distance,two_thirds_distance_delta
2614,23509,4000000007,45166,1.0019366617881489,0.5024998043571917,0.49705530708940354,0.0,0.5029446929105965,4490,7,0.00015498383739981402,8.507742045261188e-05,6.990641694720214e-05,1.8216800247974139,0.26315311409782405,0.26392700165255195,-0.0007738875547279034,2939,1,2.214054819997343e-05,8.507742045261188e-05,-6.293687225263845e-05,0.2602400035424877,0.3107396904471273,0.31250265946103006,-0.001762969013902771,3918,9,0.00019926493379976087,8.507742045261188e-05,0.00011418751334714899,2.3421600318823894,0.27660931225888175,0.27777541461662436,-0.0011661023577426155,5877,3,6.64216445999203e-05,8.507742045261188e-05,-1.8655775852691585e-05,0.7807200106274631,0.2499629485568502,0.24998936577480965,-2.641721795945684e-05,7836,4,8.856219279989372e-05,8.507742045261188e-05,3.4847723472818424e-06,1.0409600141699509,0.27900625333754386,0.2777612356497039,0.0012450176878399666
2615,23531,4000000007,45166,1.0059653454683046,0.500877728635795,0.4939113492450073,0.0,0.5060886507549927,4494,7,0.00015498383739981402,8.499787505312367e-05,6.998596234669035e-05,1.8233848470088119,0.2637425544013799,0.2639270054273091,-0.00018445102592923313,2941,5,0.00011070274099986716,8.499787505312367e-05,2.5704865946743493e-05,1.3024177478634371,0.3119146970697753,0.3125026569737567,-0.000587959903981361,3922,5,0.00011070274099986716,8.499787505312367e-05,2.5704865946743493e-05,1.3024177478634371,0.2774084657727057,0.2777754168260309,-0.00036695105332518185,5883,6,0.0001328432891998406,8.499787505312367e-05,4.784541414671692e-05,1.5629012974361245,0.2501279435014836,0.24998937571713908,0.0001385677843445121,7844,6,0.0001328432891998406,8.499787505312367e-05,4.784541414671692e-05,1.5629012974361245,0.2783404896077647,0.2777612511155497,0.0005792384922149729
2616,23537,4000000007,45166,0.9982641290961418,0.49686674980144474,0.5014391356329982,0.0,0.4985608643670017,4495,4,8.856219279989372e-05,8.49762066621346e-05,3.5859861377591254e-06,1.0421998848691494,0.26491830867352,0.2639270075618066,0.0009913011117134163,2942,3,6.64216445999203e-05,8.49762066621346e-05,-1.8554562062214302e-05,0.7816499136518621,0.31471372993611946,0.31250265539363553,0.002211074542483926,3923,5,0.00011070274099986716,8.49762066621346e-05,2.5726534337732566e-05,1.3027498560864368,0.27921866974605886,0.27777541742787953,0.0014432523181793222,5884,3,6.64216445999203e-05,8.49762066621346e-05,-1.8554562062214302e-05,0.7816499136518621,0.24983625617385427,0.2499893784254578,-0.00015312225160352133,7846,5,0.00011070274099986716,8.49762066621346e-05,2.5726534337732566e-05,1.3027498560864368,0.27616516923081974,0.27776125532848983,-0.0015960860976700908
2617,23539,4000000007,45166,1.0002027234832596,0.5032589007651525,0.4999557189036001,0.0,0.5000442810964,4496,4,8.856219279989372e-05,8.49689863199932e-05,3.593206479900524e-06,1.0422884470619493,0.26262895267059455,0.26392700877113817,-0.0012980561005436209,2942,3,6.64216445999203e-05,8.49689863199932e-05,-1.8547341720072903e-05,0.781716335296462,0.31021883208417306,0.31250265607044675,-0.002283823986273692,3923,1,2.214054819997343e-05,8.49689863199932e-05,-6.282843812001977e-05,0.26057211176548734,0.2760298184364497,0.27777541762842756,-0.0017455991919778646,5885,2,4.428109639994686e-05,8.49689863199932e-05,-4.068788992004634e-05,0.5211442235309747,0.24999937497793964,0.24998937932792387,9.99565001577607e-06,7846,4,8.856219279989372e-05,8.49689863199932e-05,3.593206479900524e-06,1.0422884470619493,0.2793649116952059,0.27776125673232593,0.0016036549628799524
2618,23549,4000000007,45166,1.0045759752944388,0.5019072358434831,0.49601470132400477,0.0,0.5039852986759952,4497,3,6.64216445999203e-05,8.493290300662476e-05,-1.8511258406704467e-05,0.7820484435194616,0.26327972055919335,0.26392701090496834,-0.0006472903457749868,2944,2,4.428109639994686e-05,8.493290300662476e-05,-4.06518066066779e-05,0.5213656290129743,0.3112990744630327,0.3125026549421727,-0.0012035804791400428,3925,2,4.428109639994686e-05,8.493290300662476e-05,-4.06518066066779e-05,0.5213656290129743,0.27691403418926985,0.2777754186306567,-0.0008613844413868366,5887,1,2.214054819997343e-05,8.493290300662476e-05,-6.279235480665134e-05,0.26068281450648717,0.2500576294522991,0.2499893838379549,6.82456143441812e-05,7850,2,4.428109639994686e-05,8.493290300662476e-05,-4.06518066066779e-05,0.5213656290129743,0.2787551448615857,0.27776126374792987,0.0009938811136558368
2619,23557,4000000007,45166,0.9956379915084921,0.5017416802042753,0.5040295797723952,0.0,0.49597042022760485,4499,7,0.00015498383739981402,8.490405841399219e-05,7.007977898582183e-05,1.8253996368950096,0.26326863310015297,0.2639270109116759,-0.0006583778115229477,2945,4,8.856219279989372e-05,8.490405841399219e-05,3.658134385901534e-06,1.0430855067971483,0.31125766272606015,0.3125026540402434,-0.0012449913141832636,3926,1,2.214054819997343e-05,8.490405841399219e-05,-6.276351021401876e-05,0.26077137669928707,0.2769435021675967,0.2777754194318273,-0.0008319172642305972,5889,3,6.64216445999203e-05,8.490405841399219e-05,-1.8482413814071893e-05,0.7823141300978612,0.25001500269561666,0.24998938744322283,2.5615252393834664e-05,7852,7,0.00015498383739981402,8.490405841399219e-05,7.007977898582183e-05,1.8253996368950096,0.2786516223873842,0.27776126935612433,0.000890353031259894
2620,23561,4000000007,45166,0.9975924754484757,0.4984874860364239,0.5037196120975955,0.0,0.4962803879024045,4500,3,6.64216445999203e-05,8.488964346349746e-05,-1.8467998863577162e-05,0.782446973387061,0.2643463023862837,0.2639270130168229,0.00041928936946078466,2945,6,0.0001328432891998406,8.488964346349746e-05,4.795364573634313e-05,1.564893946774122,0.31344248588200113,0.3125026526887653,0.0009398331932358173,3927,6,0.0001328432891998406,8.488964346349746e-05,4.795364573634313e-05,1.564893946774122,0.27841564167875366,0.2777754198322086,0.0006402218465450527,5890,2,4.428109639994686e-05,8.488964346349746e-05,-4.0608547063550596e-05,0.521631315591374,0.24978909532678856,0.24998938924493866,-0.00020029391815010178,7854,4,8.856219279989372e-05,8.488964346349746e-05,3.672549336396265e-06,1.043262631182748,0.2769063662750554,0.2777612721587934,-0.0008549058837380441
2621,23563,4000000007,45166,1.0031657309964943,0.5026621925576567,0.4975866802462029,0.0,0.5024133197537971,4500,6,0.0001328432891998406,8.48824378236143e-05,4.7960851376226295e-05,1.565026790063322,0.2629300745702303,0.2639270129217281,-0.000996938351497778,2945,2,4.428109639994686e-05,8.48824378236143e-05,-4.0601341423667434e-05,0.521675596687774,0.31067142814019116,0.3125026533641985,-0.00183122522400736,3927,2,4.428109639994686e-05,8.48824378236143e-05,-4.0601341423667434e-05,0.521675596687774,0.2764000880204637,0.2777754200323483,-0.0013753320118846113,5891,6,0.0001328432891998406,8.48824378236143e-05,4.7960851376226295e-05,1.565026790063322,0.25004440559763647,0.2499893901455672,5.5015452069262505e-05,7854,2,4.428109639994686e-05,8.48824378236143e-05,-4.0601341423667434e-05,0.521675596687774,0.2791774359218336,0.2777612735597712,0.0014161623620623787
2622,23567,4000000007,45166,0.9959109159189576,0.5026422147104966,0.5034982066155959,0.0,0.4965017933844042,4501,5,0.00011070274099986716,8.486803021301876e-05,2.5834710786848403e-05,1.3044103972014347,0.26332423072229816,0.2639270136121838,-0.0006027828898856336,2946,1,2.214054819997343e-05,8.486803021301876e-05,-6.272748201304533e-05,0.2608820794402869,0.3108386926277514,0.3125026520134086,-0.001663959385657221,3928,5,0.00011070274099986716,8.486803021301876e-05,2.5834710786848403e-05,1.3044103972014347,0.27671619964602895,0.27777542043252573,-0.001059220786496784,5892,7,0.00015498383739981402,8.486803021301876e-05,7.011580718679526e-05,1.8261745560820084,0.2501826113746846,0.24998939194636569,0.00019321942831893035,7856,7,0.00015498383739981402,8.486803021301876e-05,7.011580718679526e-05,1.8261745560820084,0.2793125959699725,0.2777612763610133,0.0015513196089592118
2623,23581,4000000007,45166,0.9982256689923765,0.4986960061194556,0.5040960014169951,0.0,0.49590399858300493,4504,3,6.64216445999203e-05,8.481764206955047e-05,-1.839599746963017e-05,0.7831111898330603,0.2640174101386334,0.26392701768161414,9.039245701925047e-05,2948,6,0.0001328432891998406,8.481764206955047e-05,4.8025647130290125e-05,1.5662223796661205,0.313125614962153,0.3125026513381286,0.0006229636240244196,3930,2,4.428109639994686e-05,8.481764206955047e-05,-4.0536545669603604e-05,0.5220741265553736,0.278079867853686,0.2777754218320776,0.0003044460216083955,5895,3,6.64216445999203e-05,8.481764206955047e-05,-1.839599746963017e-05,0.7831111898330603,0.24940011188821473,0.24998939824434926,-0.000589286356134533,7860,2,4.428109639994686e-05,8.481764206955047e-05,-4.0536545669603604e-05,0.5220741265553736,0.2767158000180458,0.27776128615787665,-0.0010454861398308535
2624,23593,4000000007,45166,0.9994468363320657,0.5030634990565769,0.5014391356329982,0.0,0.4985608643670017,4506,2,4.428109639994686e-05,8.477449983045101e-05,-4.0493403430504146e-05,0.5223398131337731,0.26346058692211005,0.2639270193203269,-0.000466432398216865,2949,4,8.856219279989372e-05,8.477449983045101e-05,3.7876929694427157e-06,1.0446796262675462,0.3107255191222818,0.31250264909083203,-0.0017771299685502284,3932,4,8.856219279989372e-05,8.477449983045101e-05,3.7876929694427157e-06,1.0446796262675462,0.27676994682634176,0.27777542303037156,-0.0010054762040297982,5898,4,8.856219279989372e-05,8.477449983045101e-05,3.7876929694427157e-06,1.0446796262675462,0.25074570798392637,0.24998940363667188,0.0007563043472544884,7864,4,8.856219279989372e-05,8.477449983045101e-05,3.7876929694427157e-06,1.0446796262675462,0.27961396388430926,0.277761294545934,0.0018526693383752457
2625,23599,4000000007,45166,1.0031267531589056,0.5025295625573895,0.49825089669220207,0.0,0.5017491033077979,4507,6,0.0001328432891998406,8.475294516484448e-05,4.809034403499611e-05,1.5674179692689192,0.2630555107644924,0.2639270197949248,-0.0008715090304323714,2950,4,8.856219279989372e-05,8.475294516484448e-05,3.809247635049243e-06,1.044945312845946,0.31078091939846525,0.3125026484173058,-0.0017217290188405454,3933,3,6.64216445999203e-05,8.475294516484448e-05,-1.8331300564924184e-05,0.7837089846344596,0.2765050481328675,0.2777754236290615,-0.001270375496193965,5900,1,2.214054819997343e-05,8.475294516484448e-05,-6.261239696487105e-05,0.2612363282114865,0.2502162674374971,0.24998940633077674,0.00022686110672034965,7866,0,0.0,8.475294516484448e-05,-8.475294516484448e-05,0.0,0.2793368279066185,0.2777612987367638,0.0015755291698547058
2626,23603,4000000007,45166,0.9943462347125978,0.5008772367921959,0.5042731258025949,0.0,0.49572687419740513,4508,3,6.64216445999203e-05,8.473858147614608e-05,-1.8316936876225788e-05,0.7838418279236594,0.2632439897885224,0.2639270218505971,-0.0006830320620746511,2950,3,6.64216445999203e-05,8.473858147614608e-05,-1.8316936876225788e-05,0.7838418279236594,0.3115335953932006,0.312502648866019,-0.000969053472818393,3934,3,6.64216445999203e-05,8.473858147614608e-05,-1.8316936876225788e-05,0.7838418279236594,0.27693721624861634,0.2777754240280191,-0.0008382077794027443,5901,5,0.00011070274099986716,8.473858147614608e-05,2.596415952372108e-05,1.3064030465394325,0.24957200865430065,0.24998940812608567,-0.0004173994717850127,7868,3,6.64216445999203e-05,8.473858147614608e-05,-1.8316936876225788e-05,0.7838418279236594,0.2781520688068641,0.2777613015294666,0.00039076727739750794
2627,23609,4000000007,45166,0.9955181787348789,0.5021395812144145,0.503387503874596,0.0,0.4966124961254041,4509,1,2.214054819997343e-05,8.471704506946798e-05,-6.257649686949456e-05,0.26134703095248635,0.2636555341580303,0.2639270223993059,-0.000271488241275597,2951,5,0.00011070274099986716,8.471704506946798e-05,2.598569593039918e-05,1.306735154762432,0.3113997450384911,0.3125026472955229,-0.0011029022570318014,3935,5,0.00011070274099986716,8.471704506946798e-05,2.598569593039918e-05,1.306735154762432,0.2771682808847795,0.27777542462620186,-0.0006071437414223446,5902,9,0.00019926493379976087,8.471704506946798e-05,0.00011454788873029289,2.3521232785723774,0.25046426832403546,0.24998941081790843,0.0004748575061270244,7870,4,8.856219279989372e-05,8.471704506946798e-05,3.84514773042574e-06,1.0453881238099454,0.27920295059311806,0.27776130571674634,0.0014416448763717171
2628,23623,4000000007,45166,1.0031516470056978,0.4993625034832492,0.4952176415888057,0.0,0.5047823584111942,4512,2,4.428109639994686e-05,8.466683600033866e-05,-4.03857396003918e-05,0.5230040295797724,0.26397541373570466,0.2639270265539789,4.8387181725728645e-05,2953,6,0.0001328432891998406,8.466683600033866e-05,4.817645319950193e-05,1.5690120887393173,0.31297620724373393,0.31250264572662234,0.000473561517111587,3937,9,0.00019926493379976087,8.466683600033866e-05,0.00011459809779942221,2.3535181331089756,0.2780197082051762,0.27777542602078015,0.00024428218439603855,5906,2,4.428109639994686e-05,8.466683600033866e-05,-4.03857396003918e-05,0.5230040295797724,0.24942841667221685,0.24998941709351055,-0.0005610004212937003,7874,3,6.64216445999203e-05,8.466683600033866e-05,-1.8245191400418368e-05,0.7845060443696587,0.27685942526161045,0.2777613154787942,-0.0009018902171837317
2629,23627,4000000007,45166,1.0014100381529054,0.5029032380677781,0.5002656865783996,0.0,0.4997343134216003,4512,1,2.214054819997343e-05,8.465250148141877e-05,-6.251195328144534e-05,0.26154629588628614,0.26410072992444816,0.26392702731004786,0.0001737026144003062,2953,8,0.00017712438559978745,8.465250148141877e-05,9.247188411836867e-05,2.092370367090289,0.31114280311364906,0.3125026461744244,-0.0013598430607753564,3938,6,0.0001328432891998406,8.465250148141877e-05,4.819078771842182e-05,1.569277775317717,0.2773966797016743,0.2777754264189275,-0.00037874671725318665,5907,4,8.856219279989372e-05,8.465250148141877e-05,3.909691318474952e-06,1.0461851835451446,0.2511416991505127,0.24998941888517373,0.0011522802653389785,7876,7,0.00015498383739981402,8.465250148141877e-05,7.033133591839525e-05,1.8308240712040031,0.27975091082690595,0.27776131826582573,0.0019895925610802223
2630,23629,4000000007,45166,1.0028376988449437,0.4993767354630566,0.4951069388478059,0.0,0.5048930611521941,4513,3,6.64216445999203e-05,8.464533604198409e-05,-1.8223691442063793e-05,0.7847053093034584,0.26397081186217947,0.2639270274785357,4.378438364377457e-05,2954,5,0.00011070274099986716,8.464533604198409e-05,2.6057404957883075e-05,1.3078421821724306,0.3129841879230437,0.31250264595037175,0.00048154197267197274,3938,5,0.00011070274099986716,8.464533604198409e-05,2.6057404957883075e-05,1.3078421821724306,0.2780356814684797,0.2777754266179507,0.0002602548505289959,5907,4,8.856219279989372e-05,8.464533604198409e-05,3.916856757909634e-06,1.0462737457379445,0.2494169354236622,0.24998941978077785,-0.0005724843571156546,7876,3,6.64216445999203e-05,8.464533604198409e-05,-1.8223691442063793e-05,0.7847053093034584,0.2768456545663659,0.2777613196589877,-0.0009156650926218091
2631,23633,4000000007,45166,0.9987707044502993,0.5028301312893005,0.5012177301509986,0.0,0.4987822698490015,4514,3,6.64216445999203e-05,8.463100880162491e-05,-1.8209364201704617e-05,0.7848381525926582,0.2642858600865961,0.26392702872768947,0.00035883135890663054,2954,3,6.64216445999203e-05,8.463100880162491e-05,-1.8209364201704617e-05,0.7848381525926582,0.31133390954157647,0.3125026446071172,-0.0011687350655407158,3939,2,4.428109639994686e-05,8.463100880162491e-05,-4.034991240167805e-05,0.5232254350617721,0.27757987543854185,0.2777754270158959,-0.00019555157735406947,5908,5,0.00011070274099986716,8.463100880162491e-05,2.607173219824225e-05,1.3080635876544304,0.25125806383488886,0.24998942157153134,0.0012686422633575167,7878,3,6.64216445999203e-05,8.463100880162491e-05,-1.8209364201704617e-05,0.7848381525926582,0.27977431451791335,0.2777613224446043,0.0020129920733090723
2632,23663,4000000007,45166,0.9991262254126303,0.4978775510783046,0.5024576008501971,0.0,0.49754239914980297,4519,6,0.0001328432891998406,8.452370890034655e-05,4.831958029949404e-05,1.571668954523314,0.2652808793180155,0.2639270345404781,0.0013538447775373608,2958,4,8.856219279989372e-05,8.452370890034655e-05,4.038483899547173e-06,1.0477793030155427,0.31454133400632567,0.31250264125427885,0.0020386927520468223,3944,3,6.64216445999203e-05,8.452370890034655e-05,-1.8102064300426254e-05,0.785834477261657,0.2794189698374348,0.2777754299961966,0.0016435398412382174,5916,4,8.856219279989372e-05,8.452370890034655e-05,4.038483899547173e-06,1.0477793030155427,0.2503924008196773,0.24998943498288467,0.00040296583679261255,7888,1,2.214054819997343e-05,8.452370890034655e-05,-6.238316070037312e-05,0.26194482575388567,0.2768913581467246,0.27776134330670943,-0.0008699851599848207
2633,23669,4000000007,45166,1.0016845263191214,0.4978377798243648,0.49696674489660364,0.0,0.5030332551033964,4520,2,4.428109639994686e-05,8.450228156160216e-05,-4.0221185161655295e-05,0.5240224947969712,0.26559023188121395,0.2639270362136286,0.0016631956675853266,2959,5,0.00011070274099986716,8.450228156160216e-05,2.6200459438265007e-05,1.310056236992428,0.3143432398085234,0.3125026414772728,0.0018405983312506091,3945,3,6.64216445999203e-05,8.450228156160216e-05,-1.808063696168186e-05,0.7860337421954569,0.279450918844786,0.2777754305913502,0.0016754882534358306,5917,6,0.0001328432891998406,8.450228156160216e-05,4.8341007638238434e-05,1.5720674843909137,0.25143437385765444,0.24998943766107568,0.001444936196578761,7890,3,6.64216445999203e-05,8.450228156160216e-05,-1.808063696168186e-05,0.7860337421954569,0.27804803244680665,0.27776134747278436,0.00028668497402228876
2634,23671,4000000007,45166,0.9976248301570402,0.499053164427586,0.5020590709825975,0.0,0.49794092901740244,4521,5,0.00011070274099986716,8.449514152936207e-05,2.6207599470505098e-05,1.310166939733428,0.2628341446237293,0.26392703626542124,-0.001092891641691962,2959,5,0.00011070274099986716,8.449514152936207e-05,2.6207599470505098e-05,1.310166939733428,0.3122044491462942,0.31250264036162395,-0.00029819121532975723,3945,7,0.00015498383739981402,8.449514152936207e-05,7.048869587045195e-05,1.8342337156267987,0.2769965944823187,0.2777754307896676,-0.0007788363073488735,5918,6,0.0001328432891998406,8.449514152936207e-05,4.8348147670478525e-05,1.5722003276801133,0.2483826778973125,0.24998943855350428,-0.0016067606561917802,7890,5,0.00011070274099986716,8.449514152936207e-05,2.6207599470505098e-05,1.310166939733428,0.27606982985170947,0.2777613488610067,-0.0016915190092972043
2635,23677,4000000007,45166,1.0012894613378833,0.4977619531182902,0.5011955896027985,0.0,0.4988044103972014,4522,2,4.428109639994686e-05,8.447372867038352e-05,-4.0192632270436654e-05,0.524199619182571,0.26557228304653374,0.2639270368383484,0.001645246208185347,2960,6,0.0001328432891998406,8.447372867038352e-05,4.8369560529457076e-05,1.5725988575477128,0.31461984609542665,0.3125026405844673,0.0021172055109593413,3946,6,0.0001328432891998406,8.447372867038352e-05,4.8369560529457076e-05,1.5725988575477128,0.2796428807968551,0.277775431384419,0.0018674494124361063,5919,3,6.64216445999203e-05,8.447372867038352e-05,-1.805208407046322e-05,0.7862994287738564,0.25101330295439783,0.24998944122988553,0.0010238617245122983,7892,4,8.856219279989372e-05,8.447372867038352e-05,4.0884641295102074e-06,1.048399238365142,0.27749211158148296,0.27776135302426636,-0.0002692414427833967
2636,23687,4000000007,45166,0.9934489139803595,0.5009703751650884,0.505003763893194,0.0,0.494996236106806,4524,5,0.00011070274099986716,8.443806467955755e-05,2.6264676320309616e-05,1.3110525616614268,0.2640595769653971,0.2639270394056338,0.00013253755976333492,2961,4,8.856219279989372e-05,8.443806467955755e-05,4.124128120336175e-06,1.0488420493291413,0.3119888441024451,0.31250263857812305,-0.0005137944756779533,3948,3,6.64216445999203e-05,8.443806467955755e-05,-1.8016420079637252e-05,0.7866315369968561,0.2776809067128931,0.2777754323750018,-9.452566210871316e-05,5922,2,4.428109639994686e-05,8.443806467955755e-05,-4.0156968279610686e-05,0.5244210246645706,0.2506001619622181,0.24998944568750792,0.0006107162747102102,7896,3,6.64216445999203e-05,8.443806467955755e-05,-1.8016420079637252e-05,0.7866315369968561,0.2788135789103454,0.2777613599583456,0.001052218951999806
2637,23689,4000000007,45166,1.003774828413462,0.5013905421346653,0.4992472213612009,0.0,0.5007527786387991,4524,5,0.00011070274099986716,8.443093549476529e-05,2.6271805505101876e-05,1.3111632644024267,0.26235017908067937,0.2639270398742532,-0.001576860793573831,2961,4,8.856219279989372e-05,8.443093549476529e-05,4.131257305128435e-06,1.0489306115219412,0.310667673246453,0.3125026383553548,-0.0018349651089017982,3948,5,0.00011070274099986716,8.443093549476529e-05,2.6271805505101876e-05,1.3111632644024267,0.27603715305552706,0.27777543257301796,-0.0017382795174908927,5922,5,0.00011070274099986716,8.443093549476529e-05,2.6271805505101876e-05,1.3111632644024267,0.2492361221134425,0.24998944657858077,-0.0007533244651382609,7896,4,8.856219279989372e-05,8.443093549476529e-05,4.131257305128435e-06,1.0489306115219412,0.27832161012693685,0.277761361344459,0.0005602487824778457
2638,23719,4000000007,45166,0.9981884440855441,0.49911885210747997,0.5009520435725988,0.0,0.49904795642740113,4530,4,8.856219279989372e-05,8.432414200185513e-05,4.238050798038596e-06,1.0502590444139397,0.2626299765632458,0.2639270455417796,-0.0012970689785337663,2965,6,0.0001328432891998406,8.432414200185513e-05,4.8519147197985464e-05,1.5753885666209095,0.31211170018301093,0.31250263501833975,-0.00039093483532881557,3953,2,4.428109639994686e-05,8.432414200185513e-05,-4.0043045601908266e-05,0.5251295222069698,0.2768264793073158,0.2777754355392536,-0.0009489562319378031,5930,3,6.64216445999203e-05,8.432414200185513e-05,-1.790249740193483e-05,0.7876942833104548,0.24819693243138743,0.2499894599266411,-0.0017925274952536596,7906,3,6.64216445999203e-05,8.432414200185513e-05,-1.790249740193483e-05,0.7876942833104548,0.2762185058340605,0.2777613821081083,-0.0015428762740478108
2639,23741,4000000007,45166,1.0037799392860864,0.5014464918793317,0.49913651862020103,0.0,0.500863481379799,4534,2,4.428109639994686e-05,8.424599831508003e-05,-3.996490191513317e-05,0.5256166142673693,0.2647701746445605,0.2639270504571655,0.0008431241873949613,2968,2,4.428109639994686e-05,8.424599831508003e-05,-3.996490191513317e-05,0.5256166142673693,0.31249361282814314,0.3125026334636915,-9.02063554836241e-06,3957,4,8.856219279989372e-05,8.424599831508003e-05,4.316194484813688e-06,1.0512332285347386,0.27833756945128557,0.2777754377097286,0.0005621317415569482,5935,7,0.00015498383739981402,8.424599831508003e-05,7.073783908473398e-05,1.8396581499357925,0.2513256747659169,0.2499894696937787,0.0013362050721381913,7914,9,0.00019926493379976087,8.424599831508003e-05,0.00011501893548468084,2.3652747642031615,0.2793263156073803,0.2777613973014335,0.0015649183059467942
2640,23743,4000000007,45166,1.0007883389161465,0.5009233801277699,0.4990922375238011,0.0,0.500907762476199,4535,6,0.0001328432891998406,8.423890152472412e-05,4.8604387675116467e-05,1.5769826860913074,0.26210392356966034,0.2639270518597788,-0.001823128290118492,2968,6,0.0001328432891998406,8.423890152472412e-05,4.8604387675116467e-05,1.5769826860913074,0.31094175727700546,0.3125026323547993,-0.001560875077793844,3957,5,0.00011070274099986716,8.423890152472412e-05,2.646383947514304e-05,1.314152238409423,0.27606503815516553,0.27777543790684506,-0.0017103997516795255,5936,3,6.64216445999203e-05,8.423890152472412e-05,-1.781725692480383e-05,0.7884913430456537,0.24823218637634656,0.24998947058080276,-0.0017572842044561998,7914,6,0.0001328432891998406,8.423890152472412e-05,4.8604387675116467e-05,1.5769826860913074,0.27690863441387625,0.2777613986812487,-0.0008527642673724634
2641,23747,4000000007,45166,1.0019769876995313,0.4989918232802698,0.5007527786387991,0.0,0.4992472213612009,4535,4,8.856219279989372e-05,8.4224711530363e-05,4.3374812695307205e-06,1.0514989151131382,0.26428865194132944,0.26392705233344865,0.0003615996078807915,2968,2,4.428109639994686e-05,8.4224711530363e-05,-3.994361513041614e-05,0.5257494575565691,0.3133406367897638,0.31250263279808727,0.0008380039916765503,3958,6,0.0001328432891998406,8.4224711530363e-05,4.861857766947759e-05,1.5772483726697075,0.27837374807112264,0.2777754383009784,0.0005983097701442452,5937,4,8.856219279989372e-05,8.4224711530363e-05,4.3374812695307205e-06,1.0514989151131382,0.24957734414193866,0.24998947235440266,-0.00041212821246400244,7916,2,4.428109639994686e-05,8.4224711530363e-05,-3.994361513041614e-05,0.5257494575565691,0.27672629996654163,0.2777614014401819,-0.0010351014736402764
2642,23753,4000000007,45166,1.0021435029699886,0.500931147399082,0.49938006465040075,0.0,0.5006199353495993,4536,4,8.856219279989372e-05,8.42034355001684e-05,4.358757299725318e-06,1.0517646016915378,0.26203644334716236,0.26392705390663534,-0.0018906105594729827,2969,2,4.428109639994686e-05,8.42034355001684e-05,-3.9922339100221544e-05,0.5258823008457689,0.3108097338265029,0.3125026312465794,-0.0016928974200765001,3959,5,0.00011070274099986716,8.42034355001684e-05,2.649930549969876e-05,1.3147057521144225,0.27579991190100667,0.27777543889192946,-0.0019755269909227935,5938,7,0.00015498383739981402,8.42034355001684e-05,7.078040189964561e-05,1.8405880529601912,0.2487561906452035,0.2499894750136825,-0.0012332843684789985,7918,5,0.00011070274099986716,8.42034355001684e-05,2.649930549969876e-05,1.3147057521144225,0.27744945249524205,0.27776140557683937,-0.00031195308159731594
2643,23761,4000000007,45166,0.9954095667179603,0.4998017171855472,0.5034317849709958,0.0,0.4965682150290041,4538,5,0.00011070274099986716,8.417508417508418e-05,2.6527656824782984e-05,1.3151485630784219,0.2644273963759423,0.2639270542084624,0.0005003421674799058,2970,4,8.856219279989372e-05,8.417508417508418e-05,4.387108624809543e-06,1.0521188504627375,0.3127227977107182,0.31250263036067505,0.00022016735004315446,3960,4,8.856219279989372e-05,8.417508417508418e-05,4.387108624809543e-06,1.0521188504627375,0.2781373259142286,0.27777543967939994,0.00036188623482863447,5940,5,0.00011070274099986716,8.417508417508418e-05,2.6527656824782984e-05,1.3151485630784219,0.2506463496078417,0.24998947855729978,0.0006568710505419351,7920,7,0.00015498383739981402,8.417508417508418e-05,7.080875322472984e-05,1.8412079883097905,0.27825645804705534,0.277761411089133,0.0004950469579223515
2644,23767,4000000007,45166,1.0019931877836095,0.500219133390568,0.49670105831820394,0.0,0.503298941681796,4539,5,0.00011070274099986716,8.415383320710259e-05,2.6548907792764575e-05,1.3154806713014213,0.2645661228003813,0.2639270557065963,0.000639067093784973,2971,4,8.856219279989372e-05,8.415383320710259e-05,4.408359592791134e-06,1.052384537041137,0.3128085622898319,0.3125026296966382,0.0003059325931936696,3961,1,2.214054819997343e-05,8.415383320710259e-05,-6.201328500712916e-05,0.2630961342602843,0.27827083610951886,0.27777544026965495,0.0004953958398639102,5942,5,0.00011070274099986716,8.415383320710259e-05,2.6548907792764575e-05,1.3154806713014213,0.2507585771763626,0.24998948121344722,0.000769095962915356,7922,2,4.428109639994686e-05,8.415383320710259e-05,-3.987273680715573e-05,0.5261922685205686,0.2782715670789367,0.27776141522091785,0.0005101518580188369
