transition,observable,bins,parent_slots,child_slots,ordered_jsd_bits,shuffle_median_jsd_bits,shuffle_q05_jsd_bits,shuffle_q95_jsd_bits,permutation_p_one_sided,ordered_beats_shuffle_median,passes_frozen_primary
13->17,pair_x,32,5760,92160,0.0033854478057744816,0.09521687977730381,0.09020663747587505,0.09982646453593183,0.004975124378109453,True,
13->17,pair_x,128,5760,92160,0.004800168167480181,0.11221058963586496,0.1068240956451279,0.11673492207404408,0.004975124378109453,True,
13->17,triple_xx,12,5760,92160,0.007619445279820788,0.17003063577476407,0.16184322477302984,0.17849853187492545,0.004975124378109453,True,
13->17,triple_xx,36,5760,92160,0.013692359468695509,0.31967517612483276,0.30971527988468855,0.329915344391282,0.004975124378109453,True,
17->19,pair_x,32,92160,1658880,0.0020168659534447815,0.08473883172583407,0.08340869688524469,0.08612115901771372,0.004975124378109453,True,
17->19,pair_x,128,92160,1658880,0.002990127114511863,0.10620306019074832,0.10468101208558472,0.10763056961464479,0.004975124378109453,True,
17->19,triple_xx,12,92160,1658880,0.004323741340395671,0.14000366988099303,0.13820165189886854,0.14168035724985584,0.004975124378109453,True,
17->19,triple_xx,36,92160,1658880,0.00770873779683653,0.2931655572783477,0.2903410369145639,0.29585163259540154,0.004975124378109453,True,
