number,x_1_13_fraction,x_1_13_decimal,x_3_11_fraction,x_3_11_decimal,x_5_9_fraction,x_5_9_decimal,rung_0_fraction,rung_0_decimal,epsilon_0_fraction,epsilon_0_decimal,rung_1_fraction,rung_1_decimal,rung_2_fraction,rung_2_decimal,ridge_distance_2_fraction,ridge_distance_2_decimal,unresolved_by_declared_children
505,52/531,0.0979284369114878,11/7,1.57142857142857,36/523,0.0688336520076482,3379027/5831973,0.579396886782569,-2452946/5831973,-0.420603113217431,4605500/5831973,0.789698443391285,10437473/11663946,0.894849221695642,1226473/11663946,0.105150778304358,0
507,1,1,44/529,0.0831758034026465,9/7,1.28571428571429,2924/3703,0.789630029705644,-779/3703,-0.210369970294356,6627/7406,0.894815014852822,14033/14812,0.947407507426411,779/14812,0.052592492573589,0
509,52/535,0.097196261682243,11/7,1.57142857142857,9/7,1.28571428571429,3688/3745,0.984779706275033,-57/3745,-0.0152202937249666,7433/7490,0.992389853137517,14923/14980,0.996194926568758,57/14980,0.00380507343124166,1
511,52/537,0.0968342644320298,11/7,1.57142857142857,9/7,1.28571428571429,11104/11277,0.984659040524962,-173/11277,-0.0153409594750377,22381/22554,0.992329520262481,44935/45108,0.996164760131241,173/45108,0.00383523986875942,1
513,52/539,0.0964749536178108,44/535,0.0822429906542056,1026/523,1.96175908221797,322815818/452444685,0.71349234216333,-129628867/452444685,-0.28650765783667,775260503/904889370,0.856746171081665,1680149873/1809778740,0.928373085540832,129628867/1809778740,0.0716269144591675,0
515,52/541,0.0961182994454713,11/7,1.57142857142857,36/533,0.0675422138836773,1167409/2018471,0.578363028252573,-851062/2018471,-0.421636971747427,1592940/2018471,0.789181514126287,3611411/4036942,0.894590757063143,425531/4036942,0.105409242936857,0
517,52/543,0.0957642725598527,1034/523,1.97705544933078,9/7,1.28571428571429,6676507/5963769,1.11951133586831,712738/5963769,0.119511335868307,6320138/5963769,1.05975566793415,12283907/11927538,1.02987783396708,356369/11927538,0.0298778339670769,0
519,52/545,0.0954128440366973,44/541,0.0813308687615527,9/7,1.28571428571429,3018389/6191745,0.487485999504179,-3173356/6191745,-0.512514000495821,4605067/6191745,0.743742999752089,5398406/6191745,0.871871499876045,793339/6191745,0.128128500123955,0
521,52/547,0.0950639853747715,11/7,1.57142857142857,9/7,1.28571428571429,3768/3829,0.984068947505876,-61/3829,-0.0159310524941238,7597/7658,0.992034473752938,15255/15316,0.996017236876469,61/15316,0.00398276312353095,1
523,52/549,0.0947176684881603,11/7,1.57142857142857,9/7,1.28571428571429,11344/11529,0.983953508543672,-185/11529,-0.0160464914563275,22873/23058,0.991976754271836,45931/46116,0.995988377135918,185/46116,0.00401162286408188,1
525,52/551,0.0943738656987296,44/547,0.0804387568555759,12/181,0.0662983425414365,13153292/163658571,0.0803703216985806,-150505279/163658571,-0.919629678301419,176811863/327317142,0.54018516084929,504129005/654634284,0.770092580424645,150505279/654634284,0.229907419575355,0
527,52/553,0.0940325497287523,11/7,1.57142857142857,9/7,1.28571428571429,544/553,0.98372513562387,-9/553,-0.0162748643761302,1097/1106,0.991862567811935,2203/2212,0.995931283905967,9/2212,0.00406871609403255,1
529,52/555,0.0936936936936937,11/7,1.57142857142857,9/7,1.28571428571429,11464/11655,0.983612183612184,-191/11655,-0.0163878163878164,23119/23310,0.991806091806092,46429/46620,0.995903045903046,191/46620,0.0040969540969541,1
531,52/557,0.0933572710951526,44/553,0.0795660036166365,1062/541,1.9630314232902,355934126/499918083,0.711984899333997,-143983957/499918083,-0.288015100666002,855852209/999836166,0.855992449666999,1855688375/1999672332,0.927996224833499,143983957/1999672332,0.0720037751665006,0
533,1,1,11/7,1.57142857142857,9/7,1.28571428571429,9/7,1.28571428571429,2/7,0.285714285714286,8/7,1.14285714285714,15/14,1.07142857142857,1/14,0.0714285714285714,0
535,52/561,0.0926916221033868,11/7,1.57142857142857,36/553,0.0650994575045208,536461/930699,0.576406550345493,-394238/930699,-0.423593449654507,733580/930699,0.788203275172746,1664279/1861398,0.894101637586373,197119/1861398,0.105898362413627,0
537,52/563,0.0923623445825933,44/559,0.0787119856887299,9/7,1.28571428571429,3209333/6609057,0.485596205328536,-3399724/6609057,-0.514403794671464,4909195/6609057,0.742798102664268,5759126/6609057,0.871399051332134,849931/6609057,0.128600948667866,0
539,52/565,0.0920353982300885,1078/545,1.97798165137615,9/7,1.28571428571429,482213/431095,1.11857711177351,51118/431095,0.118577111773507,456654/431095,1.05928855588675,887749/862190,1.02964427794338,25559/862190,0.0296442779433767,0
541,52/567,0.091710758377425,11/7,1.57142857142857,9/7,1.28571428571429,1672/1701,0.982951205173427,-29/1701,-0.0170487948265726,3373/3402,0.991475602586714,6775/6804,0.995737801293357,29/6804,0.00426219870664315,1
543,52/569,0.0913884007029877,44/565,0.0778761061946903,9/7,1.28571428571429,3274277/6751185,0.484992930870655,-3476908/6751185,-0.515007069129345,5012731/6751185,0.742496465435327,5881958/6751185,0.871248232717664,869227/6751185,0.128751767282336,0
545,52/571,0.0910683012259194,11/7,1.57142857142857,36/563,0.063943161634103,1295009/2250311,0.575480011429531,-955302/2250311,-0.424519988570469,1772660/2250311,0.787740005714766,4022971/4500622,0.893870002857383,477651/4500622,0.106129997142617,0
547,52/573,0.0907504363001745,11/7,1.57142857142857,9/7,1.28571428571429,11824/12033,0.982631097814344,-209/12033,-0.0173689021856561,23857/24066,0.991315548907172,47923/48132,0.995657774453586,209/48132,0.00434222554641403,1
549,52/575,0.0904347826086957,44/571,0.0770577933450088,1098/559,1.96422182468694,391241378/550601025,0.710571466880215,-159359647/550601025,-0.289428533119785,941842403/1101202050,0.855285733440108,2043044453/2202404100,0.927642866720054,159359647/2202404100,0.0723571332799462,0
551,52/577,0.0901213171577123,11/7,1.57142857142857,9/7,1.28571428571429,3968/4039,0.982421391433523,-71/4039,-0.0175786085664769,8007/8078,0.991210695716762,16085/16156,0.995605347858381,71/16156,0.00439465214161921,1
553,52/579,0.0898100172711572,11/7,1.57142857142857,9/7,1.28571428571429,11944/12159,0.982317624804671,-215/12159,-0.0176823751953286,24103/24318,0.991158812402336,48421/48636,0.995579406201168,215/48636,0.00442059379883214,1
555,52/581,0.0895008605851979,44/577,0.0762564991334489,12/191,0.06282722513089,14636332/192090801,0.0761948616165123,-177454469/192090801,-0.923805138383488,206727133/384181602,0.538097430808256,590908735/768363204,0.769048715404128,177454469/768363204,0.230951284595872,0
557,52/583,0.0891938250428816,11/7,1.57142857142857,9/7,1.28571428571429,4008/4081,0.982112227395246,-73/4081,-0.0178877726047537,8089/8162,0.991056113697623,16251/16324,0.995528056848812,73/16324,0.00447194315118843,1
559,1,1,11/7,1.57142857142857,9/7,1.28571428571429,9/7,1.28571428571429,2/7,0.285714285714286,8/7,1.14285714285714,15/14,1.07142857142857,1/14,0.0714285714285714,0
561,52/587,0.0885860306643952,1,1,9/7,1.28571428571429,3252/4109,0.791433438792894,-857/4109,-0.208566561207106,7361/8218,0.895716719396447,15579/16436,0.947858359698223,857/16436,0.0521416403017766,0
563,52/589,0.0882852292020374,11/7,1.57142857142857,9/7,1.28571428571429,4048/4123,0.981809362114965,-75/4123,-0.0181906378850352,8171/8246,0.990904681057482,16417/16492,0.995452340528741,75/16492,0.00454765947125879,1
565,52/591,0.0879864636209814,11/7,1.57142857142857,36/583,0.0617495711835334,4151227/7235613,0.573721535411029,-3084386/7235613,-0.426278464588971,5693420/7235613,0.786860767705514,12929033/14471226,0.893430383852757,1542193/14471226,0.106569616147243,0
567,52/593,0.0876897133220911,44/589,0.0747028862478778,1134/577,1.96533795493934,428807558/604598487,0.70924351816977,-175790929/604598487,-0.29075648183023,1033406045/1209196974,0.854621759084885,2242603019/2418393948,0.927310879542443,175790929/2418393948,0.0726891204575575,0
569,52/595,0.0873949579831933,11/7,1.57142857142857,9/7,1.28571428571429,584/595,0.981512605042017,-11/595,-0.0184873949579832,1179/1190,0.990756302521008,2369/2380,0.995378151260504,11/2380,0.0046218487394958,1
571,52/597,0.0871021775544389,11/7,1.57142857142857,9/7,1.28571428571429,12304/12537,0.981415011565765,-233/12537,-0.0185849884342347,24841/25074,0.990707505782883,49915/50148,0.995353752891441,233/50148,0.00464624710855867,1
573,52/599,0.0868113522537563,44/595,0.0739495798319328,9/7,1.28571428571429,515531/1069215,0.482158405933325,-553684/1069215,-0.517841594066675,792373/1069215,0.741079202966662,930794/1069215,0.870539601483331,138421/1069215,0.129460398516669,0
575,52/601,0.086522462562396,11/7,1.57142857142857,36/593,0.06070826306914,1429209/2494751,0.572886432353369,-1065542/2494751,-0.427113567646631,1961980/2494751,0.786443216176685,4456731/4989502,0.893221608088342,532771/4989502,0.106778391911658,0
577,52/603,0.0862354892205638,11/7,1.57142857142857,9/7,1.28571428571429,12424/12663,0.981126115454474,-239/12663,-0.0188738845455263,25087/25326,0.990563057727237,50413/50652,0.995281528863618,239/50652,0.00471847113638158,1
579,52/605,0.0859504132231405,44/601,0.0732113144758735,9/7,1.28571428571429,3677549/7635705,0.481625337804433,-3958156/7635705,-0.518374662195567,5656627/7635705,0.740812668902217,6646166/7635705,0.870406334451108,989539/7635705,0.129593665548892,0
581,52/607,0.085667215815486,11/7,1.57142857142857,9/7,1.28571428571429,4168/4249,0.980936690986114,-81/4249,-0.0190633090138856,8417/8498,0.990468345493057,16915/16996,0.995234172746529,81/16996,0.0047658272534714,1
583,52/609,0.0853858784893268,1166/589,1.97962648556876,9/7,1.28571428571429,1201909/1076103,1.11690888325746,125806/1076103,0.116908883257458,1139006/1076103,1.05845444162873,2215109/2152206,1.02922722081436,62903/2152206,0.0292272208143644,0
585,1,1,44/607,0.0724876441515651,1,1,1258/1821,0.690829214717188,-563/1821,-0.309170785282812,3079/3642,0.845414607358594,6721/7284,0.922707303679297,563/7284,0.0772926963207029,0
587,52/613,0.0848287112561175,11/7,1.57142857142857,9/7,1.28571428571429,4208/4291,0.980657189466325,-83/4291,-0.0193428105336751,8499/8582,0.990328594733162,17081/17164,0.995164297366581,83/17164,0.00483570263341878,1
589,52/615,0.0845528455284553,11/7,1.57142857142857,9/7,1.28571428571429,12664/12915,0.980565234223771,-251/12915,-0.0194347657762292,25579/25830,0.990282617111885,51409/51660,0.995141308555943,251/51660,0.0048586914440573,1
591,52/617,0.0842787682333874,44/613,0.0717781402936378,9/7,1.28571428571429,3817157/7942641,0.480590398080437,-4125484/7942641,-0.519409601919563,5879899/7942641,0.740295199040218,6911270/7942641,0.870147599520109,1031371/7942641,0.129852400479891,0
593,52/619,0.0840064620355412,11/7,1.57142857142857,9/7,1.28571428571429,4248/4333,0.980383106392799,-85/4333,-0.0196168936072006,8581/8666,0.9901915531964,17247/17332,0.9950957765982,85/17332,0.00490422340180014,1
595,52/621,0.0837359098228663,11/7,1.57142857142857,36/613,0.0587275693311582,4567027/7994133,0.571297350194199,-3427106/7994133,-0.428702649805801,6280580/7994133,0.785648675097099,14274713/15988266,0.89282433754855,1713553/15988266,0.10717566245145,0
597,52/623,0.0834670947030498,44/619,0.0710823909531502,9/7,1.28571428571429,555419/1156911,0.480087923790162,-601492/1156911,-0.519912076209838,856165/1156911,0.740043961895081,1006538/1156911,0.87002198094754,150373/1156911,0.12997801905246,0
599,52/625,0.0832,11/7,1.57142857142857,9/7,1.28571428571429,4288/4375,0.980114285714286,-87/4375,-0.0198857142857143,8663/8750,0.990057142857143,17413/17500,0.995028571428571,87/17500,0.00497142857142857,1
601,52/627,0.0829346092503987,11/7,1.57142857142857,9/7,1.28571428571429,12904/13167,0.980025822131085,-263/13167,-0.0199741778689147,26071/26334,0.990012911065543,52405/52668,0.995006455532771,263/52668,0.00499354446722868,1
603,52/629,0.082670906200318,44/625,0.0704,1206/613,1.9673735725938,510996638/722956875,0.706814826264706,-211960237/722956875,-0.293185173735294,1233953513/1445913750,0.853407413132353,2679867263/2891827500,0.926703706566177,211960237/2891827500,0.0732962934338234,0
605,52/631,0.0824088748019017,1210/611,1.98036006546645,36/623,0.057784911717496,169780054/240192043,0.706851283995282,-70411989/240192043,-0.293148716004718,409972097/480384086,0.853425641997641,890356183/960768172,0.92671282099882,70411989/960768172,0.0732871790011795,0
607,52/633,0.0821484992101106,11/7,1.57142857142857,9/7,1.28571428571429,13024/13293,0.979763785450989,-269/13293,-0.0202362145490108,26317/26586,0.989881892725495,52903/53172,0.994940946362747,269/53172,0.00505905363725269,1
609,52/635,0.0818897637795276,44/631,0.0697305863708399,9/7,1.28571428571429,4031429/8414385,0.479111545288218,-4382956/8414385,-0.520888454711782,6222907/8414385,0.739555772644109,7318646/8414385,0.869777886322054,1095739/8414385,0.130222113677946,0
611,1,1,11/7,1.57142857142857,9/7,1.28571428571429,9/7,1.28571428571429,2/7,0.285714285714286,8/7,1.14285714285714,15/14,1.07142857142857,1/14,0.0714285714285714,0
613,52/639,0.081377151799687,11/7,1.57142857142857,9/7,1.28571428571429,13144/13419,0.979506669647515,-275/13419,-0.0204933303524853,26563/26838,0.989753334823757,53401/53676,0.994876667411879,275/53676,0.00512333258812132,1
615,52/641,0.0811232449297972,44/637,0.0690737833594976,12/211,0.0568720379146919,17840012/258464661,0.0690230220679956,-240624649/258464661,-0.930976977932004,276304673/516929322,0.534511511033998,793233995/1033858644,0.767255755516999,240624649/1033858644,0.232744244483001,0
617,52/643,0.0808709175738725,11/7,1.57142857142857,9/7,1.28571428571429,4408/4501,0.979337924905577,-93/4501,-0.0206620750944235,8909/9002,0.989668962452788,17911/18004,0.994834481226394,93/18004,0.00516551877360587,1
619,52/645,0.0806201550387597,11/7,1.57142857142857,9/7,1.28571428571429,13264/13545,0.979254337393872,-281/13545,-0.0207456626061277,26809/27090,0.989627168696936,53899/54180,0.994813584348468,281/54180,0.00518641565153193,1
621,52/647,0.080370942812983,44/643,0.0684292379471229,1242/631,1.96830427892235,555759506/787527753,0.705701486560817,-231768247/787527753,-0.294298513439183,1343287259/1575055506,0.852850743280409,2918342765/3150111012,0.926425371640204,231768247/3150111012,0.0735746283597957,0
623,52/649,0.0801232665639445,11/7,1.57142857142857,9/7,1.28571428571429,4448/4543,0.979088707902267,-95/4543,-0.0209112920977328,8991/9086,0.989544353951134,18077/18172,0.994772176975567,95/18172,0.00522782302443319,1
625,52/651,0.0798771121351766,11/7,1.57142857142857,36/643,0.0559875583203732,714661/1255779,0.569097747294707,-541118/1255779,-0.430902252705293,985220/1255779,0.784548873647354,2240999/2511558,0.892274436823677,270559/2511558,0.107725563176323,0
627,52/653,0.0796324655436447,1,1,9/7,1.28571428571429,3604/4571,0.788448917085977,-967/4571,-0.211551082914023,8175/9142,0.894224458542988,17317/18284,0.947112229271494,967/18284,0.0528877707285058,0
629,52/655,0.0793893129770992,11/7,1.57142857142857,9/7,1.28571428571429,4488/4585,0.978844056706652,-97/4585,-0.0211559432933479,9073/9170,0.989422028353326,18243/18340,0.994711014176663,97/18340,0.00528898582333697,1
631,52/657,0.0791476407914764,11/7,1.57142857142857,9/7,1.28571428571429,13504/13797,0.978763499311444,-293/13797,-0.0212365006885555,27301/27594,0.989381749655722,54895/55188,0.994690874827861,293/55188,0.00530912517213887,1
633,52/659,0.078907435508346,44/655,0.067175572519084,9/7,1.28571428571429,4326197/9064545,0.477265764580572,-4738348/9064545,-0.522734235419428,6695371/9064545,0.738632882290286,7879958/9064545,0.869316441145143,1184587/9064545,0.130683558854857,0
635,52/661,0.0786686838124055,11/7,1.57142857142857,36/653,0.0551301684532925,1717409/3021431,0.568409141231423,-1304022/3021431,-0.431590858768577,2369420/3021431,0.784204570615712,5390851/6042862,0.892102285307856,652011/6042862,0.107897714692144,0
637,1,1,11/7,1.57142857142857,9/7,1.28571428571429,9/7,1.28571428571429,2/7,0.285714285714286,8/7,1.14285714285714,15/14,1.07142857142857,1/14,0.0714285714285714,0
639,52/665,0.0781954887218045,44/661,0.0665658093797277,1278/649,1.96918335901387,603061238/855833055,0.704648219038467,-252771817/855833055,-0.295351780961533,1458894293/1711666110,0.852324109519233,3170560403/3423332220,0.926162054759617,252771817/3423332220,0.0738379452403834,0
641,52/667,0.0779610194902549,11/7,1.57142857142857,9/7,1.28571428571429,4568/4669,0.978367958877704,-101/4669,-0.021632041122296,9237/9338,0.989183979438852,18575/18676,0.994591989719426,101/18676,0.005408010280574,1
643,52/669,0.077727952167414,11/7,1.57142857142857,9/7,1.28571428571429,13744/14049,0.97829026977009,-305/14049,-0.0217097302299096,27793/28098,0.989145134885045,55891/56196,0.994572567442523,305/56196,0.0054274325574774,1
645,52/671,0.0774962742175857,44/667,0.0659670164917541,12/221,0.0542986425339367,19560652/296730291,0.0659206444144255,-277169639/296730291,-0.934079355585575,316290943/593460582,0.532960322207213,909751525/1186921164,0.766480161103606,277169639/1186921164,0.233519838896394,0
647,52/673,0.0772659732540862,11/7,1.57142857142857,9/7,1.28571428571429,4608/4711,0.978136276798981,-103/4711,-0.0218637232010189,9319/9422,0.989068138399491,18741/18844,0.994534069199745,103/18844,0.00546593080025472,1
649,52/675,0.077037037037037,1298/655,1.98167938931298,9/7,1.28571428571429,2070119/1856925,1.11481023735477,213194/1856925,0.114810237354767,1963522/1856925,1.05740511867738,3820447/3713850,1.02870255933869,106597/3713850,0.0287025593386917,0
651,52/677,0.0768094534711965,44/673,0.0653789004457652,9/7,1.28571428571429,4554077/9568041,0.475967546543749,-5013964/9568041,-0.524032453456251,7061059/9568041,0.737983773271875,8314550/9568041,0.868991886635937,1253491/9568041,0.131008113364063,0
653,52/679,0.0765832106038292,11/7,1.57142857142857,9/7,1.28571428571429,664/679,0.977908689248895,-15/679,-0.0220913107511046,1343/1358,0.988954344624448,2701/2716,0.994477172312224,15/2716,0.00552282768777614,1
655,52/681,0.0763582966226138,11/7,1.57142857142857,36/673,0.0534918276374443,5458027/9624573,0.567092898562876,-4166546/9624573,-0.432907101437124,7541300/9624573,0.783546449281438,17165873/19249146,0.891773224640719,2083273/19249146,0.108226775359281,0
657,52/683,0.0761346998535871,44/679,0.0648011782032401,1314/667,1.97001499250375,652971818/927977757,0.703650290186858,-275005939/927977757,-0.296349709813142,1580949575/1855955514,0.851825145093429,3436905089/3711911028,0.925912572546715,275005939/3711911028,0.0740874274532854,0
659,52/685,0.0759124087591241,11/7,1.57142857142857,9/7,1.28571428571429,4688/4795,0.977685088633994,-107/4795,-0.0223149113660063,9483/9590,0.988842544316997,19073/19180,0.994421272158498,107/19180,0.00557872784150156,1
661,52/687,0.0756914119359534,11/7,1.57142857142857,9/7,1.28571428571429,14104/14427,0.97761142302627,-323/14427,-0.0223885769737298,28531/28854,0.988805711513135,57385/57708,0.994402855756568,323/57708,0.00559714424343245,1
663,1,1,44/685,0.0642335766423358,9/7,1.28571428571429,3756/4795,0.783315954118874,-1039/4795,-0.216684045881126,8551/9590,0.891657977059437,18141/19180,0.945828988529718,1039/19180,0.0541710114702815,0
665,52/691,0.0752532561505065,11/7,1.57142857142857,36/683,0.0527086383601757,1871409/3303671,0.566463488646418,-1432262/3303671,-0.433536511353582,2587540/3303671,0.783231744323209,5891211/6607342,0.891615872161604,716131/6607342,0.108384127838396,0
667,52/693,0.075036075036075,11/7,1.57142857142857,9/7,1.28571428571429,2032/2079,0.977392977392977,-47/2079,-0.0226070226070226,4111/4158,0.988696488696489,8269/8316,0.994348244348244,47/8316,0.00565175565175565,1
669,52/695,0.0748201438848921,44/691,0.0636758321273517,9/7,1.28571428571429,4787789/10085145,0.474736753908843,-5297356/10085145,-0.525263246091157,7436467/10085145,0.737368376954422,8760806/10085145,0.868684188477211,1324339/10085145,0.131315811522789,0
671,52/697,0.0746054519368723,1342/677,1.98227474150665,9/7,1.28571428571429,3680289/3303083,1.11419815971927,377206/3303083,0.114198159719268,3491686/3303083,1.05709907985963,6794769/6606166,1.02854953992982,188603/6606166,0.0285495399298171,0
673,52/699,0.0743919885550787,11/7,1.57142857142857,9/7,1.28571428571429,14344/14679,0.977178281899312,-335/14679,-0.0228217181006881,29023/29358,0.988589140949656,58381/58716,0.994294570474828,335/58716,0.00570542952517201,1
675,52/701,0.0741797432239658,44/697,0.0631276901004304,1,1,555685/1465791,0.379102477774799,-910106/1465791,-0.620897522225201,1010738/1465791,0.689551238887399,2476529/2931582,0.8447756194437,455053/2931582,0.1552243805563,0
677,52/703,0.0739687055476529,11/7,1.57142857142857,9/7,1.28571428571429,4808/4921,0.977037187563503,-113/4921,-0.0229628124364966,9729/9842,0.988518593781752,19571/19684,0.994259296890876,113/19684,0.00574070310912416,1
679,52/705,0.0737588652482269,11/7,1.57142857142857,9/7,1.28571428571429,14464/14805,0.976967240797028,-341/14805,-0.023032759202972,29269/29610,0.988483620398514,58879/59220,0.994241810199257,341/59220,0.00575818980074299,1
681,52/707,0.0735502121640736,44/703,0.0625889046941678,9/7,1.28571428571429,706691/1491063,0.473951134190842,-784372/1491063,-0.526048865809158,1098877/1491063,0.736975567095421,1294970/1491063,0.868487783547711,196093/1491063,0.131512216452289,0
683,52/709,0.073342736248237,11/7,1.57142857142857,9/7,1.28571428571429,4848/4963,0.976828531130365,-115/4963,-0.0231714688696353,9811/9926,0.988414265565182,19737/19852,0.994207132782591,115/19852,0.00579286721740883,1
685,52/711,0.0731364275668073,11/7,1.57142857142857,36/703,0.0512091038406828,5933227/10496493,0.565258034278687,-4563266/10496493,-0.434741965721313,8214860/10496493,0.782629017139344,18711353/20992986,0.891314508569672,2281633/20992986,0.108685491430328,0
687,52/713,0.0729312762973352,44/709,0.0620592383638928,9/7,1.28571428571429,5027333/10615857,0.473568266791838,-5588524/10615857,-0.526431733208162,7821595/10615857,0.736784133395919,9218726/10615857,0.868392066697959,1397131/10615857,0.131607933302041,0
689,1,1,11/7,1.57142857142857,9/7,1.28571428571429,9/7,1.28571428571429,2/7,0.285714285714286,8/7,1.14285714285714,15/14,1.07142857142857,1/14,0.0714285714285714,0
691,52/717,0.0725244072524407,11/7,1.57142857142857,9/7,1.28571428571429,14704/15057,0.976555754798433,-353/15057,-0.0234442452015674,29761/30114,0.988277877399216,59875/60228,0.994138938699608,353/60228,0.00586106130039184,1
693,52/719,0.0723226703755216,1,1,1386/703,1.97155049786629,512849/505457,1.01462438941394,7392/505457,0.0146243894139363,509153/505457,1.00731219470697,507305/505457,1.00365609735348,1848/505457,0.00365609735348407,0
695,52/721,0.072122052704577,11/7,1.57142857142857,36/713,0.0504908835904628,290287/514073,0.564680502574537,-223786/514073,-0.435319497425463,402180/514073,0.782340251287269,916253/1028146,0.891170125643634,111893/1028146,0.108829874356366,0
697,52/723,0.0719225449515906,11/7,1.57142857142857,9/7,1.28571428571429,14824/15183,0.976355134031483,-359/15183,-0.0236448659685174,30007/30366,0.988177567015741,60373/60732,0.994088783507871,359/60732,0.00591121649212936,1
699,52/725,0.0717241379310345,44/721,0.0610263522884882,9/7,1.28571428571429,741467/1568175,0.472821591977936,-826708/1568175,-0.527178408022064,1154821/1568175,0.736410795988968,1361498/1568175,0.868205397994484,206677/1568175,0.131794602005516,0
701,52/727,0.0715268225584594,11/7,1.57142857142857,9/7,1.28571428571429,4968/5089,0.976223226567105,-121/5089,-0.0237767734328945,10057/10178,0.988111613283553,20235/20356,0.994055806641776,121/20356,0.00594419335822362,1
703,52/729,0.0713305898491084,11/7,1.57142857142857,9/7,1.28571428571429,14944/15309,0.976157815663989,-365/15309,-0.0238421843360115,30253/30618,0.988078907831994,60871/61236,0.994039453915997,365/61236,0.00596054608400287,1
705,52/731,0.0711354309165527,44/727,0.0605226960110041,12/241,0.0497925311203319,23239532/384228951,0.0604835526826296,-360989419/384228951,-0.93951644731737,407468483/768457902,0.530241776341315,1175926385/1536915804,0.765120888170657,360989419/1536915804,0.234879111829343,0
707,52/733,0.0709413369713506,11/7,1.57142857142857,9/7,1.28571428571429,5008/5131,0.976028064704736,-123/5131,-0.0239719352952641,10139/10262,0.988014032352368,20401/20524,0.994007016176184,123/20524,0.00599298382381602,1
709,52/735,0.0707482993197279,11/7,1.57142857142857,9/7,1.28571428571429,2152/2205,0.975963718820862,-53/2205,-0.0240362811791383,4357/4410,0.987981859410431,8767/8820,0.993990929705215,53/8820,0.00600907029478458,1
711,52/737,0.0705563093622795,44/733,0.0600272851296044,1422/721,1.97226074895978,819056486/1168498023,0.700948114483887,-349441537/1168498023,-0.299051885516113,1987554509/2336996046,0.850474057241944,4324550555/4673992092,0.925237028620972,349441537/4673992092,0.0747629713790282,0
713,52/739,0.0703653585926928,11/7,1.57142857142857,9/7,1.28571428571429,5048/5173,0.97583607191185,-125/5173,-0.02416392808815,10221/10346,0.987918035955925,20567/20692,0.993959017977962,125/20692,0.0060409820220375,1
715,1,1,1430/721,1.98335644937587,36/733,0.0491132332878581,534213/528493,1.01082322755457,5720/528493,0.010823227554575,531353/528493,1.00541161377729,529923/528493,1.00270580688864,1430/528493,0.00270580688864375,0
717,52/743,0.0699865410497981,44/739,0.0595399188092016,9/7,1.28571428571429,5439533/11530617,0.471746915191095,-6091084/11530617,-0.528253084808905,8485075/11530617,0.735873457595548,10007846/11530617,0.867936728797774,1522771/11530617,0.132063271202226,0
719,52/745,0.0697986577181208,11/7,1.57142857142857,9/7,1.28571428571429,5088/5215,0.975647171620326,-127/5215,-0.024352828379674,10303/10430,0.987823585810163,20733/20860,0.993911792905081,127/20860,0.0060882070949185,1
721,52/747,0.069611780455154,11/7,1.57142857142857,9/7,1.28571428571429,15304/15687,0.975584879199337,-383/15687,-0.024415120800663,30991/31374,0.987792439599669,62365/62748,0.993896219799834,383/62748,0.00610378020016574,1
723,52/749,0.0694259012016021,44/745,0.0590604026845638,9/7,1.28571428571429,112733/239145,0.471400196533484,-126412/239145,-0.528599803466516,175939/239145,0.735700098266742,207542/239145,0.867850049133371,31603/239145,0.132149950866629,0
725,52/751,0.0692410119840213,11/7,1.57142857142857,36/743,0.0484522207267833,2199209/3905951,0.563040601379792,-1706742/3905951,-0.436959398620208,3052580/3905951,0.781520300689896,6958531/7811902,0.890760150344948,853371/7811902,0.109239849655052,0
727,52/753,0.0690571049136786,11/7,1.57142857142857,9/7,1.28571428571429,15424/15813,0.975399987352179,-389/15813,-0.0246000126478214,31237/31626,0.987699993676089,62863/63252,0.993849996838045,389/63252,0.00615000316195535,1
729,52/755,0.0688741721854305,44/751,0.0585885486018642,1458/739,1.97293640054127,880102298/1257050085,0.700133040442856,-376947787/1257050085,-0.299866959557144,2137152383/2514100170,0.850066520221428,4651252553/5028200340,0.925033260110714,376947787/5028200340,0.0749667398892861,0
731,52/757,0.0686922060766182,11/7,1.57142857142857,9/7,1.28571428571429,5168/5299,0.975278354406492,-131/5299,-0.0247216455935082,10467/10598,0.987639177203246,21065/21196,0.993819588601623,131/21196,0.00618041139837705,1
733,52/759,0.0685111989459816,11/7,1.57142857142857,9/7,1.28571428571429,15544/15939,0.97521801869628,-395/15939,-0.0247819813037204,31483/31878,0.98760900934814,63361/63756,0.99380450467407,395/63756,0.00619549532593011,1
735,52/761,0.0683311432325887,44/757,0.0581241743725231,12/251,0.047808764940239,25197772/433785981,0.058088027515117,-408588209/433785981,-0.941911972484883,458983753/867571962,0.529044013757558,1326555715/1735143924,0.764522006878779,408588209/1735143924,0.235477993121221,0
737,52/763,0.0681520314547838,1474/743,1.98384925975774,9/7,1.28571428571429,630727/566909,1.1125718589756,63818/566909,0.112571858975603,598818/566909,1.0562859294878,1165727/1133818,1.0281429647439,31909/1133818,0.0281429647439007,0
739,52/765,0.0679738562091503,11/7,1.57142857142857,9/7,1.28571428571429,15664/16065,0.975038904450669,-401/16065,-0.0249610955493308,31729/32130,0.987519452225335,63859/64260,0.993759726112667,401/64260,0.00624027388733271,1
741,1,1,44/763,0.0576671035386632,9/7,1.28571428571429,596/763,0.781127129750983,-167/763,-0.218872870249017,1359/1526,0.890563564875491,2885/3052,0.945281782437746,167/3052,0.0547182175622543,0
