anchor,initial_lower,initial_upper,initial_lower_residue_mod14,initial_upper_residue_mod14,initial_pair_is_mod14_antipair,initial_backward_delta,initial_forward_delta,final_candidate,final_delta,initial_to_final_delta_ratio,handover_events,candidate_states,total_nonbase_gate_crossings,silent_gate_crossings,final_gate_frontier,cohort,true_next_prime,true_delta,final_matches_truth
4000494374,4000494373,4000494375,1,3,False,1,1,4000494391,17,0.058823529411764705,4,5,6336,6332,63247,sample,4000494391,17,True
4000494388,4000494387,4000494389,1,3,False,1,1,4000494391,3,0.3333333333333333,1,2,6336,6335,63247,sample,4000494391,3,True
4000494548,4000494545,4000494549,5,9,True,3,1,4000494571,23,0.043478260869565216,5,6,6336,6331,63247,sample,4000494571,23,True
4000494659,4000494657,4000494661,5,9,True,2,2,4000494671,12,0.16666666666666666,1,2,6336,6335,63247,sample,4000494671,12,True
4000495322,4000495321,4000495323,11,13,False,1,1,4000495333,11,0.09090909090909091,3,4,6336,6333,63247,sample,4000495333,11,True
4000495868,4000495867,4000495869,11,13,False,1,1,4000495901,33,0.030303030303030304,2,3,6336,6334,63247,sample,4000495901,33,True
4000496507,4000496505,4000496509,5,9,True,2,2,4000496519,12,0.16666666666666666,1,2,6336,6335,63247,sample,4000496519,12,True
4000498020,4000498017,4000498021,5,9,True,3,1,4000498037,17,0.058823529411764705,2,3,6336,6334,63247,sample,4000498037,17,True
4000498386,4000498385,4000498387,9,11,False,1,1,4000498391,5,0.2,1,2,6336,6335,63247,sample,4000498391,5,True
4000498567,4000498567,4000498569,9,11,False,0,2,4000498589,22,0.09090909090909091,3,4,6336,6333,63247,sample,4000498589,22,True
4000498618,4000498617,4000498619,3,5,False,1,1,4000498627,9,0.1111111111111111,1,2,6336,6335,63247,sample,4000498627,9,True
4000499725,4000499725,4000499729,5,9,True,0,4,4000499753,28,0.14285714285714285,2,3,6336,6334,63247,sample,4000499753,28,True
4000500470,4000500467,4000500471,5,9,True,3,1,4000500479,9,0.1111111111111111,2,3,6336,6334,63247,sample,4000500479,9,True
4000502783,4000502783,4000502785,11,13,False,0,2,4000502827,44,0.045454545454545456,4,5,6336,6332,63247,sample,4000502827,44,True
4000503270,4000503267,4000503271,5,9,True,3,1,4000503289,19,0.05263157894736842,1,2,6336,6335,63247,sample,4000503289,19,True
4000503407,4000503407,4000503411,5,9,True,0,4,4000503433,26,0.15384615384615385,4,5,6336,6332,63247,sample,4000503433,26,True
4000503635,4000503635,4000503637,9,11,False,0,2,4000503659,24,0.08333333333333333,3,4,6336,6333,63247,sample,4000503659,24,True
4000504579,4000504579,4000504581,1,3,False,0,2,4000504589,10,0.2,2,3,6336,6334,63247,sample,4000504589,10,True
4000504679,4000504679,4000504681,3,5,False,0,2,4000504681,2,1.0,0,1,6336,6336,63247,sample,4000504681,2,True
4000505024,4000505023,4000505025,11,13,False,1,1,4000505039,15,0.06666666666666667,2,3,6336,6334,63247,sample,4000505039,15,True
4000505760,4000505759,4000505763,5,9,True,1,3,4000505819,59,0.05084745762711865,5,6,6336,6331,63247,sample,4000505819,59,True
4000505779,4000505779,4000505781,11,13,False,0,2,4000505819,40,0.05,3,4,6336,6333,63247,sample,4000505819,40,True
4000505894,4000505893,4000505895,13,1,True,1,1,4000505911,17,0.058823529411764705,3,4,6336,6333,63247,sample,4000505911,17,True
4000506850,4000506849,4000506851,3,5,False,1,1,4000506889,39,0.02564102564102564,4,5,6336,6332,63247,sample,4000506889,39,True
4000507333,4000507333,4000507335,11,13,False,0,2,4000507339,6,0.3333333333333333,2,3,6336,6334,63247,sample,4000507339,6,True
4000508001,4000507999,4000508003,5,9,True,2,2,4000508033,32,0.0625,2,3,6336,6334,63247,sample,4000508033,32,True
4000508283,4000508283,4000508285,9,11,False,0,2,4000508329,46,0.043478260869565216,3,4,6336,6333,63247,sample,4000508329,46,True
4000508575,4000508573,4000508577,5,9,True,2,2,4000508579,4,0.5,1,2,6336,6335,63247,sample,4000508579,4,True
4000508710,4000508709,4000508711,1,3,False,1,1,4000508713,3,0.3333333333333333,1,2,6336,6335,63247,sample,4000508713,3,True
4000508808,4000508807,4000508809,1,3,False,1,1,4000508851,43,0.023255813953488372,2,3,6336,6334,63247,sample,4000508851,43,True
4000508961,4000508961,4000508963,1,3,False,0,2,4000509001,40,0.05,4,5,6336,6332,63247,sample,4000509001,40,True
4000509204,4000509203,4000509207,5,9,True,1,3,4000509217,13,0.23076923076923078,3,4,6336,6333,63247,sample,4000509217,13,True
4000509249,4000509249,4000509251,9,11,False,0,2,4000509283,34,0.058823529411764705,2,3,6336,6334,63247,sample,4000509283,34,True
4000509390,4000509389,4000509391,9,11,False,1,1,4000509419,29,0.034482758620689655,2,3,6336,6334,63247,sample,4000509419,29,True
4000509484,4000509483,4000509487,5,9,True,1,3,4000509517,33,0.09090909090909091,5,6,6336,6331,63247,sample,4000509517,33,True
4000509498,4000509497,4000509501,5,9,True,1,3,4000509517,19,0.15789473684210525,4,5,6336,6332,63247,sample,4000509517,19,True
4000510117,4000510117,4000510119,9,11,False,0,2,4000510133,16,0.125,3,4,6336,6333,63247,sample,4000510133,16,True
4000510237,4000510237,4000510239,3,5,False,0,2,4000510259,22,0.09090909090909091,3,4,6336,6333,63247,sample,4000510259,22,True
4000510922,4000510921,4000510923,1,3,False,1,1,4000510931,9,0.1111111111111111,2,3,6336,6334,63247,sample,4000510931,9,True
4000511593,4000511593,4000511595,1,3,False,0,2,4000511597,4,0.5,1,2,6336,6335,63247,sample,4000511597,4,True
4000511833,4000511833,4000511835,3,5,False,0,2,4000511861,28,0.07142857142857142,3,4,6336,6333,63247,sample,4000511861,28,True
4000512436,4000512435,4000512437,3,5,False,1,1,4000512443,7,0.14285714285714285,1,2,6336,6335,63247,sample,4000512443,7,True
4000512464,4000512463,4000512465,3,5,False,1,1,4000512479,15,0.06666666666666667,3,4,6336,6333,63247,sample,4000512479,15,True
4000512970,4000512969,4000512973,5,9,True,1,3,4000512979,9,0.3333333333333333,1,2,6336,6335,63247,sample,4000512979,9,True
4000513008,4000513007,4000513009,1,3,False,1,1,4000513019,11,0.09090909090909091,1,2,6336,6335,63247,sample,4000513019,11,True
4000513254,4000513253,4000513255,9,11,False,1,1,4000513259,5,0.2,1,2,6336,6335,63247,sample,4000513259,5,True
4000514438,4000514437,4000514439,3,5,False,1,1,4000514447,9,0.1111111111111111,2,3,6336,6334,63247,sample,4000514447,9,True
4000514739,4000514739,4000514741,11,13,False,0,2,4000514743,4,0.5,1,2,6336,6335,63247,sample,4000514743,4,True
4000515067,4000515067,4000515069,3,5,False,0,2,4000515083,16,0.125,2,3,6336,6334,63247,sample,4000515083,16,True
4000515332,4000515331,4000515333,1,3,False,1,1,4000515347,15,0.06666666666666667,3,4,6336,6333,63247,sample,4000515347,15,True
4000515991,4000515991,4000515993,3,5,False,0,2,4000516019,28,0.07142857142857142,2,3,6336,6334,63247,sample,4000516019,28,True
4000516851,4000516851,4000516853,9,11,False,0,2,4000516879,28,0.07142857142857142,3,4,6336,6333,63247,sample,4000516879,28,True
4000516957,4000516957,4000516959,3,5,False,0,2,4000516967,10,0.2,2,3,6336,6334,63247,sample,4000516967,10,True
4000517453,4000517453,4000517455,9,11,False,0,2,4000517467,14,0.14285714285714285,3,4,6336,6333,63247,sample,4000517467,14,True
4000518118,4000518117,4000518119,1,3,False,1,1,4000518121,3,0.3333333333333333,1,2,6336,6335,63247,sample,4000518121,3,True
4000518571,4000518569,4000518573,5,9,True,2,2,4000518589,18,0.1111111111111111,4,5,6336,6332,63247,sample,4000518589,18,True
4000519086,4000519085,4000519087,3,5,False,1,1,4000519091,5,0.2,1,2,6336,6335,63247,sample,4000519091,5,True
4000520552,4000520551,4000520553,13,1,True,1,1,4000520591,39,0.02564102564102564,4,5,6336,6332,63247,sample,4000520591,39,True
4000520763,4000520763,4000520765,1,3,False,0,2,4000520779,16,0.125,3,4,6336,6333,63247,sample,4000520779,16,True
4000521558,4000521557,4000521559,11,13,False,1,1,4000521571,13,0.07692307692307693,2,3,6336,6334,63247,sample,4000521571,13,True
4000522819,4000522819,4000522821,13,1,True,0,2,4000522831,12,0.16666666666666666,3,4,6336,6333,63247,sample,4000522831,12,True
4000523521,4000523521,4000523523,1,3,False,0,2,4000523537,16,0.125,3,4,6336,6333,63247,sample,4000523537,16,True
4000524518,4000524517,4000524519,3,5,False,1,1,4000524523,5,0.2,1,2,6336,6335,63247,sample,4000524523,5,True
4000525712,4000525709,4000525713,5,9,True,3,1,4000525717,5,0.2,2,3,6336,6334,63247,sample,4000525717,5,True
4000526794,4000526793,4000526795,11,13,False,1,1,4000526809,15,0.06666666666666667,2,3,6336,6334,63247,sample,4000526809,15,True
4000527137,4000527137,4000527141,5,9,True,0,4,4000527151,14,0.2857142857142857,2,3,6336,6334,63247,sample,4000527151,14,True
4000528087,4000528087,4000528089,3,5,False,0,2,4000528121,34,0.058823529411764705,4,5,6336,6332,63247,sample,4000528121,34,True
4000528712,4000528711,4000528713,11,13,False,1,1,4000528747,35,0.02857142857142857,6,7,6336,6330,63247,sample,4000528747,35,True
4000528907,4000528907,4000528909,11,13,False,0,2,4000528933,26,0.07692307692307693,2,3,6336,6334,63247,sample,4000528933,26,True
4000528932,4000528929,4000528933,5,9,True,3,1,4000528933,1,1.0,0,1,6336,6336,63247,sample,4000528933,1,True
4000529164,4000529163,4000529165,1,3,False,1,1,4000529177,13,0.07692307692307693,3,4,6336,6333,63247,sample,4000529177,13,True
4000529469,4000529469,4000529471,13,1,True,0,2,4000529479,10,0.2,2,3,6336,6334,63247,sample,4000529479,10,True
4000529681,4000529681,4000529683,1,3,False,0,2,4000529683,2,1.0,0,1,6336,6336,63247,sample,4000529683,2,True
4000529713,4000529713,4000529717,5,9,True,0,4,4000529747,34,0.11764705882352941,3,4,6336,6333,63247,sample,4000529747,34,True
4000530213,4000530213,4000530215,1,3,False,0,2,4000530221,8,0.25,2,3,6336,6334,63247,sample,4000530221,8,True
4000530430,4000530427,4000530431,5,9,True,3,1,4000530449,19,0.05263157894736842,2,3,6336,6334,63247,sample,4000530449,19,True
4000530588,4000530587,4000530589,11,13,False,1,1,4000530643,55,0.01818181818181818,3,4,6336,6333,63247,sample,4000530643,55,True
4000530776,4000530775,4000530777,3,5,False,1,1,4000530791,15,0.06666666666666667,2,3,6336,6334,63247,sample,4000530791,15,True
4000531828,4000531827,4000531831,5,9,True,1,3,4000531831,3,1.0,0,1,6336,6336,63247,sample,4000531831,3,True
4000531836,4000531835,4000531837,13,1,True,1,1,4000531837,1,1.0,0,1,6336,6336,63247,sample,4000531837,1,True
4000531953,4000531953,4000531957,5,9,True,0,4,4000531957,4,1.0,0,1,6336,6336,63247,sample,4000531957,4,True
4000532223,4000532223,4000532225,9,11,False,0,2,4000532227,4,0.5,1,2,6336,6335,63247,sample,4000532227,4,True
4000532697,4000532695,4000532699,5,9,True,2,2,4000532717,20,0.1,2,3,6336,6334,63247,sample,4000532717,20,True
4000533819,4000533819,4000533821,9,11,False,0,2,4000533871,52,0.038461538461538464,3,4,6336,6333,63247,sample,4000533871,52,True
4000534045,4000534045,4000534047,11,13,False,0,2,4000534081,36,0.05555555555555555,4,5,6336,6332,63247,sample,4000534081,36,True
4000534486,4000534485,4000534487,3,5,False,1,1,4000534487,1,1.0,0,1,6336,6336,63247,sample,4000534487,1,True
4000534938,4000534935,4000534939,5,9,True,3,1,4000534961,23,0.043478260869565216,1,2,6336,6335,63247,sample,4000534961,23,True
4000535254,4000535253,4000535255,1,3,False,1,1,4000535263,9,0.1111111111111111,3,4,6336,6333,63247,sample,4000535263,9,True
4000535336,4000535335,4000535337,13,1,True,1,1,4000535339,3,0.3333333333333333,1,2,6336,6335,63247,sample,4000535339,3,True
4000535927,4000535927,4000535929,3,5,False,0,2,4000535969,42,0.047619047619047616,5,6,6336,6331,63247,sample,4000535969,42,True
4000536496,4000536495,4000536497,11,13,False,1,1,4000536497,1,1.0,0,1,6336,6336,63247,sample,4000536497,1,True
4000536547,4000536545,4000536549,5,9,True,2,2,4000536581,34,0.058823529411764705,6,7,6336,6330,63247,sample,4000536581,34,True
4000537367,4000537367,4000537369,1,3,False,0,2,4000537417,50,0.04,1,2,6336,6335,63247,sample,4000537417,50,True
4000537737,4000537735,4000537739,5,9,True,2,2,4000537741,4,0.5,1,2,6336,6335,63247,sample,4000537741,4,True
4000538863,4000538863,4000538865,13,1,True,0,2,4000538869,6,0.3333333333333333,2,3,6336,6334,63247,sample,4000538869,6,True
4000539114,4000539113,4000539115,11,13,False,1,1,4000539131,17,0.058823529411764705,3,4,6336,6333,63247,sample,4000539131,17,True
4000539225,4000539225,4000539227,11,13,False,0,2,4000539251,26,0.07692307692307693,1,2,6336,6335,63247,sample,4000539251,26,True
4000539927,4000539927,4000539929,13,1,True,0,2,4000539929,2,1.0,0,1,6336,6336,63247,sample,4000539929,2,True
4000540635,4000540633,4000540637,5,9,True,2,2,4000540637,2,1.0,0,1,6336,6336,63247,sample,4000540637,2,True
4000541255,4000541255,4000541257,11,13,False,0,2,4000541267,12,0.16666666666666666,2,3,6336,6334,63247,sample,4000541267,12,True
4000541400,4000541399,4000541401,1,3,False,1,1,4000541407,7,0.14285714285714285,1,2,6336,6335,63247,sample,4000541407,7,True
4000542131,4000542131,4000542135,5,9,True,0,4,4000542151,20,0.2,2,3,6336,6334,63247,sample,4000542151,20,True
4000542154,4000542153,4000542155,13,1,True,1,1,4000542179,25,0.04,3,4,6336,6333,63247,sample,4000542179,25,True
4000542519,4000542519,4000542521,1,3,False,0,2,4000542521,2,1.0,0,1,6336,6336,63247,sample,4000542521,2,True
4000543017,4000543017,4000543019,9,11,False,0,2,4000543021,4,0.5,1,2,6336,6335,63247,sample,4000543021,4,True
4000544144,4000544143,4000544145,1,3,False,1,1,4000544153,9,0.1111111111111111,2,3,6336,6334,63247,sample,4000544153,9,True
4000545619,4000545617,4000545621,5,9,True,2,2,4000545649,30,0.06666666666666667,4,5,6336,6332,63247,sample,4000545649,30,True
4000546409,4000546409,4000546411,13,1,True,0,2,4000546411,2,1.0,0,1,6336,6336,63247,sample,4000546411,2,True
4000547010,4000547009,4000547011,11,13,False,1,1,4000547017,7,0.14285714285714285,1,2,6336,6335,63247,sample,4000547017,7,True
4000547775,4000547773,4000547777,5,9,True,2,2,4000547777,2,1.0,0,1,6336,6336,63247,sample,4000547777,2,True
4000548868,4000548865,4000548869,5,9,True,3,1,4000548887,19,0.05263157894736842,2,3,6336,6334,63247,sample,4000548887,19,True
4000550199,4000550199,4000550201,9,11,False,0,2,4000550207,8,0.25,1,2,6336,6335,63247,sample,4000550207,8,True
4000550434,4000550433,4000550437,5,9,True,1,3,4000550459,25,0.12,4,5,6336,6332,63247,sample,4000550459,25,True
4000550689,4000550689,4000550691,9,11,False,0,2,4000550693,4,0.5,1,2,6336,6335,63247,sample,4000550693,4,True
4000550883,4000550881,4000550885,5,9,True,2,2,4000550903,20,0.1,2,3,6336,6334,63247,sample,4000550903,20,True
4000552328,4000552327,4000552329,9,11,False,1,1,4000552333,5,0.2,2,3,6336,6334,63247,sample,4000552333,5,True
4000552473,4000552473,4000552475,1,3,False,0,2,4000552477,4,0.5,1,2,6336,6335,63247,sample,4000552477,4,True
4000552868,4000552867,4000552869,3,5,False,1,1,4000552903,35,0.02857142857142857,5,6,6336,6331,63247,sample,4000552903,35,True
4000553567,4000553567,4000553569,3,5,False,0,2,4000553573,6,0.3333333333333333,1,2,6336,6335,63247,sample,4000553573,6,True
4000553607,4000553607,4000553609,1,3,False,0,2,4000553617,10,0.2,2,3,6336,6334,63247,sample,4000553617,10,True
4000553721,4000553721,4000553723,3,5,False,0,2,4000553729,8,0.25,1,2,6336,6335,63247,sample,4000553729,8,True
4000553763,4000553763,4000553765,3,5,False,0,2,4000553833,70,0.02857142857142857,4,5,6336,6332,63247,sample,4000553833,70,True
4000553819,4000553819,4000553821,3,5,False,0,2,4000553833,14,0.14285714285714285,3,4,6336,6333,63247,sample,4000553833,14,True
4000554101,4000554101,4000554105,5,9,True,0,4,4000554119,18,0.2222222222222222,4,5,6336,6332,63247,sample,4000554119,18,True
4000554596,4000554595,4000554597,9,11,False,1,1,4000554617,21,0.047619047619047616,2,3,6336,6334,63247,sample,4000554617,21,True
4000556438,4000556437,4000556439,3,5,False,1,1,4000556459,21,0.047619047619047616,4,5,6336,6332,63247,sample,4000556459,21,True
4000556473,4000556473,4000556475,11,13,False,0,2,4000556489,16,0.125,2,3,6336,6334,63247,sample,4000556489,16,True
4000556725,4000556725,4000556727,11,13,False,0,2,4000556743,18,0.1111111111111111,4,5,6336,6332,63247,sample,4000556743,18,True
4000557668,4000557667,4000557669,1,3,False,1,1,4000557683,15,0.06666666666666667,3,4,6336,6333,63247,sample,4000557683,15,True
4000557944,4000557943,4000557945,11,13,False,1,1,4000557959,15,0.06666666666666667,2,3,6336,6334,63247,sample,4000557959,15,True
4000558124,4000558123,4000558125,9,11,False,1,1,4000558147,23,0.043478260869565216,3,4,6336,6333,63247,sample,4000558147,23,True
4000558747,4000558747,4000558749,3,5,False,0,2,4000558799,52,0.038461538461538464,3,4,6336,6333,63247,sample,4000558799,52,True
4000559486,4000559485,4000559487,13,1,True,1,1,4000559491,5,0.2,2,3,6336,6334,63247,sample,4000559491,5,True
4000559536,4000559533,4000559537,5,9,True,3,1,4000559551,15,0.06666666666666667,2,3,6336,6334,63247,sample,4000559551,15,True
4000559775,4000559775,4000559777,9,11,False,0,2,4000559791,16,0.125,1,2,6336,6335,63247,sample,4000559791,16,True
4000560109,4000560107,4000560111,5,9,True,2,2,4000560149,40,0.05,3,4,6336,6333,63247,sample,4000560149,40,True
4000560153,4000560153,4000560155,9,11,False,0,2,4000560197,44,0.045454545454545456,5,6,6336,6331,63247,sample,4000560197,44,True
4000560835,4000560835,4000560839,5,9,True,0,4,4000560841,6,0.6666666666666666,1,2,6336,6335,63247,sample,4000560841,6,True
4000560941,4000560941,4000560943,13,1,True,0,2,4000560961,20,0.1,2,3,6336,6334,63247,sample,4000560961,20,True
4000562582,4000562581,4000562583,1,3,False,1,1,4000562593,11,0.09090909090909091,3,4,6336,6333,63247,sample,4000562593,11,True
4000562879,4000562879,4000562883,5,9,True,0,4,4000562887,8,0.5,2,3,6336,6334,63247,sample,4000562887,8,True
4000563342,4000563341,4000563345,5,9,True,1,3,4000563389,47,0.06382978723404255,4,5,6336,6332,63247,sample,4000563389,47,True
4000563637,4000563635,4000563639,5,9,True,2,2,4000563661,24,0.08333333333333333,5,6,6336,6331,63247,sample,4000563661,24,True
4000563682,4000563681,4000563683,9,11,False,1,1,4000563703,21,0.047619047619047616,3,4,6336,6333,63247,sample,4000563703,21,True
4000564103,4000564103,4000564105,11,13,False,0,2,4000564109,6,0.3333333333333333,1,2,6336,6335,63247,sample,4000564109,6,True
4000564492,4000564489,4000564493,5,9,True,3,1,4000564511,19,0.05263157894736842,2,3,6336,6334,63247,sample,4000564511,19,True
4000564841,4000564839,4000564843,5,9,True,2,2,4000564861,20,0.1,4,5,6336,6332,63247,sample,4000564861,20,True
4000565377,4000565377,4000565379,11,13,False,0,2,4000565419,42,0.047619047619047616,3,4,6336,6333,63247,sample,4000565419,42,True
4000565797,4000565797,4000565799,11,13,False,0,2,4000565801,4,0.5,1,2,6336,6335,63247,sample,4000565801,4,True
4000565813,4000565813,4000565815,13,1,True,0,2,4000565869,56,0.03571428571428571,3,4,6336,6333,63247,sample,4000565869,56,True
4000566075,4000566075,4000566077,9,11,False,0,2,4000566077,2,1.0,0,1,6336,6336,63247,sample,4000566077,2,True
4000566205,4000566205,4000566207,13,1,True,0,2,4000566209,4,0.5,1,2,6336,6335,63247,sample,4000566209,4,True
4000566444,4000566443,4000566445,13,1,True,1,1,4000566457,13,0.07692307692307693,2,3,6336,6334,63247,sample,4000566457,13,True
4000566634,4000566631,4000566635,5,9,True,3,1,4000566649,15,0.06666666666666667,2,3,6336,6334,63247,sample,4000566649,15,True
4000566827,4000566827,4000566831,5,9,True,0,4,4000566863,36,0.1111111111111111,4,5,6336,6332,63247,sample,4000566863,36,True
4000566944,4000566943,4000566945,9,11,False,1,1,4000566959,15,0.06666666666666667,4,5,6336,6332,63247,sample,4000566959,15,True
4000566971,4000566971,4000566973,9,11,False,0,2,4000566979,8,0.25,1,2,6336,6335,63247,sample,4000566979,8,True
4000567579,4000567579,4000567581,1,3,False,0,2,4000567607,28,0.07142857142857142,4,5,6336,6332,63247,sample,4000567607,28,True
4000567830,4000567829,4000567831,13,1,True,1,1,4000567867,37,0.02702702702702703,2,3,6336,6334,63247,sample,4000567867,37,True
4000568666,4000568665,4000568667,9,11,False,1,1,4000568711,45,0.022222222222222223,4,5,6336,6332,63247,sample,4000568711,45,True
4000569604,4000569603,4000569605,9,11,False,1,1,4000569613,9,0.1111111111111111,3,4,6336,6333,63247,sample,4000569613,9,True
4000570523,4000570523,4000570527,5,9,True,0,4,4000570549,26,0.15384615384615385,3,4,6336,6333,63247,sample,4000570549,26,True
4000571111,4000571111,4000571115,5,9,True,0,4,4000571119,8,0.5,2,3,6336,6334,63247,sample,4000571119,8,True
4000571418,4000571417,4000571419,3,5,False,1,1,4000571437,19,0.05263157894736842,2,3,6336,6334,63247,sample,4000571437,19,True
4000571441,4000571441,4000571443,13,1,True,0,2,4000571459,18,0.1111111111111111,3,4,6336,6333,63247,sample,4000571459,18,True
4000571447,4000571447,4000571451,5,9,True,0,4,4000571459,12,0.3333333333333333,2,3,6336,6334,63247,sample,4000571459,12,True
4000572112,4000572111,4000572113,11,13,False,1,1,4000572131,19,0.05263157894736842,2,3,6336,6334,63247,sample,4000572131,19,True
4000572399,4000572399,4000572403,5,9,True,0,4,4000572419,20,0.2,2,3,6336,6334,63247,sample,4000572419,20,True
4000573538,4000573537,4000573539,9,11,False,1,1,4000573541,3,0.3333333333333333,1,2,6336,6335,63247,sample,4000573541,3,True
4000573712,4000573711,4000573713,1,3,False,1,1,4000573721,9,0.1111111111111111,2,3,6336,6334,63247,sample,4000573721,9,True
4000574396,4000574395,4000574397,13,1,True,1,1,4000574399,3,0.3333333333333333,1,2,6336,6335,63247,sample,4000574399,3,True
4000574600,4000574597,4000574601,5,9,True,3,1,4000574603,3,0.3333333333333333,1,2,6336,6335,63247,sample,4000574603,3,True
4000574773,4000574773,4000574775,13,1,True,0,2,4000574777,4,0.5,1,2,6336,6335,63247,sample,4000574777,4,True
4000575595,4000575595,4000575597,9,11,False,0,2,4000575611,16,0.125,2,3,6336,6334,63247,sample,4000575611,16,True
4000576334,4000576333,4000576337,5,9,True,1,3,4000576343,9,0.3333333333333333,2,3,6336,6334,63247,sample,4000576343,9,True
4000576801,4000576801,4000576803,11,13,False,0,2,4000576807,6,0.3333333333333333,2,3,6336,6334,63247,sample,4000576807,6,True
4000577767,4000577767,4000577769,11,13,False,0,2,4000577797,30,0.06666666666666667,3,4,6336,6333,63247,sample,4000577797,30,True
4000579211,4000579211,4000579213,13,1,True,0,2,4000579241,30,0.06666666666666667,2,3,6336,6334,63247,sample,4000579241,30,True
4000579344,4000579343,4000579347,5,9,True,1,3,4000579351,7,0.42857142857142855,2,3,6336,6334,63247,sample,4000579351,7,True
4000579371,4000579371,4000579375,5,9,True,0,4,4000579381,10,0.4,2,3,6336,6334,63247,sample,4000579381,10,True
4000579725,4000579725,4000579727,9,11,False,0,2,4000579733,8,0.25,2,3,6336,6334,63247,sample,4000579733,8,True
4000580039,4000580039,4000580041,1,3,False,0,2,4000580041,2,1.0,0,1,6336,6336,63247,sample,4000580041,2,True
4000580880,4000580879,4000580881,1,3,False,1,1,4000580897,17,0.058823529411764705,2,3,6336,6334,63247,sample,4000580897,17,True
4000581105,4000581105,4000581107,3,5,False,0,2,4000581131,26,0.07692307692307693,4,5,6336,6332,63247,sample,4000581131,26,True
4000581859,4000581859,4000581861,1,3,False,0,2,4000581911,52,0.038461538461538464,3,4,6336,6333,63247,sample,4000581911,52,True
4000581946,4000581945,4000581947,3,5,False,1,1,4000581953,7,0.14285714285714285,1,2,6336,6335,63247,sample,4000581953,7,True
4000582482,4000582479,4000582483,5,9,True,3,1,4000582483,1,1.0,0,1,6336,6336,63247,sample,4000582483,1,True
4000582755,4000582755,4000582757,1,3,False,0,2,4000582771,16,0.125,1,2,6336,6335,63247,sample,4000582771,16,True
4000582798,4000582797,4000582799,1,3,False,1,1,4000582811,13,0.07692307692307693,2,3,6336,6334,63247,sample,4000582811,13,True
4000582836,4000582835,4000582837,11,13,False,1,1,4000582837,1,1.0,0,1,6336,6336,63247,sample,4000582837,1,True
4000583274,4000583273,4000583275,1,3,False,1,1,4000583297,23,0.043478260869565216,3,4,6336,6333,63247,sample,4000583297,23,True
4000583933,4000583933,4000583935,3,5,False,0,2,4000583957,24,0.08333333333333333,3,4,6336,6333,63247,sample,4000583957,24,True
4000584008,4000584005,4000584009,5,9,True,3,1,4000584013,5,0.2,2,3,6336,6334,63247,sample,4000584013,5,True
4000584239,4000584239,4000584241,1,3,False,0,2,4000584251,12,0.16666666666666666,1,2,6336,6335,63247,sample,4000584251,12,True
4000584432,4000584431,4000584433,11,13,False,1,1,4000584451,19,0.05263157894736842,2,3,6336,6334,63247,sample,4000584451,19,True
4000584887,4000584887,4000584891,5,9,True,0,4,4000584901,14,0.2857142857142857,2,3,6336,6334,63247,sample,4000584901,14,True
4000585108,4000585107,4000585109,1,3,False,1,1,4000585117,9,0.1111111111111111,2,3,6336,6334,63247,sample,4000585117,9,True
4000585423,4000585423,4000585425,9,11,False,0,2,4000585439,16,0.125,3,4,6336,6333,63247,sample,4000585439,16,True
4000586060,4000586059,4000586061,1,3,False,1,1,4000586069,9,0.1111111111111111,2,3,6336,6334,63247,sample,4000586069,9,True
4000587008,4000587007,4000587009,11,13,False,1,1,4000587061,53,0.018867924528301886,2,3,6336,6334,63247,sample,4000587061,53,True
4000587382,4000587379,4000587383,5,9,True,3,1,4000587473,91,0.01098901098901099,6,7,6336,6330,63247,sample,4000587473,91,True
4000587572,4000587571,4000587573,1,3,False,1,1,4000587589,17,0.058823529411764705,3,4,6336,6333,63247,sample,4000587589,17,True
4000587942,4000587939,4000587943,5,9,True,3,1,4000587979,37,0.02702702702702703,5,6,6336,6331,63247,sample,4000587979,37,True
4000587951,4000587951,4000587953,3,5,False,0,2,4000587979,28,0.07142857142857142,2,3,6336,6334,63247,sample,4000587979,28,True
4000588304,4000588303,4000588307,5,9,True,1,3,4000588307,3,1.0,0,1,6336,6336,63247,sample,4000588307,3,True
4000588587,4000588587,4000588589,9,11,False,0,2,4000588591,4,0.5,1,2,6336,6335,63247,sample,4000588591,4,True
4000589422,4000589421,4000589423,3,5,False,1,1,4000589423,1,1.0,0,1,6336,6336,63247,sample,4000589423,1,True
4000590316,4000590315,4000590317,1,3,False,1,1,4000590343,27,0.037037037037037035,2,3,6336,6334,63247,sample,4000590343,27,True
4000592155,4000592153,4000592157,5,9,True,2,2,4000592159,4,0.5,1,2,6336,6335,63247,sample,4000592159,4,True
4000592266,4000592265,4000592269,5,9,True,1,3,4000592273,7,0.42857142857142855,1,2,6336,6335,63247,sample,4000592273,7,True
4000592557,4000592557,4000592559,3,5,False,0,2,4000592567,10,0.2,2,3,6336,6334,63247,sample,4000592567,10,True
4000592643,4000592643,4000592647,5,9,True,0,4,4000592663,20,0.2,2,3,6336,6334,63247,sample,4000592663,20,True
4000593091,4000593091,4000593095,5,9,True,0,4,4000593097,6,0.6666666666666666,1,2,6336,6335,63247,sample,4000593097,6,True
4000593115,4000593115,4000593117,1,3,False,0,2,4000593137,22,0.09090909090909091,4,5,6336,6332,63247,sample,4000593137,22,True
4000593141,4000593141,4000593143,13,1,True,0,2,4000593197,56,0.03571428571428571,5,6,6336,6331,63247,sample,4000593197,56,True
