parent_prime,child_prime,parent_period,parent_slots,child_period,child_slots,base_width,deletion_fraction,deletion_exact,one_deletion_per_parent,no_adjacent_deletions,internal_gate_step_exact,seam_holonomy_lift_shift,q_traversal_holonomy_closes,event_sha256,gate_branch_tv_from_uniform,gate_branch_entropy_bits,gate_branch_entropy_fraction,gate_phase_transition_mi_bits,gate_phase_shuffle_mean_mi_bits,gate_phase_shuffle_max_mi_bits,gate_phase_order_exceeds_all_shuffles,gate_phase_shuffle_p_upper,plain_ara_mean,plain_ara_below_ridge_share,plain_ara_at_ridge_share,plain_ara_above_ridge_share,plain_ara_mean_abs_distance_from_ridge,plain_ara_entropy_12_bits,plain_ara_reflection_tv,plain_ara_binned_reverse_tv_diagnostic,plain_ara_transition_mi_bits,plain_ara_shuffle_mean_mi_bits,plain_ara_shuffle_max_mi_bits,plain_ara_order_exceeds_all_shuffles,plain_ara_shuffle_p_upper
5,7,30,8,210,48,6,0.14285714285714285,True,True,True,True,1,True,A8BA2F57281DDE3D4819855650E7F2D72B0F05E01F85FD807D2ECBC344213622,0.10714285714285712,2.75,0.979569764547061,2.5,2.5,2.5,False,1.0,1.0,0.5,0.0,0.5,0.3416666666666667,2.1556390622295662,0.0,0.5,1.561278124459133,1.381590624459133,1.561278124459133,False,0.21212121212121213
7,11,210,48,2310,480,10,0.09090909090909091,True,True,True,True,1,True,8E82B49D20701DE9C94C7561590A5D985A7DF64A0A2184627AB4CC234CFC8AC7,0.08712121212121213,3.429585169337799,0.991372441317035,1.9982679942495152,1.5352882741579936,1.7066013275828484,True,0.030303030303030304,1.0,0.4791666666666667,0.041666666666666664,0.4791666666666667,0.34067460317460324,2.78044942983631,0.0,0.4166666666666667,1.473317671054114,0.8342156264492335,1.1221769841317528,True,0.030303030303030304
11,13,2310,480,30030,5760,12,0.07692307692307693,True,True,True,True,1,True,3F8CFBFD361CD7751D1585DB33D82023F887881C3C839D898E02EBC458FFF757,0.0057692307692307696,3.7002393718509112,0.9999458587882951,1.5710777686652688,0.23560487934605043,0.29683503623852925,True,0.030303030303030304,1.0,0.47291666666666665,0.05416666666666667,0.47291666666666665,0.34362614237614236,2.9539468772577386,0.0,0.37916666666666665,1.118358287278084,0.12973927101415594,0.17208145765892546,True,0.030303030303030304
13,17,30030,5760,510510,92160,16,0.058823529411764705,True,True,True,True,1,True,B1DB19337353BA8D81E1C4C78B110EACC5961925C5EB220671F355F729E33362,0.002246732026143783,4.087444899055991,0.999995610432426,1.7542453826991902,0.03185730084623917,0.03711061102590614,True,0.030303030303030304,1.0,0.4704861111111111,0.059027777777777776,0.4704861111111111,0.3477571386946387,3.045395595745152,0.0,0.353125,0.8949769154507997,0.011174833653682707,0.014233196285349832,True,0.030303030303030304
17,19,510510,92160,9699690,1658880,18,0.05263157894736842,True,True,True,True,1,True,E3BC75C1204784446D8478A23EC704FA1D43726508DC426E133D20E18B840EA4,0.00020330774853801262,4.247927357338618,0.9999999632514993,1.787814206035772,0.0025306389045550836,0.0030300877053545533,True,0.030303030303030304,1.0,0.46979166666666666,0.06041666666666667,0.46979166666666666,0.3515309693710429,3.0982299189530225,0.0,0.33413628472222223,0.7667192500513739,0.0009344384034383028,0.0011120986187329138,True,0.030303030303030304
19,23,9699690,1658880,223092870,36495360,22,0.043478260869565216,True,True,True,True,1,True,090D11518813290E52AE316C979F451981BD344117A1037A148EC22816509747,7.600727992478767e-06,4.523561955780203,0.9999999999388072,1.9574323981313198,0.00020864528914856732,0.0002516334989164732,True,0.030303030303030304,1.0,0.4696801456404321,0.0606397087191358,0.4696801456404321,0.35518346749162627,3.139143629061502,0.0,0.3172718942901234,0.6752264796178219,5.173711277002388e-05,6.433554669517386e-05,True,0.030303030303030304
