cohort,anchor,actual_next_prime,actual_delta,phase_a_candidate_1,phase_a_candidate_2,phase_a_candidate_3,phase_a_rank_of_prime,phase_a_top1_hit,phase_a_top2_hit,phase_a_top3_hit,p29_candidate_1,p29_candidate_2,p29_candidate_3,odd_candidate_1,odd_candidate_2,odd_candidate_3,p29_top1_hit,p29_top2_hit,p29_top3_hit,odd_top1_hit,odd_top2_hit,odd_top3_hit,cross_rung_frame,phase_a_child_count,phase_b_child_count,teara_phase_a,teara_phase_b
high,710000062868,710000062879,11,710000062879,710000062913,710000062921,1,1,1,1,710000062879,710000062883,710000062901,710000062869,710000062871,710000062873,1,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000063375,710000063407,32,710000063407,710000063413,710000063417,1,1,1,1,710000063389,710000063393,710000063401,710000063377,710000063379,710000063381,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000063482,710000063527,45,710000063527,710000063551,710000063573,1,1,1,1,710000063483,710000063491,710000063497,710000063483,710000063485,710000063487,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000063998,710000064017,19,710000064017,710000064031,710000064043,1,1,1,1,710000064001,710000064013,710000064017,710000063999,710000064001,710000064003,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000064326,710000064349,23,710000064349,710000064377,710000064401,1,1,1,1,710000064329,710000064337,710000064343,710000064327,710000064329,710000064331,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000064920,710000064923,3,710000064923,710000064937,710000064959,1,1,1,1,710000064923,710000064929,710000064931,710000064921,710000064923,710000064925,1,1,1,0,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000065120,710000065129,9,710000065129,710000065153,710000065207,1,1,1,1,710000065123,710000065129,710000065133,710000065121,710000065123,710000065125,0,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000065358,710000065387,29,710000065387,710000065417,710000065429,1,1,1,1,710000065361,710000065363,710000065373,710000065359,710000065361,710000065363,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000065409,710000065417,8,710000065417,710000065429,710000065441,1,1,1,1,710000065417,710000065421,710000065429,710000065411,710000065413,710000065415,1,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000065703,710000065727,24,710000065727,710000065741,710000065759,1,1,1,1,710000065711,710000065717,710000065721,710000065705,710000065707,710000065709,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000065845,710000065849,4,710000065849,710000065883,710000065913,1,1,1,1,710000065847,710000065849,710000065867,710000065847,710000065849,710000065851,0,1,1,0,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000065875,710000065883,8,710000065883,710000065913,710000065949,1,1,1,1,710000065877,710000065883,710000065889,710000065877,710000065879,710000065881,0,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000065931,710000065949,18,710000065949,710000065961,710000065979,1,1,1,1,710000065933,710000065939,710000065949,710000065933,710000065935,710000065937,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000066065,710000066099,34,710000066099,710000066147,710000066161,1,1,1,1,710000066077,710000066081,710000066099,710000066067,710000066069,710000066071,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000066087,710000066099,12,710000066099,710000066147,710000066161,1,1,1,1,710000066099,710000066101,710000066117,710000066089,710000066091,710000066093,1,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000066190,710000066197,7,710000066197,710000066213,710000066227,1,1,1,1,710000066197,710000066201,710000066207,710000066191,710000066193,710000066195,1,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000066694,710000066701,7,710000066701,710000066851,710000066861,1,1,1,1,710000066701,710000066707,710000066717,710000066695,710000066697,710000066699,1,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000067167,710000067187,20,710000067187,710000067211,710000067269,1,1,1,1,710000067169,710000067181,710000067187,710000067169,710000067171,710000067173,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000067198,710000067211,13,710000067211,710000067269,710000067307,1,1,1,1,710000067199,710000067209,710000067211,710000067199,710000067201,710000067203,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000067720,710000067731,11,710000067731,710000067737,710000067857,1,1,1,1,710000067727,710000067731,710000067737,710000067721,710000067723,710000067725,0,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000067797,710000067857,60,710000067857,710000067877,710000067899,1,1,1,1,710000067809,710000067817,710000067823,710000067799,710000067801,710000067803,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000067987,710000067991,4,710000067991,710000068009,710000068049,1,1,1,1,710000067991,710000068003,710000068007,710000067989,710000067991,710000067993,1,1,1,0,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000068110,710000068111,1,710000068111,710000068121,710000068139,1,1,1,1,710000068111,710000068121,710000068123,710000068111,710000068113,710000068115,1,1,1,1,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000068371,710000068409,38,710000068409,710000068411,710000068423,1,1,1,1,710000068373,710000068381,710000068387,710000068373,710000068375,710000068377,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000068447,710000068469,22,710000068469,710000068501,710000068523,1,1,1,1,710000068451,710000068457,710000068469,710000068449,710000068451,710000068453,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000068508,710000068523,15,710000068523,710000068529,710000068541,1,1,1,1,710000068511,710000068513,710000068517,710000068509,710000068511,710000068513,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000068956,710000068993,37,710000068969,710000068993,710000069011,2,0,1,1,710000068957,710000068961,710000068969,710000068957,710000068959,710000068961,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000069030,710000069089,59,710000069089,710000069117,710000069161,1,1,1,1,710000069033,710000069039,710000069041,710000069031,710000069033,710000069035,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000069132,710000069161,29,710000069161,710000069179,710000069237,1,1,1,1,710000069137,710000069143,710000069147,710000069133,710000069135,710000069137,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000069975,710000069981,6,710000069981,710000070001,710000070037,1,1,1,1,710000069981,710000069993,710000070001,710000069977,710000069979,710000069981,1,1,1,0,0,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000070134,710000070149,15,710000070149,710000070161,710000070163,1,1,1,1,710000070137,710000070139,710000070149,710000070135,710000070137,710000070139,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000070972,710000070979,7,710000070979,710000071013,710000071097,1,1,1,1,710000070973,710000070977,710000070979,710000070973,710000070975,710000070977,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000071143,710000071147,4,710000071147,710000071237,710000071243,1,1,1,1,710000071147,710000071159,710000071163,710000071145,710000071147,710000071149,1,1,1,0,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000071305,710000071327,22,710000071327,710000071331,710000071357,1,1,1,1,710000071307,710000071321,710000071327,710000071307,710000071309,710000071311,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000071390,710000071399,9,710000071399,710000071423,710000071519,1,1,1,1,710000071393,710000071397,710000071399,710000071391,710000071393,710000071395,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000071857,710000071877,20,710000071877,710000071931,710000071951,1,1,1,1,710000071861,710000071867,710000071873,710000071859,710000071861,710000071863,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000073178,710000073199,21,710000073199,710000073217,710000073311,1,1,1,1,710000073187,710000073191,710000073193,710000073179,710000073181,710000073183,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000073239,710000073311,72,710000073311,710000073323,710000073331,1,1,1,1,710000073241,710000073253,710000073257,710000073241,710000073243,710000073245,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000074037,710000074087,50,710000074087,710000074117,710000074127,1,1,1,1,710000074039,710000074057,710000074061,710000074039,710000074041,710000074043,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000074056,710000074087,31,710000074087,710000074117,710000074127,1,1,1,1,710000074057,710000074061,710000074067,710000074057,710000074059,710000074061,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000074441,710000074447,6,710000074447,710000074457,710000074489,1,1,1,1,710000074447,710000074451,710000074453,710000074443,710000074445,710000074447,1,1,1,0,0,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000074551,710000074579,28,710000074579,710000074657,710000074687,1,1,1,1,710000074559,710000074561,710000074571,710000074553,710000074555,710000074557,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000074884,710000074997,113,710000074997,710000075023,710000075033,1,1,1,1,710000074891,710000074897,710000074907,710000074885,710000074887,710000074889,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000075284,710000075297,13,710000075297,710000075311,710000075327,1,1,1,1,710000075297,710000075299,710000075303,710000075285,710000075287,710000075289,1,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000076280,710000076301,21,710000076301,710000076319,710000076323,1,1,1,1,710000076281,710000076283,710000076287,710000076281,710000076283,710000076285,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000076362,710000076371,9,710000076371,710000076389,710000076419,1,1,1,1,710000076367,710000076371,710000076377,710000076363,710000076365,710000076367,0,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000076644,710000076661,17,710000076661,710000076677,710000076701,1,1,1,1,710000076649,710000076659,710000076661,710000076645,710000076647,710000076649,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000077168,710000077183,15,710000077183,710000077201,710000077217,1,1,1,1,710000077169,710000077177,710000077181,710000077169,710000077171,710000077173,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000077284,710000077301,17,710000077301,710000077343,710000077411,1,1,1,1,710000077289,710000077291,710000077301,710000077285,710000077287,710000077289,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000077495,710000077499,4,710000077499,710000077597,710000077627,1,1,1,1,710000077499,710000077511,710000077513,710000077497,710000077499,710000077501,1,1,1,0,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000077509,710000077597,88,710000077597,710000077627,710000077637,1,1,1,1,710000077511,710000077513,710000077517,710000077511,710000077513,710000077515,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000077907,710000077931,24,710000077931,710000077987,710000078027,1,1,1,1,710000077909,710000077921,710000077931,710000077909,710000077911,710000077913,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000077943,710000077987,44,710000077987,710000078027,710000078101,1,1,1,1,710000077949,710000077951,710000077957,710000077945,710000077947,710000077949,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000078056,710000078101,45,710000078101,710000078131,710000078141,1,1,1,1,710000078057,710000078063,710000078069,710000078057,710000078059,710000078061,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000078440,710000078461,21,710000078461,710000078537,710000078549,1,1,1,1,710000078441,710000078443,710000078453,710000078441,710000078443,710000078445,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000078524,710000078537,13,710000078537,710000078549,710000078561,1,1,1,1,710000078527,710000078531,710000078533,710000078525,710000078527,710000078529,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000078694,710000078719,25,710000078719,710000078737,710000078747,1,1,1,1,710000078699,710000078701,710000078707,710000078695,710000078697,710000078699,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000078718,710000078719,1,710000078719,710000078737,710000078747,1,1,1,1,710000078719,710000078729,710000078731,710000078719,710000078721,710000078723,1,1,1,1,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000078756,710000078779,23,710000078779,710000078791,710000078807,1,1,1,1,710000078759,710000078761,710000078771,710000078757,710000078759,710000078761,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000078766,710000078779,13,710000078779,710000078791,710000078807,1,1,1,1,710000078771,710000078779,710000078783,710000078767,710000078769,710000078771,0,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000079212,710000079263,51,710000079263,710000079277,710000079281,1,1,1,1,710000079221,710000079223,710000079227,710000079213,710000079215,710000079217,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000079261,710000079263,2,710000079263,710000079277,710000079281,1,1,1,1,710000079263,710000079277,710000079281,710000079263,710000079265,710000079267,1,1,1,1,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000079408,710000079413,5,710000079413,710000079421,710000079491,1,1,1,1,710000079409,710000079413,710000079419,710000079409,710000079411,710000079413,0,1,1,0,0,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000079603,710000079623,20,710000079623,710000079653,710000079667,1,1,1,1,710000079611,710000079619,710000079623,710000079605,710000079607,710000079609,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000079672,710000079779,107,710000079779,710000079781,710000079787,1,1,1,1,710000079683,710000079689,710000079697,710000079673,710000079675,710000079677,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000079728,710000079779,51,710000079779,710000079781,710000079787,1,1,1,1,710000079739,710000079743,710000079749,710000079729,710000079731,710000079733,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000079936,710000079967,31,710000079967,710000080039,710000080051,1,1,1,1,710000079937,710000079941,710000079947,710000079937,710000079939,710000079941,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000080106,710000080129,23,710000080129,710000080133,710000080147,1,1,1,1,710000080109,710000080117,710000080121,710000080107,710000080109,710000080111,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000080468,710000080469,1,710000080469,710000080487,710000080499,1,1,1,1,710000080469,710000080477,710000080481,710000080469,710000080471,710000080473,1,1,1,1,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000080920,710000080967,47,710000080967,710000080973,710000080981,1,1,1,1,710000080921,710000080927,710000080939,710000080921,710000080923,710000080925,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000081245,710000081249,4,710000081249,710000081269,710000081281,1,1,1,1,710000081249,710000081257,710000081261,710000081247,710000081249,710000081251,1,1,1,0,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000081407,710000081459,52,710000081459,710000081471,710000081513,1,1,1,1,710000081419,710000081423,710000081429,710000081409,710000081411,710000081413,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000081549,710000081561,12,710000081561,710000081591,710000081621,1,1,1,1,710000081551,710000081561,710000081563,710000081551,710000081553,710000081555,0,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000081599,710000081621,22,710000081621,710000081627,710000081647,1,1,1,1,710000081603,710000081617,710000081621,710000081601,710000081603,710000081605,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000081765,710000081773,8,710000081773,710000081797,710000081803,1,1,1,1,710000081767,710000081771,710000081773,710000081767,710000081769,710000081771,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000082006,710000082013,7,710000082013,710000082031,710000082061,1,1,1,1,710000082007,710000082013,710000082017,710000082007,710000082009,710000082011,0,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000082146,710000082161,15,710000082161,710000082293,710000082347,1,1,1,1,710000082149,710000082151,710000082157,710000082147,710000082149,710000082151,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000082221,710000082293,72,710000082293,710000082347,710000082383,1,1,1,1,710000082227,710000082229,710000082241,710000082223,710000082225,710000082227,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000082441,710000082457,16,710000082457,710000082479,710000082509,1,1,1,1,710000082443,710000082457,710000082479,710000082443,710000082445,710000082447,0,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000082787,710000082889,102,710000082889,710000082893,710000082959,1,1,1,1,710000082793,710000082797,710000082811,710000082789,710000082791,710000082793,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000083485,710000083489,4,710000083489,710000083511,710000083519,1,1,1,1,710000083487,710000083489,710000083501,710000083487,710000083489,710000083491,0,1,1,0,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000083601,710000083631,30,710000083631,710000083643,710000083729,1,1,1,1,710000083603,710000083609,710000083613,710000083603,710000083605,710000083607,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000083780,710000083801,21,710000083801,710000083813,710000083817,1,1,1,1,710000083781,710000083783,710000083789,710000083781,710000083783,710000083785,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000084344,710000084429,85,710000084429,710000084489,710000084509,1,1,1,1,710000084347,710000084351,710000084357,710000084345,710000084347,710000084349,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000084746,710000084749,3,710000084749,710000084767,710000084803,1,1,1,1,710000084749,710000084753,710000084767,710000084747,710000084749,710000084751,1,1,1,0,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000084935,710000084939,4,710000084939,710000085001,710000085029,1,1,1,1,710000084939,710000084947,710000084951,710000084937,710000084939,710000084941,1,1,1,0,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000085020,710000085029,9,710000085029,710000085107,710000085161,1,1,1,1,710000085023,710000085029,710000085031,710000085021,710000085023,710000085025,0,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000085072,710000085107,35,710000085107,710000085161,710000085163,1,1,1,1,710000085073,710000085077,710000085083,710000085073,710000085075,710000085077,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000085214,710000085253,39,710000085253,710000085259,710000085281,1,1,1,1,710000085217,710000085227,710000085233,710000085215,710000085217,710000085219,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000085532,710000085533,1,710000085533,710000085541,710000085569,1,1,1,1,710000085533,710000085539,710000085541,710000085533,710000085535,710000085537,1,1,1,1,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000085629,710000085677,48,710000085677,710000085709,710000085713,1,1,1,1,710000085631,710000085637,710000085647,710000085631,710000085633,710000085635,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000085767,710000085779,12,710000085779,710000085799,710000085853,1,1,1,1,710000085779,710000085787,710000085797,710000085769,710000085771,710000085773,1,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000085812,710000085853,41,710000085853,710000085859,710000085881,1,1,1,1,710000085829,710000085833,710000085841,710000085813,710000085815,710000085817,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000085949,710000085953,4,710000085953,710000085973,710000085983,1,1,1,1,710000085953,710000085959,710000085961,710000085951,710000085953,710000085955,1,1,1,0,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000086907,710000086921,14,710000086921,710000086933,710000086973,1,1,1,1,710000086909,710000086919,710000086921,710000086909,710000086911,710000086913,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000087215,710000087227,12,710000087227,710000087263,710000087351,1,1,1,1,710000087219,710000087227,710000087231,710000087217,710000087219,710000087221,0,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000087733,710000087737,4,710000087737,710000087743,710000087777,1,1,1,1,710000087737,710000087743,710000087747,710000087735,710000087737,710000087739,1,1,1,0,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000088420,710000088443,23,710000088431,710000088443,710000088487,2,0,1,1,710000088431,710000088437,710000088439,710000088421,710000088423,710000088425,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000088800,710000088827,27,710000088827,710000088829,710000088869,1,1,1,1,710000088803,710000088821,710000088823,710000088801,710000088803,710000088805,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000089108,710000089129,21,710000089129,710000089151,710000089171,1,1,1,1,710000089109,710000089111,710000089121,710000089109,710000089111,710000089113,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000089194,710000089217,23,710000089217,710000089241,710000089243,1,1,1,1,710000089199,710000089207,710000089217,710000089195,710000089197,710000089199,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000089636,710000089651,15,710000089651,710000089657,710000089723,1,1,1,1,710000089637,710000089639,710000089651,710000089637,710000089639,710000089641,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000089737,710000089741,4,710000089741,710000089789,710000089823,1,1,1,1,710000089739,710000089741,710000089751,710000089739,710000089741,710000089743,0,1,1,0,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000089934,710000089987,53,710000089951,710000089987,710000090003,2,0,1,1,710000089937,710000089943,710000089949,710000089935,710000089937,710000089939,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000090056,710000090057,1,710000090057,710000090117,710000090171,1,1,1,1,710000090057,710000090069,710000090071,710000090057,710000090059,710000090061,1,1,1,1,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000090156,710000090171,15,710000090171,710000090221,710000090231,1,1,1,1,710000090159,710000090161,710000090167,710000090157,710000090159,710000090161,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000090190,710000090221,31,710000090221,710000090231,710000090237,1,1,1,1,710000090201,710000090203,710000090207,710000090191,710000090193,710000090195,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000090473,710000090477,4,710000090477,710000090479,710000090507,1,1,1,1,710000090477,710000090479,710000090483,710000090475,710000090477,710000090479,1,1,1,0,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000090530,710000090533,3,710000090533,710000090573,710000090603,1,1,1,1,710000090531,710000090533,710000090537,710000090531,710000090533,710000090535,0,1,1,0,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000091090,710000091137,47,710000091137,710000091149,710000091179,1,1,1,1,710000091091,710000091103,710000091107,710000091091,710000091093,710000091095,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000091271,710000091313,42,710000091313,710000091319,710000091329,1,1,1,1,710000091277,710000091287,710000091289,710000091273,710000091275,710000091277,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000091524,710000091547,23,710000091547,710000091551,710000091553,1,1,1,1,710000091527,710000091529,710000091547,710000091525,710000091527,710000091529,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000092097,710000092099,2,710000092099,710000092111,710000092177,1,1,1,1,710000092099,710000092103,710000092111,710000092099,710000092101,710000092103,1,1,1,1,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000092504,710000092511,7,710000092511,710000092517,710000092579,1,1,1,1,710000092507,710000092511,710000092513,710000092505,710000092507,710000092509,0,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000092565,710000092579,14,710000092579,710000092667,710000092699,1,1,1,1,710000092567,710000092573,710000092579,710000092567,710000092569,710000092571,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000092650,710000092667,17,710000092667,710000092699,710000092721,1,1,1,1,710000092657,710000092663,710000092667,710000092651,710000092653,710000092655,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000092744,710000092757,13,710000092757,710000092777,710000092793,1,1,1,1,710000092757,710000092759,710000092771,710000092745,710000092747,710000092749,1,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000094158,710000094161,3,710000094161,710000094179,710000094187,1,1,1,1,710000094161,710000094163,710000094169,710000094159,710000094161,710000094163,1,1,1,0,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000094168,710000094179,11,710000094179,710000094187,710000094197,1,1,1,1,710000094169,710000094173,710000094179,710000094169,710000094171,710000094173,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000094248,710000094263,15,710000094263,710000094299,710000094329,1,1,1,1,710000094253,710000094257,710000094263,710000094249,710000094251,710000094253,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000094340,710000094341,1,710000094341,710000094367,710000094413,1,1,1,1,710000094341,710000094343,710000094347,710000094341,710000094343,710000094345,1,1,1,1,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000094505,710000094527,22,710000094527,710000094541,710000094637,1,1,1,1,710000094509,710000094511,710000094523,710000094507,710000094509,710000094511,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000094603,710000094637,34,710000094637,710000094697,710000094763,1,1,1,1,710000094611,710000094619,710000094623,710000094605,710000094607,710000094609,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000094889,710000094907,18,710000094907,710000094911,710000094941,1,1,1,1,710000094899,710000094901,710000094907,710000094891,710000094893,710000094895,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000094891,710000094907,16,710000094907,710000094911,710000094941,1,1,1,1,710000094899,710000094901,710000094907,710000094893,710000094895,710000094897,0,0,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000095033,710000095037,4,710000095037,710000095039,710000095061,1,1,1,1,710000095037,710000095039,710000095043,710000095035,710000095037,710000095039,1,1,1,0,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000095421,710000095429,8,710000095429,710000095439,710000095471,1,1,1,1,710000095423,710000095429,710000095433,710000095423,710000095425,710000095427,0,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000095459,710000095471,12,710000095471,710000095489,710000095537,1,1,1,1,710000095471,710000095481,710000095489,710000095461,710000095463,710000095465,1,1,1,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000095625,710000095667,42,710000095667,710000095703,710000095741,1,1,1,1,710000095627,710000095631,710000095633,710000095627,710000095629,710000095631,0,0,0,0,0,0,3.5,48817,43524,1.000007356619665,0.999992643380335
high,710000095701,710000095703,2,710000095703,710000095741,710000095747,1,1,1,1,710000095703,710000095711,710000095723,710000095703,710000095705,710000095707,1,1,1,1,1,1,3.5,48817,43524,1.000007356619665,0.999992643380335
