rung,signal,window,bin_left_k,bin_right_k,frequency,period,power_fraction,normalized_mean_power
r6,p29_connection_mask,rectangular,521,528,0.05244883220816265,19.066201436690314,0.0011047716573305381,0.6904822858315863
r6,p29_connection_mask,rectangular,529,537,0.05329849904077975,18.76225443487405,0.00042281744936560096,0.23489858298088945
r6,p29_connection_mask,rectangular,538,546,0.05419852396514134,18.45068697153388,0.0005760631615837191,0.3200350897687328
r6,p29_connection_mask,rectangular,547,555,0.05509854807524423,18.149298573791274,0.00030233306075404216,0.16796281153002343
r6,p29_connection_mask,rectangular,556,565,0.05604819354805292,17.841788230741997,9.685450995272549e-05,0.048427254976362744
r6,p29_connection_mask,rectangular,566,574,0.05699859647394837,17.544291646848837,0.0005419657057943841,0.30109205877465783
r6,p29_connection_mask,rectangular,575,584,0.057948252777801676,17.256775693210745,0.0005873114961448087,0.29365574807240435
r6,p29_connection_mask,rectangular,585,594,0.058948282417726136,16.964022682012757,0.0010432431879668373,0.5216215939834187
r6,p29_connection_mask,rectangular,595,604,0.059948311068786585,16.6810370829725,0.0001598711866367888,0.07993559331839441
r6,p29_connection_mask,rectangular,605,614,0.060948338779658294,16.407338083737127,0.0012122893510646475,0.6061446755323238
r6,p29_connection_mask,rectangular,615,624,0.061948365595873474,16.142475921376242,0.0005208501436418459,0.26042507182092295
r6,p29_connection_mask,rectangular,625,635,0.06299801584177077,15.8735158026509,0.0003590654718916027,0.1632115781325467
r6,p29_connection_mask,rectangular,636,645,0.06404841918423905,15.613187846579649,0.0009654536620488036,0.4827268310244018
r6,p29_connection_mask,rectangular,646,656,0.06509807984879432,15.361436194780806,0.0009541270919197337,0.43369413269078805
r6,p29_connection_mask,rectangular,657,667,0.06619811175554784,15.106171059572457,0.005278288297367661,2.3992219533489365
r6,p29_connection_mask,rectangular,668,678,0.06729814261924322,14.85925110381962,0.0005969408889028982,0.2713367676831355
r6,p29_connection_mask,rectangular,679,690,0.06844779032225949,14.609675422565044,0.0011323005374554683,0.4717918906064451
r6,p29_connection_mask,rectangular,691,701,0.06959820399981598,14.36818685727356,0.00047989791321015454,0.21813541509552478
r6,p29_connection_mask,rectangular,702,713,0.07074786215851332,14.134702724436554,0.0012618135711081617,0.5257556546284007
r6,p29_connection_mask,rectangular,714,725,0.0719478978150161,13.898946742976165,0.0085055701437518,3.5439875598965833
r6,p29_connection_mask,rectangular,726,737,0.07314793230160371,13.670926416303852,0.0005687936628990482,0.23699735954127008
r6,p29_connection_mask,rectangular,738,750,0.07439758060582347,13.441297309091864,0.0003095973919110952,0.11907591996580584
r6,p29_connection_mask,rectangular,751,762,0.07564800063451776,13.219120024484896,0.0013974172994377847,0.5822572080990769
r6,p29_connection_mask,rectangular,763,775,0.0768976592621648,13.004297004551608,0.0025385975915828067,0.9763836890703101
r6,p29_connection_mask,rectangular,776,788,0.07819769817584148,12.788100204066387,0.0008235965110358007,0.31676788885992335
r6,p29_connection_mask,rectangular,789,801,0.07949773581681431,12.578974605066593,0.0013805287558681185,0.5309725984108148
r6,p29_connection_mask,rectangular,802,815,0.08084738709445098,12.368983537238345,0.0007472943941751629,0.26689085506255816
r6,p29_connection_mask,rectangular,816,828,0.0821978101898098,12.165774218203829,0.0006331179926233529,0.24350692023975107
r6,p29_connection_mask,rectangular,829,842,0.08354747153564852,11.969243133507806,0.00043460035124381305,0.15521441115850465
r6,p29_connection_mask,rectangular,843,857,0.08499711759818682,11.765104844229826,0.0011665581129925542,0.38885270433085134
r6,p29_connection_mask,rectangular,858,871,0.08644755635644075,11.56770696764172,0.001075268480896961,0.3840244574632004
r6,p29_connection_mask,rectangular,872,886,0.08789721269755942,11.37692503903217,0.0016045487017201162,0.5348495672400387
r6,p29_connection_mask,rectangular,887,900,0.08934763567101259,11.192237964551243,0.0009050910106363123,0.32324678951296865
r6,p29_connection_mask,rectangular,901,916,0.09084690418500788,11.007529744365536,0.0038581123290595126,1.2056601028310976
r6,p29_connection_mask,rectangular,917,931,0.09239734844680338,10.822821399206466,0.0004602139847300335,0.15340466157667784
r6,p29_connection_mask,rectangular,932,947,0.0939470063386801,10.64429872725255,0.0007639681338302756,0.2387400418219611
r6,p29_connection_mask,rectangular,948,962,0.09549743452051473,10.471485490902692,0.0024037099975033746,0.8012366658344582
r6,p29_connection_mask,rectangular,963,979,0.0970967043724966,10.29901072814638,0.000865955908261626,0.2546929141945959
r6,p29_connection_mask,rectangular,980,995,0.09874715185766118,10.126874357261942,0.0007056991737345385,0.2205309917920433
r6,p29_connection_mask,rectangular,996,1012,0.1003968126984119,9.960475568123472,0.020036217241407996,5.893005071002352
r6,p29_connection_mask,rectangular,1013,1029,0.10209686576971891,9.79461996664536,0.0008340125205831315,0.24529780017150926
r6,p29_connection_mask,rectangular,1030,1046,0.10379691710258064,9.634197507154454,0.0007536242160756833,0.22165418119873037
r6,p29_connection_mask,rectangular,1047,1064,0.1055465773959535,9.474490075111982,0.002082297125322247,0.5784158681450685
r6,p29_connection_mask,rectangular,1065,1081,0.10729701766591652,9.319923533323475,0.000677779270012364,0.19934684412128353
r6,p29_connection_mask,rectangular,1082,1100,0.10909628774619237,9.166214732498096,0.0016662277054267376,0.43848097511229933
r6,p29_connection_mask,rectangular,1101,1118,0.11094674398106508,9.013333461779345,0.0004878109152888954,0.13550303202469316
r6,p29_connection_mask,rectangular,1119,1137,0.11279640951732463,8.865530421395267,0.0005352774141489178,0.14086247740760993
r6,p29_connection_mask,rectangular,1138,1156,0.11469646899534441,8.718664216599297,0.0034930366628169456,0.9192201744255121
r6,p29_connection_mask,rectangular,1157,1175,0.1165965265348844,8.576584823912494,0.0009417195245992391,0.2478209275261155
r6,p29_connection_mask,rectangular,1176,1195,0.11854619352809266,8.435530237105619,0.003615032196145203,0.9037580490363009
r6,p29_connection_mask,rectangular,1196,1215,0.12054625668182319,8.295570742104902,0.0014474810430218853,0.3618702607554713
r6,p29_connection_mask,rectangular,1216,1235,0.12254631777413795,8.160179907184768,0.0012506730362363393,0.3126682590590848
r6,p29_connection_mask,rectangular,1236,1256,0.12459598709428808,8.025940668885664,0.0007762470690924698,0.1848207307363023
r6,p29_connection_mask,rectangular,1257,1277,0.12669605360862665,7.892905670835439,0.0010721702524768588,0.2552786315421092
r6,p29_connection_mask,rectangular,1278,1299,0.1288457216984716,7.761220060843217,0.0018713441625851901,0.4253054914966341
r6,p29_connection_mask,rectangular,1300,1321,0.13104579352272241,7.630920254045446,0.002467288759371045,0.560747445311601
r6,p29_connection_mask,rectangular,1322,1343,0.13324586297517832,7.504923437557568,0.004678195293981957,1.0632262031777175
r6,p29_connection_mask,rectangular,1344,1365,0.13544593017141562,7.383019916024313,0.0034682547474673146,0.7882397153334806
r6,p29_connection_mask,rectangular,1366,1388,0.1376956063206085,7.2623958506825135,0.0021932669555874635,0.4767971642581442
r6,p29_connection_mask,rectangular,1389,1411,0.139995678504731,7.143077634115729,0.0011931734172220849,0.25938552548306193
r6,p29_connection_mask,rectangular,1412,1435,0.1423453546836004,7.025167784524899,0.00910593907800705,1.8970706412514688
r6,p29_connection_mask,rectangular,1436,1459,0.1447454317068418,6.9086809041775945,0.0011837735812268424,0.2466194960889255
r6,p29_connection_mask,rectangular,1460,1484,0.14719510861438298,6.79370401240552,0.0022407620044605434,0.4481524008921087
r6,p29_connection_mask,rectangular,1485,1509,0.14969519030349637,6.680241348920903,0.000803873151384097,0.1607746302768194
r6,p29_connection_mask,rectangular,1510,1534,0.15219526930887176,6.570506458847654,0.002314465364125895,0.46289307282517905
r6,p29_connection_mask,rectangular,1535,1560,0.1547449514523818,6.462246364836791,0.003195903312559409,0.6145967908768093
r6,p29_connection_mask,rectangular,1561,1586,0.15734503487558799,6.355459521113556,0.002551226013041314,0.49062038712332956
r6,p29_connection_mask,rectangular,1587,1613,0.15999471866283585,6.2502063090428965,0.001123117165430215,0.20798466026485463
r6,p29_connection_mask,rectangular,1614,1640,0.16269480630923655,6.146477706849993,0.0009484788875076457,0.1756442384273418
r6,p29_connection_mask,rectangular,1641,1667,0.16539489109401173,6.046135968199842,0.07294237679039796,13.507847553777399
r6,p29_connection_mask,rectangular,1668,1695,0.16814458064415874,5.947262743580666,0.00652849263612375,1.1658022564506696
r6,p29_connection_mask,rectangular,1696,1724,0.1709942689098088,5.848149217956841,0.0020906450985351786,0.36045605147158255
r6,p29_connection_mask,rectangular,1725,1752,0.17384475833340504,5.752258564403581,0.001840790184232052,0.3287125328985807
r6,p29_connection_mask,rectangular,1753,1782,0.1767440522337315,5.657899020429671,0.002629990282170571,0.4383317136950952
r6,p29_connection_mask,rectangular,1783,1812,0.1797441515042979,5.563463354055716,0.0014714580193063115,0.24524300321771858
r6,p29_connection_mask,rectangular,1813,1842,0.18274424751548268,5.472128472417589,0.0050027398682515375,0.8337899780419229
r6,p29_connection_mask,rectangular,1843,1873,0.18579394500359803,5.382306726845346,0.0013344115690309011,0.2152276724243389
r6,p29_connection_mask,rectangular,1874,1905,0.188943642391058,5.292583478042055,0.003217128544796831,0.5026763351245048
r6,p29_connection_mask,rectangular,1906,1937,0.19214374827196434,5.204436829162814,0.0033333443472033787,0.5208350542505279
r6,p29_connection_mask,rectangular,1938,1969,0.19534385068386464,5.119178292529686,0.002109559904400792,0.32961873506262374
r6,p29_connection_mask,rectangular,1970,2002,0.19859355477960508,5.035410142639216,0.021055439486335058,3.1902181039901607
r6,p29_connection_mask,rectangular,2003,2036,0.20194325935767207,4.951886005904504,0.0013322004291040732,0.1959118278094225
r6,p29_connection_mask,rectangular,2037,2070,0.20534337096677846,4.8698918075216815,0.0027171051105752816,0.3995742809669532
r6,p29_connection_mask,rectangular,2071,2105,0.2087930793872249,4.789430774884129,0.0023723315700946057,0.3389045100135151
r6,p29_connection_mask,rectangular,2106,2140,0.2122931934848595,4.710466612634563,0.0017118259213185691,0.244546560188367
r6,p29_connection_mask,rectangular,2141,2176,0.21584290583662924,4.632999153360624,0.01043696342439058,1.4495782533875807
r6,p29_connection_mask,rectangular,2177,2212,0.21944302221761344,4.556991559332141,0.0024607756462034095,0.3417743953060291
r6,p29_connection_mask,rectangular,2213,2249,0.22309273856403306,4.482440829032074,0.0014191749764444481,0.19178040222222273
r6,p29_connection_mask,rectangular,2250,2287,0.22684245634360428,4.408345845476446,0.004971610186081897,0.654159235010776
r6,p29_connection_mask,rectangular,2288,2326,0.23069217585345195,4.334780736713211,0.0036158672548532588,0.463572724981187
r6,p29_connection_mask,rectangular,2327,2365,0.23459230592668637,4.262714397430046,0.007021033768663213,0.9001325344440017
r6,p29_connection_mask,rectangular,2366,2404,0.23849243174574744,4.193005172868891,0.004749825652243259,0.6089520066978537
r6,p29_connection_mask,rectangular,2405,2445,0.24249175243706744,4.123851594744545,0.0026738554722585636,0.32607993564128823
r6,p29_connection_mask,rectangular,2446,2486,0.2465918895665468,4.055283414867276,0.0020651858290727716,0.25185193037472825
r6,p29_connection_mask,rectangular,2487,2527,0.2506920222105203,3.988958209289338,0.0013201526817640558,0.16099422948342146
r6,p29_connection_mask,rectangular,2528,2570,0.25489134940205405,3.9232402446998913,0.002343494873895442,0.27249940394133043
r6,p29_connection_mask,rectangular,2571,2613,0.259191492915952,3.858151317968873,0.0028881618660143455,0.3358327751179471
r6,p29_connection_mask,rectangular,2614,2657,0.2635412301709165,3.794472687827487,0.0060010142821913985,0.6819334411581135
r6,p29_connection_mask,rectangular,2658,2701,0.2679413741847272,3.732159704870994,0.008014725801775228,0.9107642956562759
r6,p29_connection_mask,rectangular,2702,2747,0.27244070914604523,3.670523407219358,0.00517835952300743,0.5628651655442859
r6,p29_connection_mask,rectangular,2748,2793,0.27704086341188006,3.6095758137790943,0.0018014374477251923,0.19580841823099915
r6,p29_connection_mask,rectangular,2794,2840,0.2816906104221438,3.549994082164798,0.0032269833862468545,0.3432961049198781
r6,p29_connection_mask,rectangular,2841,2887,0.286390764515897,3.49173270894527,0.010898510648930642,1.1594160264819833
r6,p29_connection_mask,rectangular,2888,2936,0.29119010972215387,3.4341825721834245,0.0030478386459329857,0.31100394346254956
r6,p29_connection_mask,rectangular,2937,2985,0.29609027339647614,3.3773483624737715,0.0031313506365809184,0.3195255751613182
r6,p29_connection_mask,rectangular,2986,3035,0.30104003056072126,3.321817361423284,0.021742079112577223,2.174207911257722
r6,p29_connection_mask,rectangular,3036,3086,0.3060897907477477,3.2670152034705136,0.004871470724740898,0.4775951690922448
r6,p29_connection_mask,rectangular,3087,3138,0.31123955404157744,3.2129592367505238,0.003908999883062526,0.3758653733713967
r6,p29_connection_mask,rectangular,3139,3190,0.3164397256982757,3.160159483115899,0.006116267283163097,0.588102623381067
r6,p29_connection_mask,rectangular,3191,3244,0.3217390868390099,3.1081085292579775,0.003634446296367112,0.33652280521917705
r6,p29_connection_mask,rectangular,3245,3298,0.3271392669796764,3.056802105208988,0.0036862848009906373,0.3413226667583923
r6,p29_connection_mask,rectangular,3299,3354,0.3326386327533229,3.0062653628737612,0.07977757236493901,7.122997532583841
r6,p29_connection_mask,rectangular,3355,3410,0.3382388209534795,2.956490911306533,0.0021259687205454334,0.1898186357629851
r6,p29_connection_mask,rectangular,3411,3467,0.3438886011486859,2.9079184266640854,0.006055787823146948,0.5312094581707849
r6,p29_connection_mask,rectangular,3468,3525,0.3496383846204532,2.8600978725077364,0.003414414329413724,0.2943460628804935
r6,p29_connection_mask,rectangular,3526,3585,0.35553776170752943,2.8126407591624956,0.011992239985855043,0.9993533321545869
r6,p29_connection_mask,rectangular,3586,3645,0.36153796481144274,2.7659612470340207,0.006534693450659441,0.5445577875549533
r6,p29_connection_mask,rectangular,3646,3706,0.36758775822924245,2.720438800294214,0.007900281815743725,0.6475640832576822
r6,p29_connection_mask,rectangular,3707,3768,0.37373755497675104,2.675674378140047,0.0038400873489866177,0.30968446362795304
r6,p29_connection_mask,rectangular,3769,3831,0.37998735505277015,2.631666519169109,0.006324331879729834,0.5019311015658598
r6,p29_connection_mask,rectangular,3832,3896,0.38638674925519895,2.5880804709985656,0.004905916496912082,0.37737819207016016
r6,p29_connection_mask,rectangular,3897,3961,0.3928869684782126,2.545261309819836,0.004717766874194422,0.36290514416880165
r6,p29_connection_mask,rectangular,3962,4027,0.39943677847689485,2.503525098047135,0.022428073966073853,1.6990965125813524
r6,p29_connection_mask,rectangular,4028,4095,0.40613618405653046,2.46222828513307,0.007784435885269067,0.572384991563902
r6,p29_connection_mask,rectangular,4096,4164,0.41298600460548296,2.421389560053686,0.0053625382039672945,0.38858972492516625
r6,p29_connection_mask,rectangular,4165,4234,0.41993582843096394,2.38131622094826,0.006074446543018218,0.43388903878701557
r6,p29_connection_mask,rectangular,4235,4305,0.4269856554967626,2.3419990510842394,0.012449797439249942,0.8767462985387283
r6,p29_connection_mask,rectangular,4306,4377,0.4341354857645249,2.3034283830518296,0.009508506091045029,0.6603129229892382
r6,p29_connection_mask,rectangular,4378,4450,0.44138531919401214,2.265594156656686,0.004278964014961099,0.2930797270521301
r6,p29_connection_mask,rectangular,4451,4525,0.4487847479583057,2.2282397174801156,0.006734331343468507,0.44895542289790047
r6,p29_connection_mask,rectangular,4526,4601,0.45633459215799105,2.1913745247123027,0.00637567029826296,0.4194519933067737
r6,p29_connection_mask,rectangular,4602,4678,0.46398443939425377,2.1552446916227,0.01069859983131444,0.694714274760678
r6,p29_connection_mask,rectangular,4679,4757,0.47178388060636406,2.11961459707937,0.007341949100799483,0.4646803228354103
r6,p29_connection_mask,rectangular,4758,4836,0.47968414607948007,2.084705129767427,0.00670875736019761,0.42460489621503855
r6,p29_connection_mask,rectangular,4837,4917,0.48768359619737056,2.050509813734415,0.0050682964559282465,0.3128578059214967
r6,p29_connection_mask,rectangular,4918,5000,0.49588305072869754,2.016604516993483,0.31793547183993165,19.152739267465762
r6,p29_connection_residual,rectangular,1,1,0.0001,10000.0,8.483138690194549e-05,0.42415693450972747
r6,p29_connection_residual,rectangular,2,2,0.0002,5000.0,9.525344946305203e-05,0.47626724731526016
r6,p29_connection_residual,rectangular,3,3,0.0003,3333.3333333333335,0.00011195249055526285,0.5597624527763143
r6,p29_connection_residual,rectangular,4,4,0.0004,2500.0,8.462332248874792e-05,0.42311661244373966
r6,p29_connection_residual,rectangular,5,5,0.0005,2000.0,3.0983803431235506e-05,0.15491901715617754
r6,p29_connection_residual,rectangular,6,6,0.0006,1666.6666666666667,4.039005415053477e-05,0.20195027075267385
r6,p29_connection_residual,rectangular,7,7,0.0007,1428.5714285714287,8.780412298578814e-05,0.4390206149289407
r6,p29_connection_residual,rectangular,8,8,0.0008,1250.0,0.0005838799272655612,2.9193996363278063
r6,p29_connection_residual,rectangular,9,9,0.0009,1111.111111111111,1.7107408826135676e-05,0.08553704413067838
r6,p29_connection_residual,rectangular,10,10,0.001,1000.0,0.00026153780584611754,1.3076890292305878
r6,p29_connection_residual,rectangular,11,11,0.0011,909.0909090909091,6.975998594819096e-05,0.3487999297409548
r6,p29_connection_residual,rectangular,12,12,0.0012,833.3333333333334,0.0005946474650067662,2.9732373250338306
r6,p29_connection_residual,rectangular,13,13,0.0013,769.2307692307693,0.0002869315603309983,1.4346578016549916
r6,p29_connection_residual,rectangular,14,14,0.0014,714.2857142857143,0.00018391202930643667,0.9195601465321834
r6,p29_connection_residual,rectangular,15,15,0.0015,666.6666666666666,0.0001329735466538064,0.6648677332690321
r6,p29_connection_residual,rectangular,16,16,0.0016,625.0,0.00012149375297519291,0.6074687648759646
r6,p29_connection_residual,rectangular,17,17,0.0017,588.2352941176471,4.376988206891448e-05,0.2188494103445724
r6,p29_connection_residual,rectangular,18,18,0.0018,555.5555555555555,0.00014533412155233783,0.7266706077616891
r6,p29_connection_residual,rectangular,19,19,0.0019,526.3157894736842,5.945988224170538e-05,0.29729941120852693
r6,p29_connection_residual,rectangular,20,20,0.002,500.0,0.0001539697521647749,0.7698487608238745
r6,p29_connection_residual,rectangular,21,21,0.0021,476.1904761904762,5.817258924887373e-05,0.29086294624436865
r6,p29_connection_residual,rectangular,22,22,0.0022,454.54545454545456,0.0007246372194291997,3.623186097145999
r6,p29_connection_residual,rectangular,23,23,0.0023,434.7826086956522,0.00010782481172375913,0.5391240586187956
r6,p29_connection_residual,rectangular,24,24,0.0024,416.6666666666667,5.2308193869936465e-06,0.026154096934968233
r6,p29_connection_residual,rectangular,25,25,0.0025,400.0,0.00015576148714097963,0.7788074357048982
r6,p29_connection_residual,rectangular,26,26,0.0026,384.61538461538464,1.9100045830875282e-05,0.0955002291543764
r6,p29_connection_residual,rectangular,27,27,0.0027,370.3703703703704,0.0002896966449978084,1.448483224989042
r6,p29_connection_residual,rectangular,28,28,0.0028,357.14285714285717,0.0002659167410922767,1.3295837054613833
r6,p29_connection_residual,rectangular,29,29,0.0029,344.82758620689657,0.00010360837654603009,0.5180418827301504
r6,p29_connection_residual,rectangular,30,30,0.003,333.3333333333333,6.196018259876672e-05,0.3098009129938336
r6,p29_connection_residual,rectangular,31,31,0.0031,322.5806451612903,0.0006215342075593369,3.1076710377966847
r6,p29_connection_residual,rectangular,32,32,0.0032,312.5,8.97885017873925e-05,0.4489425089369625
r6,p29_connection_residual,rectangular,33,33,0.0033,303.030303030303,0.00030035614897560946,1.5017807448780474
r6,p29_connection_residual,rectangular,34,34,0.0034,294.11764705882354,0.00040925567097715396,2.0462783548857697
r6,p29_connection_residual,rectangular,35,35,0.0035,285.7142857142857,0.0002846881432561733,1.4234407162808667
r6,p29_connection_residual,rectangular,36,36,0.0036,277.77777777777777,3.154697166160972e-05,0.1577348583080486
r6,p29_connection_residual,rectangular,37,37,0.0037,270.27027027027026,0.0004160884797649298,2.080442398824649
r6,p29_connection_residual,rectangular,38,38,0.0038,263.1578947368421,8.81102669224427e-05,0.44055133461221346
r6,p29_connection_residual,rectangular,39,39,0.0039,256.4102564102564,6.368031678081745e-05,0.3184015839040873
r6,p29_connection_residual,rectangular,40,40,0.004,250.0,3.490525720506775e-05,0.17452628602533873
r6,p29_connection_residual,rectangular,41,41,0.0041,243.90243902439025,0.0002570517855785454,1.285258927892727
r6,p29_connection_residual,rectangular,42,42,0.0042,238.0952380952381,0.00010906178374250586,0.5453089187125294
r6,p29_connection_residual,rectangular,43,43,0.0043,232.5581395348837,4.553447459846185e-05,0.22767237299230925
r6,p29_connection_residual,rectangular,44,44,0.0044,227.27272727272728,0.000373324136320914,1.8666206816045698
r6,p29_connection_residual,rectangular,45,45,0.0045,222.22222222222223,5.1152883809026826e-05,0.25576441904513414
r6,p29_connection_residual,rectangular,46,46,0.0046,217.3913043478261,3.6267980760100625e-05,0.18133990380050313
r6,p29_connection_residual,rectangular,47,47,0.0047,212.7659574468085,5.888619303276959e-05,0.294430965163848
r6,p29_connection_residual,rectangular,48,48,0.0048,208.33333333333334,6.86388155510385e-05,0.34319407775519256
r6,p29_connection_residual,rectangular,49,49,0.0049,204.08163265306123,0.0006452041707441599,3.2260208537208
r6,p29_connection_residual,rectangular,50,50,0.005,200.0,0.00020651643352089414,1.0325821676044706
r6,p29_connection_residual,rectangular,51,51,0.0051,196.07843137254903,0.000543233234486041,2.716166172430205
r6,p29_connection_residual,rectangular,52,52,0.0052,192.30769230769232,6.783234887441167e-05,0.3391617443720583
r6,p29_connection_residual,rectangular,53,53,0.0053,188.67924528301887,0.00020727528122214248,1.0363764061107124
r6,p29_connection_residual,rectangular,54,54,0.0054,185.1851851851852,0.000491187284270808,2.45593642135404
r6,p29_connection_residual,rectangular,55,55,0.0055,181.8181818181818,2.589527042546997e-05,0.12947635212734984
r6,p29_connection_residual,rectangular,56,56,0.0056,178.57142857142858,0.00031945143530997,1.59725717654985
r6,p29_connection_residual,rectangular,57,57,0.0057,175.43859649122808,5.0099311881767736e-05,0.2504965594088387
r6,p29_connection_residual,rectangular,58,58,0.0058,172.41379310344828,0.00021734631682407532,1.0867315841203766
r6,p29_connection_residual,rectangular,59,59,0.0059,169.4915254237288,5.195959718378714e-05,0.2597979859189357
r6,p29_connection_residual,rectangular,60,60,0.006,166.66666666666666,3.256608781694559e-05,0.16283043908472794
r6,p29_connection_residual,rectangular,61,61,0.0061,163.9344262295082,0.00010524692326380283,0.5262346163190141
r6,p29_connection_residual,rectangular,62,62,0.0062,161.29032258064515,0.0002942499684571004,1.471249842285502
r6,p29_connection_residual,rectangular,63,63,0.0063,158.73015873015873,0.0003679332853633877,1.8396664268169383
r6,p29_connection_residual,rectangular,64,64,0.0064,156.25,0.000263420971473063,1.3171048573653152
r6,p29_connection_residual,rectangular,65,65,0.0065,153.84615384615384,0.00033121596742600854,1.6560798371300427
r6,p29_connection_residual,rectangular,66,66,0.0066,151.5151515151515,0.0002700943192605903,1.3504715963029517
r6,p29_connection_residual,rectangular,67,67,0.0067,149.2537313432836,2.608171105404144e-05,0.1304085552702072
r6,p29_connection_residual,rectangular,68,69,0.006849817515817483,145.98929061844595,0.0001293665648746127,0.3234164121865317
r6,p29_connection_residual,rectangular,70,70,0.007,142.85714285714286,0.00026544385985060703,1.3272192992530352
r6,p29_connection_residual,rectangular,71,71,0.0071,140.8450704225352,0.0004741575378363697,2.3707876891818485
r6,p29_connection_residual,rectangular,72,72,0.0072,138.88888888888889,0.00026863300617545544,1.3431650308772773
r6,p29_connection_residual,rectangular,73,73,0.0073,136.986301369863,0.00030476727174602385,1.5238363587301191
r6,p29_connection_residual,rectangular,74,75,0.00744983221287567,134.23121104280486,0.0003178253084218942,0.7945632710547355
r6,p29_connection_residual,rectangular,76,76,0.0076,131.57894736842104,3.3405743139850685e-05,0.16702871569925343
r6,p29_connection_residual,rectangular,77,77,0.0077,129.87012987012986,0.0008637913328997752,4.318956664498876
r6,p29_connection_residual,rectangular,78,78,0.0078,128.2051282051282,0.0005689406550701503,2.8447032753507515
r6,p29_connection_residual,rectangular,79,80,0.007949842765740716,125.7886513566569,0.00016808631215455607,0.4202157803863902
r6,p29_connection_residual,rectangular,81,81,0.0081,123.45679012345678,7.921908220596412e-05,0.3960954110298206
r6,p29_connection_residual,rectangular,82,83,0.008249848483457136,121.21434739137725,0.00024830095682115867,0.6207523920528967
r6,p29_connection_residual,rectangular,84,84,0.0084,119.04761904761905,0.0002607995443824076,1.303997721912038
r6,p29_connection_residual,rectangular,85,85,0.0085,117.6470588235294,0.000251457709962515,1.257288549812575
r6,p29_connection_residual,rectangular,86,87,0.008649855490122364,115.6088678177274,0.000788626104206434,1.971565260516085
r6,p29_connection_residual,rectangular,88,88,0.0088,113.63636363636364,5.735488027508846e-05,0.2867744013754423
r6,p29_connection_residual,rectangular,89,90,0.008949860334105778,111.73358719233181,0.00017152214928528226,0.4288053732132056
r6,p29_connection_residual,rectangular,91,91,0.0091,109.89010989010988,5.752762639456159e-06,0.0287638131972808
r6,p29_connection_residual,rectangular,92,93,0.009249864863877742,108.10968751610264,0.00011512815970375128,0.2878203992593782
r6,p29_connection_residual,rectangular,94,94,0.0094,106.38297872340425,0.0002056910724612136,1.028455362306068
r6,p29_connection_residual,rectangular,95,96,0.009549869109050658,104.71347707292387,0.001144892654432161,2.8622316360804025
r6,p29_connection_residual,rectangular,97,98,0.009749871794028885,102.56545123110544,0.00023974534817645178,0.5993633704411295
r6,p29_connection_residual,rectangular,99,99,0.0099,101.01010101010101,1.59926081690949e-05,0.07996304084547451
r6,p29_connection_residual,rectangular,100,101,0.01004987562112089,99.50371902099891,0.0004971083773820925,1.2427709434552312
r6,p29_connection_residual,rectangular,102,103,0.010249878048055012,97.56213637973549,7.975946681192675e-05,0.1993986670298169
r6,p29_connection_residual,rectangular,104,104,0.0104,96.15384615384616,0.0005119634651501975,2.5598173257509873
r6,p29_connection_residual,rectangular,105,106,0.010549881515922347,94.7877943928333,0.00013312673446704267,0.33281683616760666
r6,p29_connection_residual,rectangular,107,108,0.010749883720301352,93.02426203099125,0.00046904945056403365,1.1726236264100842
r6,p29_connection_residual,rectangular,109,110,0.01094988584415381,91.32515299544463,0.00043180602910248227,1.0795150727562057
r6,p29_connection_residual,rectangular,111,112,0.011149887891813082,89.68700041677191,0.00147545304722317,3.6886326180579254
r6,p29_connection_residual,rectangular,113,114,0.011349889867307082,88.10658179868874,0.00021313904620849552,0.5328476155212388
r6,p29_connection_residual,rectangular,115,115,0.0115,86.95652173913044,0.00012043816548615953,0.6021908274307977
r6,p29_connection_residual,rectangular,116,117,0.01164989270336856,85.83770043743412,0.0015611317082205231,3.9028292705513077
r6,p29_connection_residual,rectangular,118,119,0.011849894514298428,84.38893686297129,0.00026911307915261477,0.672782697881537
r6,p29_connection_residual,rectangular,120,121,0.012049896265113656,82.98826628866152,0.00012666757777750042,0.316668944443751
r6,p29_connection_residual,rectangular,122,123,0.012249897958758678,81.63333305850111,0.0002697961351316525,0.6744903378291313
r6,p29_connection_residual,rectangular,124,126,0.012499599993599796,80.00256012288655,0.0006203265143250919,1.0338775238751532
r6,p29_connection_residual,rectangular,127,128,0.012749901960407383,78.43197564226982,0.0006441785487984837,1.6104463719962092
r6,p29_connection_residual,rectangular,129,130,0.01294990347454374,77.22065279990302,0.0004504744760248737,1.1261861900621841
r6,p29_connection_residual,rectangular,131,132,0.013149904942622208,76.04617709126885,0.0003040367331422655,0.7600918328556638
r6,p29_connection_residual,rectangular,133,134,0.013349906366712839,74.90689241787027,0.000621574169074783,1.5539354226869575
r6,p29_connection_residual,rectangular,135,137,0.013599632347971763,73.53139955648427,0.0008177992433841664,1.3629987389736107
r6,p29_connection_residual,rectangular,138,139,0.013849909746998353,72.20263657073482,0.0003258617345128733,0.8146543362821833
r6,p29_connection_residual,rectangular,140,141,0.014049911031746786,71.17482792171623,0.0002542354238230063,0.6355885595575158
r6,p29_connection_residual,rectangular,142,144,0.014299650345375583,69.93177985805742,0.0007789579907385712,1.2982633178976186
