rung,signal,window,bin_left_k,bin_right_k,frequency,period,power_fraction,normalized_mean_power
r8,q997_connection_residual,rectangular,12802,13133,0.012966443845557655,77.12214790045176,0.0005453131890495841,0.8212548027855183
r8,q997_connection_residual,rectangular,13134,13474,0.013302913816153212,75.17150105759077,0.0006524935720401764,0.956735442874159
r8,q997_connection_residual,rectangular,13475,13824,0.013648384519788413,73.2687446305552,0.0007884476633943142,1.1263538048490203
r8,q997_connection_residual,rectangular,13825,14183,0.014002855958696426,71.41400318261172,0.0007290027713009853,1.0153241940125144
r8,q997_connection_residual,rectangular,14184,14551,0.014366328132128962,69.60720866200965,0.0006854324566304036,0.9312940986826136
r8,q997_connection_residual,rectangular,14552,14929,0.0147392946914023,67.84585157818428,0.0007057838655232187,0.9335765416973794
r8,q997_connection_residual,rectangular,14930,15316,0.01512176841510278,66.12983168035134,0.0007828514865707895,1.0114360291612268
r8,q997_connection_residual,rectangular,15317,15714,0.015514230177485442,64.45695265313388,0.0008153029179885255,1.0242498969705096
r8,q997_connection_residual,rectangular,15715,16122,0.01591719918829943,62.82512319975802,0.0008285367701691917,1.015363688932833
r8,q997_connection_residual,rectangular,16123,16540,0.016330169013209876,61.236353352563306,0.0007551951080186825,0.9033434306443571
r8,q997_connection_residual,rectangular,16541,16970,0.016754126954276072,59.68678658870822,0.0008013889965848,0.931847670447442
r8,q997_connection_residual,rectangular,16971,17410,0.01718909858020484,58.1764072929113,0.0008502658795233159,0.9662112267310409
r8,q997_connection_residual,rectangular,17411,17862,0.01763505832142327,56.705227835010255,0.0009751890020994781,1.0787488961277414
r8,q997_connection_residual,rectangular,17863,18326,0.018093019040502888,55.26993575596245,0.0008395088310851579,0.9046431369452133
r8,q997_connection_residual,rectangular,18327,18802,0.018562980741249503,53.87065870180332,0.000906259464110927,0.9519532186039149
r8,q997_connection_residual,rectangular,18803,19290,0.019044943423386692,52.50737572536058,0.0010010915163593973,1.0257085208600383
r8,q997_connection_residual,rectangular,19291,19791,0.01953940073287817,51.17864225576478,0.0009758182299241434,0.973870488946251
r8,q997_connection_residual,rectangular,19792,20305,0.020046859105605545,49.883126066386026,0.0010689704583547838,1.039854531473525
r8,q997_connection_residual,rectangular,20306,20832,0.020567318541803156,48.620825216835925,0.0010496367310309821,0.9958602761204765
r8,q997_connection_residual,rectangular,20833,21373,0.021101272686736217,47.390506480141234,0.0011027221580804179,1.0191517172647115
r8,q997_connection_residual,rectangular,21374,21928,0.02164922797699724,46.191023581188254,0.001111069984864255,1.0009639503281578
r8,q997_connection_residual,rectangular,21929,22497,0.022211184412363066,45.022362672536524,0.0011982622095428827,1.0529544899322343
r8,q997_connection_residual,rectangular,22498,23081,0.022787635638652815,43.883446964711915,0.0011446519594143594,0.9800102392246227
r8,q997_connection_residual,rectangular,23082,23680,0.02337908809171136,42.773267976800696,0.0011299910159541084,0.9432312320151154
r8,q997_connection_residual,rectangular,23681,24295,0.023986035416466805,41.69092485011023,0.001256095417376054,1.0212157864845968
r8,q997_connection_residual,rectangular,24296,24926,0.02460898405054544,40.63556617965445,0.001286703925776077,1.0195752185230404
r8,q997_connection_residual,rectangular,24927,25573,0.025247933994685584,39.60720113615986,0.0012142456149561393,0.9383660084668773
r8,q997_connection_residual,rectangular,25574,26237,0.025903378891565475,38.60500223488661,0.0012790091496751826,0.9631092994542039
r8,q997_connection_residual,rectangular,26238,26918,0.026575825180039092,37.62818250140705,0.0013276933928006635,0.9748115953015152
r8,q997_connection_residual,rectangular,26919,27617,0.02726576650307121,36.67602742388923,0.0013618885359213274,0.9741691959380024
r8,q997_connection_residual,rectangular,27618,28334,0.027973709299983798,35.747851286943174,0.0014122428074817813,0.9848276202801821
r8,q997_connection_residual,rectangular,28335,29069,0.02869965356933773,34.843626163780065,0.0014263487785583782,0.9703052915363116
r8,q997_connection_residual,rectangular,29070,29824,0.029444586599237557,33.9621001853663,0.0014768158846477527,0.9780237646673858
r8,q997_connection_residual,rectangular,29825,30598,0.03020902762420532,33.102687462827795,0.0015970246283879168,1.0316696565813417
r8,q997_connection_residual,rectangular,30599,31393,0.030993457487024582,32.26487397924708,0.0015839988730930417,0.996225706347825
r8,q997_connection_residual,rectangular,31394,32208,0.031798395431216334,31.44812769446551,0.0015801101983944185,0.969392759751177
r8,q997_connection_residual,rectangular,32209,33044,0.03262382865330187,30.652441521415042,0.0017209394323674345,1.0292699954350686
r8,q997_connection_residual,rectangular,33045,33902,0.0334707572367283,29.87682629727525,0.001754555659112662,1.0224683328162365
r8,q997_connection_residual,rectangular,33903,34782,0.03433968762234159,29.12082401557417,0.001755643264031665,0.9975245818361732
r8,q997_connection_residual,rectangular,34783,35685,0.03523111345103926,28.384002151669193,0.001840087263774193,1.0188744539170504
r8,q997_connection_residual,rectangular,35686,36611,0.03614554116346856,27.66592967795088,0.001842423776510712,0.9948292529755465
r8,q997_connection_residual,rectangular,36612,37562,0.03708395804118002,26.965837866862707,0.0019045841946891242,1.0013586722866057
r8,q997_connection_residual,rectangular,37563,38537,0.03804688332833585,26.283361803126688,0.0020318947111650936,1.041997287776971
r8,q997_connection_residual,rectangular,38538,39538,0.03903479786037069,25.618167758343393,0.00199412872425254,0.9960682938324373
r8,q997_connection_residual,rectangular,39539,40564,0.04004822088432893,24.96989823563685,0.0019880763125618385,0.9688481055369582
r8,q997_connection_residual,rectangular,40565,41617,0.04108763323677819,24.33822348046283,0.002102121990619348,0.998158590037677
r8,q997_connection_residual,rectangular,41618,42698,0.04215454143980219,23.722236462423076,0.002195405388934884,1.0154511512187252
r8,q997_connection_residual,rectangular,42699,43806,0.04324895829959376,23.12194418817697,0.0021847981822615205,0.9859197573382313
r8,q997_connection_residual,rectangular,43807,44943,0.044371364651090005,22.537057578990517,0.0022590724004045055,0.9934355322799058
r8,q997_connection_residual,rectangular,44944,46110,0.045523267018086476,21.966788974145864,0.0021851821422499878,0.9362391354969956
r8,q997_connection_residual,rectangular,46111,47307,0.04670517184424012,21.410905056402747,0.0024641111607365284,1.029286199138065
r8,q997_connection_residual,rectangular,47308,48535,0.047917572768244425,20.869170582503138,0.0024894498110972474,1.0136196299255893
r8,q997_connection_residual,rectangular,48536,49795,0.04916146987224854,20.34113305803528,0.002439734495211524,0.9681486092109223
r8,q997_connection_residual,rectangular,49796,51088,0.0504378632378494,19.826375183348045,0.0026525087921642405,1.025718790473411
r8,q997_connection_residual,rectangular,51089,52415,0.05174775294638406,19.324510593457106,0.0026958765687815373,1.0157786619372784
r8,q997_connection_residual,rectangular,52416,53775,0.053091151805173716,18.83553032847463,0.002804732577942461,1.0311516830670813
r8,q997_connection_residual,rectangular,53776,55171,0.054469034285546135,18.35905506893408,0.0027411946943832746,0.9818032573005998
r8,q997_connection_residual,rectangular,55172,56604,0.05588341335315874,17.89439728172002,0.00284368944414274,0.9922154375934193
r8,q997_connection_residual,rectangular,56605,58073,0.05733430181837048,17.441565839031288,0.0030394467097605324,1.0345291728252324
r8,q997_connection_residual,rectangular,58074,59581,0.058822674148664815,17.000247174629656,0.0029957973541819964,0.9933015100072932
r8,q997_connection_residual,rectangular,59582,61128,0.060350049676864394,16.569994645478427,0.0032069112837950775,1.036493627600219
r8,q997_connection_residual,rectangular,61129,62715,0.061916922040747474,16.150673629123567,0.0032055315548469446,1.0099343272989745
r8,q997_connection_residual,rectangular,62716,64343,0.06352429132229655,15.742009539727169,0.0033093272095308084,1.0163781356052852
r8,q997_connection_residual,rectangular,64344,66013,0.0651731576034183,15.343740226383485,0.0032409461909869114,0.9703431709541652
r8,q997_connection_residual,rectangular,66014,67727,0.06686501460405135,14.955504099140809,0.0033450002880848137,0.9757877153106225
r8,q997_connection_residual,rectangular,67728,69485,0.06860087521307583,14.57707349788145,0.0033959996063587456,0.9658701952101096
r8,q997_connection_residual,rectangular,69486,71289,0.07038172670516119,14.208233398267405,0.003594853158365435,0.9963561968862071
r8,q997_connection_residual,rectangular,71290,73140,0.07220907560687922,13.84867472122482,0.003768401402775565,1.0179366295990182
r8,q997_connection_residual,rectangular,73141,75039,0.07408392200066086,13.498205453959088,0.003889926323896644,1.024203876750038
r8,q997_connection_residual,rectangular,75040,76987,0.07600726596845857,13.156636898569397,0.0038218535702055742,0.9809685755147777
r8,q997_connection_residual,rectangular,76988,78986,0.07798060122876714,12.823702103377714,0.004009119511393938,1.0027812684827258
r8,q997_connection_residual,rectangular,78987,81036,0.08000494067243598,12.499228067605193,0.004078888288227321,0.9948508020066636
r8,q997_connection_residual,rectangular,81037,83140,0.08208176521006356,12.182973860769211,0.004192877228766494,0.9964061855433684
r8,q997_connection_residual,rectangular,83141,85298,0.08421259417688069,11.874708406436136,0.004367175040949377,1.0118570530466584
r8,q997_connection_residual,rectangular,85299,87513,0.0863989084826886,11.574220294696964,0.004564860295911362,1.0304425047203978
r8,q997_connection_residual,rectangular,87514,89785,0.08864222746524368,11.28130495583605,0.004457227793809993,0.9809040039194525
r8,q997_connection_residual,rectangular,89786,92116,0.09094353839608396,10.995833432879273,0.004659771762308509,0.9995220425372179
r8,q997_connection_residual,rectangular,92117,94507,0.09330434780330442,10.717614168506994,0.00477817308443821,0.9991997248929757
r8,q997_connection_residual,rectangular,94508,96961,0.09572664304152737,10.446412495277706,0.004997513385192389,1.018238261041644
r8,q997_connection_residual,rectangular,96962,99478,0.09821194344884944,10.182061008911997,0.004821891532470456,0.9578648256794708
r8,q997_connection_residual,rectangular,99479,102060,0.10076123629650442,9.92445147315736,0.005030361610074822,0.9741211483491135
r8,q997_connection_residual,rectangular,102061,104710,0.10337701538543276,9.673330152467468,0.005354319676337391,1.0102489955353569
r8,q997_connection_residual,rectangular,104711,107428,0.1060608000535542,9.428554183025787,0.005671003811234445,1.0432310175192137
r8,q997_connection_residual,rectangular,107429,110217,0.1088140712086447,9.18998792061146,0.005657795512245412,1.0143053983946595
r8,q997_connection_residual,rectangular,110218,113079,0.11163933546022207,8.957416271582048,0.005639146503736551,0.9851758392272101
r8,q997_connection_residual,rectangular,113080,116014,0.11453760570223213,8.730756976007852,0.005730960725132385,0.9763135817942734
r8,q997_connection_residual,rectangular,116015,119026,0.11751085647717831,8.509852025410172,0.006136785752747603,1.0187227345198542
r8,q997_connection_residual,rectangular,119027,122116,0.12056160720561085,8.294514507380097,0.006168535731136153,0.9981449403132934
r8,q997_connection_residual,rectangular,122117,125286,0.12369135160551849,8.084639605113548,0.00650348582802298,1.0257864082055175
r8,q997_connection_residual,rectangular,125287,128539,0.12690258347646038,7.880060221039499,0.006512099239347646,1.0009374791496537
r8,q997_connection_residual,rectangular,128540,131876,0.13019731579414376,7.680649895894241,0.0067058139158214574,1.0047668438449893
r8,q997_connection_residual,rectangular,131877,135300,0.13357753591079602,7.486288717496681,0.006971583845315925,1.0180467063837508
r8,q997_connection_residual,rectangular,135301,138812,0.13704525680226953,7.296859616548507,0.007037809287012278,1.0019660146657572
r8,q997_connection_residual,rectangular,138813,142416,0.14060295945676252,7.112225829837635,0.007186396133033078,0.9970027931510929
r8,q997_connection_residual,rectangular,142417,146113,0.14425316329633814,6.932256992837709,0.0072784126327899564,0.9843674104395398
r8,q997_connection_residual,rectangular,146114,149906,0.14799785567365495,6.7568546547395,0.007581764268892164,0.9994416383986507
r8,q997_connection_residual,rectangular,149907,153798,0.15184003683482167,6.585878275884801,0.007826015154370343,1.0053976303147925
r8,q997_connection_residual,rectangular,153799,157791,0.155782213391003,6.419218075237295,0.008034732710816431,1.0061022678207403
r8,q997_connection_residual,rectangular,157792,161887,0.15982638550627365,6.256789183039787,0.0082786715961523,1.0105800288271851
r8,q997_connection_residual,rectangular,161888,166090,0.16397554061505637,6.098470517304573,0.008319974140299393,0.9897661361288833
r8,q997_connection_residual,rectangular,166091,170402,0.16823269177540967,5.944147890916458,0.008713702275562289,1.0104014698008221
r8,q997_connection_residual,rectangular,170403,174826,0.17260033278646947,5.793731587048205,0.008789472548360835,0.9933852337659173
r8,q997_connection_residual,rectangular,174827,179364,0.17708097025937033,5.647134181246584,0.00907293096272239,0.9996618513356532
r8,q997_connection_residual,rectangular,179365,184021,0.18167808526346815,5.504241188747711,0.009385765466905859,1.007705117769579
r8,q997_connection_residual,rectangular,184022,188798,0.1863947036693908,5.364959305784272,0.009504887469408257,0.9948594797371003
r8,q997_connection_residual,rectangular,188799,193700,0.1912338000982044,5.2292011113436505,0.00969825184396727,0.9892137743744668
r8,q997_connection_residual,rectangular,193701,198728,0.19619840042161404,5.0968815130555765,0.009936113271307084,0.9880780898276735
r8,q997_connection_residual,rectangular,198729,203888,0.20129197289509584,4.967907987672982,0.010567077113967017,1.0239415808107575
r8,q997_connection_residual,rectangular,203889,209181,0.20651804983826474,4.842191763786038,0.01061435506052615,1.002678543408856
r8,q997_connection_residual,rectangular,209182,214611,0.21187911223619943,4.719672408695087,0.010865886584501404,1.0005420427717684
r8,q997_connection_residual,rectangular,214612,220183,0.21737965405253548,4.600246533460412,0.011102422432999682,0.9962690625448386
r8,q997_connection_residual,rectangular,220184,225899,0.22302319479372545,4.483838557352305,0.011535942730633294,1.0090922612520374
r8,q997_connection_residual,rectangular,225900,231763,0.22881272189281784,4.370386365441811,0.011887325494272082,1.0135850523765417
r8,q997_connection_residual,rectangular,231764,237780,0.23475272931320734,4.259801378776725,0.011960785459267457,0.9939160261980604
r8,q997_connection_residual,rectangular,237781,243953,0.2408472301958235,4.152009550564227,0.012170401006342276,0.9857768513155902
r8,q997_connection_residual,rectangular,243954,250287,0.24710021205575686,4.046941083864207,0.01262136075143725,0.9963183416038246
r8,q997_connection_residual,rectangular,250288,256784,0.2535151944006513,3.944536746068231,0.012800901621066958,0.9851394198142958
r8,q997_connection_residual,rectangular,256785,263451,0.2600966455666047,3.844724709238602,0.013215122334486708,0.9910846208554605
r8,q997_connection_residual,rectangular,263452,270290,0.26684909795612954,3.7474363138540636,0.0136526865186448,0.9981493287501682
r8,q997_connection_residual,rectangular,270291,277307,0.2737765262709716,3.652614099611467,0.014300320876426005,1.018976833149922
r8,q997_connection_residual,rectangular,277308,284506,0.28088394373477454,3.56018926074412,0.014368037878095869,0.997919008063333
r8,q997_connection_residual,rectangular,284507,291892,0.28817584431037935,3.470103479328932,0.01474831649825864,0.9983967301826862
r8,q997_connection_residual,rectangular,291893,299470,0.29565722840816866,3.3822951171667386,0.015326902752309298,1.011276243884224
r8,q997_connection_residual,rectangular,299471,307245,0.3033330964385522,3.2967058713376347,0.015572872724480132,1.001470914757565
r8,q997_connection_residual,rectangular,307246,315221,0.31120795517788424,3.21328546832425,0.01575521564018391,0.9876639694197537
r8,q997_connection_residual,rectangular,315222,323404,0.3192867922229167,3.131980477607195,0.0164147565237765,1.002979135022394
r8,q997_connection_residual,rectangular,323405,331800,0.32757560806629055,3.0527303479739945,0.016750546527066548,0.997531355828165
r8,q997_connection_residual,rectangular,331801,340414,0.33607990956616257,2.9754828287441395,0.01730695092621619,1.0045827099034241
r8,q997_connection_residual,rectangular,340415,349252,0.34480519076719246,2.9001883578811483,0.017789424172761616,1.006416846162119
r8,q997_connection_residual,rectangular,349253,358318,0.35375646489357615,2.826803462944032,0.018030276400821825,0.9943898301798932
r8,q997_connection_residual,rectangular,358319,367621,0.3629402004449218,2.755274832531966,0.01869510770338583,1.00478919184058
r8,q997_connection_residual,rectangular,367622,377165,0.3723629299890095,2.685551969497918,0.01923371900057658,1.0076340633160406
r8,q997_connection_residual,rectangular,377166,386956,0.38202964112225635,2.617597935758032,0.01960634740037649,1.0012433561626233
r8,q997_connection_residual,rectangular,386957,397002,0.3919473216058505,2.551363269693723,0.02042798060711651,1.0167221086560079
r8,q997_connection_residual,rectangular,397003,407308,0.4021224911939147,2.4868044486419243,0.020357044465500546,0.9876307231467372
r8,q997_connection_residual,rectangular,407309,417883,0.4125621248333395,2.423877374598952,0.021189492582204768,1.0018672615699655
r8,q997_connection_residual,rectangular,417884,428731,0.42327275509297785,2.3625428000447037,0.02176917346723494,1.003372670871817
r8,q997_connection_residual,rectangular,428732,439861,0.43426085047123464,2.3027634172292024,0.02218762324875919,0.9967485736190114
r8,q997_connection_residual,rectangular,439862,451281,0.4455349180726467,2.2444929890701517,0.022961888140425345,1.0053366086000588
r8,q997_connection_residual,rectangular,451282,462996,0.4571014776523918,2.1876980252521996,0.023301175222168808,0.9945017166952116
r8,q997_connection_residual,rectangular,462997,475016,0.46896799779089404,2.1323416623534412,0.023896953644576144,0.9940496524366116
r8,q997_connection_residual,rectangular,475017,487348,0.48114299840691854,2.078384187883925,0.024398164907190212,0.9892217364251626
r8,q997_connection_residual,rectangular,487349,500000,0.4936339737092657,2.0257924965856735,0.02535142814196972,1.0018743337800238
r9,raw_prime_indicator,rectangular,1,1,1e-07,10000000.0,2.659561000320791e-08,0.13297805001603955
r9,raw_prime_indicator,rectangular,2,2,2e-07,5000000.0,1.2700098671420994e-08,0.06350049335710498
r9,raw_prime_indicator,rectangular,3,3,3e-07,3333333.3333333335,3.9182356422358964e-08,0.1959117821117948
r9,raw_prime_indicator,rectangular,4,4,4e-07,2500000.0,5.730976556589342e-08,0.28654882782946706
r9,raw_prime_indicator,rectangular,5,5,5e-07,2000000.0,2.715280180409559e-07,1.3576400902047794
r9,raw_prime_indicator,rectangular,6,6,6e-07,1666666.6666666667,2.0212308589932717e-08,0.10106154294966359
r9,raw_prime_indicator,rectangular,7,7,7e-07,1428571.4285714286,2.0794978325735398e-07,1.03974891628677
r9,raw_prime_indicator,rectangular,8,8,8e-07,1250000.0,6.901962904233675e-08,0.34509814521168375
r9,raw_prime_indicator,rectangular,9,9,9e-07,1111111.111111111,1.6891248343451603e-08,0.084456241717258
r9,raw_prime_indicator,rectangular,10,10,1e-06,1000000.0,8.824571624975568e-09,0.04412285812487784
r9,raw_prime_indicator,rectangular,11,11,1.1e-06,909090.9090909091,2.3126689576297807e-07,1.1563344788148904
r9,raw_prime_indicator,rectangular,12,12,1.2e-06,833333.3333333334,3.1720104144323915e-08,0.15860052072161956
r9,raw_prime_indicator,rectangular,13,13,1.3e-06,769230.7692307692,9.121886321624151e-08,0.45609431608120754
r9,raw_prime_indicator,rectangular,14,14,1.4e-06,714285.7142857143,4.11314834968684e-08,0.205657417484342
r9,raw_prime_indicator,rectangular,15,15,1.5e-06,666666.6666666666,1.152428105475307e-07,0.5762140527376535
r9,raw_prime_indicator,rectangular,16,16,1.6e-06,625000.0,1.2424593499918281e-08,0.062122967499591404
r9,raw_prime_indicator,rectangular,17,17,1.7e-06,588235.2941176471,3.1733247038207485e-08,0.15866623519103745
r9,raw_prime_indicator,rectangular,18,18,1.8e-06,555555.5555555555,1.192871982401528e-08,0.0596435991200764
r9,raw_prime_indicator,rectangular,19,19,1.9e-06,526315.7894736842,2.745246895353383e-07,1.3726234476766914
r9,raw_prime_indicator,rectangular,20,20,2e-06,500000.0,2.0846367154695614e-08,0.10423183577347807
r9,raw_prime_indicator,rectangular,21,21,2.1e-06,476190.4761904762,1.4071937163768203e-07,0.7035968581884101
r9,raw_prime_indicator,rectangular,22,22,2.2e-06,454545.45454545453,8.862074170190517e-09,0.04431037085095259
r9,raw_prime_indicator,rectangular,23,23,2.3e-06,434782.60869565216,2.2242759691298468e-07,1.1121379845649233
r9,raw_prime_indicator,rectangular,24,24,2.4e-06,416666.6666666667,5.726132308648901e-08,0.28630661543244507
r9,raw_prime_indicator,rectangular,25,25,2.5e-06,400000.0,2.8872362723636517e-08,0.1443618136181826
r9,raw_prime_indicator,rectangular,26,26,2.6e-06,384615.3846153846,1.8107366064808514e-07,0.9053683032404257
r9,raw_prime_indicator,rectangular,27,27,2.7e-06,370370.3703703704,1.1901288151555857e-07,0.5950644075777929
r9,raw_prime_indicator,rectangular,28,28,2.8e-06,357142.85714285716,4.131283715186496e-08,0.20656418575932478
r9,raw_prime_indicator,rectangular,29,29,2.9e-06,344827.5862068966,1.930188921386308e-08,0.0965094460693154
r9,raw_prime_indicator,rectangular,30,30,3e-06,333333.3333333333,4.1256100992424016e-08,0.20628050496212008
r9,raw_prime_indicator,rectangular,31,31,3.1e-06,322580.6451612903,1.3825765972445852e-07,0.6912882986222926
r9,raw_prime_indicator,rectangular,32,32,3.2e-06,312500.0,5.0064166887250766e-09,0.025032083443625383
r9,raw_prime_indicator,rectangular,33,33,3.3e-06,303030.30303030304,1.6271241083465397e-07,0.8135620541732699
r9,raw_prime_indicator,rectangular,34,34,3.4e-06,294117.64705882355,7.852922545706693e-09,0.03926461272853346
r9,raw_prime_indicator,rectangular,35,35,3.5e-06,285714.28571428574,1.5275955078526115e-07,0.7637977539263058
r9,raw_prime_indicator,rectangular,36,36,3.6e-06,277777.77777777775,7.158085472321399e-08,0.3579042736160699
r9,raw_prime_indicator,rectangular,37,37,3.7e-06,270270.2702702703,7.323635088309267e-08,0.36618175441546336
r9,raw_prime_indicator,rectangular,38,38,3.8e-06,263157.8947368421,6.865018702428265e-10,0.003432509351214133
r9,raw_prime_indicator,rectangular,39,40,3.9496835316263e-06,253184.84177091668,6.404766383567228e-08,0.16011915958918072
r9,raw_prime_indicator,rectangular,41,41,4.1e-06,243902.43902439025,1.1502965030986043e-08,0.05751482515493021
r9,raw_prime_indicator,rectangular,42,42,4.2e-06,238095.2380952381,9.304806249616464e-09,0.046524031248082326
r9,raw_prime_indicator,rectangular,43,44,4.349712634186309e-06,229900.24493585143,1.2411982738368029e-07,0.3102995684592007
r9,raw_prime_indicator,rectangular,45,45,4.5e-06,222222.22222222222,2.744945667027958e-08,0.1372472833513979
r9,raw_prime_indicator,rectangular,46,46,4.6e-06,217391.30434782608,3.409817610408569e-07,1.7049088052042847
r9,raw_prime_indicator,rectangular,47,48,4.749736834815167e-06,210537.98026662975,1.121199468429286e-07,0.2802998671073215
r9,raw_prime_indicator,rectangular,49,49,4.9e-06,204081.6326530612,6.41327965487257e-08,0.3206639827436285
r9,raw_prime_indicator,rectangular,50,51,5.049752469181039e-06,198029.50859533486,1.300701395408508e-07,0.32517534885212696
r9,raw_prime_indicator,rectangular,52,52,5.2e-06,192307.6923076923,5.83163819145667e-08,0.2915819095728335
r9,raw_prime_indicator,rectangular,53,54,5.349766350038102e-06,186924.05136401477,4.5783020893828977e-07,1.1445755223457243
r9,raw_prime_indicator,rectangular,55,56,5.5497747702046435e-06,180187.4925391118,1.8560525984296675e-07,0.46401314960741685
r9,raw_prime_indicator,rectangular,57,57,5.7e-06,175438.59649122806,1.8605599564002957e-07,0.930279978200148
r9,raw_prime_indicator,rectangular,58,59,5.849786320883867e-06,170946.41498783944,1.8154218763015957e-07,0.4538554690753989
r9,raw_prime_indicator,rectangular,60,61,6.04979338490167e-06,165294.90122682156,4.1324902004719934e-07,1.0331225501179984
r9,raw_prime_indicator,rectangular,62,63,6.2497999967998975e-06,160005.1202457731,1.6101190543528302e-07,0.4025297635882076
r9,raw_prime_indicator,rectangular,64,65,6.449806198638839e-06,155043.41823651057,7.410633744192805e-07,1.852658436048201
r9,raw_prime_indicator,rectangular,66,67,6.64981202741852e-06,150380.19057934236,1.3866188084566662e-07,0.34665470211416655
r9,raw_prime_indicator,rectangular,68,69,6.8498175158174835e-06,145989.29061844596,2.3342384208596696e-07,0.5835596052149173
r9,raw_prime_indicator,rectangular,70,71,7.049822692805827e-06,141847.5390906605,2.695049227770901e-07,0.6737623069427252
r9,raw_prime_indicator,rectangular,72,73,7.249827584156743e-06,137934.31476706133,1.869035896942716e-07,0.46725897423567897
r9,raw_prime_indicator,rectangular,74,76,7.49933330370107e-06,133345.18676566624,2.9129570126875836e-07,0.4854928354479306
r9,raw_prime_indicator,rectangular,77,78,7.749838707999025e-06,129034.9435231273,3.2190521587817465e-07,0.8047630396954366
r9,raw_prime_indicator,rectangular,79,80,7.949842765740716e-06,125788.6513566569,1.2998998484069016e-07,0.3249749621017254
r9,raw_prime_indicator,rectangular,81,83,8.199390221229868e-06,121960.28887743372,5.176823247175579e-07,0.8628038745292632
r9,raw_prime_indicator,rectangular,84,85,8.449852069711044e-06,118345.26708278772,2.8455428033353193e-07,0.7113857008338298
r9,raw_prime_indicator,rectangular,86,88,8.699425268372618e-06,114950.12246792571,1.4847202497201265e-07,0.24745337495335443
r9,raw_prime_indicator,rectangular,89,91,8.99944442729661e-06,111117.97045680466,4.081558080427622e-07,0.6802596800712702
r9,raw_prime_indicator,rectangular,92,94,9.299462350050136e-06,107533.09840483507,2.0710271077493478e-07,0.3451711846248913
r9,raw_prime_indicator,rectangular,95,96,9.549869109050659e-06,104713.47707292387,1.4151298314474424e-07,0.35378245786186063
r9,raw_prime_indicator,rectangular,97,99,9.799489782636646e-06,102046.12915377117,3.043827922992292e-07,0.5073046538320487
r9,raw_prime_indicator,rectangular,100,102,1.0099504938362077e-05,99014.75429766743,4.311030193835001e-07,0.7185050323058335
r9,raw_prime_indicator,rectangular,103,106,1.0448923389517219e-05,95703.6397647666,3.2362850791600306e-07,0.4045356348950038
r9,raw_prime_indicator,rectangular,107,109,1.079953702711371e-05,92596.56200903462,2.875446993988072e-07,0.4792411656646786
r9,raw_prime_indicator,rectangular,110,112,1.1099549540409287e-05,90093.7462695559,2.735792787020079e-07,0.45596546450334646
r9,raw_prime_indicator,rectangular,113,116,1.144901742508937e-05,87343.739892351,9.173625165894101e-07,1.1467031457367627
r9,raw_prime_indicator,rectangular,117,119,1.1799576263578282e-05,84748.80603015357,1.7513962798864575e-07,0.29189937998107623
r9,raw_prime_indicator,rectangular,120,123,1.2149074038789953e-05,82310.79972079913,1.2966315746367047e-07,0.1620789468295881
r9,raw_prime_indicator,rectangular,124,127,1.2549103553640793e-05,79686.96693955292,1.8499687604422306e-07,0.23124609505527882
r9,raw_prime_indicator,rectangular,128,131,1.2949131244990918e-05,77225.25790190193,3.686031433948735e-07,0.4607539292435919
r9,raw_prime_indicator,rectangular,132,135,1.3349157276772191e-05,74911.09582924913,3.592376312396706e-07,0.4490470390495882
r9,raw_prime_indicator,rectangular,136,139,1.3749181793837769e-05,72731.60068682698,9.882362304046986e-07,1.2352952880058734
r9,raw_prime_indicator,rectangular,140,143,1.4149204924659193e-05,70675.34927402195,2.590150083268041e-07,0.3237687604085051
r9,raw_prime_indicator,rectangular,144,148,1.4598630072715727e-05,68499.57804389887,1.6345543330685014e-07,0.16345543330685014
r9,raw_prime_indicator,rectangular,149,152,1.5049252473129687e-05,66448.48319114132,5.703509428443502e-07,0.7129386785554377
r9,raw_prime_indicator,rectangular,153,157,1.5498709623707387e-05,64521.50045255147,6.247160224994909e-07,0.6247160224994909
r9,raw_prime_indicator,rectangular,158,162,1.599874995116806e-05,62504.88338477911,1.0049025067397474e-06,1.0049025067397475
r9,raw_prime_indicator,rectangular,163,167,1.6498787834262248e-05,60610.513332582384,4.1193791938263167e-07,0.4119379193826317
r9,raw_prime_indicator,rectangular,168,172,1.6998823488700623e-05,58827.60066687646,3.0795470287183265e-07,0.30795470287183263
r9,raw_prime_indicator,rectangular,173,177,1.7498857105536922e-05,57146.589286884555,6.519414109414432e-07,0.6519414109414431
r9,raw_prime_indicator,rectangular,178,182,1.799888885459322e-05,55558.98522840233,6.254877305954281e-07,0.6254877305954281
r9,raw_prime_indicator,rectangular,183,188,1.8548315287378527e-05,53913.252201425785,6.083536238404091e-07,0.506961353200341
r9,raw_prime_indicator,rectangular,189,194,1.9148368076679538e-05,52223.77155042693,5.859826788415006e-07,0.4883188990345838
r9,raw_prime_indicator,rectangular,195,200,1.9748417658131497e-05,50636.96835418333,7.124294997358501e-07,0.5936912497798752
r9,raw_prime_indicator,rectangular,201,206,2.0348464315520225e-05,49143.757705453856,7.287931259380948e-07,0.6073276049484122
r9,raw_prime_indicator,rectangular,207,212,2.094850830011531e-05,47736.095843850395,3.9827654548224725e-07,0.33189712123520604
