scale,sector,theta_center,center_number,q,r,population,n,mean,sd,p05,median,p95,mean_theta,mean_wrong_theta
11,0,0.03125,400861875329,166289,166273,raw,1330313,0.2727432044174866,0.35093661691020334,-0.0006240143352365374,0.21870332629000647,0.8430777942484481,0.031249999980786185,0.807017469150777
11,0,0.03125,400861875329,166289,166273,prime,49833,0.2732834243879296,0.3502947945106306,-0.0006245968295023245,0.2189430861031572,0.8439781122228691,0.03125043943059619,0.8070193923915923
11,0,0.03125,400861875329,166289,166273,late_composite,9931,0.27132322296183214,0.34932165160605605,-0.0006054933785786908,0.21494782008385022,0.8454906791219786,0.031249339319166528,0.8070145778035827
11,1,0.09375,400753869974,166289,166273,raw,1330313,0.16346292786084585,0.3924764361028417,-0.8188256092096647,0.15628982724771034,0.7244257025454881,0.09374999994235854,0.0805438013363036
11,1,0.09375,400753869974,166289,166273,prime,49666,0.16404393229912165,0.3922212029252001,-0.8188816414791067,0.1565944702730934,0.7246941468449137,0.09374985046258547,0.08054314716840295
11,1,0.09375,400753869974,166289,166273,late_composite,9879,0.16474234291205092,0.3879092394738503,-0.8186370916473875,0.15689787117256596,0.725031924454205,0.09374676565774835,0.08052964657385438
11,2,0.15625,400645864619,166289,166273,raw,1330313,0.06964552233134742,0.3857282413225173,-0.7093735483988216,0.0937176343958391,0.6055905103727611,0.1562499999039309,0.3540701335218301
11,2,0.15625,400645864619,166289,166273,prime,49716,0.06911856952722395,0.3862169570205645,-0.7092787311167299,0.09415938448286637,0.6048458993623806,0.15624915336969347,0.3540664287056933
11,2,0.15625,400645864619,166289,166273,late_composite,10051,0.0765615186042126,0.38146643897107463,-0.7088892148040399,0.0953728775538296,0.6147556579250875,0.15624870454074108,0.3540644643879476
11,3,0.21875,400537859264,166289,166273,raw,1330313,-0.008413489219295295,0.3493802719216235,-0.6078955356349062,0.031278501497255945,0.48698950421548176,0.21874999986550328,0.6275964657073565
11,3,0.21875,400537859264,166289,166273,prime,49902,-0.006276894491403564,0.34880554613696446,-0.6077760633397749,0.03291072018925145,0.48673231692444013,0.21874916447045145,0.6275928096286878
11,3,0.21875,400537859264,166289,166273,late_composite,10023,-0.011970733407437565,0.3552167116167993,-0.6081836054513831,0.030860261818563838,0.4866866178738287,0.21875085274766687,0.6276001983257087
11,4,0.28125,400429853909,166289,166273,raw,1330313,-0.07096495530330617,0.2932305800788161,-0.5140784680978849,-0.03126954816515584,0.36810423524335273,0.28124999982707566,0.9011227978928831
11,4,0.28125,400429853909,166289,166273,prime,49899,-0.07072714706706054,0.2931491815867973,-0.5142248768539857,-0.030840913747246335,0.3682782957967711,0.28124974948674275,0.9011217023021038
11,4,0.28125,400429853909,166289,166273,late_composite,10071,-0.07028787784790745,0.29384971869280846,-0.5140753983860886,-0.032552836097173514,0.3704574928361705,0.28124749748340266,0.9011118464755639
11,5,0.34375,400321848554,166289,166273,raw,1330313,-0.11786365979173304,0.2245297400505387,-0.4282114872958876,-0.09376304497695782,0.24936151585814495,0.343749999788648,0.17464913007840965
11,5,0.34375,400321848554,166289,166273,prime,49736,-0.11773807139883892,0.22426253069676716,-0.42823418616315434,-0.09378577041264101,0.24850597254440676,0.34374989218447416,0.1746486591396453
11,5,0.34375,400321848554,166289,166273,late_composite,9955,-0.11730419406690717,0.22443531340518943,-0.42783152488592396,-0.09248576629558895,0.2515114770497196,0.34374565381554084,0.17463011014740526
11,6,0.40625,400213843199,166289,166273,raw,1330313,-0.14908822848647418,0.15038918658854,-0.35002946748600666,-0.15625601374781262,0.13062078317998407,0.40624999975022036,0.4481754622639361
11,6,0.40625,400213843199,166289,166273,prime,49823,-0.1487225661951302,0.15025550269947902,-0.3500466495188916,-0.15568223722106625,0.1295206495345092,0.4062502249598094,0.44817644790567734
11,6,0.40625,400213843199,166289,166273,late_composite,9956,-0.15185905185981313,0.15030485146823352,-0.3501969527650479,-0.15767252019007122,0.13067788668537242,0.40624991033654834,0.4481750708771113
11,7,0.46875,400105837844,166289,166273,raw,1330313,-0.1647175873966101,0.08661729303534865,-0.2797268887820945,-0.18457504215959308,0.011874358133610301,0.4687499997117927,0.7217017944494626
11,7,0.46875,400105837844,166289,166273,prime,49780,-0.16467987804899015,0.08698172690759094,-0.2797250345626914,-0.18474635712432208,0.012788708658769674,0.468749334627249,0.7216988837253414
11,7,0.46875,400105837844,166289,166273,late_composite,9814,-0.16458163314438767,0.0859659719265178,-0.2798116788704018,-0.18488159220847394,0.010698806714336428,0.46875019183432126,0.721702635291978
11,8,0.53125,401725918169,166289,166273,raw,1330313,-0.16471758616698273,0.08661729537369521,-0.2797268887820945,-0.184575042159593,0.011874358133610262,0.5312500002882072,0.6188068116665649
11,8,0.53125,401725918169,166289,166273,prime,49792,-0.1650980415162015,0.08661273458477145,-0.2797671212128483,-0.1855447768092487,0.011264280976237082,0.5312510739949101,0.6188115107054912
11,8,0.53125,401725918169,166289,166273,late_composite,10132,-0.16491309867383833,0.08667183250325855,-0.2795158156252498,-0.18492109936413648,0.011992599290422654,0.5312488574797303,0.6188018102251424
11,9,0.59375,401617912814,166289,166273,raw,1330313,-0.14908822942677993,0.1503891856563685,-0.3500294674860067,-0.15625601374781256,0.13062078317998413,0.5937500002497795,0.8923331438520915
11,9,0.59375,401617912814,166289,166273,prime,49739,-0.14841332020866246,0.15083530530430825,-0.34997436965373857,-0.15567845442252126,0.1313401487552117,0.5937504818963604,0.8923352517420634
11,9,0.59375,401617912814,166289,166273,late_composite,9918,-0.14938337169238963,0.15042143639474304,-0.35017899213216946,-0.1568586378025178,0.1295783464421873,0.5937518825313022,0.892341381622558
11,10,0.65625,401509907459,166289,166273,raw,1330313,-0.11786365827279799,0.22452974084788177,-0.42821148729588765,-0.09376304497695785,0.24936151585814498,0.656250000211352,0.165859476037618
11,10,0.65625,401509907459,166289,166273,prime,49818,-0.11653423967469863,0.22415808361932768,-0.4281492071591563,-0.09310701659687023,0.24928870319244262,0.6562506579811298,0.16586235472498814
11,10,0.65625,401509907459,166289,166273,late_composite,9911,-0.11906939154141354,0.22428535288350193,-0.42844678076510373,-0.09396253595346314,0.24814429241659292,0.6562499682104301,0.16585933593421381
