rank,gap_0,gap_1,gap_2,gap_3,ara_0_bin,ara_1_bin,ara_2_bin,ara_0_center,ara_1_center,ara_2_center,count,probability,local_information_bits,signed_contribution_bits_per_reading,top_prediction_changes
824,6,4,20,10,4,10,4,0.75,1.75,0.75,1052,2.8825582210998877e-05,0.23595500940441855,6.80154052168408e-06,False
825,6,12,10,14,8,5,7,1.4166666666666667,0.9166666666666666,1.25,411,1.1261705597643098e-05,0.6017710072584337,6.776967920941628e-06,False
826,8,12,12,10,7,6,5,1.25,1.0833333333333333,0.9166666666666666,479,1.3124956158810326e-05,0.5157716621696177,6.769480453932962e-06,True
827,14,12,12,6,5,6,4,0.9166666666666666,1.0833333333333333,0.75,348,9.535458754208753e-06,0.7066470647129784,6.73820393935329e-06,False
828,4,6,24,8,7,9,3,1.25,1.5833333333333333,0.5833333333333334,140,3.8361040965207635e-06,1.7563451550385425,6.7375228441477485e-06,True
829,22,6,2,12,2,3,10,0.4166666666666667,0.5833333333333334,1.75,1123,3.077103500280584e-05,0.21756720329611198,6.694768028087235e-06,True
830,6,16,20,4,8,6,2,1.4166666666666667,1.0833333333333333,0.4166666666666667,93,2.54826914983165e-06,2.603104749861534,6.633411527852381e-06,True
831,8,24,6,4,9,2,4,1.5833333333333333,0.4166666666666667,0.75,140,3.8361040965207635e-06,1.7153719086360806,6.580345205775509e-06,True
832,6,18,10,2,9,4,2,1.5833333333333333,0.75,0.4166666666666667,2358,6.461095328282828e-05,0.10046174255748416,6.4909289550931305e-06,True
833,4,2,6,28,4,9,9,0.75,1.5833333333333333,1.5833333333333333,219,6.000762836700337e-06,1.0748629264875036,6.449997503813177e-06,False
834,2,10,26,6,10,8,2,1.75,1.4166666666666667,0.4166666666666667,54,1.4796401515151515e-06,4.277437304245793,6.329067980950806e-06,True
835,2,12,24,4,10,8,1,1.75,1.4166666666666667,0.25,264,7.2337962962962966e-06,0.8691409446188068,6.287188546142989e-06,True
836,2,24,4,8,11,1,8,1.9166666666666667,0.25,1.4166666666666667,446,1.2220731621773288e-05,0.5098725620193256,6.231015741744134e-06,False
837,4,24,2,10,10,0,10,1.75,0.08333333333333333,1.75,2530,6.93238811728395e-05,0.08971468930375429,6.2193704607516775e-06,False
838,2,22,12,6,11,4,4,1.9166666666666667,0.75,0.75,246,6.740582912457912e-06,0.9226751546209159,6.219368380987208e-06,True
839,6,18,16,6,9,5,3,1.5833333333333333,0.9166666666666666,0.5833333333333334,59,1.616643869248036e-06,3.815131091022389,6.167708288678915e-06,True
840,6,2,22,18,3,11,5,0.5833333333333334,1.9166666666666667,0.9166666666666666,129,3.5346959175084177e-06,1.7326041450189202,6.12422879805654e-06,False
841,24,6,4,8,2,4,8,0.4166666666666667,0.75,1.4166666666666667,167,4.575924172278339e-06,1.306646763070934,5.979116507765535e-06,False
842,12,2,22,14,1,11,4,0.25,1.9166666666666667,0.75,96,2.6304713804713806e-06,2.2685922534630083,5.967466996693519e-06,False
843,14,12,10,6,5,5,4,0.9166666666666666,0.9166666666666666,0.75,628,1.7207666947250282e-05,0.3451673960918375,5.939525592997958e-06,False
844,20,6,4,14,2,4,9,0.4166666666666667,0.75,1.5833333333333333,287,7.864013397867564e-06,0.755103499489303,5.938144036760562e-06,False
845,6,2,22,14,3,11,4,0.5833333333333334,1.9166666666666667,0.75,202,5.53495019640853e-06,1.0619542906462147,5.877864109589147e-06,False
846,16,14,6,10,5,3,7,0.9166666666666666,0.5833333333333334,1.25,90,2.4660669191919194e-06,2.3688424575319362,5.841724021296797e-06,True
847,12,6,12,8,4,8,4,0.75,1.4166666666666667,0.75,1206,3.304529671717172e-05,0.17559776243210665,5.802680162440393e-06,False
848,8,22,8,4,8,3,4,1.4166666666666667,0.5833333333333334,0.75,378,1.0357481060606061e-05,0.5592243646889161,5.792155765894906e-06,True
849,12,8,12,4,4,7,3,0.75,1.25,0.5833333333333334,1292,3.540176066217733e-05,0.16267609783161988,5.759020280891951e-06,False
850,12,6,18,2,4,9,1,0.75,1.5833333333333333,0.25,534,1.4631997053872054e-05,0.39195473627425914,5.735080546416158e-06,False
851,4,14,22,6,9,7,2,1.5833333333333333,1.25,0.4166666666666667,100,2.740074354657688e-06,2.0903774955818792,5.727789767197472e-06,True
852,10,8,22,8,5,8,3,0.9166666666666666,1.4166666666666667,0.5833333333333334,53,1.4522394079685747e-06,3.938214697979532,5.7192305814469345e-06,True
853,12,12,4,14,6,3,9,1.0833333333333333,0.5833333333333334,1.5833333333333333,228,6.2473695286195285e-06,0.9095291007329366,5.68216438931167e-06,False
854,6,4,2,30,4,4,11,0.75,0.75,1.9166666666666667,458,1.2549540544332212e-05,0.45209490652436124,5.673583359313553e-06,False
855,18,4,2,18,2,4,10,0.4166666666666667,0.75,1.75,286,7.836612654320988e-06,0.7206065034017702,5.647114043344313e-06,False
856,6,6,6,4,6,6,4,1.0833333333333333,1.0833333333333333,0.75,134484,0.0036849615951178452,0.0015294857531374443,5.636096260591375e-06,False
857,4,12,6,18,9,4,9,1.5833333333333333,0.75,1.5833333333333333,513,1.405658143939394e-05,0.3981184725405633,5.596184731793548e-06,True
858,4,8,24,4,8,9,1,1.4166666666666667,1.5833333333333333,0.25,132,3.6168981481481483e-06,1.5372118656838467,5.559938750303265e-06,True
859,22,2,16,2,1,10,1,0.25,1.75,0.25,467,1.2796147236251404e-05,0.4342521152185562,5.556754003990254e-06,False
860,2,4,26,6,8,10,2,1.4166666666666667,1.75,0.4166666666666667,348,9.535458754208753e-06,0.582348237503942,5.552957599305002e-06,False
861,2,6,30,4,9,10,1,1.5833333333333333,1.75,0.25,52,1.4248386644219977e-06,3.889786033600463,5.542317537002623e-06,True
862,4,6,2,28,7,3,11,1.25,0.5833333333333334,1.9166666666666667,284,7.781811167227833e-06,0.7003034308343471,5.4496290585146865e-06,True
863,20,4,12,6,2,9,4,0.4166666666666667,1.5833333333333333,0.75,351,9.617660984848484e-06,0.5656170699730206,5.439913226243836e-06,False
864,14,10,2,6,5,2,9,0.9166666666666666,0.4166666666666667,1.5833333333333333,9602,0.0002631019395342312,0.020664217543739885,5.43679571471525e-06,True
865,10,24,2,4,8,0,8,1.4166666666666667,0.08333333333333333,1.4166666666666667,726,1.9892939814814816e-05,0.2726900600392082,5.424606952458208e-06,False
866,10,2,24,6,2,11,2,0.4166666666666667,1.9166666666666667,0.4166666666666667,662,1.8139292227833895e-05,0.2978234207753307,5.40230606173686e-06,False
867,28,2,6,4,0,9,4,0.08333333333333333,1.5833333333333333,0.75,284,7.781811167227833e-06,0.694148908163239,5.401735725263701e-06,False
868,4,24,2,6,10,0,9,1.75,0.08333333333333333,1.5833333333333333,1696,4.647166105499439e-05,0.11621693014972294,5.400793786769883e-06,False
869,2,24,16,2,11,4,1,1.9166666666666667,0.75,0.25,30,8.220223063973064e-07,6.481147977922201,5.327648208913846e-06,True
870,4,2,12,22,4,10,7,0.75,1.75,1.25,273,7.480402988215488e-06,0.7114562562259868,5.321979505057476e-06,False
871,12,2,22,6,1,11,2,0.25,1.9166666666666667,0.4166666666666667,514,1.4083982182940516e-05,0.37753644619029375,5.317216581554778e-06,False
872,8,18,6,10,8,3,7,1.4166666666666667,0.5833333333333334,1.25,76,2.082456509539843e-06,2.54111071118627,5.291752541971268e-06,True
873,6,24,6,2,9,2,3,1.5833333333333333,0.4166666666666667,0.5833333333333334,246,6.740582912457912e-06,0.7829273860558861,5.277386960143645e-06,True
874,12,18,12,2,7,4,1,1.25,0.75,0.25,70,1.9180520482603818e-06,2.6898849813190924,5.159339398003924e-06,True
875,18,12,2,4,4,1,8,0.75,0.25,1.4166666666666667,1218,3.337410563973064e-05,0.15304816610207683,5.107845663457754e-06,True
876,14,16,8,4,6,4,4,1.0833333333333333,0.75,0.75,230,6.3021710157126825e-06,0.8094931831799109,5.101564476453432e-06,True
877,2,4,6,26,8,7,9,1.4166666666666667,1.25,1.5833333333333333,288,7.891414141414141e-06,0.6461208386133953,5.098807122896112e-06,False
878,8,10,2,22,6,2,11,1.0833333333333333,0.4166666666666667,1.9166666666666667,543,1.4878603745791246e-05,0.34081208097422067,5.070807904593949e-06,True
879,6,2,4,26,3,8,10,0.5833333333333334,1.4166666666666667,1.75,264,7.2337962962962966e-06,0.6919004823904498,5.005067146921656e-06,False
880,10,8,10,18,5,6,7,0.9166666666666666,1.0833333333333333,1.25,142,3.890905583613917e-06,1.2687618378554522,4.936632519188034e-06,False
881,2,12,24,6,10,8,2,1.75,1.4166666666666667,0.4166666666666667,42,1.1508312289562289e-06,4.277437304245793,4.9226084296284045e-06,True
882,8,10,8,18,6,5,8,1.0833333333333333,0.9166666666666666,1.4166666666666667,524,1.4357989618406285e-05,0.3411289134484516,4.897925397831084e-06,False
883,10,20,6,10,8,2,7,1.4166666666666667,0.4166666666666667,1.25,124,3.397692199775533e-06,1.4395193203362002,4.8910435661324845e-06,True
884,8,22,2,4,8,1,8,1.4166666666666667,0.25,1.4166666666666667,1536,4.208754208754209e-05,0.11537700836831137,4.855934695636e-06,False
885,12,6,20,4,4,9,2,0.75,1.5833333333333333,0.4166666666666667,244,6.685781425364759e-06,0.7251005181684387,4.847863575892909e-06,False
886,6,14,10,14,8,5,7,1.4166666666666667,0.9166666666666666,1.25,292,8.00101711560045e-06,0.6017710072584337,4.81478012874685e-06,False
887,16,8,4,18,4,4,9,0.75,0.75,1.5833333333333333,200,5.480148709315376e-06,0.866904270916534,4.7507643213632306e-06,False
888,12,10,8,12,5,5,7,0.9166666666666666,0.9166666666666666,1.25,543,1.4878603745791246e-05,0.31829459075954875,4.735779090340114e-06,False
889,2,28,8,6,11,2,5,1.9166666666666667,0.4166666666666667,0.9166666666666666,28,7.672208193041527e-07,6.171401324469134,4.734827580413941e-06,True
890,10,2,6,16,2,9,8,0.4166666666666667,1.5833333333333333,1.4166666666666667,3282,8.992924031986533e-05,0.05237177809145835,4.709754217965416e-06,False
891,6,4,12,20,4,9,7,0.75,1.5833333333333333,1.25,321,8.795638678451178e-06,0.5266695530140394,4.632395091252878e-06,False
892,6,18,2,16,9,1,10,1.5833333333333333,0.25,1.75,284,7.781811167227833e-06,0.5933517857867018,4.617351552729533e-06,True
893,12,6,4,24,4,4,10,0.75,0.75,1.75,162,4.438920454545454e-06,1.0247849011674115,4.5489386593013645e-06,False
894,8,22,6,2,8,2,3,1.4166666666666667,0.4166666666666667,0.5833333333333334,1324,3.627858445566779e-05,0.12528183048407068,4.5450474679770136e-06,True
895,14,10,12,8,5,6,4,0.9166666666666666,1.0833333333333333,0.75,234,6.41177398989899e-06,0.7066470647129784,4.530861269565143e-06,False
896,6,26,6,4,9,2,4,1.5833333333333333,0.4166666666666667,0.75,96,2.6304713804713806e-06,1.7153719086360806,4.512236712531778e-06,True
897,8,22,2,6,8,1,9,1.4166666666666667,0.25,1.5833333333333333,1026,2.811316287878788e-05,0.1562537946647624,4.392788379839143e-06,False
898,22,2,4,14,1,8,9,0.25,1.4166666666666667,1.5833333333333333,714,1.956413089225589e-05,0.21908555061558002,4.286218388845161e-06,True
899,12,6,22,6,4,9,2,0.75,1.5833333333333333,0.4166666666666667,214,5.863759118967452e-06,0.7251005181684387,4.251814775578207e-06,False
900,18,10,8,4,4,5,4,0.75,0.9166666666666666,0.75,1058,2.8989986672278338e-05,0.14653666765228202,4.248096042239736e-06,False
901,4,8,12,16,8,7,6,1.4166666666666667,1.25,1.0833333333333333,511,1.4001779952300785e-05,0.3002414700646829,4.203914996400993e-06,False
902,8,6,6,24,5,6,9,0.9166666666666666,1.0833333333333333,1.5833333333333333,100,2.740074354657688e-06,1.5079249952839002,4.1318266083247295e-06,False
903,2,28,2,4,11,0,8,1.9166666666666667,0.08333333333333333,1.4166666666666667,2664,7.29955808080808e-05,0.05659513749674698,4.1311949324882384e-06,False
904,2,16,24,2,10,7,0,1.75,1.25,0.08333333333333333,30,8.220223063973064e-07,5.004822242513248,4.114075522899279e-06,True
905,16,2,4,18,1,8,9,0.25,1.4166666666666667,1.5833333333333333,678,1.8577704124579123e-05,0.21908555061558002,4.070106537306749e-06,True
906,20,6,6,6,2,6,6,0.4166666666666667,1.0833333333333333,1.0833333333333333,144,3.945707070707071e-06,1.0226798597541746,4.035195153701762e-06,True
907,24,6,2,10,2,3,10,0.4166666666666667,0.5833333333333334,1.75,675,1.8495501893939394e-05,0.21756720329611198,4.024014620622336e-06,True
908,10,6,18,6,4,9,3,0.75,1.5833333333333333,0.5833333333333334,555,1.5207412668350169e-05,0.2588209324722931,3.935996727313354e-06,False
909,28,12,2,6,3,1,9,0.5833333333333334,0.25,1.5833333333333333,104,2.8496773288439954e-06,1.3726462888665318,3.9115990099048015e-06,True
910,4,12,12,18,9,6,7,1.5833333333333333,1.0833333333333333,1.25,124,3.397692199775533e-06,1.1431045697104432,3.8839174800329395e-06,False
911,12,22,2,4,7,1,8,1.25,0.25,1.4166666666666667,273,7.480402988215488e-06,0.5168851416109124,3.8665091578704545e-06,False
912,6,6,8,4,6,6,4,1.0833333333333333,1.0833333333333333,0.75,91197,0.002498865609217172,0.0015294857531374443,3.821979348302785e-06,False
913,12,4,20,4,3,10,2,0.5833333333333334,1.75,0.4166666666666667,909,2.4907275883838385e-05,0.1534475642560309,3.821960816627979e-06,False
914,18,10,2,6,4,2,9,0.75,0.4166666666666667,1.5833333333333333,3207,8.787418455387206e-05,0.0431549485887844,3.7922059167037007e-06,True
915,26,10,2,6,3,2,9,0.5833333333333334,0.4166666666666667,1.5833333333333333,270,7.398200757575758e-06,0.5103595819595232,3.775742645888992e-06,True
916,8,4,2,28,4,4,11,0.75,0.75,1.9166666666666667,304,8.329826038159372e-06,0.45209490652436124,3.7658719240858515e-06,False
917,10,2,6,28,2,9,9,0.4166666666666667,1.5833333333333333,1.5833333333333333,178,4.877332351290685e-06,0.7669901322350888,3.740865785070919e-06,False
918,20,6,4,18,2,4,9,0.4166666666666667,0.75,1.5833333333333333,179,4.904733094837261e-06,0.755103499489303,3.7035811239726156e-06,False
919,2,6,6,24,9,6,9,1.5833333333333333,1.0833333333333333,1.5833333333333333,690,1.8906513047138046e-05,0.1957839686080862,3.7015921569092473e-06,False
920,6,8,10,18,6,6,7,1.0833333333333333,1.0833333333333333,1.25,219,6.000762836700337e-06,0.6144428587879269,3.687125872290505e-06,False
921,4,12,20,6,9,7,2,1.5833333333333333,1.25,0.4166666666666667,64,1.7536475869809203e-06,2.0903774955818792,3.665785451006382e-06,True
922,10,26,6,4,8,2,4,1.4166666666666667,0.4166666666666667,0.75,64,1.7536475869809203e-06,2.0893262400134724,3.6639419192155452e-06,True
923,18,2,6,18,1,9,9,0.25,1.5833333333333333,1.5833333333333333,536,1.4686798540965208e-05,0.2481941591103557,3.6451776138980585e-06,False
924,6,4,6,26,4,7,9,0.75,1.25,1.5833333333333333,458,1.2549540544332212e-05,0.2876854756206486,3.610320540316826e-06,False
925,12,4,8,18,3,8,8,0.5833333333333334,1.4166666666666667,1.4166666666666667,86,2.3564639450056118e-06,1.5110348475908988,3.5606991379950026e-06,False
926,18,4,6,14,2,7,8,0.4166666666666667,1.25,1.4166666666666667,1886,5.1677802328843995e-05,0.0688389633983028,3.557446343020019e-06,True
927,8,4,8,22,4,8,8,0.75,1.4166666666666667,1.4166666666666667,369,1.011087436868687e-05,0.3511489821729203,3.550423243442662e-06,False
928,22,8,4,2,3,4,4,0.5833333333333334,0.75,0.75,912,2.4989478114478114e-05,0.14126244564428023,3.530074793825395e-06,False
929,6,24,6,6,9,2,6,1.5833333333333333,0.4166666666666667,1.0833333333333333,315,8.631234217171717e-06,0.4061931874337874,3.5059485381605503e-06,True
930,18,8,6,6,3,5,6,0.5833333333333334,0.9166666666666666,1.0833333333333333,684,1.8742108585858585e-05,0.18561230246393165,3.478765927650234e-06,False
931,6,20,16,6,9,5,3,1.5833333333333333,0.9166666666666666,0.5833333333333334,33,9.042245370370371e-07,3.815131091022389,3.4497351445153257e-06,True
932,4,20,4,18,10,2,9,1.75,0.4166666666666667,1.5833333333333333,220,6.028163580246913e-06,0.5696964540683992,3.4342234162109323e-06,False
933,6,12,10,12,8,5,6,1.4166666666666667,0.9166666666666666,1.0833333333333333,3674,0.00010067033179012346,0.034016758180151346,3.4244783324202323e-06,False
934,10,8,6,18,5,5,9,0.9166666666666666,0.9166666666666666,1.5833333333333333,314,8.603833473625141e-06,0.39473404810540386,3.3962260162688306e-06,False
935,18,12,4,8,4,3,8,0.75,0.5833333333333334,1.4166666666666667,96,2.6304713804713806e-06,1.2837808797982324,3.37694886310562e-06,True
936,24,6,4,14,2,4,9,0.4166666666666667,0.75,1.5833333333333333,162,4.438920454545454e-06,0.755103499489303,3.35184436918192e-06,False
937,18,2,18,6,1,10,3,0.25,1.75,0.5833333333333334,120,3.2880892255892254e-06,1.0115556339967138,3.3260851812286724e-06,False
938,16,8,6,18,4,5,9,0.75,0.9166666666666666,1.5833333333333333,110,3.0140817901234566e-06,1.0972024205288864,3.3070578357954953e-06,False
939,4,14,22,2,9,7,1,1.5833333333333333,1.25,0.25,278,7.617406705948373e-06,0.43358185398530946,3.3027693221252248e-06,True
940,6,12,2,24,8,1,11,1.4166666666666667,0.25,1.9166666666666667,558,1.52896148989899e-05,0.2157498648857577,3.2987323486123386e-06,False
941,22,6,12,8,2,8,4,0.4166666666666667,1.4166666666666667,0.75,165,4.521122685185185e-06,0.7238599503779546,3.272659642550793e-06,False
942,2,16,14,12,10,5,5,1.75,0.9166666666666666,0.9166666666666666,74,2.027655022446689e-06,1.6067071039589373,3.257847728943114e-06,False
943,6,8,6,28,6,5,9,1.0833333333333333,0.9166666666666666,1.5833333333333333,106,2.9044788159371494e-06,1.1204769568858848,3.254401585020775e-06,False
944,8,22,8,10,8,3,6,1.4166666666666667,0.5833333333333334,1.0833333333333333,53,1.4522394079685747e-06,2.222934909758212,3.2282336772999428e-06,True
945,10,8,24,4,5,9,1,0.9166666666666666,1.5833333333333333,0.25,64,1.7536475869809203e-06,1.8366979608648488,3.220920947083419e-06,True
946,18,10,6,12,4,4,8,0.75,0.75,1.4166666666666667,146,4.000508557800225e-06,0.8029123151952618,3.2120575881018362e-06,False
947,6,8,28,2,6,9,0,1.0833333333333333,1.5833333333333333,0.08333333333333333,28,7.672208193041527e-07,4.132925844274133,3.170866752367307e-06,True
948,16,6,8,4,3,6,4,0.5833333333333334,1.0833333333333333,0.75,5874,0.00016095196759259258,0.019510470733084612,3.1402486531476605e-06,False
949,12,4,2,24,3,4,11,0.5833333333333334,0.75,1.9166666666666667,524,1.4357989618406285e-05,0.21701738118030914,3.115933306000598e-06,False
950,10,14,6,12,7,3,8,1.25,0.5833333333333334,1.4166666666666667,418,1.1453510802469137e-05,0.269409779838645,3.0856878236727525e-06,True
951,12,2,18,4,1,10,2,0.25,1.75,0.4166666666666667,2334,6.395333543771043e-05,0.048204719501892784,3.082852595985291e-06,False
952,4,6,26,10,7,9,3,1.25,1.5833333333333333,0.5833333333333334,64,1.7536475869809203e-06,1.7563451550385425,3.0800104430389703e-06,True
953,16,8,12,4,4,7,3,0.75,1.25,0.5833333333333334,669,1.8331097432659933e-05,0.16267609783161988,2.982031399316343e-06,False
954,2,6,28,6,9,9,2,1.5833333333333333,1.5833333333333333,0.4166666666666667,40,1.0960297418630753e-06,2.7150711796622273,2.9757987641850662e-06,True
955,6,20,10,6,9,4,4,1.5833333333333333,0.75,0.75,162,4.438920454545454e-06,0.6574602443402241,2.918413726652273e-06,True
956,12,8,6,24,4,5,9,0.75,0.9166666666666666,1.5833333333333333,96,2.6304713804713806e-06,1.0972024205288864,2.88615956578516e-06,False
957,12,10,20,4,5,8,2,0.9166666666666666,1.4166666666666667,0.4166666666666667,226,6.1925680415263745e-06,0.4610730408191675,2.855226177386162e-06,True
958,6,24,2,4,9,0,8,1.5833333333333333,0.08333333333333333,1.4166666666666667,2868,7.858533249158249e-05,0.03631133260348642,2.85353814585742e-06,False
959,24,4,6,8,1,7,6,0.25,1.25,1.0833333333333333,426,1.1672716750841751e-05,0.2437083761505705,2.8447388446132065e-06,True
960,6,10,26,4,7,8,1,1.25,1.4166666666666667,0.25,38,1.0412282547699215e-06,2.7300980595456363,2.8426552378914523e-06,True
961,12,12,12,4,6,6,3,1.0833333333333333,1.0833333333333333,0.5833333333333334,266,7.28859778338945e-06,0.38841513929912835,2.8310017233305314e-06,False
962,24,6,6,8,2,6,6,0.4166666666666667,1.0833333333333333,1.0833333333333333,100,2.740074354657688e-06,1.0226798597541746,2.802218856737335e-06,True
963,24,6,6,6,2,6,6,0.4166666666666667,1.0833333333333333,1.0833333333333333,100,2.740074354657688e-06,1.0226798597541746,2.802218856737335e-06,True
964,6,12,18,8,8,7,3,1.4166666666666667,1.25,0.5833333333333334,270,7.398200757575758e-06,0.37747748342740683,2.7926542038604317e-06,False
965,6,4,14,12,4,9,5,0.75,1.5833333333333333,0.9166666666666666,4097,0.00011226084631032548,0.024790999419864464,2.7830585757527724e-06,False
966,24,4,2,18,1,4,10,0.25,0.75,1.75,116,3.1784862514029183e-06,0.8741720098455614,2.7785437146553737e-06,False
967,14,6,4,20,3,4,10,0.5833333333333334,0.75,1.75,228,6.2473695286195285e-06,0.44407094423981597,2.774275285589128e-06,False
968,12,2,4,20,1,8,10,0.25,1.4166666666666667,1.75,2160,5.918560606060606e-05,0.04662547346854819,2.7595569050987328e-06,True
969,2,4,36,2,8,10,0,1.4166666666666667,1.75,0.08333333333333333,18,4.932133838383838e-07,5.594589000390302,2.7593261720675022e-06,False
970,2,18,12,12,10,4,6,1.75,0.75,1.0833333333333333,44,1.2056327160493827e-06,2.2586398852739498,2.723090139460298e-06,True
971,12,8,4,26,4,4,10,0.75,0.75,1.75,96,2.6304713804713806e-06,1.0247849011674115,2.695667353660068e-06,False
972,12,18,12,4,7,4,3,1.25,0.75,0.5833333333333334,52,1.4248386644219977e-06,1.8853588032272934,2.6863321191466326e-06,True
973,18,6,10,12,3,7,6,0.5833333333333334,1.25,1.0833333333333333,174,4.767729377104377e-06,0.5610280461378478,2.674829896950887e-06,False
974,6,12,6,16,8,4,8,1.4166666666666667,0.75,1.4166666666666667,223,6.110365810886644e-06,0.4361881446824953,2.665269126381996e-06,True
975,6,30,4,2,10,1,4,1.75,0.25,0.75,148,4.055310044893378e-06,0.6535322810878701,2.6502760241577223e-06,True
976,6,6,6,20,6,6,9,1.0833333333333333,1.0833333333333333,1.5833333333333333,144,3.945707070707071e-06,0.6689270484095908,2.6393901846969337e-06,False
977,28,2,6,10,0,9,7,0.08333333333333333,1.5833333333333333,1.25,62,1.6988460998877665e-06,1.5359139056593447,2.6092813483927648e-06,False
978,6,20,12,6,9,4,4,1.5833333333333333,0.75,0.75,144,3.945707070707071e-06,0.6574602443402241,2.5941455348020204e-06,True
979,8,12,4,18,7,3,9,1.25,0.5833333333333334,1.5833333333333333,488,1.3371562850729518e-05,0.1929195542747905,2.5796359451200857e-06,True
980,6,24,12,2,9,4,1,1.5833333333333333,0.75,0.25,42,1.1508312289562289e-06,2.2387643714245806,2.5764399529099693e-06,True
981,8,4,14,10,4,9,5,0.75,1.5833333333333333,0.9166666666666666,3720,0.00010193076599326599,0.024790999419864464,2.5269655606053974e-06,False
982,12,14,10,6,6,5,4,1.0833333333333333,0.9166666666666666,0.75,547,1.4988206719977553e-05,0.1684465592390351,2.5247118511436026e-06,False
983,18,8,6,10,3,5,7,0.5833333333333334,0.9166666666666666,1.25,344,9.425855780022447e-06,0.26771033790211923,2.523399035886453e-06,False
984,2,18,4,20,10,2,10,1.75,0.4166666666666667,1.75,236,6.466575476992144e-06,0.3902197243205914,2.523385299930171e-06,False
985,18,2,16,6,1,10,3,0.25,1.75,0.5833333333333334,91,2.493467662738496e-06,1.0115556339967138,2.5222812624317433e-06,False
986,12,24,6,4,8,2,4,1.4166666666666667,0.4166666666666667,0.75,44,1.2056327160493827e-06,2.0893262400134724,2.518960069460687e-06,True
987,12,6,18,6,4,9,3,0.75,1.5833333333333333,0.5833333333333334,352,9.645061728395062e-06,0.2588209324722931,2.4963438702960366e-06,False
988,6,24,10,2,9,3,2,1.5833333333333333,0.5833333333333334,0.4166666666666667,94,2.5756698933782266e-06,0.9666024876624271,2.4896489263366122e-06,True
989,6,6,26,4,6,9,1,1.0833333333333333,1.5833333333333333,0.25,64,1.7536475869809203e-06,1.4149936273343728,2.4814001601683027e-06,True
990,2,22,12,8,11,4,4,1.9166666666666667,0.75,0.75,98,2.685272867564534e-06,0.9226751546209159,2.477634558279457e-06,True
991,26,4,6,6,1,7,6,0.25,1.25,1.0833333333333333,366,1.0028672138047139e-05,0.2437083761505705,2.444071401709938e-06,True
992,24,4,2,16,1,4,10,0.25,0.75,1.75,102,2.794875841750842e-06,0.8741720098455614,2.4432022318521388e-06,False
993,4,20,4,14,10,2,9,1.75,0.4166666666666667,1.5833333333333333,156,4.274515993265993e-06,0.5696964540683992,2.4351766042222977e-06,False
994,4,12,12,12,9,6,6,1.5833333333333333,1.0833333333333333,1.0833333333333333,266,7.28859778338945e-06,0.33350819049129193,2.4308070579570568e-06,False
995,18,10,8,10,4,5,6,0.75,0.9166666666666666,1.0833333333333333,142,3.890905583613917e-06,0.6145420884872138,2.391125243460658e-06,False
996,4,6,26,6,7,9,2,1.25,1.5833333333333333,0.4166666666666667,96,2.6304713804713806e-06,0.9069431936233298,2.3856881145394827e-06,True
997,2,4,30,6,8,10,2,1.4166666666666667,1.75,0.4166666666666667,148,4.055310044893378e-06,0.582348237503942,2.361602657175691e-06,False
998,6,16,20,6,8,6,2,1.4166666666666667,1.0833333333333333,0.4166666666666667,33,9.042245370370371e-07,2.603104749861534,2.353791187302458e-06,True
999,18,8,6,18,3,5,9,0.5833333333333334,0.9166666666666666,1.5833333333333333,39,1.0686289983164983e-06,2.187981234595265,2.3381401950608334e-06,False
1000,18,14,6,10,5,3,7,0.9166666666666666,0.5833333333333334,1.25,36,9.864267676767677e-07,2.3688424575319362,2.3366896085187187e-06,True
1001,6,10,24,6,7,8,2,1.25,1.4166666666666667,0.4166666666666667,30,8.220223063973064e-07,2.825698897731385,2.322787525097479e-06,True
1002,24,12,2,6,4,1,9,0.75,0.25,1.5833333333333333,190,5.206141273849607e-06,0.44296163797052995,2.3061208661704035e-06,True
1003,16,8,4,20,4,4,10,0.75,0.75,1.75,82,2.246860970819304e-06,1.0247849011674115,2.302549197917975e-06,False
1004,4,2,28,2,4,11,0,0.75,1.9166666666666667,0.08333333333333333,2664,7.29955808080808e-05,0.03137707128141747,2.2903875422436207e-06,False
1005,30,2,4,2,0,8,4,0.08333333333333333,1.4166666666666667,0.75,114,3.1236847643097642e-06,0.7323630232441212,2.287671217651499e-06,True
1006,14,10,18,2,5,7,1,0.9166666666666666,1.25,0.25,166,4.548523428731762e-06,0.4977404602912304,2.263984145062393e-06,True
1007,20,4,6,12,2,7,8,0.4166666666666667,1.25,1.4166666666666667,1199,3.285349151234568e-05,0.0688389633983028,2.261600299724816e-06,True
1008,20,6,12,6,2,8,4,0.4166666666666667,1.4166666666666667,0.75,114,3.1236847643097642e-06,0.7238599503779546,2.2611102984896385e-06,False
1009,2,10,18,14,10,7,5,1.75,1.25,0.9166666666666666,86,2.3564639450056118e-06,0.9462591007349893,2.2298254535154354e-06,True
1010,4,24,8,10,10,3,6,1.75,0.5833333333333334,1.0833333333333333,64,1.7536475869809203e-06,1.2684210869835495,2.2243635784644176e-06,True
1011,4,26,10,6,10,3,4,1.75,0.5833333333333334,0.75,38,1.0412282547699215e-06,2.093361268776929,2.1796669004915504e-06,True
1012,6,4,8,24,4,8,9,0.75,1.4166666666666667,1.5833333333333333,126,3.452493686868687e-06,0.6308526847905446,2.178014911583517e-06,False
