number,remainder_3,x_3_fraction,x_3_decimal,handover_distance_3_fraction,handover_distance_3_decimal,direction_3,remainder_5,x_5_fraction,x_5_decimal,handover_distance_5_fraction,handover_distance_5_decimal,direction_5,remainder_9,x_9_fraction,x_9_decimal,handover_distance_9_fraction,handover_distance_9_decimal,direction_9,remainder_11,x_11_fraction,x_11_decimal,handover_distance_11_fraction,handover_distance_11_decimal,direction_11,remainder_13,x_13_fraction,x_13_decimal,handover_distance_13_fraction,handover_distance_13_decimal,direction_13,phase_a_waves,phase_a_tie_count,phase_a_distance_fraction,phase_a_distance_decimal,five_wave_order,approaching_count,leaving_count,on_handover_count,unresolved_by_five_children,phase_a_distance,approaching_count_value,is_prime,handover_distance_3,handover_distance_5,handover_distance_9,handover_distance_11,handover_distance_13
2261,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,1,2/5,0.4,8/5,1.6,leaving,2,4/9,0.444444444444444,14/9,1.55555555555556,leaving,6,12/11,1.09090909090909,10/11,0.909090909090909,approaching,12,24/13,1.84615384615385,2/13,0.153846153846154,approaching,13,1,2/13,0.153846153846154,13>3>11>9>5,3,2,0,1,0.153846153846154,3,0,0.666666666666667,1.6,1.55555555555556,0.909090909090909,0.153846153846154
2263,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,3,6/5,1.2,4/5,0.8,approaching,4,8/9,0.888888888888889,10/9,1.11111111111111,leaving,8,16/11,1.45454545454545,6/11,0.545454545454545,approaching,1,2/13,0.153846153846154,24/13,1.84615384615385,leaving,11,1,6/11,0.545454545454545,11>5>9>3>13,2,3,0,1,0.545454545454545,2,0,1.33333333333333,0.8,1.11111111111111,0.545454545454545,1.84615384615385
2265,0,0,0,0,0,on,0,0,0,0,0,on,6,4/3,1.33333333333333,2/3,0.666666666666667,approaching,10,20/11,1.81818181818182,2/11,0.181818181818182,approaching,3,6/13,0.461538461538462,20/13,1.53846153846154,leaving,3+5,2,0,0,3+5>11>9>13,2,1,2,0,0.0,2,0,0.0,0.0,0.666666666666667,0.181818181818182,1.53846153846154
2267,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,2,4/5,0.8,6/5,1.2,leaving,8,16/9,1.77777777777778,2/9,0.222222222222222,approaching,1,2/11,0.181818181818182,20/11,1.81818181818182,leaving,5,10/13,0.769230769230769,16/13,1.23076923076923,leaving,9,1,2/9,0.222222222222222,9>3>5>13>11,2,3,0,1,0.222222222222222,2,1,0.666666666666667,1.2,0.222222222222222,1.81818181818182,1.23076923076923
2269,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,4,8/5,1.6,2/5,0.4,approaching,1,2/9,0.222222222222222,16/9,1.77777777777778,leaving,3,6/11,0.545454545454545,16/11,1.45454545454545,leaving,7,14/13,1.07692307692308,12/13,0.923076923076923,approaching,5,1,2/5,0.4,5>13>3>11>9,2,3,0,1,0.4,2,1,1.33333333333333,0.4,1.77777777777778,1.45454545454545,0.923076923076923
2271,0,0,0,0,0,on,1,2/5,0.4,8/5,1.6,leaving,3,2/3,0.666666666666667,4/3,1.33333333333333,leaving,5,10/11,0.909090909090909,12/11,1.09090909090909,leaving,9,18/13,1.38461538461538,8/13,0.615384615384615,approaching,3,1,0,0,3>13>11>9>5,1,3,1,0,0.0,1,0,0.0,1.6,1.33333333333333,1.09090909090909,0.615384615384615
2273,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,3,6/5,1.2,4/5,0.8,approaching,5,10/9,1.11111111111111,8/9,0.888888888888889,approaching,7,14/11,1.27272727272727,8/11,0.727272727272727,approaching,11,22/13,1.69230769230769,4/13,0.307692307692308,approaching,13,1,4/13,0.307692307692308,13>3>11>5>9,5,0,0,1,0.307692307692308,5,1,0.666666666666667,0.8,0.888888888888889,0.727272727272727,0.307692307692308
2275,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,0,0,0,0,0,on,7,14/9,1.55555555555556,4/9,0.444444444444444,approaching,9,18/11,1.63636363636364,4/11,0.363636363636364,approaching,0,0,0,0,0,on,5+13,2,0,0,5+13>11>9>3,2,1,2,0,0.0,2,0,1.33333333333333,0.0,0.444444444444444,0.363636363636364,0.0
2277,0,0,0,0,0,on,2,4/5,0.8,6/5,1.2,leaving,0,0,0,0,0,on,0,0,0,0,0,on,2,4/13,0.307692307692308,22/13,1.69230769230769,leaving,3+9+11,3,0,0,3+9+11>5>13,0,2,3,0,0.0,0,0,0.0,1.2,0.0,0.0,1.69230769230769
2279,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,4,8/5,1.6,2/5,0.4,approaching,2,4/9,0.444444444444444,14/9,1.55555555555556,leaving,2,4/11,0.363636363636364,18/11,1.63636363636364,leaving,4,8/13,0.615384615384615,18/13,1.38461538461538,leaving,5,1,2/5,0.4,5>3>13>9>11,2,3,0,1,0.4,2,0,0.666666666666667,0.4,1.55555555555556,1.63636363636364,1.38461538461538
2281,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,1,2/5,0.4,8/5,1.6,leaving,4,8/9,0.888888888888889,10/9,1.11111111111111,leaving,4,8/11,0.727272727272727,14/11,1.27272727272727,leaving,6,12/13,0.923076923076923,14/13,1.07692307692308,leaving,13,1,14/13,1.07692307692308,13>9>11>3>5,0,5,0,1,1.07692307692308,0,1,1.33333333333333,1.6,1.11111111111111,1.27272727272727,1.07692307692308
2283,0,0,0,0,0,on,3,6/5,1.2,4/5,0.8,approaching,6,4/3,1.33333333333333,2/3,0.666666666666667,approaching,6,12/11,1.09090909090909,10/11,0.909090909090909,approaching,8,16/13,1.23076923076923,10/13,0.769230769230769,approaching,3,1,0,0,3>9>13>5>11,4,0,1,0,0.0,4,0,0.0,0.8,0.666666666666667,0.909090909090909,0.769230769230769
2285,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,0,0,0,0,0,on,8,16/9,1.77777777777778,2/9,0.222222222222222,approaching,8,16/11,1.45454545454545,6/11,0.545454545454545,approaching,10,20/13,1.53846153846154,6/13,0.461538461538462,approaching,5,1,0,0,5>9>13>11>3,4,0,1,0,0.0,4,0,0.666666666666667,0.0,0.222222222222222,0.545454545454545,0.461538461538462
2287,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,2,4/5,0.8,6/5,1.2,leaving,1,2/9,0.222222222222222,16/9,1.77777777777778,leaving,10,20/11,1.81818181818182,2/11,0.181818181818182,approaching,12,24/13,1.84615384615385,2/13,0.153846153846154,approaching,13,1,2/13,0.153846153846154,13>11>5>3>9,2,3,0,1,0.153846153846154,2,1,1.33333333333333,1.2,1.77777777777778,0.181818181818182,0.153846153846154
2289,0,0,0,0,0,on,4,8/5,1.6,2/5,0.4,approaching,3,2/3,0.666666666666667,4/3,1.33333333333333,leaving,1,2/11,0.181818181818182,20/11,1.81818181818182,leaving,1,2/13,0.153846153846154,24/13,1.84615384615385,leaving,3,1,0,0,3>5>9>11>13,1,3,1,0,0.0,1,0,0.0,0.4,1.33333333333333,1.81818181818182,1.84615384615385
2291,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,1,2/5,0.4,8/5,1.6,leaving,5,10/9,1.11111111111111,8/9,0.888888888888889,approaching,3,6/11,0.545454545454545,16/11,1.45454545454545,leaving,3,6/13,0.461538461538462,20/13,1.53846153846154,leaving,3,1,2/3,0.666666666666667,3>9>11>13>5,2,3,0,1,0.666666666666667,2,0,0.666666666666667,1.6,0.888888888888889,1.45454545454545,1.53846153846154
2293,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,3,6/5,1.2,4/5,0.8,approaching,7,14/9,1.55555555555556,4/9,0.444444444444444,approaching,5,10/11,0.909090909090909,12/11,1.09090909090909,leaving,5,10/13,0.769230769230769,16/13,1.23076923076923,leaving,9,1,4/9,0.444444444444444,9>5>11>13>3,2,3,0,1,0.444444444444444,2,1,1.33333333333333,0.8,0.444444444444444,1.09090909090909,1.23076923076923
2295,0,0,0,0,0,on,0,0,0,0,0,on,0,0,0,0,0,on,7,14/11,1.27272727272727,8/11,0.727272727272727,approaching,7,14/13,1.07692307692308,12/13,0.923076923076923,approaching,3+5+9,3,0,0,3+5+9>11>13,2,0,3,0,0.0,2,0,0.0,0.0,0.0,0.727272727272727,0.923076923076923
2297,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,2,4/5,0.8,6/5,1.2,leaving,2,4/9,0.444444444444444,14/9,1.55555555555556,leaving,9,18/11,1.63636363636364,4/11,0.363636363636364,approaching,9,18/13,1.38461538461538,8/13,0.615384615384615,approaching,11,1,4/11,0.363636363636364,11>13>3>5>9,3,2,0,1,0.363636363636364,3,1,0.666666666666667,1.2,1.55555555555556,0.363636363636364,0.615384615384615
2299,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,4,8/5,1.6,2/5,0.4,approaching,4,8/9,0.888888888888889,10/9,1.11111111111111,leaving,0,0,0,0,0,on,11,22/13,1.69230769230769,4/13,0.307692307692308,approaching,11,1,0,0,11>13>5>9>3,2,2,1,0,0.0,2,0,1.33333333333333,0.4,1.11111111111111,0.0,0.307692307692308
2301,0,0,0,0,0,on,1,2/5,0.4,8/5,1.6,leaving,6,4/3,1.33333333333333,2/3,0.666666666666667,approaching,2,4/11,0.363636363636364,18/11,1.63636363636364,leaving,0,0,0,0,0,on,3+13,2,0,0,3+13>9>5>11,1,2,2,0,0.0,1,0,0.0,1.6,0.666666666666667,1.63636363636364,0.0
2303,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,3,6/5,1.2,4/5,0.8,approaching,8,16/9,1.77777777777778,2/9,0.222222222222222,approaching,4,8/11,0.727272727272727,14/11,1.27272727272727,leaving,2,4/13,0.307692307692308,22/13,1.69230769230769,leaving,9,1,2/9,0.222222222222222,9>3>5>11>13,3,2,0,1,0.222222222222222,3,0,0.666666666666667,0.8,0.222222222222222,1.27272727272727,1.69230769230769
2305,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,0,0,0,0,0,on,1,2/9,0.222222222222222,16/9,1.77777777777778,leaving,6,12/11,1.09090909090909,10/11,0.909090909090909,approaching,4,8/13,0.615384615384615,18/13,1.38461538461538,leaving,5,1,0,0,5>11>3>13>9,1,3,1,0,0.0,1,0,1.33333333333333,0.0,1.77777777777778,0.909090909090909,1.38461538461538
2307,0,0,0,0,0,on,2,4/5,0.8,6/5,1.2,leaving,3,2/3,0.666666666666667,4/3,1.33333333333333,leaving,8,16/11,1.45454545454545,6/11,0.545454545454545,approaching,6,12/13,0.923076923076923,14/13,1.07692307692308,leaving,3,1,0,0,3>11>13>5>9,1,3,1,0,0.0,1,0,0.0,1.2,1.33333333333333,0.545454545454545,1.07692307692308
2309,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,4,8/5,1.6,2/5,0.4,approaching,5,10/9,1.11111111111111,8/9,0.888888888888889,approaching,10,20/11,1.81818181818182,2/11,0.181818181818182,approaching,8,16/13,1.23076923076923,10/13,0.769230769230769,approaching,11,1,2/11,0.181818181818182,11>5>3>13>9,5,0,0,1,0.181818181818182,5,1,0.666666666666667,0.4,0.888888888888889,0.181818181818182,0.769230769230769
2311,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,1,2/5,0.4,8/5,1.6,leaving,7,14/9,1.55555555555556,4/9,0.444444444444444,approaching,1,2/11,0.181818181818182,20/11,1.81818181818182,leaving,10,20/13,1.53846153846154,6/13,0.461538461538462,approaching,9,1,4/9,0.444444444444444,9>13>3>5>11,2,3,0,1,0.444444444444444,2,1,1.33333333333333,1.6,0.444444444444444,1.81818181818182,0.461538461538462
2313,0,0,0,0,0,on,3,6/5,1.2,4/5,0.8,approaching,0,0,0,0,0,on,3,6/11,0.545454545454545,16/11,1.45454545454545,leaving,12,24/13,1.84615384615385,2/13,0.153846153846154,approaching,3+9,2,0,0,3+9>13>5>11,2,1,2,0,0.0,2,0,0.0,0.8,0.0,1.45454545454545,0.153846153846154
2315,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,0,0,0,0,0,on,2,4/9,0.444444444444444,14/9,1.55555555555556,leaving,5,10/11,0.909090909090909,12/11,1.09090909090909,leaving,1,2/13,0.153846153846154,24/13,1.84615384615385,leaving,5,1,0,0,5>3>11>9>13,1,3,1,0,0.0,1,0,0.666666666666667,0.0,1.55555555555556,1.09090909090909,1.84615384615385
2317,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,2,4/5,0.8,6/5,1.2,leaving,4,8/9,0.888888888888889,10/9,1.11111111111111,leaving,7,14/11,1.27272727272727,8/11,0.727272727272727,approaching,3,6/13,0.461538461538462,20/13,1.53846153846154,leaving,11,1,8/11,0.727272727272727,11>9>5>3>13,1,4,0,1,0.727272727272727,1,0,1.33333333333333,1.2,1.11111111111111,0.727272727272727,1.53846153846154
2319,0,0,0,0,0,on,4,8/5,1.6,2/5,0.4,approaching,6,4/3,1.33333333333333,2/3,0.666666666666667,approaching,9,18/11,1.63636363636364,4/11,0.363636363636364,approaching,5,10/13,0.769230769230769,16/13,1.23076923076923,leaving,3,1,0,0,3>11>5>9>13,3,1,1,0,0.0,3,0,0.0,0.4,0.666666666666667,0.363636363636364,1.23076923076923
2321,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,1,2/5,0.4,8/5,1.6,leaving,8,16/9,1.77777777777778,2/9,0.222222222222222,approaching,0,0,0,0,0,on,7,14/13,1.07692307692308,12/13,0.923076923076923,approaching,11,1,0,0,11>9>3>13>5,3,1,1,0,0.0,3,0,0.666666666666667,1.6,0.222222222222222,0.0,0.923076923076923
2323,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,3,6/5,1.2,4/5,0.8,approaching,1,2/9,0.222222222222222,16/9,1.77777777777778,leaving,2,4/11,0.363636363636364,18/11,1.63636363636364,leaving,9,18/13,1.38461538461538,8/13,0.615384615384615,approaching,13,1,8/13,0.615384615384615,13>5>3>11>9,2,3,0,1,0.615384615384615,2,0,1.33333333333333,0.8,1.77777777777778,1.63636363636364,0.615384615384615
2325,0,0,0,0,0,on,0,0,0,0,0,on,3,2/3,0.666666666666667,4/3,1.33333333333333,leaving,4,8/11,0.727272727272727,14/11,1.27272727272727,leaving,11,22/13,1.69230769230769,4/13,0.307692307692308,approaching,3+5,2,0,0,3+5>13>11>9,1,2,2,0,0.0,1,0,0.0,0.0,1.33333333333333,1.27272727272727,0.307692307692308
2327,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,2,4/5,0.8,6/5,1.2,leaving,5,10/9,1.11111111111111,8/9,0.888888888888889,approaching,6,12/11,1.09090909090909,10/11,0.909090909090909,approaching,0,0,0,0,0,on,13,1,0,0,13>3>9>11>5,3,1,1,0,0.0,3,0,0.666666666666667,1.2,0.888888888888889,0.909090909090909,0.0
2329,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,4,8/5,1.6,2/5,0.4,approaching,7,14/9,1.55555555555556,4/9,0.444444444444444,approaching,8,16/11,1.45454545454545,6/11,0.545454545454545,approaching,2,4/13,0.307692307692308,22/13,1.69230769230769,leaving,5,1,2/5,0.4,5>9>11>3>13,3,2,0,1,0.4,3,0,1.33333333333333,0.4,0.444444444444444,0.545454545454545,1.69230769230769
2331,0,0,0,0,0,on,1,2/5,0.4,8/5,1.6,leaving,0,0,0,0,0,on,10,20/11,1.81818181818182,2/11,0.181818181818182,approaching,4,8/13,0.615384615384615,18/13,1.38461538461538,leaving,3+9,2,0,0,3+9>11>13>5,1,2,2,0,0.0,1,0,0.0,1.6,0.0,0.181818181818182,1.38461538461538
2333,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,3,6/5,1.2,4/5,0.8,approaching,2,4/9,0.444444444444444,14/9,1.55555555555556,leaving,1,2/11,0.181818181818182,20/11,1.81818181818182,leaving,6,12/13,0.923076923076923,14/13,1.07692307692308,leaving,3,1,2/3,0.666666666666667,3>5>13>9>11,2,3,0,1,0.666666666666667,2,1,0.666666666666667,0.8,1.55555555555556,1.81818181818182,1.07692307692308
2335,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,0,0,0,0,0,on,4,8/9,0.888888888888889,10/9,1.11111111111111,leaving,3,6/11,0.545454545454545,16/11,1.45454545454545,leaving,8,16/13,1.23076923076923,10/13,0.769230769230769,approaching,5,1,0,0,5>13>9>3>11,1,3,1,0,0.0,1,0,1.33333333333333,0.0,1.11111111111111,1.45454545454545,0.769230769230769
2337,0,0,0,0,0,on,2,4/5,0.8,6/5,1.2,leaving,6,4/3,1.33333333333333,2/3,0.666666666666667,approaching,5,10/11,0.909090909090909,12/11,1.09090909090909,leaving,10,20/13,1.53846153846154,6/13,0.461538461538462,approaching,3,1,0,0,3>13>9>11>5,2,2,1,0,0.0,2,0,0.0,1.2,0.666666666666667,1.09090909090909,0.461538461538462
2339,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,4,8/5,1.6,2/5,0.4,approaching,8,16/9,1.77777777777778,2/9,0.222222222222222,approaching,7,14/11,1.27272727272727,8/11,0.727272727272727,approaching,12,24/13,1.84615384615385,2/13,0.153846153846154,approaching,13,1,2/13,0.153846153846154,13>9>5>3>11,5,0,0,1,0.153846153846154,5,1,0.666666666666667,0.4,0.222222222222222,0.727272727272727,0.153846153846154
2341,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,1,2/5,0.4,8/5,1.6,leaving,1,2/9,0.222222222222222,16/9,1.77777777777778,leaving,9,18/11,1.63636363636364,4/11,0.363636363636364,approaching,1,2/13,0.153846153846154,24/13,1.84615384615385,leaving,11,1,4/11,0.363636363636364,11>3>5>9>13,1,4,0,1,0.363636363636364,1,1,1.33333333333333,1.6,1.77777777777778,0.363636363636364,1.84615384615385
2343,0,0,0,0,0,on,3,6/5,1.2,4/5,0.8,approaching,3,2/3,0.666666666666667,4/3,1.33333333333333,leaving,0,0,0,0,0,on,3,6/13,0.461538461538462,20/13,1.53846153846154,leaving,3+11,2,0,0,3+11>5>9>13,1,2,2,0,0.0,1,0,0.0,0.8,1.33333333333333,0.0,1.53846153846154
2345,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,0,0,0,0,0,on,5,10/9,1.11111111111111,8/9,0.888888888888889,approaching,2,4/11,0.363636363636364,18/11,1.63636363636364,leaving,5,10/13,0.769230769230769,16/13,1.23076923076923,leaving,5,1,0,0,5>3>9>13>11,2,2,1,0,0.0,2,0,0.666666666666667,0.0,0.888888888888889,1.63636363636364,1.23076923076923
2347,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,2,4/5,0.8,6/5,1.2,leaving,7,14/9,1.55555555555556,4/9,0.444444444444444,approaching,4,8/11,0.727272727272727,14/11,1.27272727272727,leaving,7,14/13,1.07692307692308,12/13,0.923076923076923,approaching,9,1,4/9,0.444444444444444,9>13>5>11>3,2,3,0,1,0.444444444444444,2,1,1.33333333333333,1.2,0.444444444444444,1.27272727272727,0.923076923076923
2349,0,0,0,0,0,on,4,8/5,1.6,2/5,0.4,approaching,0,0,0,0,0,on,6,12/11,1.09090909090909,10/11,0.909090909090909,approaching,9,18/13,1.38461538461538,8/13,0.615384615384615,approaching,3+9,2,0,0,3+9>5>13>11,3,0,2,0,0.0,3,0,0.0,0.4,0.0,0.909090909090909,0.615384615384615
2351,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,1,2/5,0.4,8/5,1.6,leaving,2,4/9,0.444444444444444,14/9,1.55555555555556,leaving,8,16/11,1.45454545454545,6/11,0.545454545454545,approaching,11,22/13,1.69230769230769,4/13,0.307692307692308,approaching,13,1,4/13,0.307692307692308,13>11>3>9>5,3,2,0,1,0.307692307692308,3,1,0.666666666666667,1.6,1.55555555555556,0.545454545454545,0.307692307692308
2353,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,3,6/5,1.2,4/5,0.8,approaching,4,8/9,0.888888888888889,10/9,1.11111111111111,leaving,10,20/11,1.81818181818182,2/11,0.181818181818182,approaching,0,0,0,0,0,on,13,1,0,0,13>11>5>9>3,2,2,1,0,0.0,2,0,1.33333333333333,0.8,1.11111111111111,0.181818181818182,0.0
2355,0,0,0,0,0,on,0,0,0,0,0,on,6,4/3,1.33333333333333,2/3,0.666666666666667,approaching,1,2/11,0.181818181818182,20/11,1.81818181818182,leaving,2,4/13,0.307692307692308,22/13,1.69230769230769,leaving,3+5,2,0,0,3+5>9>13>11,1,2,2,0,0.0,1,0,0.0,0.0,0.666666666666667,1.81818181818182,1.69230769230769
2357,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,2,4/5,0.8,6/5,1.2,leaving,8,16/9,1.77777777777778,2/9,0.222222222222222,approaching,3,6/11,0.545454545454545,16/11,1.45454545454545,leaving,4,8/13,0.615384615384615,18/13,1.38461538461538,leaving,9,1,2/9,0.222222222222222,9>3>5>13>11,2,3,0,1,0.222222222222222,2,1,0.666666666666667,1.2,0.222222222222222,1.45454545454545,1.38461538461538
2359,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,4,8/5,1.6,2/5,0.4,approaching,1,2/9,0.222222222222222,16/9,1.77777777777778,leaving,5,10/11,0.909090909090909,12/11,1.09090909090909,leaving,6,12/13,0.923076923076923,14/13,1.07692307692308,leaving,5,1,2/5,0.4,5>13>11>3>9,1,4,0,1,0.4,1,0,1.33333333333333,0.4,1.77777777777778,1.09090909090909,1.07692307692308
2361,0,0,0,0,0,on,1,2/5,0.4,8/5,1.6,leaving,3,2/3,0.666666666666667,4/3,1.33333333333333,leaving,7,14/11,1.27272727272727,8/11,0.727272727272727,approaching,8,16/13,1.23076923076923,10/13,0.769230769230769,approaching,3,1,0,0,3>11>13>9>5,2,2,1,0,0.0,2,0,0.0,1.6,1.33333333333333,0.727272727272727,0.769230769230769
2363,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,3,6/5,1.2,4/5,0.8,approaching,5,10/9,1.11111111111111,8/9,0.888888888888889,approaching,9,18/11,1.63636363636364,4/11,0.363636363636364,approaching,10,20/13,1.53846153846154,6/13,0.461538461538462,approaching,11,1,4/11,0.363636363636364,11>13>3>5>9,5,0,0,1,0.363636363636364,5,0,0.666666666666667,0.8,0.888888888888889,0.363636363636364,0.461538461538462
2365,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,0,0,0,0,0,on,7,14/9,1.55555555555556,4/9,0.444444444444444,approaching,0,0,0,0,0,on,12,24/13,1.84615384615385,2/13,0.153846153846154,approaching,5+11,2,0,0,5+11>13>9>3,2,1,2,0,0.0,2,0,1.33333333333333,0.0,0.444444444444444,0.0,0.153846153846154
2367,0,0,0,0,0,on,2,4/5,0.8,6/5,1.2,leaving,0,0,0,0,0,on,2,4/11,0.363636363636364,18/11,1.63636363636364,leaving,1,2/13,0.153846153846154,24/13,1.84615384615385,leaving,3+9,2,0,0,3+9>5>11>13,0,3,2,0,0.0,0,0,0.0,1.2,0.0,1.63636363636364,1.84615384615385
2369,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,4,8/5,1.6,2/5,0.4,approaching,2,4/9,0.444444444444444,14/9,1.55555555555556,leaving,4,8/11,0.727272727272727,14/11,1.27272727272727,leaving,3,6/13,0.461538461538462,20/13,1.53846153846154,leaving,5,1,2/5,0.4,5>3>11>13>9,2,3,0,1,0.4,2,0,0.666666666666667,0.4,1.55555555555556,1.27272727272727,1.53846153846154
2371,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,1,2/5,0.4,8/5,1.6,leaving,4,8/9,0.888888888888889,10/9,1.11111111111111,leaving,6,12/11,1.09090909090909,10/11,0.909090909090909,approaching,5,10/13,0.769230769230769,16/13,1.23076923076923,leaving,11,1,10/11,0.909090909090909,11>9>13>3>5,1,4,0,1,0.909090909090909,1,1,1.33333333333333,1.6,1.11111111111111,0.909090909090909,1.23076923076923
2373,0,0,0,0,0,on,3,6/5,1.2,4/5,0.8,approaching,6,4/3,1.33333333333333,2/3,0.666666666666667,approaching,8,16/11,1.45454545454545,6/11,0.545454545454545,approaching,7,14/13,1.07692307692308,12/13,0.923076923076923,approaching,3,1,0,0,3>11>9>5>13,4,0,1,0,0.0,4,0,0.0,0.8,0.666666666666667,0.545454545454545,0.923076923076923
2375,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,0,0,0,0,0,on,8,16/9,1.77777777777778,2/9,0.222222222222222,approaching,10,20/11,1.81818181818182,2/11,0.181818181818182,approaching,9,18/13,1.38461538461538,8/13,0.615384615384615,approaching,5,1,0,0,5>11>9>13>3,4,0,1,0,0.0,4,0,0.666666666666667,0.0,0.222222222222222,0.181818181818182,0.615384615384615
2377,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,2,4/5,0.8,6/5,1.2,leaving,1,2/9,0.222222222222222,16/9,1.77777777777778,leaving,1,2/11,0.181818181818182,20/11,1.81818181818182,leaving,11,22/13,1.69230769230769,4/13,0.307692307692308,approaching,13,1,4/13,0.307692307692308,13>5>3>9>11,1,4,0,1,0.307692307692308,1,1,1.33333333333333,1.2,1.77777777777778,1.81818181818182,0.307692307692308
2379,0,0,0,0,0,on,4,8/5,1.6,2/5,0.4,approaching,3,2/3,0.666666666666667,4/3,1.33333333333333,leaving,3,6/11,0.545454545454545,16/11,1.45454545454545,leaving,0,0,0,0,0,on,3+13,2,0,0,3+13>5>9>11,1,2,2,0,0.0,1,0,0.0,0.4,1.33333333333333,1.45454545454545,0.0
2381,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,1,2/5,0.4,8/5,1.6,leaving,5,10/9,1.11111111111111,8/9,0.888888888888889,approaching,5,10/11,0.909090909090909,12/11,1.09090909090909,leaving,2,4/13,0.307692307692308,22/13,1.69230769230769,leaving,3,1,2/3,0.666666666666667,3>9>11>5>13,2,3,0,1,0.666666666666667,2,1,0.666666666666667,1.6,0.888888888888889,1.09090909090909,1.69230769230769
2383,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,3,6/5,1.2,4/5,0.8,approaching,7,14/9,1.55555555555556,4/9,0.444444444444444,approaching,7,14/11,1.27272727272727,8/11,0.727272727272727,approaching,4,8/13,0.615384615384615,18/13,1.38461538461538,leaving,9,1,4/9,0.444444444444444,9>11>5>3>13,3,2,0,1,0.444444444444444,3,1,1.33333333333333,0.8,0.444444444444444,0.727272727272727,1.38461538461538
2385,0,0,0,0,0,on,0,0,0,0,0,on,0,0,0,0,0,on,9,18/11,1.63636363636364,4/11,0.363636363636364,approaching,6,12/13,0.923076923076923,14/13,1.07692307692308,leaving,3+5+9,3,0,0,3+5+9>11>13,1,1,3,0,0.0,1,0,0.0,0.0,0.0,0.363636363636364,1.07692307692308
2387,2,4/3,1.33333333333333,2/3,0.666666666666667,approaching,2,4/5,0.8,6/5,1.2,leaving,2,4/9,0.444444444444444,14/9,1.55555555555556,leaving,0,0,0,0,0,on,8,16/13,1.23076923076923,10/13,0.769230769230769,approaching,11,1,0,0,11>3>13>5>9,2,2,1,0,0.0,2,0,0.666666666666667,1.2,1.55555555555556,0.0,0.769230769230769
2389,1,2/3,0.666666666666667,4/3,1.33333333333333,leaving,4,8/5,1.6,2/5,0.4,approaching,4,8/9,0.888888888888889,10/9,1.11111111111111,leaving,2,4/11,0.363636363636364,18/11,1.63636363636364,leaving,10,20/13,1.53846153846154,6/13,0.461538461538462,approaching,5,1,2/5,0.4,5>13>9>3>11,2,3,0,1,0.4,2,1,1.33333333333333,0.4,1.11111111111111,1.63636363636364,0.461538461538462
2391,0,0,0,0,0,on,1,2/5,0.4,8/5,1.6,leaving,6,4/3,1.33333333333333,2/3,0.666666666666667,approaching,4,8/11,0.727272727272727,14/11,1.27272727272727,leaving,12,24/13,1.84615384615385,2/13,0.153846153846154,approaching,3,1,0,0,3>13>9>11>5,2,2,1,0,0.0,2,0,0.0,1.6,0.666666666666667,1.27272727272727,0.153846153846154
