event,offset,center_count,prime_rate,survivor_rate,parent_progress_mean,parent_progress_median,parent_progress_p10,parent_progress_p90,child_centroid_mean,child_centroid_median,child_centroid_p10,child_centroid_p90,child_dispersion_mean,child_coupling_mean,child_flip_count_mean
prime_center,-32,45162,0.058101944112306805,0.069726761436606,0.2458055971172057,0.09937893375407937,0.0993780365154903,0.6694462144739718,0.9997166235267714,1.0326797584426577,0.7086402920586897,1.2408371077847726,0.49950819818566894,-0.014135641896708363,4.129577963774855
prime_center,-31,45162,0.0,0.0,0.06270077267432966,0.06270077330419721,0.06270048903158419,0.0627010564943901,0.999728678878205,1.0326974553708415,0.7086446556292035,1.2408566845657147,0.49950816165013845,-0.014120472468637018,4.129356538682964
prime_center,-30,45162,0.1611088968601922,0.1933262477303928,0.477695577396863,0.3482762737809968,0.1760235390883284,1.0,0.9997456547872363,1.0327276008860529,0.7086371353451024,1.2409493713317699,0.4995081281751226,-0.014125975095966527,4.129290111155396
prime_center,-29,45162,0.0,0.0,0.06270077267291191,0.06270077330277946,0.06270048903016659,0.06270105649297218,0.9997470993908466,1.032698218708167,0.7086861619319644,1.240947694462836,0.49950849370142947,-0.01410321186420971,4.128957973517559
prime_center,-28,45162,0.07147601966254816,0.08520437535981577,0.26820465206728844,0.14558587727858416,0.0993780372401251,0.795806251936215,0.999729631395771,1.0327181066122593,0.708680475099349,1.2409635029001853,0.499508460226594,-0.014124639304644752,4.12944510871972
prime_center,-27,45162,0.0,0.0,0.06270077267149413,0.06270077330136167,0.06270048902874897,0.06270105649155425,0.9997121634006952,1.0326437657539684,0.7086856991923509,1.2409742825642274,0.4995084241633332,-0.014111716531732387,4.1292458261370175
prime_center,-26,45162,0.06390328151986183,0.07645808423010496,0.2541495009354838,0.09937893374733711,0.09937803650874952,0.7328377938774744,0.9997586626543883,1.032664293776579,0.7087548840058993,1.2410642145692192,0.4995083873945034,-0.014109159002668039,4.129112971081883
prime_center,-25,45162,0.0,0.0,0.06270077267007636,0.06270077329994392,0.06270048902733136,0.06270105649013633,0.9997313535441174,1.0325826089341739,0.7087221477040047,1.2410724725230844,0.49950835557521883,-0.014098313530200593,4.129068686063505
prime_center,-24,45162,0.1185509941986626,0.14315132190779858,0.39359045244312946,0.2562870361041337,0.1455865147332805,1.0,0.9997335677794319,1.0325904114283455,0.7087382166058644,1.241040621502823,0.4995083218744495,-0.0141135615251446,4.129068686063505
prime_center,-23,45162,0.0,0.0,0.06270077266865857,0.06270077329852614,0.06270048902591374,0.0627010564887184,0.999755464245137,1.03256004237929,0.7086991982238847,1.241116450967783,0.4995082893519399,-0.014089408034973303,4.128802975953235
prime_center,-22,45162,0.06689252026039591,0.08059873344847437,0.2589645618201087,0.14558587888320063,0.09937803723338431,0.7576245656026839,0.9997970429412323,1.0326379897307016,0.7087796402475862,1.2411537425527777,0.4995082572988772,-0.01407894280479997,4.1286701208981
prime_center,-21,45162,0.0,0.0,0.0627007726672408,0.06270077329710837,0.06270048902449611,0.06270105648730047,0.9997844955037543,1.032590510464414,0.7086837994222428,1.241140299427882,0.499508229012031,-0.014072831901773386,4.128802975953235
prime_center,-20,45162,0.08011159824631327,0.09671848013816926,0.2882669497826816,0.09937893374059487,0.09937803650200873,0.8790891467089207,0.9998113125270569,1.032631393860207,0.7087029241011696,1.2411889165285372,0.4995082002558472,-0.014083759846624041,4.128891545989991
prime_center,-19,45162,0.0,0.0,0.06270077266582304,0.0627007732956906,0.06270048902307851,0.06270105648588255,0.9997790828591884,1.0326031611395234,0.7086410553960153,1.241172651681416,0.49950817338097003,-0.014104163220939324,4.1289801160267485
prime_center,-18,45162,0.12134095035649439,0.14523271777157787,0.3950335817180213,0.2562871635846544,0.14558652784315906,1.0,0.9998009793248934,1.0325861285125968,0.7086708517510887,1.2412235131456768,0.4995081432115586,-0.014094091921246025,4.129002258535937
prime_center,-17,45162,0.0,0.0,0.06270077266440527,0.06270077329427283,0.0627004890216609,0.06270105648446463,0.9998228757905984,1.0326534956829767,0.7085949979780664,1.2412901979047084,0.49950811634116876,-0.014092204182871841,4.129046543554316
prime_center,-16,45162,0.05978477481068155,0.07220672246578982,0.24634852089873896,0.14558587755013463,0.09937803722664353,0.6684485314065489,0.9998250900259131,1.032698218708167,0.708482802690489,1.2412711865409252,0.49950809299988214,-0.014071613165935113,4.128847260971614
prime_center,-15,45162,0.0,0.0,0.0627007726629875,0.06270077329285506,0.06270048902024328,0.06270105648304669,0.9998273042612276,1.032729320807634,0.7084363164870605,1.2412517705062525,0.4995080694240958,-0.014075501345030177,4.128802975953235
prime_center,-14,45162,0.07114388202471104,0.08502723528630264,0.2680957195696557,0.0993789337338526,0.09937803649526794,0.8014380314528112,0.99983443905414,1.0327222245443144,0.7083796171994317,1.2412304904757772,0.4995080463208489,-0.014084341195977698,4.128692263407289
prime_center,-13,45162,0.0,0.0,0.06270077266156973,0.06270077329143728,0.06270048901882566,0.06270105648162877,0.9998169710590643,1.0327164370964041,0.7083438836383043,1.2411985328444806,0.4995080241557786,-0.014074743403768745,4.128559408352155
prime_center,-12,45162,0.11673530844515301,0.14118063858996502,0.39263304863077186,0.25628708590410854,0.14558652393735044,1.0,0.9998191852943791,1.0327178734759832,0.7083864698053826,1.2412329034332636,0.49950800010945073,-0.014095892237870673,4.1288694034808024
prime_center,-11,45162,0.0,0.0,0.06270077266015196,0.06270077329001952,0.06270048901740803,0.06270105648021085,0.9998206298970652,1.0327451706150876,0.708401421635684,1.2412646993954377,0.49950837364932077,-0.01410570494937917,4.12893583100837
prime_center,-10,45162,0.07763163721712944,0.09370709888844604,0.28679981977445945,0.17602235685218087,0.09937803721990274,0.8625468107629984,0.999813003016261,1.0326162180967522,0.7083728502104831,1.2412675395957042,0.49950834913138686,-0.014115129682635357,4.129002258535937
prime_center,-9,45162,0.0,0.0,0.0627007726587342,0.06270077328860174,0.06270048901599043,0.06270105647879291,0.9997906144626637,1.0325095312094623,0.7082865301532681,1.241277258635662,0.49950832696769987,-0.014100458772757025,4.128891545989991
prime_center,-8,45162,0.05949692219122271,0.07127673707984589,0.24612126794985345,0.09937893372711035,0.09937803648852715,0.6656974724945075,0.9997731464666642,1.0324627162444322,0.7083078521755769,1.2412032103286816,0.49950830574980304,-0.014098013417358429,4.128891545989991
prime_center,-7,45162,0.0,0.0,0.06270077265731643,0.06270077328718396,0.06270048901457281,0.06270105647737499,0.9997556784706646,1.0324883147028558,0.7082990582421911,1.241208628173705,0.49950828217896515,-0.014078722346275298,4.128913688499181
prime_center,-6,45162,0.12107524024622471,0.14381559718347284,0.39339085241708455,0.25628715284628245,0.14558651824405874,1.0,0.9997578927050554,1.0324301776652307,0.7083947383873597,1.2412249366911383,0.49950825625054374,-0.014067189012038999,4.128625835879722
prime_center,-5,45162,0.0,0.0,0.06270077265589866,0.0627007732857662,0.0627004890131552,0.06270105647595707,0.9997404247090557,1.0324537913774816,0.7084126176865844,1.2412219650674434,0.4995082307923848,-0.01406548119900916,4.128647978388911
