base,factors,voice_count,first_missing_prime,harmonic_repeat_count,event_x_old_lock,event_x_echo,last_pure_repeat_x,phi_crossed_before_expansion
10000574,2;19;89;2957,4,3,1,1.872378781135544,0.12762121886445643,1.9175379451818564,False
10000582,2;37;149;907,4,3,1,1.8723787870652908,0.12762121293470904,1.917537949105754,False
10000658,2;17;223;1319,4,3,1,1.8723788433976272,0.1276211566023728,1.9175379863826103,False
10000682,2;43;103;1129,4,3,1,1.8723788611866865,0.12762113881331327,1.9175379981541831,False
10000726,2;17;19;113;137,5,3,1,1.8723788937998387,0.1276211062001612,1.917538019735318,False
10000730,2;5;37;151;179,5,3,1,1.8723788967646626,0.12762110323533715,1.9175380216972342,False
10000826,2;11;233;1951,4,3,1,1.872378967920043,0.12762103207995668,1.9175380687829573,False
10000858,2;7;809;883,4,3,1,1.872378991638334,0.12762100836166596,1.9175380844780854,False
10000862,2;17;107;2749,4,3,1,1.8723789946031144,0.12762100539688556,1.917538086439973,False
10000874,2;13;193;1993,4,3,1,1.8723790034974475,0.12762099650255235,1.9175380923256284,False
10000878,2;3;19;37;2371,5,5,3,1.818425960280548,0.18157403971945207,1.841606887528107,False
10000882,2;29;269;641,4,3,1,1.8723790094269963,0.1276209905730035,1.9175380962493949,False
10000922,2;1831;2731,3,3,1,1.8723790390746613,0.12762096092533862,1.9175381158681737,False
10000930,2;5;17;89;661,5,3,1,1.8723790450041784,0.12762095499582152,1.9175381197919195,False
10000958,2;11;499;911,4,3,1,1.8723790657574464,0.12762093424255339,1.9175381335249997,False
10000978,2;13;211;1823,4,3,1,1.8723790805811698,0.12762091941883014,1.9175381433343168,False
10000986,2;3;1061;1571,4,5,3,1.8184260708884883,0.18157392911151168,1.8416069852451118,False
10001014,2;1861;2687,3,3,1,1.8723791072637883,0.12762089273621166,1.9175381609910325,False
10001026,2;7;37;43;449,5,3,1,1.8723791161579706,0.12762088384202933,1.9175381668765885,False
10001090,2;5;11;23;59;67,6,3,1,1.8723791635934088,0.12762083640659141,1.9175381982660868,False
10001130,2;3;5;41;47;173,6,7,5,1.784555208999008,0.21544479100099215,1.7999148342595617,False
10001138,2;7;311;2297,4,3,1,1.8723791991697645,0.1276208008302353,1.9175382218080628,False
10001154,2;3;709;2351,4,5,3,1.8184262429426425,0.1815737570573575,1.8416071372470044,False
10001166,2;3;7;227;1049,5,5,3,1.818426255232102,0.18157374476789814,1.8416071481041736,False
10001190,2;3;5;389;857,5,7,5,1.7845552805507068,0.2154447194492935,1.7999149012820903,False
10001202,2;3;17;71;1381,5,5,3,1.8184262921003815,0.18157370789961846,1.8416071806755945,False
10001218,2;2027;2467,3,3,1,1.872379258463268,0.12762074153673197,1.917538261044409,False
10001222,2;7;11;101;643,5,3,1,1.8723792614279295,0.1276207385720707,1.9175382630062174,False
10001282,2;31;97;1663,4,3,1,1.8723793058976894,0.12762069410231047,1.9175382924332331,False
10001290,2;5;13;107;719,5,3,1,1.8723793118269683,0.1276206881730316,1.9175382963568204,False
10001306,2;7;587;1217,4,3,1,1.8723793236855102,0.12762067631448973,1.9175383042039846,False
10001326,2;59;131;647,4,3,1,1.8723793385086576,0.1276206614913422,1.9175383140129196,False
10001334,2;3;7;19;83;151,6,5,3,1.81842642728281,0.18157357271718988,1.841607300103018,False
10001342,2;13;199;1933,4,3,1,1.8723793503671522,0.127620649632848,1.917538321860052,False
10001346,2;3;29;229;251,5,5,3,1.8184264395720233,0.18157356042797668,1.8416073109599693,False
10001354,2;11;163;2789,4,3,1,1.8723793592610085,0.12762064073899124,1.9175383277453917,False
10001362,2;7;277;2579,4,3,1,1.8723793651902403,0.12762063480976002,1.9175383316689476,False
10001438,2;61;73;1123,4,3,1,1.8723794215176723,0.1276205784823274,1.9175383689425503,False
10001446,2;7;13;179;307,5,3,1,1.8723794274468482,0.1276205725531518,1.917538372866069,False
10001486,2;11;19;71;337,5,3,1,1.8723794570926469,0.127620542907353,1.91753839248361,False
10001506,2;47;103;1033,4,3,1,1.8723794719154967,0.12762052808450322,1.917538402292348,False
10001530,2;5;7;11;31;419,6,3,1,1.8723794897028732,0.12762051029712718,1.917538414062804,False
10001546,2;2069;2417,3,3,1,1.8723795015610973,0.12762049843890297,1.9175384219097573,False
10001562,2;3;19;59;1487,5,5,3,1.8184266607750554,0.1815733392249442,1.8416075063826134,False
10001570,2;5;617;1621,4,3,1,1.8723795193483936,0.1276204806516063,1.9175384336801602,False
10001602,2;13;313;1229,4,3,1,1.872379543064715,0.12762045693528487,1.9175384493739824,False
10001614,2;7;769;929,4,3,1,1.8723795519583137,0.12762044804168618,1.9175384552591512,False
10001622,2;3;41;109;373,5,5,3,1.8184267222193993,0.1815732777806009,1.8416075606658466,False
10001626,2;67;101;739,4,3,1,1.872379560851901,0.1276204391480994,1.9175384611443125,False
10001630,2;5;53;113;167,5,3,1,1.8723795638164271,0.1276204361835731,1.917538463106031,False
10001642,2;7;23;89;349,5,3,1,1.872379572709998,0.1276204272900022,1.9175384689911814,False
10001662,2;11;383;1187,4,3,1,1.8723795875325895,0.12762041246741046,1.9175384787997478,False
10001670,2;3;5;7;97;491,6,11,9,1.740994294337114,0.2590057056628863,1.7500022662645542,False
10001674,2;1759;2843,3,3,1,1.8723795964261285,0.12762040357387133,1.9175384846848766,False
10001694,2;3;29;47;1223,5,5,3,1.8184267959520697,0.18157320404793034,1.8416076258052476,False
10001726,2;7;463;1543,4,3,1,1.8723796349646609,0.12762036503533933,1.9175385101870126,False
10001786,2;41;283;431,4,3,1,1.8723796794319196,0.12762032056808026,1.9175385396123694,False
10001802,2;3;619;2693,4,5,3,1.818426906549968,0.18157309345003203,1.8416077235133692,False
10001810,2;5;7;13;29;379,6,3,1,1.8723796972187399,0.12762030278126002,1.9175385513824568,False
10001822,2;137;173;211,4,3,1,1.8723797061121321,0.12762029388786775,1.9175385572674883,False
10001842,2;53;157;601,4,3,1,1.8723797209344262,0.12762027906557377,1.9175385670758576,False
10001882,2;11;17;47;569,5,3,1,1.8723797505789148,0.1276202494210851,1.917538586692529,False
10001902,2;31;353;457,4,3,1,1.8723797654011098,0.12762023459889038,1.9175385965008325,False
10001918,2;23;103;2111,4,3,1,1.8723797772588415,0.12762022274115842,1.9175386043474587,False
10001926,2;11;29;61;257,5,3,1,1.8723797831876996,0.12762021681230037,1.9175386082707666,False
10001998,2;83;89;677,4,3,1,1.872379836547184,0.1276201634528162,1.9175386435803814,False
10002018,2;3;13;17;19;397,6,5,3,1.8184271277417774,0.18157287225822225,1.8416079189260857,False
10002054,2;3;53;71;443,5,5,3,1.8184271646065626,0.1815728353934374,1.8416079514944148,False
10002058,2;11;43;97;109,5,3,1,1.8723798810130934,0.1276201189869069,1.9175386730048427,False
10002066,2;3;727;2293,4,5,3,1.818427176894791,0.18157282310520861,1.8416079623504953,False
10002070,2;5;13;47;1637,5,3,1,1.8723798899062392,0.12762011009376076,1.9175386788897109,False
10002118,2;7;421;1697,4,3,1,1.872379925478705,0.1276200745212953,1.9175387024291066,False
10002126,2;3;673;2477,4,5,3,1.8184272383356894,0.18157276166431074,1.8416080166306807,False
10002146,2;7;11;107;607,5,3,1,1.8723799462292214,0.12762005377077845,1.917538716160362,False
10002158,2;29;331;521,4,3,1,1.8723799551222806,0.12762004487771966,1.9175387220451727,False
10002162,2;3;67;139;179,5,5,3,1.8184272752000312,0.1815727247999689,1.8416080491986178,False
10002170,2;5;19;61;863,5,3,1,1.8723799640153271,0.12762003598467275,1.9175387279299756,False
10002182,2;1619;3089,3,3,1,1.8723799729083621,0.12762002709163778,1.91753873381477,False
10002190,2;5;11;79;1151,5,3,1,1.8723799788370454,0.1276200211629544,1.917538737737962,False
10002266,2;53;127;743,4,3,1,1.8723800351592736,0.12761996484072632,1.9175387750081125,False
10002278,2;11;13;41;853,5,3,1,1.8723800440522134,0.1276199559477866,1.9175387808928441,False
10002382,2;13;311;1237,4,3,1,1.8723801211238587,0.1276198788761412,1.9175388318935211,False
10002398,2;7;19;31;1213,5,3,1,1.8723801329809555,0.1276198670190444,1.917538839739726,False
10002442,2;41;223;547,4,3,1,1.8723801655878627,0.12761983441213728,1.9175388613167186,False
10002446,2;47;97;1097,4,3,1,1.8723801685521189,0.12761983144788094,1.9175388632782575,False
10002470,2;5;23;157;277,5,3,1,1.8723801863376297,0.12761981366237068,1.9175388750474764,False
10002478,2;53;197;479,4,3,1,1.872380192266122,0.12761980773387782,1.9175388789705416,False
10002494,2;17;109;2699,4,3,1,1.872380204123092,0.12761979587690803,1.9175388868166627,False
10002506,2;29;37;59;79,5,3,1,1.8723802130158054,0.12761978698419454,1.9175388927012447,False
10002542,2;11;151;3011,4,3,1,1.8723802396938742,0.12761976030612562,1.9175389103549414,False
10002558,2;3;839;1987,4,5,3,1.8184276806980466,0.1815723193019531,1.8416084074373056,False
10002574,2;43;107;1087,4,3,1,1.8723802634076234,0.12761973659237655,1.917538926047057,False
10002606,2;3;41;73;557,5,5,3,1.8184277298481077,0.18157227015189242,1.841608450859103,False
10002622,2;7;29;71;347,5,3,1,1.8723802989780882,0.1276197010219117,1.9175389495851252,False
10002630,2;3;5;11;17;1783,6,7,5,1.7845569976484534,0.2154430023515467,1.7999165096886924,False
10002658,2;61;163;503,4,3,1,1.8723803256558118,0.12761967434418808,1.9175389672385932,False
10002674,2;11;307;1481,4,3,1,1.8723803375125434,0.1276196624874564,1.9175389750845566,False
10002714,2;3;829;2011,4,5,3,1.8184278404347844,0.18157215956521552,1.8416085485572982,False
10002742,2;59;103;823,4,3,1,1.872380387903417,0.1276196120965831,1.9175390084297428,False
10002746,2;13;23;43;389,5,3,1,1.872380390867574,0.12761960913242595,1.917539010391216,False
10002754,2;1801;2777,3,3,1,1.872380396795884,0.1276196032041157,1.917539014314161,False
10002770,2;5;31;41;787,5,3,1,1.8723804086524891,0.12761959134751108,1.91753902216004,False
10002778,2;19;461;571,4,3,1,1.8723804145807832,0.1276195854192167,1.9175390260829737,False
10002822,2;3;47;79;449,5,5,3,1.8184279510201327,0.18157204897986734,1.841608646254318,False
10002830,2;5;941;1063,4,3,1,1.8723804531145676,0.1276195468854322,1.9175390515819597,False
10002838,2;23;101;2153,4,3,1,1.8723804590428228,0.12761954095717754,1.917539055504868,False
10002874,2;7;811;881,4,3,1,1.872380485719903,0.12761951428009688,1.9175390731579092,False
10002898,2;73;131;523,4,3,1,1.8723805035045642,0.12761949649543602,1.9175390849265643,False
10002902,2;7;13;17;53;61,6,3,1,1.8723805064686694,0.12761949353133048,1.9175390868880038,False
10002914,2;2131;2347,3,3,1,1.872380515360978,0.12761948463902187,1.9175390927723168,False
10002918,2;3;43;137;283,5,5,3,1.8184280493171046,0.1815719506828955,1.8416087330951267,False
10002930,2;3;5;7;19;23;109,7,11,9,1.7409960564193387,0.25900394358066137,1.750003975863174,False
10002934,2;41;199;613,4,3,1,1.8723805301814658,0.12761946981853398,1.9175391025794875,False
10002954,2;3;13;257;499,5,5,3,1.8184280861781983,0.18157191382180168,1.8416087656601907,False
10002966,2;3;67;149;167,5,5,3,1.8184280984651964,0.18157190153480324,1.841608776515183,False
10002970,2;5;17;29;2029,5,3,1,1.8723805568582608,0.12761944314173915,1.917539120232339,False
10002982,2;11;227;2003,4,3,1,1.872380565750502,0.12761943424949798,1.9175391261166077,False
10003038,2;3;17;281;349,5,5,3,1.8184281721868432,0.18157182781315698,1.8416088416448317,False
10003062,2;3;877;1901,4,5,3,1.818428196760594,0.1815718032394061,1.8416088633545986,False
10003098,2;3;7;37;41;157,6,5,3,1.8184282336210973,0.18157176637890282,1.8416088959191401,False
10003106,2;17;239;1231,4,3,1,1.8723806576362965,0.12761934236370345,1.9175391869202496,False
10003114,2;11;23;53;373,5,3,1,1.8723806635643685,0.12761933643563134,1.9175391908430361,False
10003146,2;3;61;151;181,5,5,3,1.8184282827682055,0.18157171723179472,1.8416089393383257,False
10003190,2;5;71;73;193,5,3,1,1.8723807198807898,0.1276192801192101,1.9175392281093349,False
10003206,2;3;23;173;419,5,5,3,1.8184283442017215,0.18157165579827866,1.841608993611981,False
10003218,2;3;683;2441,4,5,3,1.8184283564883754,0.18157164351162466,1.8416090044666686,False
10003242,2;3;17;101;971,5,5,3,1.8184283810616342,0.18157161893836588,1.8416090261760003,False
10003262,2;41;43;2837,4,3,1,1.8723807732327487,0.12761922676725157,1.9175392634139568,False
10003270,2;5;701;1427,4,3,1,1.8723807791607172,0.12761922083928262,1.9175392673366745,False
10003322,2;7;409;1747,4,3,1,1.8723808176923864,0.12761918230761354,1.9175392928342574,False
10003326,2;3;53;83;379,5,5,3,1.8184284670675235,0.18157153293247671,1.841609102158204,False
10003334,2;11;223;2039,4,3,1,1.8723808265842783,0.12761917341572163,1.9175392987182938,False
10003386,2;3;19;47;1867,5,5,3,1.8184285284998092,0.18157147150019082,1.841609156430771,False
10003422,2;3;11;13;89;131,6,5,3,1.818428565358984,0.18157143464101608,1.8416091889941375,False
10003434,2;3;7;29;43;191,6,5,3,1.8184285776453428,0.1815714223546573,1.8416091998485637,False
10003510,2;5;11;211;431,5,3,1,1.8723809569973247,0.12761904300267513,1.9175393850165887,False
10003574,2;7;23;47;661,5,3,1,1.8723810044196159,0.12761899558038406,1.9175394163973656,False
10003578,2;3;13;277;463,5,5,3,1.8184287250803688,0.18157127491963132,1.841609330100549,False
10003606,2;43;293;397,4,3,1,1.8723810281306343,0.12761897186936552,1.9175394320876697,False
10003634,2;61;167;491,4,3,1,1.8723810488777062,0.12761895112229374,1.9175394458166397,False
10003686,2;3;7;11;59;367,6,5,3,1.8184288356550884,0.1815711643449117,1.841609427788167,False
10003690,2;5;19;37;1423,5,3,1,1.8723810903716556,0.12761890962834466,1.9175394732744515,False
10003730,2;5;11;199;457,5,3,1,1.872381120010032,0.12761887998996832,1.9175394928870684,False
10003738,2;1723;2903,3,3,1,1.872381125937691,0.1276188740623089,1.917539496809581,False
10003758,2;3;23;71;1021,5,5,3,1.8184289093708301,0.18157109062916998,1.8416094929125926,False
10003778,2;43;89;1307,4,3,1,1.872381155575909,0.12761884442409133,1.917539516422093,False
10003794,2;3;643;2593,4,5,3,1.8184289462284795,0.18157105377152052,1.8416095254746097,False
10003826,2;7;443;1613,4,3,1,1.8723811911415955,0.1276188088584048,1.9175395399569912,False
10003830,2;3;5;139;2399,5,7,5,1.7845584283535176,0.21544157164648217,1.79991784983091,False
10003834,2;2099;2383,3,3,1,1.872381197069191,0.12761880293080888,1.9175395438794616,False
10003886,2;31;317;509,4,3,1,1.8723812355984355,0.12761876440156447,1.9175395693754358,False
10003890,2;3;5;13;113;227,6,7,5,1.784558499883767,0.21544150011623275,1.79991791683333,False
10003898,2;29;173;997,4,3,1,1.8723812444897678,0.12761875551023213,1.9175395752591011,False
10003910,2;5;7;241;593,5,3,1,1.8723812533810886,0.12761874661891168,1.917539581142759,False
10003962,2;3;53;163;193,5,5,3,1.818429118228892,0.18157088177110797,1.8416096774289628,False
10003990,2;5;17;83;709,5,3,1,1.872381312656254,0.1276186873437463,1.91753962036694,False
10003994,2;7;11;13;19;263,6,3,1,1.872381315619998,0.1276186843800019,1.9175396223281393,False
10004014,2;29;137;1259,4,3,1,1.8723813304387005,0.12761866956129983,1.9175396321341258,False
10004106,2;3;7;313;761,5,5,3,1.8184292656552588,0.18157073434474127,1.8416098076732879,False
10004122,2;43;61;1907,4,3,1,1.8723814104591203,0.12761858954088004,1.9175396850860713,False
10004126,2;11;17;23;1163,5,3,1,1.8723814134228205,0.1276185865771793,1.9175396870472416,False
10004158,2;59;149;569,4,3,1,1.8723814371323788,0.12761856286762102,1.9175397027365773,False
10004162,2;7;281;2543,4,3,1,1.8723814400960677,0.1276185599039322,1.9175397046977405,False
10004210,2;5;907;1103,4,3,1,1.8723814756602308,0.12761852433976942,1.917539728231628,False
10004246,2;7;29;41;601,5,3,1,1.8723815023332275,0.1276184976667723,1.91753974588196,False
10004298,2;3;19;127;691,5,5,3,1.8184294622200745,0.18157053777992566,1.8416099813291387,False
10004302,2;7;11;167;389,5,3,1,1.8723815438243434,0.1276184561756564,1.9175397733378918,False
10004326,2;47;71;1499,4,3,1,1.872381561606171,0.12761843839382894,1.917539785104667,False
10004354,2;151;157;211,4,3,1,1.8723815823515761,0.12761841764842374,1.9175397988325316,False
10004358,2;3;7;13;73;251,6,5,3,1.8184295236457184,0.18157047635428172,1.8416100355958305,False
10004386,2;7;53;97;139,5,3,1,1.8723816060605314,0.12761839393946858,1.9175398145214673,False
10004390,2;5;11;103;883,5,3,1,1.8723816090241452,0.12761839097585517,1.9175398164825803,False
10004402,2;23;79;2753,4,3,1,1.872381617914977,0.12761838208502277,1.9175398223659135,False
10004410,2;5;13;41;1877,5,3,1,1.8723816238421922,0.12761837615780777,1.9175398262881316,False
10004434,2;11;349;1303,4,3,1,1.8723816416238053,0.1276183583761946,1.9175398380547646,False
10004466,2;3;17;43;2281,5,5,3,1.8184296342108444,0.18157036578915567,1.841610133274962,False
10004470,2;5;7;131;1091,5,3,1,1.8723816682961363,0.12761833170386405,1.9175398557046555,False
10004486,2;1709;2927,3,3,1,1.872381680150471,0.12761831984952932,1.9175398635490284,False
10004498,2;7;599;1193,4,3,1,1.8723816890412082,0.12761831095879214,1.917539869432299,False
10004510,2;5;563;1777,4,3,1,1.872381697931933,0.12761830206806687,1.917539875315561,False
10004514,2;3;13;47;2729,5,5,3,1.8184296833504736,0.181570316649526,1.8416101766875321,False
10004554,2;7;233;3067,4,3,1,1.8723817305311576,0.12761826946884275,1.9175398968874566,False
10004574,2;3;41;67;607,5,5,3,1.8184297447746423,0.18157025522535786,1.8416102309529185,False
10004582,2;7;739;967,4,3,1,1.8723817512760346,0.12761824872396524,1.9175399106149706,False
10004594,2;29;181;953,4,3,1,1.8723817601666766,0.1276182398333233,1.9175399164981781,False
10004610,2;3;5;7;11;61;71,7,13,11,1.7254316860134256,0.2745683139865746,1.7328554770898594,False
10004618,2;13;449;857,4,3,1,1.8723817779479248,0.12761822205207513,1.9175399282645693,False
10004630,2;5;31;59;547,5,3,1,1.872381786838531,0.12761821316146887,1.9175399341477526,False
10004690,2;5;769;1301,4,3,1,1.8723818312913836,0.12761816870861623,1.9175399635635522,False
10004726,2;37;353;383,4,3,1,1.8723818579629528,0.1276181420370475,1.9175399812129377,False
10004762,2;1609;3109,3,3,1,1.872381884634414,0.12761811536558584,1.9175399988622512,False
10004806,2;7;17;127;331,5,3,1,1.872381917232722,0.1276180827672782,1.9175400204335389,False
10004810,2;5;43;53;439,5,3,1,1.8723819201961962,0.1276180798038036,1.9175400223945593,False
10004834,2;7;557;1283,4,3,1,1.872381937977016,0.1276180620229839,1.9175400341606665,False
10004842,2;67;197;379,4,3,1,1.8723819439039457,0.12761805609605462,1.917540038082695,False
10004874,2;3;11;17;37;241,6,5,3,1.818430051889334,0.18156994811066604,1.841610502274411,False
10004890,2;5;7;47;3041,5,3,1,1.8723819794654102,0.12761802053458976,1.9175400616147922,False
10004942,2;17;29;73;139,5,3,1,1.8723820179901158,0.12761798200988442,1.9175400871077557,False
10004962,2;11;191;2381,4,3,1,1.8723820328072502,0.12761796719274957,1.9175400969127017,False
10004966,2;1657;3019,3,3,1,1.8723820357706733,0.12761796422932656,1.9175400988736888,False
10004970,2;3;5;167;1997,5,7,5,1.784559787346779,0.21544021265322136,1.7999191228005,False
10004974,2;7;727;983,4,3,1,1.8723820416975159,0.1276179583024845,1.9175401027956593,False
10004982,2;3;13;19;43;157,6,5,3,1.8184301624481145,0.18156983755188563,1.841610599947929,False
10004990,2;5;523;1913,4,3,1,1.872382053551184,0.1276179464488163,1.9175401106395902,False
10005010,2;5;17;229;257,5,3,1,1.8723820683682395,0.1276179316317608,1.9175401204444837,False
10005022,2;37;53;2551,4,3,1,1.8723820772584565,0.12761792274154335,1.917540126327409,False
10005046,2;23;263;827,4,3,1,1.872382095038856,0.1276179049611442,1.9175401380932373,False
10005058,2;7;19;29;1297,5,3,1,1.8723821039290378,0.12761789607096247,1.9175401439761393,False
10005078,2;3;17;47;2087,5,5,3,1.8184302607214706,0.1815697392785291,1.8416106867678477,False
10005110,2;5;67;109;137,5,3,1,1.8723821424530211,0.12761785754697916,1.9175401694686234,False
10005154,2;43;317;367,4,3,1,1.8723821750500629,0.12761782494993704,1.9175401910390706,False
10005182,2;11;283;1607,4,3,1,1.8723821957935518,0.12761780420644808,1.9175402047656644,False
10005198,2;3;7;211;1129,5,5,3,1.818430383561691,0.18156961643830904,1.841610795291441,False
10005214,2;17;103;2857,4,3,1,1.872382219500317,0.12761778049968295,1.9175402204531464,False
10005230,2;5;23;41;1061,5,3,1,1.8723822313536678,0.1276177686463321,1.9175402282968672,False
10005234,2;3;53;73;431,5,5,3,1.818430420413437,0.18156957958656272,1.841610827848236,False
10005254,2;7;541;1321,4,3,1,1.8723822491336548,0.12761775086634553,1.917540240062421,False
10005266,2;47;163;653,4,3,1,1.8723822580236298,0.12761774197637005,1.9175402459451858,False
10005286,2;19;281;937,4,3,1,1.8723822728402295,0.12761772715977077,1.9175402557497774,False
10005322,2;23;199;1093,4,3,1,1.8723822995100246,0.12761770048997534,1.9175402733979856,False
10005330,2;3;5;359;929,5,7,5,1.7845602164668133,0.2154397835331869,1.7999195247573978,False
10005334,2;1667;3001,3,3,1,1.8723823083999325,0.12761769160006733,1.917540279280706,False
10005358,2;11;313;1453,4,3,1,1.8723823261797132,0.12761767382028702,1.9175402910461237,False
10005362,2;19;251;1049,4,3,1,1.8723823291430048,0.12761767085699494,1.917540293007023,False
10005398,2;13;347;1109,4,3,1,1.8723823558125743,0.1276176441874256,1.917540310655082,False
10005430,2;5;463;2161,4,3,1,1.8723823795187686,0.1276176204812317,1.9175403263421855,False
10005434,2;2137;2341,3,3,1,1.872382382482037,0.1276176175179634,1.9175403283030696,False
10005486,2;3;17;233;421,5,5,3,1.81843067837153,0.18156932162847003,1.8416110557421472,False
10005530,2;5;337;2969,4,3,1,1.872382453600079,0.12761754639992115,1.9175403753640223,False
10005558,2;3;41;89;457,5,5,3,1.8184307520725138,0.18156924792748577,1.8416111208535184,False
10005566,2;1873;2671,3,3,1,1.8723824802691482,0.12761751973085164,1.9175403930117492,False
10005598,2;23;443;491,4,3,1,1.8723825039748978,0.127617496025102,1.917540408698558,False
10005622,2;11;17;31;863,5,3,1,1.8723825217541545,0.1276174782458453,1.9175404204636282,False
10005630,2;3;5;197;1693,5,7,5,1.7845605740537414,0.21543942594625834,1.7999198597091979,False
10005638,2;29;167;1033,4,3,1,1.8723825336069664,0.12761746639303398,1.9175404283069906,False
10005666,2;3;11;19;79;101,6,5,3,1.818430862622884,0.18156913737711602,1.8416112185195965,False
10005690,2;3;5;17;23;853,6,7,5,1.784560645569698,0.21543935443030165,1.7999199266982182,False
10005742,2;19;179;1471,4,3,1,1.872382610649724,0.12761738935027583,1.9175404792885031,False
10005746,2;31;71;2273,4,3,1,1.8723826136128896,0.12761738638711068,1.917540481249319,False
10005830,2;5;47;61;349,5,3,1,1.8723826758390525,0.12761732416094784,1.9175405224262436,False
10005842,2;7;11;43;1511,5,3,1,1.8723826847284564,0.1276173152715436,1.9175405283086295,False
10005870,2;3;5;7;29;31;53,7,11,9,1.741000166988309,0.2589998330116908,1.7500079639984139,False
10005914,2;67;89;839,4,3,1,1.8723827380646318,0.12761726193536807,1.9175405636027811,False
10005918,2;3;13;163;787,5,5,3,1.818431120568583,0.1815688794314171,1.8416114464025444,False
10005926,2;7;229;3121,4,3,1,1.8723827469539531,0.12761725304604715,1.9175405694851124,False
10005982,2;7;79;83;109,5,3,1,1.8723827884372934,0.12761721156270675,1.9175405969358859,False
10006010,2;5;7;223;641,5,3,1,1.8723828091788661,0.1276171908211337,1.9175406106612083,False
10006026,2;3;757;2203,4,5,3,1.8184312311145265,0.18156876888547346,1.8416115440647072,False
10006030,2;5;17;71;829,5,3,1,1.8723828239942357,0.1276171760057641,1.9175406204649832,False
10006042,2;131;181;211,4,3,1,1.8723828328834418,0.12761716711655818,1.9175406263472377,False
10006086,2;3;1117;1493,4,5,3,1.818431292528366,0.18156870747163406,1.8416115983209567,False
10006098,2;3;17;263;373,5,5,3,1.8184313048110847,0.18156869518891533,1.841611609172163,False
10006118,2;31;199;811,4,3,1,1.8723828891814696,0.12761711081853036,1.917540663601334,False
10006130,2;5;331;3023,4,3,1,1.8723828980705886,0.12761710192941172,1.917540669483531,False
10006166,2;17;151;1949,4,3,1,1.8723829247378732,0.12761707526212715,1.9175406871300742,False
10006206,2;3;7;37;47;137,6,5,3,1.8184314153548153,0.18156858464518466,1.8416117068323683,False
10006238,2;11;157;2897,4,3,1,1.8723829780721206,0.12761702192787924,1.9175407224229466,False
10006242,2;3;23;31;2339,5,5,3,1.8184314522024305,0.18156854779756945,1.8416117393855091,False
10006262,2;7;269;2657,4,3,1,1.8723829958501084,0.1276170041498918,1.9175407341871746,False
10006282,2;11;13;59;593,5,3,1,1.8723830106650612,0.12761698933493862,1.9175407439906733,False
10006310,2;5;479;2089,4,3,1,1.8723830314059406,0.1276169685940597,1.9175407577155357,False
